date,epiweek,region,fips,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,apple_mobility,cdc_hospitalized,dex,dex_a,dex_income_1,dex_income_1_a,dex_income_2,dex_income_2_a,dex_income_3,dex_income_3_a,dex_income_4,dex_income_4_a,dex_education_1,dex_education_1_a,dex_education_2,dex_education_2_a,dex_education_3,dex_education_3_a,dex_education_4,dex_education_4_a,dex_race_asian,dex_race_asian_a,dex_race_black,dex_race_black_a,dex_race_hispanic,dex_race_hispanic_a,dex_race_white,dex_race_white_a,people_total,people_total_2nd_dose,smoothed_covid_vaccinated,smoothed_tested_positive_14d,smoothed_wearing_mask,smoothed_travel_outside_state_5d,smoothed_spent_time_1d,kinsa_cases,covidnet,positiveIncrease,negativeIncrease,totalTestResultsIncrease,onVentilatorCurrently,inIcuCurrently,deathIncrease,recovered,hospitalizedIncrease,Observed Number,Excess Higher Estimate,death_jhu_cumulative,death_jhu_incidence,fb_survey_cli,google_survey_cli,fb_survey_wili,Number of Facilities Reporting,CLI Percent of Total Visits
4/11/20,202015,X,US,-306,-98,-96,-365,-338,135,385.68,437,17456.4964,14593.6271,17088.3792,14234.5663,17649.5825,15199.4113,19003.694,16565.935,18839.0673,16439.8817,17563.0849,14933.9929,18105.0923,15611.9271,19208.5692,16653.3003,17317.034,14921.6383,17096.6109,14617.687,17487.8937,14469.418,19294.3261,16351.8651,17577.0599,15297.9797,0,0,0,0,0,0,0,0.921628993,9.2,215575,595399,1074299,29521,71575,12906,18470,45653.25,214463,48022.33333,25810,14659,0.041106324,0.373985197,0.042840241,3629,6
4/18/20,202016,X,US,-310,-135,-154,-358,-325,131,414.62,463,15019.5666,11000.6536,15048.4934,11028.6936,15515.5691,11731.3442,16515.4408,12653.7044,15918.6584,12371.0554,15582.3442,11649.0036,15933.6283,12049.9273,16569.5611,12636.5207,14615.3682,11211.2883,14785.1384,11225.8474,15061.9953,10976.9741,16782.1104,12536.6426,15317.7928,11732.9044,0,0,0,0,0,0,0,0.566402947,10,199652,604774,1094298,41917,100698,14437,31186,36394.375,208346.3333,43857.66667,40987,15177,0.015791666,2.490342381,0.016584367,3630,4.9
4/25/20,202017,X,US,-281,-104,-60,-338,-312,124,466.65,373,20754.789,16469.9714,20310.7911,16176.6311,21159.6376,17419.739,22624.6292,18804.8491,22066.6603,18375.4349,21020.0072,17096.6001,21684.6143,17864.8397,22754.1466,18822.0727,20236.7216,16625.9606,20016.0523,16371.5262,20173.9611,15976.9374,22781.4504,18493.0124,21065.5089,17472.5602,0,0,0,0,0,0,0,0.487900747,9.6,210618,459503,1532269,38083,102580,13555,49597,32591.8125,202761.3333,40204.66667,56537,15550,0.014186614,2.486751767,0.015595408,3618,4.2
5/2/20,202018,X,US,-245,-70,12,-312,-298,107,516.84,516,23941.2249,18715.7621,23611.6327,18565.2648,24381.1731,19791.3407,25943.9529,21242.5328,25278.8298,20734.8105,24372.4364,19548.9173,25002.4745,20296.8718,26107.2672,21277.3464,23232.6013,18783.287,22925.1083,18487.8563,23295.1792,18200.4589,26058.3912,20928.4772,24285.769,19830.8855,0,0,0,0,0,0,0,0.388695513,9.3,193181,843972,1701850,33815,94028,12759,62289,35660.3438,192187.6667,31754.33333,69988,13451,0.015265031,0.865922766,0.01711136,3628,3.7
5/9/20,202019,X,US,-211,-25,66,-290,-277,102,583.14,472,30838.6687,24700.5151,29782.1033,23893.5241,31204.5941,25943.0714,33684.2895,28313.8001,33740.3339,28481.6997,30785.31,25213.2644,32009.5084,26618.7205,33934.078,28390.175,31024.1962,25767.2014,29980.9432,24884.4415,29521.8736,23629.9272,33265.7331,27432.4565,31575.5947,26425.4266,0,0,0,0,0,0,0,0.331303841,8.2,175330,1017876,2001421,39592,85950,12672,37340,32065.8281,187225.3333,28476,82268,12280,0.010682175,0.843409852,0.012287464,3627,3.1
5/16/20,202020,X,US,-202,-36,101,-278,-263,97,470.21,452,31269.7136,25265.2053,30270.4954,24420.9943,31625.3709,26451.7814,34092.1317,28871.1288,34380.9545,29294.0835,31074.0807,25591.4268,32324.1913,27053.6467,34403.952,28986.0609,31877.2536,26697.1542,30701.5503,25701.2601,29962.8877,24112.3356,33928.1711,28218.7426,32012.0221,26969.2691,0,0,0,0,0,0,0,0.190475405,7.7,159204,1339576,2516518,42471,76174,9793,56302,22816.5859,182505.6667,25277.66667,92286,10018,0.011058066,0.496582905,0.013001268,3630,2.7
5/23/20,202021,X,US,-175,-26,162,-263,-250,90,729.13,417,37270.5115,30227.798,35554.8669,28714.8918,37491.13,31381.488,40722.6073,34522.3126,42235.8719,36230.6924,36390.0529,29994.1781,38202.9857,31993.3344,41258.1635,34805.6924,39397.7948,33114.9166,37262.1601,31345.8139,35572.5263,28639.148,40287.9673,33662.4817,38405.1877,32400.1968,0,0,0,0,0,0,0,0.293713477,7.3,156520,1614606,2999921,34872,65686,8151,92911,25419.207,176154.6667,20090.33333,100787,8501,0.01262786,0,0.01482839,3656,2.4
5/30/20,202022,X,US,-164,-25,280,-254,-260,87,765.8,309,36973.3834,30044.9082,35243.697,28499.5516,37054.6733,31041.6575,40334.541,34225.0851,42212.7007,36345.498,35845.893,29556.3285,37792.0326,31663.7376,40919.8108,34568.0096,39560.6285,33322.4767,37392.8637,31545.6893,35197.3778,28384.6534,40065.7576,33574.3019,38131.607,32212.5535,0,0,0,0,0,0,0,0.329334972,6.1,143492,1565814,3022945,29171,58612,6576,133004,34657.3965,171520.6667,16180.66667,107382,6595,0.012375843,0,0.01535455,3677,2
6/6/20,202023,X,US,-134,-5,268,-231,-213,74,808.97,208,41401.964,33114.2104,39171.749,31241.8361,41256.0882,33987.6635,45224.1813,37755.1832,48300.1298,41060.8398,39761.5349,32301.1587,42014.6864,34628.3066,45921.3496,38217.9361,45416.1953,37750.4462,42172.9772,35069.5528,39424.3641,31420.0749,44712.0188,37021.9538,42802.452,35576.1952,0,0,0,0,0,0,0,0.282301903,4.8,148076,1789864,3496652,25885,50583,5712,90843,20550.8018,170266.6667,15359.33333,113433,6051,0.013342148,0,0.016691302,3679,1.8
6/13/20,202024,X,US,-115,-5,348,-212,-205,66,876.77,278,43738.8903,35295.1867,41054.2667,32940.7884,43357.8897,35972.4525,47727.9101,40119.9273,52075.0211,44795.2413,41446.5032,33889.6926,44064.8286,36542.7476,48682.3992,40794.2995,49205.5995,41301.3453,45483.8816,38131.0455,41998.9487,33625.4923,47422.5353,39650.244,45299.779,37944.7817,0,0,0,0,0,0,0,0.297390549,4,144360,1770300,3434398,20995,43575,5257,59713,16411.5991,168489.6667,14066.66667,118587,5154,0.011970228,0,0.015053997,3679,1.9
6/20/20,202025,X,US,-100,4,416,-196,-203,59,920.96,246,46033.1724,37060.727,42870.6539,34072.1563,45455.6332,37505.3469,50204.8472,42066.3399,55443.1486,47811.2601,43274.2596,35144.0579,46259.3322,38150.8615,51281.946,42813.6147,52545.9138,44082.0977,48355.356,40357.2184,44369.1073,35158.1212,49891.9705,41576.2527,47824.6298,39945.3772,0,0,0,0,0,0,0,0.215160842,4,177047,1884415,3818600,17858,38665,4189,63560,16046.2004,168809.3333,14476,122770,4183,0.011636856,0,0.014437634,3687,2.3
6/27/20,202026,X,US,-107,-7,396,-192,-209,61,938.82,469,43987.6334,35468.0041,41237.7159,32813.4266,43454.6713,35842.4376,47784.9387,40019.1693,52844.604,45776.8779,41343.2689,33592.6691,44103.0111,36384.2068,48812.7752,40729.3403,50462.6109,42422.5292,46169.8828,38583.5226,42555.7914,33707.2399,47892.3024,40024.774,45636.1576,38135.2443,0,0,0,0,0,0,0,0.261344529,4.5,255686,1960590,4443487,15603,37127,3783,63478,20203.8998,170266,16212.66667,126671,3901,0.013335604,0,0.016230287,3697,3.1
7/4/20,202027,X,US,-96,18,449,-194,-246,63,934.52,824,41992.111,32761.5036,39454.5658,30463.0674,41500.4596,33155.4671,45685.183,37045.6794,50216.4409,42604.5804,39794.205,31353.6086,42197.2331,33705.8049,46601.1077,37716.6962,47985.2935,39350.1549,43986.3966,35958.7055,40770.3883,31485.7515,45837.3708,37508.1798,43558.14,35263.0538,0,0,0,0,0,0,0,0.345472847,6,341790,2373952,4990654,14376,38425,3484,122699,22776.0501,173602.6667,20201.66667,130379,3708,0.017940435,0,0.021833091,3699,3.8
7/11/20,202028,X,US,-110,-16,368,-194,-223,62,951.9,906,41302.3947,33236.702,39027.2824,30866.6124,40769.3372,33465.9029,44771.3099,37340.2961,49865.4659,43465.1048,38932.8667,31448.9247,41307.6749,33912.6531,45777.095,38055.9543,47959.1879,40363.8416,43498.6777,36266.5828,40401.6573,31792.8786,45359.7969,38060.3323,42902.0296,35716.454,0,0,0,0,0,0,0,0.481005561,7.7,388804,2390695,5393868,14943,40722,4627,101139,31580.9749,178623,25438,135649,5270,0.018457396,0,0.02195722,3696,4.2
7/18/20,202029,X,US,-103,-10,422,-197,-215,61,968.02,18477,41929.1522,33247.7742,39223.7939,30577.3588,41122.4445,33288.8749,45586.7653,37478.2294,51133.8459,43865.3226,39100.0266,31147.7459,41723.2885,33789.3193,46638.4604,38212.7933,49053.376,40657.726,44338.1381,36335.5035,41045.0321,31822.8989,45990.3885,37916.8692,43563.4419,35786.6922,0,0,0,0,0,0,0,0.477695922,8.1,458510,2746112,6095169,16030,43756,5161,126814,31103.0125,180958,28139.66667,141225,5576,0.018695972,0,0.021841373,3700,4.1
7/25/20,202030,X,US,-107,-21,399,-202,-216,61,970.53,32622,41599.7603,33123.244,38641.2574,30199.6533,40733.085,32973.7377,45422.0126,37280.853,51301.9109,43980.3388,38527.1537,30709.1419,41321.1979,33444.129,46455.4548,38032.7388,49383.2777,40923.4677,44333.047,36350.4654,40775.5809,31686.6957,45652.076,37632.1581,43390.0967,35610.5413,0,0,0,0,0,0,0,0.430077183,7.6,464577,2856272,6118555,17528,61304,6352,156323,33335.4937,183129,30476.33333,147689,6464,0.01618361,0,0.019463136,3706,3.7
8/1/20,202031,X,US,-102,-19,403,-198,-219,59,981.58,38089,42825.7195,34309.7436,39907.0169,31266.2839,42062.2999,34161.6868,46923.7326,38581.1366,52968.8837,45457.1849,39874.0632,31830.1474,42689.6158,34620.2792,47898.7982,39301.6407,51106.6924,42434.9171,45940.9852,37806.7811,42010.0728,32777.6783,47041.8086,38864.0276,44823.4124,36866.059,0,0,0,0,0,0,0,0.343657975,6.9,435314,2745294,6110376,19126,73121,8018,182113,32894.7531,182996,30685,155669,7980,0.014657651,0,0.017656343,3702,3.3
8/8/20,202032,X,US,-97,-18,406,-197,-218,57,993.77,33248,43227.3845,34187.9689,40304.3193,31086.373,42401.9248,33979.647,47074.2027,38367.6597,53382.8217,45505.2703,40149.2576,31636.616,42935.6654,34427.5982,48111.3559,39114.5873,51597.1804,42481.2638,46364.6573,37742.6165,42022.7777,32288.922,47420.8248,38785.8571,45111.3449,36732.8105,0,0,0,0,0,0,0,0.342727838,6.4,368335,2615482,5685369,18639,70199,7258,180719,35842.1234,181917,29567,162965,7296,0.013986965,0,0.01709372,3723,3
8/15/20,202033,X,US,-103,-26,394,-198,-217,54,1008.49,31191,43457.9402,34317.08,40232.9391,30775.4115,42407.8408,33816.8633,47481.0494,38456.1314,54691.3687,46369.6206,39908.2432,31332.949,42980.6738,34260.6184,48559.7272,39259.7707,53112.4105,43456.4293,47385.9964,38363.0726,42111.4543,32023.4359,47771.7927,38882.6929,45562.4053,36879.3343,0,0,0,0,0,0,0,,5.7,368167,2486285,5803570,17715,65059,7504,174951,27076.9383,182234,29880.33333,170057,7092,0.012245241,0,0.014837387,3722,2.6
8/22/20,202034,X,US,-106,-32,351,-201,-211,54,998.55,30279,42143.2298,32940.5302,38808.1334,29396.2665,40987.2515,32336.6066,46080.0644,36855.5425,53453.208,44598.3316,38239.132,29552.6689,41465.249,32692.4992,47240.7274,37752.939,52195.3771,42211.0082,46588.5932,37419.1428,40898.5587,30842.8297,46251.3071,36992.9857,44228.5869,35384.2855,0,0,0,0,0,0,0,,5.2,301751,2558875,5757044,16589,60496,6901,166197,23045.5309,179911,27259.66667,176900,6843,0.011095859,0,0.013189706,3729,2.3
8/29/20,202035,X,US,-111,-39,288,-206,-207,56,956.87,28969,39473.1118,30372.804,36440.6405,27119.3563,38238.0802,29774.9939,42910.7641,34004.1115,49001.4057,40453.9047,35906.5106,27317.5946,38741.5219,30169.3328,43928.1152,34756.7911,47857.8011,38355.9301,43009.2278,34078.1511,38538.6109,28556.3633,43289.0759,34009.2819,41022.0241,32507.0423,0,0,0,0,0,0,0,,4.4,287834,2597649,5640736,14824,54088,6523,154336,20011.2346,176678.6667,23697,183254,6354,0.00969226,0,0.011481235,3733,2.2
9/5/20,202036,X,US,-94,-23,341,-188,-209,47,979.32,27163,41131.5569,32764.6329,38564.2851,29540.6993,40432.25,32220.6909,45021.6873,36449.7401,51063.405,42990.7578,38160.4452,29793.2273,40818.2045,32537.244,46073.3711,37305.8926,49773.8042,40764.9081,45386.5189,36913.4522,40937.7987,31256.3195,45711.8708,36827.4029,42978.1838,34819.0113,0,0,0,0,0,0,0,,4,284486,2631029,6116877,14190,49101,5903,160513,17906.3827,174726.3333,21083.33333,189160,5906,0.010726802,0,0.012923315,3729,2
9/12/20,202037,X,US,-110,-40,316,-211,-241,55,955.38,27431,40057.1461,31621.2047,37200.0976,28093.7239,39404.9604,31032.7028,44075.5245,35220.5726,50330.868,41875.509,36917.251,28439.1938,39832.1318,31360.2153,45093.6531,36042.9314,48941.73,39571.6806,44511.5472,35732.4238,39560.3665,29739.3908,44672.0584,35475.981,42100.8694,33687.5314,0,0,0,0,0,0,0,0,3.8,238150,2355350,5485504,12836,45881,5107,135757,16505.8086,173293.6667,19268,194310,5150,0.009715325,0,0.009475313,3730,2
9/19/20,202038,X,US,-105,-42,271,-205,-189,48,948.3,24201,38169.7493,29685.2578,35837.2628,26557.7875,37692.6433,29164.6483,41968.4582,33008.0517,47709.7813,38946.906,35509.9046,26855.0211,38037.0028,29447.8041,42921.5089,33749.6455,46395.4951,36864.3695,42189.6405,33146.8052,37997.5681,27950.2,42597.8997,33056.378,40075.2498,31567.9417,0,0,0,0,0,0,0,0,3.7,279447,2764558,6510346,11143,43716,5551,137013,16404.5957,173800,18852.66667,199835,5525,0.009310184,0,0.007895994,3748,2
9/26/20,202039,X,US,-107,-45,228,-211,-185,48,920,24289,38624.2654,28792.5645,36001.9038,25656.1128,37976.9132,28346.7888,42163.4084,32063.4483,47939.9982,37943.8483,35784.6407,26101.598,38367.999,28643.9809,43085.1768,32758.4063,46636.5547,35856.7629,42388.1021,32283.6758,38266.9105,27164.2724,42979.471,32190.4891,40359.2336,30684.2321,0,0,0,0,0,0,0,0,4.1,309025,2823684,6924169,10845,43263,5281,171793,16726.7022,176187.3333,20241.33333,205260,5425,0.008528744,0,0.007137393,3756,2.1
10/3/20,202040,X,US,-102,-35,156,-208,-180,46,901.85,26793,41252.0939,30416.8616,38519.5455,27011.9387,40504.981,29931.1793,45006.8476,33967.9425,51127.8367,40176.2882,38370.0414,27582.0957,40921.2876,30275.0703,45948.7753,34656.6382,49724.7582,37905.5757,45319.9513,34199.8781,40962.4755,28620.9777,45815.3582,33840.7234,43036.2595,32486.8234,0,0,0,0,0,0,0,0,4.3,298062,2814421,7247873,10609,43161,4786,141440,17452.6489,173300.3333,16625.33333,210148,4888,0.009207756,0,0.007571763,3756,2.3
10/10/20,202041,X,US,-106,-36,194,-203,-182,46,902.09,32395,37435.6207,28469.7617,35000.0205,25151.4986,36865.0456,27817.706,41104.5806,31592.708,47014.3928,37569.3304,34726.9178,25516.9045,37385.3513,28224.9933,41881.454,32216.9585,45775.243,35524.6605,41570.1653,32029.877,37395.8031,26826.1354,41797.2651,31561.4868,39374.4679,30305.1269,0,0,0,0,0,0,0,,5.4,335915,2847976,7751786,11214,45650,4836,141014,20818.6755,178324,20763,215248,5100,0.010913117,0,0.012652865,3758,2.7
10/17/20,202042,X,US,-110,-44,149,-205,-186,52,900.21,36158,37234.8597,28807.8164,34884.3676,25174.9457,36797.586,27938.047,41059.4875,31788.2586,47414.3224,38189.7944,34523.3202,25487.8979,37272.2471,28327.4544,42028.0311,32574.4168,46174.0444,36100.2449,41771.7279,32378.6187,37540.4694,27039.4454,41724.4772,31689.6729,39491.4771,30597.3089,0,0,0,0,0,0,0,,6.2,383946,2975011,8073964,12145,50051,4874,155471,22114.6622,173850.3333,15451.66667,220464,5216,0.009802492,0,0.012263192,3756,2.9
10/24/20,202043,X,US,-116,-48,103,-204,-176,51,882.8,40516,38900.6599,30012.3988,36408.4993,26049.1877,38472.0605,29072.392,43055.4211,33231.352,49478.5288,39633.223,36164.5604,26495.694,38945.3217,29481.8532,43907.4888,33930.2378,48228.7257,37511.0369,43733.2538,33761.8918,39083.3285,27890.2477,43758.4824,32898.5078,41280.2417,31870.6385,0,0,0,0,0,0,0,,7.2,467677,3283249,8291009,14248,57140,5671,184159,37903.1689,177688.3333,18379.66667,226340,5876,0.009612204,0,0.011903857,3761,3.3
10/31/20,202044,X,US,-117,-40,13,-218,-178,55,849.9,45019,39955.0175,30726.2369,37729.1817,26891.3671,39734.9752,29859.742,44356.7825,34062.0412,50365.0995,40028.72,37461.2118,27322.7164,40254.4854,30290.3887,45360.5648,34858.2172,48939.5043,37863.2166,44837.456,34410.5937,40221.0385,28589.4034,45005.2259,33544.5681,42356.2001,32546.2308,0,0,0,0,0,0,0,,8.8,558457,3419111,8970104,16491,64137,5722,202571,27731.4156,180390,19964.33333,232335,5995,0.007894368,0,0.009142228,3752,3.7
11/7/20,202045,X,US,-116,-52,43,-228,-178,55,786.68,54306,34474.1701,25451.2075,32355.7248,22214.8381,34264.7023,24716.4826,38261.9648,28217.8642,43574.6159,33325.1903,32225.9592,22633.3413,34705.5903,25116.7073,39078.5513,28858.3882,42320.7157,31427.1969,38742.9492,28641.5097,34418.4157,23564.7716,38702.1584,27713.8029,36571.2859,26993.3733,0,0,0,0,0,0,0,,11.8,832498,3524466,9781268,19425,74530,6997,235061,32744.2922,185787.6667,25620,239580,7245,0.010105403,0,0.010783265,3758,4.6
11/14/20,202046,X,US,-126,-57,-23,-240,-186,63,762.02,68673,36553.8745,28273.0358,34493.1342,24406.4008,36716.3955,27365.6617,41001.7548,31174.697,46520.2864,36549.7565,34523.3252,24952.0672,37274.5275,27827.5603,41815.9863,31871.2413,45048.8941,34459.2705,41253.3235,31293.5036,36924.7373,25997.0132,41259.7238,30396.8746,39197.2375,29847.7251,0,0,0,0,0,0,0,,15.8,1015651,3847859,10647139,23988,87230,7791,293906,41921.3539,188567,27533,247561,7981,0.015496533,0,0.015583238,3756,5.5
11/21/20,202047,X,US,-137,-49,-50,-238,-181,64,756.58,80629,37773.81,29772.818,35945.4996,25603.6383,38027.7765,28506.688,42599.2434,32552.0619,48633.8809,38392.7643,35827.5341,26050.8934,38698.5625,29084.8978,43414.0376,33281.3395,46958.985,36084.2124,43174.787,32868.2039,38425.7039,27237.032,43275.9294,32066.1056,40615.1847,31131.4578,0,0,0,0,0,0,0,,17.7,1196566,4409186,12382560,32194,107055,10228,379683,48916.3231,193883.6667,31455.33333,258454,10893,0.018887837,0,0.020916104,3762,6.3
11/28/20,202048,X,US,-173,-45,-53,-271,-284,86,707.67,85185,40269.8805,31595.5333,37845.6084,26583.3852,40761.4612,30278.1643,45838.5221,34781.8526,51907.2504,40836.0024,38230.919,27482.2823,41488.4431,30903.6582,46654.6892,35459.8547,49595.56,37794.5334,45840.8792,34714.42,40237.662,28216.3208,45903.0311,33874.1095,43728.6034,33223.0246,0,0,0,0,0,0,0,,18,1143990,4280140,12381541,40463,122850,10187,489165,49389.8385,196226,32341.33333,269303,10849,0.018809572,0,0.021539539,3764,6.8
12/5/20,202049,X,US,-139,-60,-112,-249,-186,69,726.42,94243,36879.9453,28799.5529,34908.1044,24264.4127,37642.0233,27637.2284,42025.5099,31504.1727,47190.0862,36356.5045,35414.7129,25176.1462,38262.821,28152.7879,42793.2667,32133.6102,44858.6003,33681.6351,41353.2677,30604.6869,37121.1178,25614.7954,41969.2976,30236.3385,39977.5173,30050.6491,0,0,0,0,0,0,0,,18.6,1337551,3052237,12141938,47132,135737,15033,546293,59034.0808,205381.3333,39584.33333,285067,15764,0.020025403,0,0.023276781,3766,6.9
