date,epiweek,region,fips,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,apple_mobility,dex,dex_a,dex_income_1,dex_income_1_a,dex_income_2,dex_income_2_a,dex_income_3,dex_income_3_a,dex_income_4,dex_income_4_a,dex_education_1,dex_education_1_a,dex_education_2,dex_education_2_a,dex_education_3,dex_education_3_a,dex_education_4,dex_education_4_a,dex_race_asian,dex_race_asian_a,dex_race_black,dex_race_black_a,dex_race_hispanic,dex_race_hispanic_a,dex_race_white,dex_race_white_a,kinsa_cases,hospitalization,n_visits,D57,E11,E78,I10,I21,I51,J45,R06,R10,R11,R51,R52,R91,R93,Z20,Z21,Z85,covidnet,positiveIncrease,negativeIncrease,totalTestResultsIncrease,onVentilatorCurrently,inIcuCurrently,deathIncrease,recovered,hospitalizedIncrease,Observed Number,Excess Higher Estimate,death_jhu_cumulative,death_jhu_incidence,fb_survey_cli,google_survey_cli,fb_survey_wili,Number of Facilities Reporting,CLI Percent of Total Visits
1/4/20,202001,X,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.894449503,0.794099849,0.839119582,0.738040337,0.657261455,0.727503511,0.814302426,0.82514363,0.774802918,0.852419887,0.777450226,0.853422891,0.730822266,0.781707772,0.876485808,0.725475615,0.06162909,0.731233596,0.664767548,,0,0,0,0,0,0,0,0,178817.6667,2030.333333,0,0,0,0,0,3460,2.4
1/11/20,202002,X,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.981723505,0.943381733,0.960290447,0.938175473,0.991634951,0.958137469,0.87264127,0.979925651,0.943669723,0.998809735,0.974090756,0.932418291,0.886784237,0.834016939,0.994953376,0.959038235,0.066735838,1.001049869,1.005059253,,0,0,0,0,0,0,0,0,181041.3333,2746,0,0,0,0,0,3465,1.9
1/18/20,202003,X,US,0,0,0,0,0,0,657.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.962202927,0.938308698,0.964828682,0.929267021,0.984135085,0.948125001,0.866029195,0.96225076,0.923453766,0.964450764,0.992919696,0.944245699,0.904710066,0.825600597,0.96667179,0.968581521,0.073860276,1.001574803,1.000546946,,0,0,0,0,0,0,0,0,176831,350.3333333,0,0,0,0,0,3463,1.9
1/25/20,202004,X,US,0,0,0,0,0,0,753.08,49045.5918,46191.3033,42550.8853,40359.2583,45068.2625,42900.6191,52665.4416,50203.8752,69195.1615,66303.4332,38904.929,37060.4864,44895.8485,42749.2225,54427.5381,52001.2105,72496.8004,69436.0018,60021.3272,57424.8382,48372.2462,46046.3904,53360.7375,50933.1209,52433.6723,49956.975,0,0.942545542,0.926306986,0.943045155,0.893934971,0.933536505,0.911943943,0.86735161,0.921797905,0.914973606,0.931618506,0.963517848,0.917585359,0.899085565,0.839663346,0.94761246,0.928611266,0.080852905,0.92808399,0.939015497,,0,0,0,0,0,0,0,0,175803.3333,195.6666667,0,0,0,0,0,3482,2
2/1/20,202005,X,US,0,0,0,0,0,0,745.04,56011.9471,53042.8844,49417.947,47480.1203,51648.8781,49510.699,60022.6895,57411.644,77714.1906,74567.1304,45094.7356,43455.0678,51382.3204,49277.1354,62038.4764,59497.7846,81166.9626,77800.9888,68324.0691,65815.8023,55521.9401,53446.3227,61150.5083,58905.7532,59099.6018,56495.1089,0,0.959937069,0.976982913,0.985250737,0.92638063,0.965436455,0.946997725,0.882864554,0.947380872,0.972280574,0.966980473,1.003094931,0.998722348,1.004644749,0.954722207,0.970002049,0.973353164,0.101685464,1.00839895,0.964038286,,2,0,2,0,0,0,0,0,174243.6667,208.6666667,0,0,0,0,0,3499,2.3
2/8/20,202006,X,US,0,0,0,0,0,0,742.53,56092.5985,54571.3671,50298.9615,49237.293,52088.9736,50879.3448,59906.8007,58364.4413,77264.0392,75535.2449,45915.2945,44956.782,51715.2887,50522.3167,61992.8529,60558.8484,81188.2349,79380.3689,68205.4898,67008.7524,56587.8596,55527.7831,61473.6103,60291.9594,59232.7066,57709.8903,0,0.962425237,0.994544326,1.007261175,0.960410524,0.980470212,0.968278446,0.944662021,0.964109496,0.997348981,0.978473668,0.989124515,0.999817478,0.988696567,0.991423853,0.982746695,0.970502572,0.10634609,0.966404199,0.956608933,,9,0,9,0,0,0,0,0,175859.3333,612.3333333,0,0,0,0,0,3496,2.3
2/15/20,202007,X,US,6,2,15,3,2,-1,806.55,61794.167,59290.6352,54080.211,51830.6817,57037.2895,54781.5315,66578.4074,63996.1049,88539.0795,86209.0418,49765.1778,47678.8946,56811.2584,54622.4119,68835.7438,66422.983,92155.5006,89668.1997,76946.8708,74943.7042,61677.5854,59306.0884,67812.2041,65370.4341,66345.31,63883.7674,0,0.968765364,0.962960608,0.958702065,0.927243267,0.971871856,0.953362327,0.893240425,0.962149375,0.957676715,0.971338429,0.972923673,0.953286608,0.937785761,0.923294093,0.982926017,1.000743633,0.09510516,0.959580052,0.964767548,,15,0,15,0,0,0,0,0,173367.3333,507,0,0,0,0,0,3518,2.1
2/22/20,202008,X,US,25,1,89,1,-19,5,818.42,63016.9916,59812.082,54659.3758,51191.2325,57444.4905,54444.5165,67223.4546,64085.8005,91133.8361,88794.0004,49482.7821,46413.8895,57215.5022,54278.3525,69797.5634,66807.9712,95903.9001,93332.5547,79259.3599,76715.1492,62639.8239,58915.3815,68796.2929,65190.3435,67646.8741,64666.5695,6.542166732,0.953562741,0.933353898,0.931926481,0.909649402,0.935500177,0.926079987,0.896648187,0.952213586,0.92408939,0.943333884,0.95077503,0.911221435,0.89563829,0.870505513,0.957154934,0.943979674,0.084590869,0.883464567,0.923062899,,78,0,78,0,0,0,0,0,173302.6667,671.6666667,0,0,0,0,0,3516,1.9
2/29/20,202009,X,US,48,20,89,27,17,-5,825.4,64797.0394,61966.3351,59108.8817,55434.8242,60894.147,57912.4256,69471.9269,66458.6741,89493.9658,86730.6264,54019.6881,50775.9643,60349.0685,57412.6648,71930.3723,68962.5162,93268.4199,90157.965,79193.4169,76483.0176,65580.783,61820.7528,71597.3584,67906.9911,68903.4377,65976.3048,5.505270381,0.951865485,0.937706445,0.929884275,0.922431522,0.955559768,0.947527545,0.912161131,0.949949307,0.933933818,0.954674724,0.968912365,0.903214816,0.88787285,0.859372503,0.975240803,0.996901531,0.077922692,0.951706037,0.948268004,,193,17,210,0,0,5,0,0,174417,1069.333333,1,1,0,0,0,3524,1.8
3/7/20,202010,X,US,62,49,127,25,21,-7,831.89,63330.9062,59993.5285,58719.305,54335.6436,59788.151,56169.8783,67989.478,64377.9617,86560.9322,83079.749,53391.5823,49480.4037,59407.5225,55866.5774,70450.2946,66886.6755,89819.9396,85876.6601,76601.0221,73210.3111,64143.4142,59615.7297,70034.5648,65713.7858,67362.528,63817.2175,5.068340395,0.953246376,0.971513032,0.925119129,0.988247797,1.003266306,0.991471028,0.975789634,0.990503548,0.988101421,0.987056269,0.965817434,0.920140663,0.891646709,0.865977734,0.991533456,0.985375225,0.076594465,0.964829396,0.965268915,0.1,972,2831,3803,0,0,22,0,2,175349.3333,2033.666667,17,16,0,0,0,3537,2.2
