date,epiweek,region,fips,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,apple_mobility,cdc_hospitalized,dex,dex_a,dex_income_1,dex_income_1_a,dex_income_2,dex_income_2_a,dex_income_3,dex_income_3_a,dex_income_4,dex_income_4_a,dex_education_1,dex_education_1_a,dex_education_2,dex_education_2_a,dex_education_3,dex_education_3_a,dex_education_4,dex_education_4_a,dex_race_asian,dex_race_asian_a,dex_race_black,dex_race_black_a,dex_race_hispanic,dex_race_hispanic_a,dex_race_white,dex_race_white_a,Stage_One_Doses,Stage_Two_Doses,smoothed_covid_vaccinated,smoothed_tested_positive_14d,smoothed_wearing_mask,smoothed_travel_outside_state_5d,smoothed_spent_time_1d,kinsa_cases,covidnet,positiveIncrease,negativeIncrease,totalTestResultsIncrease,onVentilatorCurrently,inIcuCurrently,deathIncrease,recovered,hospitalizedIncrease,Observed Number,Excess Higher Estimate,death_jhu_cumulative,death_jhu_incidence,fb_survey_cli,google_survey_cli,fb_survey_wili,Number of Facilities Reporting,CLI Percent of Total Visits,positiveIncr_cumulative,positiveIncr,negativeIncr,total_resultsIncr
3/14/20,202011,X,US,32,97,141,-27,-12,7,761.97,,42766.5493,38533.297,39003.4927,34722.2987,40164.702,36270.9038,45792.3923,41568.2531,57833.845,53270.4746,35719.6408,31870.1174,40020.1319,36168.0843,47397.5442,43140.3452,59122.1498,54084.4575,51386.5696,47165.7842,43776.3608,39156.6919,47301.3863,42704.4217,45019.5828,40891.3703,0,0,0,0,0,0,0,5.10483724,0.7,3802,5909,37186,0,0,38,0,21,174582.6667,1380.333333,59,42,0,0,0,3626,3.4,2989,2585,39598,151418
3/21/20,202012,X,US,-159,65,15,-200,-178,78,516.98,,28802.1464,25742.9452,27649.4385,24467.7815,28645.7849,25897.2583,31405.9828,28531.6534,33620.6513,30563.543,27226.5647,24310.5149,28995.6371,26242.8662,32024.3023,29085.6777,32202.4346,28946.7526,30939.6167,27929.6997,29505.2099,26048.8601,32190.7741,28844.9837,29359.738,26644.6489,0,0,0,0,0,0,0,4.891688871,2.9,26086,60578,232970,0,0,270,0,1994,175465,3497,480,421,0,0,0,3623,5.9,26072,23083,293079,1246166
3/28/20,202013,X,US,-291,-99,-81,-330,-290,122,384.53,,18950.1368,16558.7482,18656.9024,16145.606,19200.0872,17006.3411,20717.2133,18444.0126,20508.1236,18204.997,18990.3415,16617.9263,19656.8637,17415.8462,20875.7989,18543.2008,19013.5699,16747.7648,18915.339,16601.023,19083.8877,16389.967,21307.5805,18633.0428,19112.5726,17000.9051,0,0,0,0,0,0,0,2.880773413,7.7,100537,255891,598136,1108,5265,1997,412,14252,183093.3333,12220,2948,2468,0,0,0,3642,6.7,125013,98941,606420,4586355
4/4/20,202014,X,US,-294,-105,-111,-350,-321,129,374.43,,17988.7555,15381.7373,17952.9986,15274.3405,18279.0981,15971.6562,19495.8195,17162.6306,19009.7878,16753.4897,18272.404,15792.7304,18705.489,16360.0477,19676.9791,17265.6022,17617.8033,15358.471,17782.2801,15405.4963,18439.8639,15558.5331,20132.345,17340.4213,17961.9573,15821.6937,0,0,0,0,0,0,0,1.546892241,9.5,185083,431128,929820,3804,27908,6944,1787,30495.5,201393.3333,32128,11161,8213,0,0,0,3640,6.8,321482,196469,777164,9551462
4/11/20,202015,X,US,-306,-98,-96,-365,-338,135,385.68,437,17456.4964,14593.6271,17089.839,14232.0701,17647.1984,15194.0983,19001.9808,16561.7908,18837.2254,16436.1681,17562.479,14929.7901,18102.9356,15607.0066,19207.4142,16649.2016,17315.4454,14917.5729,17096.4176,14614.1235,17489.2584,14465.2238,19294.5388,16347.7741,17575.5041,15293.9132,0,0,0,0,0,0,0,0.921628993,9.2,215540,452415,1087932,29521,71575,12906,6923,45653.25,214514,47074.66667,25802,14641,0.039082647,0.373985197,0.040564653,3629,6,544185,222703,936592,15559144
4/18/20,202016,X,US,-310,-135,-154,-358,-325,131,414.62,463,15019.5666,11000.6536,15049.0239,11026.3148,15513.5255,11727.5492,16513.8156,12650.2467,15917.6382,12368.4907,15580.577,11645.0698,15931.8472,12046.5279,16568.3401,12633.3618,14614.2238,11208.073,14784.7607,11222.9421,15061.8933,10973.1168,16781.8952,12533.3161,15315.9355,11729.636,0,0,0,0,0,0,0,0.566402947,10,199735,477171,1102841,41917,100698,14437,15804,36394.375,208402.3333,43207.66667,40959,15157,0.015014238,2.490342381,0.015703439,3630,4.9,743588,199403,881492,21836072
4/25/20,202017,X,US,-281,-104,-60,-338,-312,124,466.65,373,20754.789,16469.9714,20311.9821,16174.1379,21157.4218,17414.886,22622.1062,18799.5501,22064.6753,18371.4039,21017.5379,17091.2299,21682.8897,17860.6565,22751.634,18816.63,20235.934,16622.0748,20015.3654,16367.3938,20175.2658,15973.0186,22780.4119,18488.0122,21063.1415,17467.8592,0,0,0,0,0,0,0,0.487900747,9.6,210618,242586,1534726,38083,102580,13555,33482,32591.8125,202839.3333,39801.33333,56486,15527,0.013488203,2.486751767,0.014767011,3618,4.2,950581,206993,1226088,29286599
5/2/20,202018,X,US,-245,-70,12,-312,-298,107,516.84,516,23941.2249,18715.7621,23611.8696,18561.932,24378.4167,19786.0102,25940.8157,21236.5084,25276.7834,20730.9446,24369.9007,19543.4523,24999.7215,20291.8406,26104.0456,21271.1953,23231.4097,18779.0959,22924.1782,18483.6657,23296.2045,18195.8724,26056.5137,20922.7843,24282.6713,19825.6263,0,0,0,0,0,0,0,0.388695513,9.3,193181,560410,1706740,33815,94028,12759,35363,35660.3438,192169.3333,31420.66667,69867,13381,0.014513529,0.865922766,0.016202439,3628,3.7,1143296,192715,1611661,39305566
5/9/20,202019,X,US,-211,-25,66,-290,-277,102,583.14,472,30838.6687,24700.5151,29780.8694,23889.4297,31200.6262,25936.2508,33679.8323,28306.9925,33736.0769,28475.8448,30781.2804,25207.2177,32005.5793,26612.6051,33929.4489,28382.6102,31022.1249,25762.0011,29979.1342,24878.5798,29521.8602,23623.896,33263.7917,27426.1288,31571.0659,26419.0982,0,0,0,0,0,0,0,0.331303841,8.2,175330,688991,2006149,39592,85950,12672,34688,32065.8281,187252.3333,28375,82146,12279,0.010156288,0.843409852,0.011634778,3627,3.1,1320155,176859,1978812,51923700
5/16/20,202020,X,US,-202,-36,101,-278,-263,97,470.21,452,31269.7136,25265.2053,30269.3909,24418.5674,31620.7182,26445.6244,34087.5036,28864.8985,34377.163,29289.7068,31070.308,25587.152,32319.5058,27048.0927,34399.0891,28979.2076,31874.3804,26692.3352,30699.4616,25696.4608,29963.2472,24107.6841,33925.327,28214.0095,32006.7737,26963.3678,0,0,0,0,0,0,0,0.190475405,7.7,159204,918259,2524981,42471,76174,9793,34225,22816.5859,182534.6667,25313,92159,10013,0.010513674,0.496582905,0.012310666,3630,2.7,1477373,157218,2470623,67747422
5/23/20,202021,X,US,-175,-26,162,-263,-250,90,729.13,417,37270.5115,30227.798,35550.4749,28712.1369,37485.8831,31376.1724,40715.2722,34515.8157,42229.9496,36226.2756,36382.515,29989.3765,38197.5221,31989.041,41251.6819,34798.8612,39392.8038,33109.64,37258.7856,31341.9914,35574.1213,28636.9877,40284.6916,33659.3182,38397.6844,32394.0844,0,0,0,0,0,0,0,0.293713477,7.4,156520,1119749,2979135,34872,65686,8151,83761,25419.207,176214.3333,20196.33333,100655,8496,0.012006186,0,0.014040735,3656,2.4,1632364,154991,2642401,85821218
5/30/20,202022,X,US,-164,-25,280,-254,-260,87,765.8,309,36973.3834,30044.9082,35239.4299,28499.065,37050.0539,31037.822,40329.4055,34220.2403,42205.767,36340.9274,35843.7967,29556.7965,37785.9845,31659.7863,40913.9889,34562.8945,39554.9569,33317.4148,37389.8362,31542.5471,35198.1708,28383.2808,40064.7651,33573.9831,38124.6555,32207.6275,0,0,0,0,0,0,0,0.329334972,6.1,143492,1111590,3014648,29171,58612,6576,124049,34657.3965,171528.6667,16163.33333,107217,6562,0.011766576,0,0.014538946,3677,2,1779731,147367,3011539,105559167
6/6/20,202023,X,US,-134,-5,268,-231,-213,74,808.97,208,41401.964,33114.2104,39167.0104,31243.9368,41249.3462,33984.5846,45216.1472,37750.2298,48292.5311,41057.117,39754.9271,32299.6589,42006.5153,34625.5296,45913.6158,38213.1018,45409.0741,37746.4347,42168.6445,35067.9973,39426.0914,31421.742,44707.5592,37021.6647,42793.3221,35571.5971,0,0,0,0,0,0,0,0.282301903,4.8,148076,1290876,3484487,25885,50583,5712,57506,20550.8018,170326.6667,15330.66667,113146,5929,0.01268531,0,0.015804693,3679,1.8,1925710,145979,3357318,128187183
6/13/20,202024,X,US,-115,-5,348,-212,-205,66,876.77,278,43738.8903,35295.1867,41046.2627,32943.5188,43350.1136,35972.2863,47719.4092,40117.3184,52063.7687,44791.1146,41436.1508,33888.0323,44056.368,36543.2452,48673.4426,40791.602,49196.1435,41297.4713,45476.8033,38128.7998,41996.6715,33626.0455,47415.8242,39651.5525,45289.2267,37941.7057,0,0,0,0,0,0,0,0.297390549,4,144360,1220295,3431096,20995,43575,5257,47303,16411.5991,168533.6667,13990.33333,118287,5141,0.01138093,0,0.014254359,3679,1.9,2073964,148254,3557143,152378735
6/20/20,202025,X,US,-100,4,416,-196,-203,59,920.96,246,46033.1724,37060.727,42861.9362,34077.3893,45446.2602,37505.7296,50193.6818,42064.4134,55428.5634,47806.4765,43267.136,35146.7939,46248.7048,38151.653,51269.4649,42810.5549,52531.4519,44077.2768,48346.5262,40355.6809,44367.21,35161.1732,49884.0402,41577.9805,47811.2634,39942.6146,0,0,0,0,0,0,0,0.215160842,4,177047,1330226,3823458,17858,38665,4189,51769,16046.2004,168878,14351.66667,122457,4170,0.01106397,0,0.013670735,3687,2.3,2255823,181859,3953751,178740380
6/27/20,202026,X,US,-107,-7,396,-192,-209,61,938.82,469,43987.6334,35468.0041,41229.5355,32823.08,43444.5712,35845.568,47774.2304,40019.7065,52830.4434,45774.4656,41335.2085,33598.0074,44091.6492,36386.5741,48799.1338,40728.5072,50450.7527,42422.7007,46162.8431,38586.9125,42555.4292,33715.5296,47885.1052,40030.1454,45623.0584,38135.0463,0,0,0,0,0,0,0,0.261344529,4.5,255686,1379688,4467897,15603,37127,3783,49902,20203.8998,170292.3333,15997.33333,126333,3876,0.012679088,0,0.015368167,3697,3.1,2513730,257907,4295222,207386775
7/4/20,202027,X,US,-96,18,449,-194,-246,63,934.52,824,41992.111,32761.5036,39448.2379,30475.1603,41490.5812,33161.3715,45673.5938,37048.453,50202.6129,42604.3356,39787.6473,31362.6857,42185.5194,33709.5441,46589.2171,37719.9413,47972.8717,39351.9923,43979.1992,35963.3248,40766.348,31493.1171,45828.1781,37514.526,43544.8943,35264.7967,0,0,0,0,0,0,0,0.345472847,6,341790,1611721,4976934,14376,38425,3484,107003,22776.0501,173626.6667,20049,129986,3653,0.017057222,0,0.02067336,3699,3.8,2847663,333933,4666666,239884393
7/11/20,202028,X,US,-110,-16,368,-194,-223,62,951.9,924,41302.3947,33236.702,39023.1736,30883.2364,40760.61,33474.9828,44760.0214,37344.4315,49853.3104,43468.7576,38927.9308,31461.7065,41295.839,33918.6098,45763.8204,38059.5883,47948.0259,40368.6218,43490.0916,36272.5487,40396.5455,31801.5373,45353.0598,38070.8089,42889.2539,35720.6629,0,0,0,0,0,0,0,0.481005561,7.7,388804,1640252,5389280,14943,40722,4627,83574,31580.9749,178713,25561.33333,135236,5250,0.017548732,0,0.020790896,3696,4.2,3252859,405196,5262557,273778289
7/18/20,202029,X,US,-103,-10,422,-197,-215,61,968.02,18497,41929.1522,33247.7742,39216.5263,30594.0862,41113.2666,33300.302,45574.6886,37484.8491,51120.0643,43869.6827,39091.6341,31160.9572,41710.9993,33797.9773,46625.6033,38219.6841,49042.6395,40665.4503,44329.7238,36344.7665,41039.826,31834.3722,45983.7493,37931.1146,43550.714,35793.3823,0,0,0,0,0,0,0,0.477695922,8,458510,1795905,6072005,16030,43756,5161,107551,31103.0125,181028,28452,140802,5566,0.017775564,0,0.020681203,3700,4.1,3716980,464121,5822347,313358412
7/25/20,202030,X,US,-107,-21,399,-202,-216,61,970.53,32632,41599.7603,33123.244,38631.4629,30220.2243,40719.6602,32987.7295,45408.193,37289.9939,51285.317,43984.8146,38513.7715,30724.2137,41306.461,33455.7147,46438.6981,38041.1644,49367.3312,40931.0085,44322.3733,36362.814,40769.8574,31703.7421,45645.2788,37652.3725,43373.8107,35618.6572,0,0,0,0,0,0,0,0.430077183,7.6,464577,1922307,6081469,17528,61304,6352,136613,33335.4937,183151,30774.66667,147246,6444,0.015386886,0,0.018429293,3706,3.7,4181307,464327,6024861,355101441
8/1/20,202031,X,US,-102,-19,403,-198,-219,59,981.58,38109,42825.7195,34309.7436,39891.5007,31290.1883,42048.8197,34180.9074,46907.1707,38591.8447,52950.7369,45465.9268,39861.2835,31850.8438,42669.8094,34633.978,47879.1196,39313.9567,51089.1583,42446.959,45926.7794,37821.3738,41999.4647,32796.5813,47029.3879,38887.9286,44804.7953,36877.6111,0,0,0,0,0,0,0,0.343657975,6.9,435314,1646952,6072995,19126,73121,8018,160121,32894.7531,183076.3333,31154.66667,155205,7959,0.013936051,0,0.016718473,3702,3.3,4623602,442295,5632769,395672030
8/8/20,202032,X,US,-97,-18,406,-197,-218,57,993.77,33295,43227.3845,34187.9689,40290.0094,31114.342,42386.3274,33999.7421,47055.6933,38379.8248,53363.2026,45513.6634,40134.2491,31658.8189,42917.1351,34444.708,48091.036,39127.6992,51576.019,42491.8619,46350.4501,37759.537,42009.9585,32309.3865,47403.7129,38809.0249,45092.1743,36745.4077,0,0,0,0,0,0,0,0.342727838,6.3,368335,1652348,5655233,18639,70199,7258,156589,35842.1234,181991,30002.66667,162496,7291,0.013298383,0,0.016185736,3723,3,5000710,377108,5431290,434029812
8/15/20,202033,X,US,-103,-26,394,-198,-217,54,1008.49,31209,43457.9402,34317.08,40219.6382,30809.2345,42385.3125,33838.2294,47463.1039,38473.7634,54667.2633,46380.0801,39889.6188,31359.0736,42961.9733,34281.9342,48536.8654,39276.7774,53089.563,43473.2901,47370.8035,38384.7672,42099.2828,32049.4832,47752.7993,38911.3666,45538.5247,36894.9151,0,0,0,0,0,0,0,,5.6,368167,1752065,6042112,17715,65059,7504,153512,27076.9383,182398.3333,30306,169573,7077,0.011642404,0,0.014049255,3722,2.6,5361710,361000,5499059,472548867
8/22/20,202034,X,US,-106,-32,351,-201,-211,54,998.55,30303,42143.2298,32940.5302,38792.4505,29429.3406,40964.238,32359.4895,46056.5798,36872.274,53427.0565,44610.1266,38221.6487,29580.0673,41442.6332,32713.7094,47215.2269,37770.221,52169.7612,42228.7306,46570.2235,37442.0736,40884.3967,30870.6576,46229.5657,37021.5568,44203.3636,35400.6647,0,0,0,0,0,0,0,,5.2,301751,1584011,5779717,16589,60496,6901,147426,23045.5309,179949.3333,27563,176397,6824,0.010549607,0,0.012489095,3729,2.3,5665630,303920,5406566,510250757
8/29/20,202035,X,US,-111,-39,288,-206,-207,56,956.87,28990,39473.1118,30372.804,36430.4838,27155.5145,38218.2275,29798.3528,42893.8225,34023.0273,48977.1413,40465.2614,35891.0422,27345.2343,38723.416,30192.9779,43907.6251,34775.3992,47836.0691,38373.9648,42996.1416,34102.8231,38530.0529,28588.6348,43273.387,34039.9042,40999.7728,32524.104,0,0,0,0,0,0,0,,4.3,287834,1514609,5700338,14824,54088,6523,136363,20011.2346,176168.6667,23383,182737,6340,0.009215107,0,0.010871375,3733,2.2,5956983,291353,5455652,548211696
9/5/20,202036,X,US,-94,-23,341,-188,-209,47,979.32,27171,41131.5569,32764.6329,38549.7611,29586.9331,40405.8762,32251.2527,44995.4224,36473.8961,51036.1778,43009.7481,38137.6046,29828.3757,40792.3068,32566.9034,46046.9632,37332.5537,49746.042,40789.4635,45367.2777,36945.3038,40922.7254,31298.0496,45689.4665,36867.6438,42950.207,34842.6082,0,0,0,0,0,0,0,,4,284486,1493965,6089096,14190,49101,5903,142900,17906.3827,174305.6667,20830.66667,188613,5876,0.010198718,0,0.012236854,3729,2,6247283,290300,5616014,587015174
9/12/20,202037,X,US,-110,-40,316,-211,-241,55,955.38,27429,40057.1461,31621.2047,37177.6212,28139.4225,39375.6726,31065.5835,44050.903,35249.1297,50299.3978,41896.0202,36891.9206,28477.515,39805.6962,31393.3731,45063.6554,36071.6081,48908.4494,39596.8661,44490.0574,35766.9096,39540.4291,29781.8203,44648.4308,35521.3113,42069.2174,33712.9377,0,0,0,0,0,0,0,0,3.8,238150,1382872,5513014,12836,45881,5107,116996,16505.8086,172862.6667,19022.66667,193755,5142,0.009237036,0,0.008972003,3730,2,6488505,241222,5226848,623649825
9/19/20,202038,X,US,-105,-42,271,-205,-189,48,948.3,24202,38169.7493,29685.2578,35816.7607,26608.4324,37663.3187,29201.1333,41942.935,33039.2151,47676.668,38969.8246,35487.2201,26898.7857,38009.9867,29484.1004,42889.4553,33780.4026,46362.9109,36894.2237,42170.7491,33186.9935,37976.4651,27996.033,42572.0092,33104.2696,40043.8815,31596.8651,0,0,0,0,0,0,0,0,3.7,279447,1625912,6561215,11143,43716,5551,118773,16404.5957,173452.6667,18705,199261,5506,0.00885184,0,0.007476575,3748,2,6772330,283825,6304730,665091795
9/26/20,202039,X,US,-107,-45,228,-211,-185,48,920,24293,38624.2654,28792.5645,35980.8348,25710.4298,37950.8053,28389.0638,42136.2655,32096.5666,47903.0884,37967.8229,35762.2489,26149.9275,38341.2041,28684.0935,43049.9906,32790.6789,46602.7359,35888.7287,42365.8574,32324.459,38244.5703,27213.0278,42949.5373,32240.0899,40325.8887,30715.6744,0,0,0,0,0,0,0,0,4.1,309025,1700552,6978167,10845,43263,5281,154385,16726.7022,176719.6667,20912,204652,5391,0.008108871,0,0.006758268,3756,2.1,7081722,309392,6361933,709683987
10/3/20,202040,X,US,-102,-35,156,-208,-180,46,901.85,26793,41252.0939,30416.8616,38498.5093,27074.0044,40477.6779,29980.3931,44974.5597,34006.3487,51095.0599,40209.7776,38346.0342,27639.2232,40895.7738,30323.0304,45913.4975,34696.3571,49690.3564,37942.9465,45302.6454,34251.4438,40950.5477,28684.9106,45792.8457,33904.7736,43001.8314,32524.9185,0,0,0,0,0,0,0,0,4.3,298062,1591408,7252659,10609,43161,4786,126197,17452.6489,174030.6667,17404.66667,209524,4872,0.008754455,0,0.007169566,3756,2.3,7384479,302757,6357704,753673052
10/10/20,202041,X,US,-106,-36,194,-203,-182,46,902.09,32395,37435.6207,28469.7617,34977.8647,25221.7247,36832.0792,27870.4566,41069.2836,31639.2311,46975.5443,37608.192,34697.3933,25577.3982,37351.1929,28275.5189,41847.5132,32266.9681,45733.9945,35568.3448,41543.9426,32085.5143,37374.5121,26893.6217,41765.9472,31629.1199,39335.7926,30349.359,0,0,0,0,0,0,0,,5.3,335915,1545070,7801261,11214,45650,4836,125319,20818.6755,178965.6667,21479.66667,214611,5087,0.010375861,0,0.01198077,3758,2.7,7725903,341424,7429529,802226538
10/17/20,202042,X,US,-110,-44,149,-205,-186,52,900.21,36153,37234.8597,28807.8164,34858.1194,25258.3603,36760.8587,28003.3632,41021.8847,31847.4103,47370.0565,38238.8342,34491.9208,25562.1053,37235.2114,28391.7357,41988.7443,32635.663,46130.148,36156.9924,41739.9249,32445.7788,37517.8501,27123.3957,41689.7642,31772.305,39448.0542,30653.1753,0,0,0,0,0,0,0,,6.1,383946,1584805,8015743,12145,50051,4874,132974,22114.6622,174437.3333,16031,219811,5200,0.009319912,0,0.011611795,3756,2.9,8116430,390527,6941347,852623653
10/24/20,202043,X,US,-116,-48,103,-204,-176,51,882.8,40517,38900.6599,30012.3988,36379.6225,26147.4772,38428.7375,29150.048,43009.2847,33302.8049,49429.5125,39695.0452,36132.8103,26587.8049,38899.9262,29558.3167,43864.4502,34004.6683,48176.658,37577.7427,43697.6608,33843.2045,39051.7382,27984.4009,43714.8949,32994.0142,41231.267,31939.1437,0,0,0,0,0,0,0,,7.1,467677,1810919,8385710,14248,57140,5671,161190,37903.1689,178295,18962,225654,5843,0.009138992,0,0.011271548,3761,3.3,8599796,483366,7770654,904285863
10/31/20,202044,X,US,-117,-40,13,-218,-178,55,849.9,45023,39955.0175,30726.2369,37697.0717,27007.0817,39690.9204,29956.6705,44307.5592,34149.6401,50312.2851,40101.2708,37426.8816,27433.4493,40207.1347,30385.0312,45307.7543,34945.8277,48891.6506,37946.1414,44803.6581,34509.5782,40181.6397,28697.3168,44962.3169,33661.8872,42303.7454,32630.1984,0,0,0,0,0,0,0,,8.8,558457,1872841,9004561,16491,64137,5722,176748,27731.4156,180892.6667,20443.66667,231631,5977,0.007505726,0,0.008656611,3752,3.7,9165539,565743,7900886,959270392
11/7/20,202045,X,US,-116,-52,43,-228,-178,55,786.68,54325,34474.1701,25451.2075,32327.5969,22331.1306,34226.4623,24817.9395,38219.3826,28313.3323,43530.055,33404.7152,32192.3522,22745.0306,34664.5359,25217.2159,39036.2947,28954.0547,42282.9579,31516.4614,38714.9185,28743.9515,34387.2098,23674.4192,38665.6375,27833.8712,36525.587,27084.2889,0,0,0,0,0,0,0,,11.8,832498,1945234,9866820,19425,74530,6997,205119,32744.2922,190326.6667,28867,238857,7226,0.009607911,0,0.010210479,3758,4.6,9972156,806617,8601578,1016812116
11/14/20,202046,X,US,-126,-57,-23,-240,-186,63,762.02,68673,36553.8745,28273.0358,34459.5985,24560.036,36673.934,27508.0754,40958.4362,31314.7652,46464.3588,36662.5868,34490.7872,25110.0079,37228.4659,27970.5632,41774.0193,32009.0321,44991.7036,34574.3977,41216.4283,31428.4967,36887.1506,26143.0283,41223.0325,30561.4734,39144.1951,29977.6925,0,0,0,0,0,0,0,,15.9,1015651,1913891,10606933,23988,87230,7791,257287,41921.3539,192395.3333,30158.33333,246810,7953,0.014733634,0,0.014755487,3756,5.5,11008055,1035899,9437394,1080141609
