date,epiweek,region,fips,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,apple_mobility,cdc_hospitalized,dex,dex_a,dex_income_1,dex_income_1_a,dex_income_2,dex_income_2_a,dex_income_3,dex_income_3_a,dex_income_4,dex_income_4_a,dex_education_1,dex_education_1_a,dex_education_2,dex_education_2_a,dex_education_3,dex_education_3_a,dex_education_4,dex_education_4_a,dex_race_asian,dex_race_asian_a,dex_race_black,dex_race_black_a,dex_race_hispanic,dex_race_hispanic_a,dex_race_white,dex_race_white_a,Stage_One_Doses,Stage_Two_Doses,smoothed_covid_vaccinated,smoothed_tested_positive_14d,smoothed_wearing_mask,smoothed_travel_outside_state_5d,smoothed_spent_time_1d,kinsa_cases,covidnet,positiveIncrease,negativeIncrease,totalTestResultsIncrease,onVentilatorCurrently,inIcuCurrently,deathIncrease,recovered,hospitalizedIncrease,Observed Number,Excess Higher Estimate,death_jhu_cumulative,death_jhu_incidence,fb_survey_cli,google_survey_cli,fb_survey_wili,Number of Facilities Reporting,CLI Percent of Total Visits
3/14/20,202011,DC,11,-22,46,51,-58,-37,14,,,1221.484,975.8996,913.5679,754.2012,1398.768,1095.7965,1462.3401,1022.1258,1379.0377,1089.4003,896.4426,712.3743,1332.6484,1010.7879,1485.2532,1119.6392,1357.8788,1075.7004,,,949.8358,793.4517,1446.2765,1218.0852,1609.3387,1126.3281,0,0,0,0,0,0,0,5.065382007,,10,0,51,0,0,0,0,0,114,0,0,0,0,0,0,355,2.8
3/21/20,202012,DC,11,-307,-62,-185,-380,-317,119,,,558.6763,354.4244,479.1995,361.6531,600.3453,371.7198,655.0548,322.2999,558.974,333.4811,491.1421,344.4029,604.7741,362.7755,678.3169,390.2266,530.3173,318.2854,,,538.5649,400.3462,618.2166,405.8387,557.5353,264.0835,0,0,0,0,0,0,0,5.029725129,,67,0,524,0,0,1,0,0,128.3333333,6.333333333,0,0,0,0,0,357,5.2
3/28/20,202013,DC,11,-420,-193,-361,-495,-413,163,,,358.4836,207.2066,319.8942,230.11,384.5892,223.2791,416.485,184.5411,338.3068,181.3864,324.0178,219.0127,406.5338,223.3843,434.9304,225.9632,314.9752,171.7417,,,359.7706,251.8817,381.8639,226.3574,320.6228,136.0395,0,0,0,0,0,0,0,2.373156145,,227,0,1932,0,0,3,51,0,127,7,4,4,0,0,0,360,5.3
4/4/20,202014,DC,11,-428,-197,-395,-515,-436,171,,,358.1138,191.1105,353.1789,245.3037,405.8239,223.1848,393.1555,160.5537,315.5834,158.1226,371.9962,243.0548,447.1458,238.9316,413.6432,202.9375,288.8596,145.614,,,383.6391,256.5507,373.8469,206.3723,288.8165,114.3143,0,0,0,0,0,0,0,1.169534883,,598,0,3923,0,0,17,184,0,147.6666667,30.66666667,21,17,0,0,0,361,5.7
4/11/20,202015,DC,11,-449,-229,-425,-525,-448,177,,,316.1238,158.7286,326.1043,218.4962,359.3767,187.0214,329.225,129.9904,283.9961,136.5384,337.8687,211.2137,403.3056,206.1799,367.9374,170.1026,254.8043,124.231,,,348.0098,224.4187,322.0346,169.8168,251.7941,94.9626,0,0,0,0,0,0,0,0.925688041,,876,0,3601,0,0,28,212,0,180.6666667,60.66666667,47,26,2.8046674,8.426494661,2.796381,362,5.9
4/18/20,202016,DC,11,-460,-238,-441,-532,-446,178,,,250.8009,115.2606,254.0098,157.3814,273.3487,132.4293,281.3874,101.1599,225.0854,100.3688,265.1108,152.4069,311.7675,148.5516,301.3332,129.3459,201.2162,90.6103,,,268.4876,160.1373,266.9522,130.8839,205.4552,71.3704,0,0,0,0,0,0,0,0.238916262,,888,0,3229,378,610,44,161,313,182.3333333,62.33333333,91,44,0.1530612,65.4621859,0.0703471,361,5.8
4/25/20,202017,DC,11,-451,-229,-415,-526,-441,175,,,317.7748,154.1322,304.466,192.8068,346.4663,176.5718,372.6992,142.3162,295.6207,139.7275,322.4671,191.7839,382.599,189.2221,387.969,177.2182,266.1278,126.3612,,,334.9385,208.047,341.3969,179.3135,273.3138,99.9333,0,0,0,0,0,0,0,0.127357443,,1033,0,4034,624,825,74,44,245.5,212,95,165,74,0,65.81398294,0,362,5.6
5/2/20,202018,DC,11,-438,-211,-405,-522,-435,163,,,352.9677,165.7539,352.7865,214.2569,385.7016,192.2732,391.8445,145.4171,321.2719,148.0445,368.2641,208.5626,447.4569,214.6141,419.4001,187.3159,287.3277,132.9838,,,379.4828,228.8162,357.9379,183.2782,296.9729,104.9692,0,0,0,0,0,0,0,0.393305031,,1098,0,4702,69,120,75,14,0,190,76,240,75,2.2302737,58.67394167,2.6709721,364,5.3
5/9/20,202019,DC,11,-423,-180,-414,-515,-423,163,,,407.1498,196.1185,406.6712,253.4101,446.5133,227.4946,461.1529,180.2805,362.63,170.4468,425.2121,247.6517,507.9865,250.7078,488.3925,224.3872,326.3198,154.6849,,,429.8355,265.6263,422.874,221.43,344.3573,125.5086,0,0,0,0,0,0,0,0.506692411,,1305,0,6179,546,780,71,213,447,185.3333333,71.33333333,311,71,1.4851485,57.43868996,0,361,4.7
5/16/20,202020,DC,11,-417,-177,-312,-500,-410,154,,,435.5605,212.1678,434.5219,276.0352,486.9896,252.3466,482.0675,192.505,395.1773,185.0731,471.5201,277.5097,538.6353,273.8838,516.3126,241.2138,351.2539,166.8758,,,454.0572,283.3635,463.8909,247.9519,383.625,141.0184,0,0,0,0,0,0,0,0.253647335,,940,0,7349,596,130,64,119,158.5,161.3333333,52.33333333,375,64,0.4716981,37.69828329,1.1494242,369,3.8
5/23/20,202021,DC,11,-416,-182,-346,-502,-401,155,,,471.7288,226.1665,442.5227,276.6922,516.9642,260.0592,536.0533,208.0636,448.3719,206.0462,471.661,270.7015,564.0029,275.5885,556.2544,255.3521,406.8659,190.5634,,,479.4131,292.7029,513.1416,269.9802,429.0173,154.3205,0,0,0,0,0,0,0,0.350502237,,924,0,7461,516,222,52,77,244.75,164.6666667,59.66666667,427,52,2.0006945,0,2.2200163,370,3.3
5/30/20,202022,DC,11,-406,-174,-251,-495,-390,144,,,456.7024,215.402,426.9307,262.9475,482.3916,234.052,495.8399,187.3066,449.573,205.835,457.2294,260.5227,544.0257,256.7084,540.9046,241.5341,395.078,183.4588,,,463.1914,277.8636,501.5165,255.271,416.1057,148.553,0,0,0,0,0,0,0,0.251018679,,751,0,6701,491,773,35,25,194.625,155,49,462,35,3.6764552,0,4.7436127,369,2.7
6/6/20,202023,DC,11,-376,-157,-176,-444,-358,134,,,605.2287,293.0601,600.0398,372.6015,668.2893,335.0497,685.3676,272.2059,571.4193,267.5791,635.8171,367.7375,742.0816,370.2802,693.8207,322.8383,523.8407,245.9058,,,613.1725,371.2844,660.912,343.6979,576.447,215.8592,0,0,0,0,0,0,0,0.423274027,,552,0,8049,495,723,21,38,178.6875,136.3333333,32.33333333,483,21,2.0541702,0,2.9351384,369,2.1
6/13/20,202024,DC,11,-367,-128,-191,-455,-347,125,,,617.1332,297.7,599.9711,361.1377,658.7004,336.5389,703.0336,279.5134,600.3583,281.4485,634.7234,360.7841,744.0833,368.4421,724.8698,339.5743,542.3275,253.8851,,,631.3953,378.0516,688.3746,358.2987,576.8904,216.3771,0,0,0,0,0,0,0,0.046406582,,440,0,9358,426,602,28,5,107.65625,137,34,511,28,2.572746,0,2.768048,371,1.6
6/20/20,202025,DC,11,-367,-144,-238,-456,-345,123,,,630.1709,300.896,600.6957,357.047,672.2161,335.5268,690.7698,270.3717,629.22,293.2607,629.6646,351.5151,772.3571,375.9782,736.7438,343.5396,559.9027,259.3853,,,636.615,376.6993,699.2578,363.1834,602.719,222.5833,0,0,0,0,0,0,0,0,,275,0,14917,323,497,20,23,123.171875,122.6666667,18.66666667,531,20,0.7645913,0,0.7152402,371,1.5
6/27/20,202026,DC,11,-353,-138,-210,-445,-340,115,,,664.8542,316.5792,624.6982,369.3573,733.4084,359.5107,741.9803,292.3427,657.8592,304.1745,659.8164,366.9043,777.5671,384.5363,790.462,361.6145,598.9446,274.7728,,,673.6889,393.5301,737.8543,377.3151,635.1989,235.5063,0,0,0,0,0,0,0,0.008987045,,232,0,11318,236,374,17,28,74.4140625,123.6666667,20.66666667,548,17,0.7054612,0,0.73849,372,1.5
7/4/20,202027,DC,11,-337,-120,-172,-447,-349,106,,,701.7677,323.7548,698.6234,399.2196,762.2018,363.6871,831.0545,324.2983,691.1612,303.253,713.4445,381.7127,860.4492,411.4431,828.2859,377.3001,644.1078,281.7609,,,722.2518,407.5153,796.7838,394.3281,690.826,246.5349,0,0,0,0,0,0,0,0.332427666,,231,0,15283,171,233,9,329,57.79296875,116.6666667,13.66666667,557,9,0.862069,0,0.9322796,373,1.7
7/11/20,202028,DC,11,-348,-142,-246,-455,-342,111,,,702.5112,325.6877,649.1247,367.9963,748.4642,357.6609,801.8588,312.7551,721.9414,320.6412,678.7807,359.0495,824.2376,406.5175,821.7209,368.5207,658.8806,290.7814,,,695.9903,390.0485,800.8901,402.8885,704.3305,254.904,0,0,0,0,0,0,0,0.192081758,,354,0,19496,120,185,11,194,63.10351563,136.3333333,32.33333333,568,11,1.5449719,0,1.118008,374,2
7/18/20,202029,DC,11,-337,-134,-204,-458,-338,109,,,699.9728,322.2147,650.792,364.8773,738.6878,344.2869,816.037,321.1587,700.7042,310.0273,671.8998,352.726,818.3858,401.997,845.3284,377.4702,636.696,278.6147,,,697.6835,386.1154,783.0879,388.8714,689.0156,249.6073,0,0,0,0,0,0,0,0.327337597,,393,0,20905,102,158,10,160,56.44824219,116.6666667,13.66666667,578,10,2.2933363,0,3.1773913,373,2.2
7/25/20,202030,DC,11,-346,-153,-264,-467,-342,114,,229,686.7373,317.156,623.6965,354.2168,737.099,344.2949,823.5577,323.3836,700.6862,307.4021,643.2591,341.8168,785.4676,378.896,853.1218,376.6261,642.7118,281.4064,,,675.1777,375.5995,773.0795,381.4299,702.6001,252.021,0,0,0,0,0,0,0,0.315900132,,523,0,24054,75,144,3,7726,68.77587891,121,20,581,3,1.4244003,0,1.3111451,373,2.3
8/1/20,202031,DC,11,-338,-147,-225,-461,-344,108,,185,706.2103,329.9466,690.7621,388.6964,718.7019,349.7663,833.5097,324.6914,707.0968,314.2298,707.2816,373.163,848.7579,403.3638,841.2859,379.6415,642.7793,286.5458,,,705.8215,393.4067,786.8596,396.1178,710.7296,258.2211,0,0,0,0,0,0,0,0.210545236,,488,0,24772,63,139,4,213,65.61206055,126.6666667,25.66666667,585,4,0.8239466,0,0.8843055,372,2.3
8/8/20,202032,DC,11,-336,-150,-243,-469,-347,111,,106,673.2899,308.7908,633.8738,352.025,740.9767,347.0972,793.5547,303.6963,663.5062,292.168,655.2851,336.257,822.9123,387.3614,792.3964,349.8916,619.7271,273.077,,,669.9802,366.3239,763.5511,380.4825,670.9569,240.4075,0,0,0,0,0,0,0,0.675299793,,448,0,19553,79,144,5,308,47.19396973,115.3333333,15.33333333,590,5,2.9321332,0,2.1580789,371,2.2
8/15/20,202033,DC,11,-342,-156,-251,-467,-348,109,,107,656.3105,300.6419,594.9907,320.732,684.4859,323.398,785.3928,294.7665,695.5407,302.0331,595.0844,297.4813,794.9959,375.7544,749.0742,331.8791,650.8742,280.176,,,637.1447,338.5845,752.2745,368.6548,696.699,250.6045,0,0,0,0,0,0,0,,,506,0,25882,76,158,7,328,57.40301514,114.3333333,15.33333333,597,7,1.749623,0,1.8015976,370,2
8/22/20,202034,DC,11,-339,-147,-217,-469,-345,105,,91,674.6255,314.9975,588.346,318.5996,699.7611,326.5085,822.9647,317.5526,733.7086,326.8528,587.8496,296.2025,807.6875,385.2522,822.2282,366.6153,668.8311,294.1884,,,644.1564,342.5314,806.3262,401.12,726.8383,269.5897,0,0,0,0,0,0,0,,,375,0,23224,86,194,7,348,52.29849243,109.3333333,10.33333333,604,7,0.8130081,0,0.8082035,370,1.9
8/29/20,202035,DC,11,-326,-132,-137,-451,-347,104,,73,714.9011,330.5608,635.2206,347.4624,757.1348,349.6044,852.3531,342.388,757.9237,336.3853,620.9612,313.8828,847.7704,407.769,890.8105,400.2139,690.8203,305.8203,,,673.1408,356.2973,835.8919,416.1428,768.4372,291.3937,0,0,0,0,0,0,0,,,391,0,23316,83,177,1,246,49.85075378,138,38,605,1,0.9803922,0,0,371,1.8
9/5/20,202036,DC,11,-326,-130,-200,-459,-346,100,,82,695.5682,330.2314,618.9436,344.3849,768.8346,360.932,809.6118,321.0073,732.5864,327.5357,636.4008,330.0671,784.2985,370.355,827.1606,368.994,688.7095,309.3158,,,667.0332,360.1941,798.6353,393.3654,742.7595,281.4458,0,0,0,0,0,0,0,,,313,0,22108,67,157,6,277,55.07462311,141,43,611,6,2.3076923,0,2.3900379,372,1.7
9/12/20,202037,DC,11,-342,-156,-195,-472,-360,106,,92,657.3543,300.0962,548.5791,297.0019,663.0853,299.5668,811.1275,303.6353,722.2592,311.3028,551.9922,277.7657,744.8004,340.1246,805.0656,337.3579,662.6733,287.9563,,,612.5498,321.2185,781.9564,372.7181,712.2361,256.3872,0,0,0,0,0,0,0,0,,314,0,19573,67,158,5,238,70.46268845,123.3333333,23.33333333,616,5,0,0,0,372,1.7
9/19/20,202038,DC,11,-325,-142,-191,-453,-335,103,,62,678.0586,313.9375,578.0247,308.6455,724.7231,325.2321,842.9973,320.8095,727.2326,319.3941,601.099,298.9757,732.4435,334.4846,814.6044,345.714,691.534,304.3512,,,642.2365,336.1147,786.5462,376.7483,733.9773,268.8819,0,0,0,0,0,0,0,0,,350,0,23440,88,161,3,262,49.76865578,108.6666667,5.666666667,619,3,0,0,0,371,1.6
9/26/20,202039,DC,11,-325,-138,-162,-446,-332,103,,85,734.6527,331.539,602.7718,320.6584,791.1514,360.5155,918.4322,355.9073,781.8398,331.8888,631.2444,314.0071,882.6601,413.04,894.2865,390.0528,711.2042,300.279,,,650.0967,331.5841,859.618,407.0151,844.4463,313.5754,0,0,0,0,0,0,0,0,,313,0,27102,122,182,5,206,76.11567211,110.6666667,5.666666667,624,5,0,0,0,371,1.7
10/3/20,202040,DC,11,-324,-127,-221,-451,-326,101,,68,744.9658,320.3585,646.174,321.7998,818.4504,345.9626,906.835,330.3566,809.7131,329.3602,674.608,317.1737,867.6763,375.1287,921.1933,372.7628,745.3192,301.8961,,,697.8656,338.7603,911.6057,411.6699,831.1026,286.8032,0,0,0,0,0,0,0,0,,258,0,19570,90,192,5,223,47.94216394,136.3333333,29.33333333,629,5,0,0,0,371,1.9
10/10/20,202041,DC,11,-324,-131,-196,-450,-327,99,,81,657.0201,295.0098,551.0105,280.4008,704.5069,310.548,823.4708,311.0828,710.7435,300.808,550.9447,265.5308,781.2086,349.7654,786.5124,327.9028,668.0592,281.4395,,,615.5565,307.2112,775.359,362.9131,723.1629,260.3197,0,0,0,0,0,0,0,,,445,0,31550,100,196,7,240,75.02891803,140,31,636,7,0,0,0,372,2.3
10/17/20,202042,DC,11,-343,-152,-269,-459,-341,111,,61,640.3067,285.9388,527.1848,265.6604,686.795,300.7408,796.34,295.6677,708.1495,295.2505,547.2284,262.9632,732.4349,319.5611,773.9989,323.6325,664.1701,275.0624,,,585.5461,288.4283,767.6206,356.4742,728.6025,258.957,0,0,0,0,0,0,0,,,416,0,33869,63,162,5,301,46.48554099,116.6666667,10.66666667,641,5,0,0,0,373,2.3
10/24/20,202043,DC,11,-329,-138,-195,-442,-325,102,,87,685.9146,305.0995,567.7715,283.0613,715.0664,308.6874,870.1933,324.2192,756.8513,316.158,609.1568,284.9324,774.4724,340.961,803.2452,340.3379,712.1113,293.7962,,,620.6614,303.0947,837.0917,385.0871,781.7395,279.4505,0,0,0,0,0,0,0,,,372,0,28585,58,150,1,275,69.75722951,105,0.333333333,642,1,0,0,0,373,2.5
10/31/20,202044,DC,11,-345,-147,-311,-454,-331,108,,89,686.2176,307.243,579.7537,293.9036,737.7601,318.6234,883.4674,325.6634,754.8936,316.5036,602.7523,285.4265,847.9669,376.6289,884.3394,372.7661,674.5745,278.6992,,,639.4357,315.8665,866.0156,402.4802,774.3336,274.9055,0,0,0,0,0,0,0,,,560,0,22577,65,182,4,280,72.12138525,126,21,646,4,0,0,0,374,2.9
11/7/20,202045,DC,11,-338,-144,-238,-440,-331,108,,75,583.394,245.7286,511.5464,249.5431,645.6076,259.3292,688.8878,236.9229,632.1633,249.7027,516.3168,234.7242,657.8613,270.5217,727.7854,290.2293,588.5568,229.6194,,,565.1024,270.4446,703.0059,304.7119,625.3887,203.7217,0,0,0,0,0,0,0,,,625,0,36455,99,196,8,463,40.93930738,135,30,654,8,0,0,0,374,3.4
11/14/20,202046,DC,11,-343,-160,-230,-450,-335,116,,130,684.1569,300.3368,581.7075,294.0066,746.4418,317.3112,846.7912,300.4523,736.5783,298.48,580.3542,274.3361,848.4219,365.0324,855.0902,351.8824,666.5029,267.7527,,,615.4725,299.7097,812.1345,358.1649,790.7301,276.2461,0,0,0,0,0,0,0,,,923,0,32734,106,212,4,349,92.53034631,128.6666667,24.66666667,658,4,0,0,0,374,4.5
11/21/20,202047,DC,11,-351,-156,-293,-465,-327,116,,134,647.9164,281.1335,571.895,289.1605,702.9202,287.79,816.5167,273.3985,661.3522,261.5671,584.7876,274.9966,783.4145,322.6997,775.165,300.7834,623.8065,246.4012,,,608.5109,296.8361,768.497,328.6497,694.5478,226.8209,0,0,0,0,0,0,0,,,1147,0,35465,98,230,12,661,75.73482684,131.6666667,26.66666667,670,12,0,0,0,376,5.8
11/28/20,202048,DC,11,-379,-171,-295,-493,-366,118,,128,590.8645,237.2881,526.9872,255.3568,663.1317,256.6486,783.5625,241.5448,619.4322,217.6723,531.7749,240.1188,702.7743,279.7337,715.4375,256.5346,604.2537,211.7788,,,563.6412,259.9421,749.6167,294.6919,659.3514,190.7624,0,0,0,0,0,0,0,,,1347,0,66554,110,244,8,782,119.1325866,116,7.666666667,678,8,0,0,0,375,6.7
12/5/20,202049,DC,11,-367,-177,-368,-479,-334,123,,206,590.4917,248.9805,523.1085,254.9369,646.2291,255.4377,738.4388,234.4087,644.3302,246.1533,530.132,244.1842,745.3635,302.8219,736.3894,275.4209,585.8663,219.195,,,572.7879,269.7869,739.6953,304.4344,645.6909,201.5234,0,0,0,0,0,0,0,,,1564,0,42049,134,323,17,993,133.4337067,149,38,695,17,0,0,0,376,7.2
12/12/20,202050,DC,11,-362,-177,-326,-475,-329,121,,203,554.6487,252.4192,483.0236,246.4439,625.3209,261.6722,710.443,243.4008,592.4449,238.6462,491.0528,234.7089,723.2583,313.6492,693.6998,281.4271,538.8727,211.3056,,,531.0277,258.7909,694.5071,300.2672,605.9042,206.1478,0,0,0,0,0,0,0,,,1771,0,43527,180,388,18,1022,163.2831466,167.3333333,55.33333333,713,18,0,0,0,377,7.8
12/19/20,202051,DC,11,-379,-196,-381,-489,-338,128,,218,569.247,271.2252,507.3861,273.8694,647.0435,276.4275,703.7989,242.241,624.1391,248.3802,513.5056,261.4157,697.4826,312.9606,699.4692,282.0061,584.4048,227.855,,,561.6917,285.3776,691.3202,299.0305,631.1369,211.3409,0,0,0,0,0,0,0,,,1699,0,50085,230,503,17,1275,166.3584267,132.6666667,19.66666667,730,17,0,0,0,375,7.7
12/26/20,202052,DC,11,-397,-207,-380,-518,-373,125,,229,654.5475,301.8867,606.4508,323.538,724.2497,303.6001,820.9037,270.1445,770.132,285.8352,599.0082,301.6438,815.4033,365.0313,848.0976,332.3569,700.5941,252.2922,,,682.5111,341.7726,824.8971,341.5837,734.8844,225.7593,0,0,0,0,0,0,0,,,1368,0,43408,195,517,32,990,160.8207867,148,29,762,32,0,0,0,375,7.8
1/2/21,202053,DC,11,-398,-203,-322,-515,-374,127,,228,541.0489,254.4309,487.9299,263.6318,581.229,249.954,686.6828,223.9152,656.0168,238.6026,482.3229,246.9919,631.7407,280.6849,670.5047,259.6419,619.0301,222.3895,,,538.3833,270.5993,686.917,281.3554,653.1402,199.9224,0,0,0,0,197.2766271,44.5094969,64.5219751,,,1799,0,46971,230,484,30,1119,156.5896067,166.3333333,47.33333333,792,30,0,0,0,375,7.5
1/9/21,202101,DC,11,-398,-195,-253,-486,-358,135,,266,728.4064,383.4757,606.8374,340.0752,860.0986,434.6928,1078.6348,448.162,774.5422,321.2112,662.1512,362.2158,983.0033,522.619,940.622,446.7983,720.5658,287.1147,,,585.086,295.2262,864.9904,399.7418,993.9218,416.955,0,0,9.7583594,0,684.2564806,161.607193,202.9916454,,,1948,0,39384,261,482,21,1040,201.7051967,159.6666667,41.66666667,813,21,0,0,0,375,7.8
1/16/21,202102,DC,11,-395,-198,-343,-494,-354,126,,262,616.8924,293.2697,526.2789,278.7673,682.027,285.8663,749.9509,244.5871,667.0369,255.9896,551.9252,274.6369,737.1199,319.0707,759.7256,299.2347,604.1166,227.952,,,570.9787,280.19,746.7436,309.9038,692.7443,227.7606,0,0,42.8180039,37.6785266,690.9753165,107.3347162,167.8361352,,,2080,0,49730,230,480,34,1277,179.1474017,139.6666667,20.33333333,847,34,0,0,0,377,7.1
1/23/21,202103,DC,11,-414,-230,-319,-518,-385,136,,221,622.2687,282.6161,527.6793,277.0568,747.2801,314.8495,773.7054,251.6542,651.4609,235.1477,563.5498,279.8486,754.6659,326.4227,765.9826,297.1016,610.7795,218.642,,,554.9901,260.7442,717.0403,283.736,749.3606,247.2292,0,0,62.1475772,0,686.5313196,115.4471195,172.8221532,,,1540,0,42620,202,440,23,1253,166.4262992,135,16,870,23,0,0,0,374,6.1
1/30/21,202104,DC,11,-395,-193,-399,-500,-348,126,,217,629.4766,298.9755,529.8636,269.9688,704.3109,282.2838,744.2564,242.1631,679.5035,263.6283,561.5059,266.5022,749.3268,311.589,755.6081,292.3714,623.7534,238.2891,,,592.5471,282.9926,750.9422,307.0712,685.6678,226.0436,0,0,83.2809873,0,686.3628818,106.7606914,181.6136734,,,1585,0,49497,273,474,39,1150,163.7868504,129.6666667,15,909,39,0,0,0,372,5.2
2/6/21,202105,DC,11,-412,-218,-385,-506,-373,139,,220,515.8879,245.9496,441.9053,223.3877,579.8136,230.5325,610.9783,201.0248,556.5251,210.9568,494.7429,234.0781,625.35,260.2534,607.6425,231.3267,503.3526,189.025,,,501.037,235.5698,644.5866,261.9335,538.9226,176.2954,69999,22719,116.6152761,0,679.5840337,81.990329,192.997942,,,1215,0,36833,279,449,38,958,157.1065748,108,4,947,38,0,0,0,,
2/13/21,202106,DC,11,-405,-208,-414,-504,-361,133,,172,587.5543,289.5947,503.6274,254.0158,652.8599,260.9981,662.385,218.9251,611.9344,232.5941,513.3924,243.0768,689.6963,284.199,699.1713,266.1668,569.3155,215.5071,,,543.9116,257.2349,674.1355,274.0528,631.5604,206.4256,80772,33167,135.7337552,0,683.1747931,86.3383016,176.5597091,,,919,0,34480,215,393,32,869,112.4467126,85.33333333,0,979,32,0,0,0,,
2/20/21,202107,DC,11,-410,-215,-412,-511,-382,143,,165,596.2259,284.6476,488.9187,244.4661,644.2757,245.0056,699.8752,217.1621,660.8203,233.5852,492.797,227.295,695.7956,279.5348,710.0614,254.9455,608.4993,215.9306,,,536.0844,244.1287,712.3045,270.7965,680.3491,209.5347,106692,50145,164.1898327,0,0,91.756078,195.6371746,,,757,0,27087,163,354,15,749,149.7766437,86.66666667,0,994,15,0,0,0,,
2/27/21,202108,DC,11,-372,-179,-315,-483,-343,117,,151,534.2622,272.2352,452.488,223.0946,590.3765,226.6996,632.5555,204.2283,566.7121,206.061,467.5559,216.4221,607.2034,249.6203,684.231,253.6637,519.0612,186.1143,,,505.3316,232.8756,653.1539,256.5304,570.3558,177.9249,116035,59551,176.2904812,0,0,84.6873195,193.6019219,,,925,0,30554,199,374,16,544,96.11167815,,,1010,16,0,0,0,,
3/6/21,202109,DC,11,-164,-88,-169,-209,-148,49,,107,,,,,,,,,,,,,,,,,,,,,,,,,,,137914,73279,199.9795518,0,0,90.3964149,229.8072407,,,644,0,26074,140,279,17,-28842,0,,,1030,20,0,0,0,,
1/4/20,202001,FL,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,4340,0,0,0,0,0,0,892,2.6
1/11/20,202002,FL,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,4410,57,0,0,0,0,0,893,2
1/18/20,202003,FL,12,,,,,,,661.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,4384,0,0,0,0,0,0,894,2
1/25/20,202004,FL,12,,,,,,,743.03,,1770.5598,1653.0104,1434.5731,1349.5801,1603.5199,1503.2654,1862.1508,1749.4038,2663.0866,2496.4674,1335.0476,1254.2563,1579.4581,1481.031,1960.0794,1843.7615,2457.0383,2311.0253,2281.1979,2159.4258,1768.3113,1680.4523,2169.8124,2062.7032,1690.7912,1580.0633,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,4387,0,0,0,0,0,0,897,2.2
2/1/20,202005,FL,12,,,,,,,734.24,,2028.206,1919.7831,1666.4112,1595.3807,1844.7595,1754.6488,2125.6834,2019.1379,3029.8904,2864.6848,1552.422,1483.6535,1823.8914,1736.6387,2242.138,2133.7148,2784.8443,2641.8913,2586.4102,2470.3302,2039.0479,1966.5782,2510.6713,2417.6001,1927.4859,1825.2457,0,0,0,0,0,0,0,0,,0,0,3,0,0,0,0,0,4419,0,0,0,0,0,0,900,2.5
2/8/20,202006,FL,12,,,,,,,752.36,,2103.5439,2052.3272,1729.8323,1691.725,1909.0017,1863.1185,2219.432,2169.2951,3164.2483,3090.8753,1624.4187,1585.8064,1907.3516,1863.163,2330.5766,2280.7191,2880.0276,2818.2171,2668.1048,2615.3504,2094.0526,2055.7752,2573.0148,2525.4598,2030.2488,1983.2202,0,0,0,0,0,0,0,0,,0,0,3,0,0,0,0,0,4385,0,0,0,0,0,0,901,2.5
2/15/20,202007,FL,12,484,134,808,376,-24,-24,810.58,,2192.1732,2096.4505,1758.0827,1670.7172,1974.8489,1884.587,2313.9137,2223.7128,3415.8706,3333.6353,1642.877,1558.2262,1958.4714,1869.7855,2442.8456,2349.5427,3106.7627,3025.932,2864.4365,2778.7247,2176.695,2084.4862,2723.2252,2608.2516,2118.5392,2036.3309,0,0,0,0,0,0,0,0,,0,0,5,0,0,0,0,0,4358,0,0,0,0,0,0,903,2.2
2/22/20,202008,FL,12,1547,65,2481,1668,-1089,253,818.05,,2269.971,2195.7596,1799.4383,1700.3739,2016.8104,1938.4557,2379.369,2320.1953,3550.9463,3607.0889,1674.7708,1578.9261,2005.5995,1924.5956,2515.2065,2455.944,3228.9111,3255.5006,2988.5513,2962.9785,2242.3827,2139.1345,2779.6726,2665.517,2201.2435,2155.5454,0,0,0,0,0,0,0,4.266275996,,0,0,2,0,0,0,0,0,4416,0,0,0,0,0,0,903,2.1
2/29/20,202009,FL,12,3484,1359,1778,2192,630,-63,824.49,,2349.9922,2278.0561,1977.3778,1879.2275,2155.0376,2084.9421,2476.0757,2423.1475,3447.7799,3408.9385,1857.9026,1761.4489,2142.224,2066.6315,2603.2114,2546.6207,3162.774,3129.8805,2996.2284,2931.5593,2424.7911,2315.2848,2888.7399,2783.1181,2259.649,2207.4633,0,0,0,0,0,0,0,3.489090243,,0,0,1,0,0,0,0,0,4399,0,0,0,0,0,0,904,2
