date,epiweek,region,fips,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,apple_mobility,cdc_hospitalized,dex,dex_a,dex_income_1,dex_income_1_a,dex_income_2,dex_income_2_a,dex_income_3,dex_income_3_a,dex_income_4,dex_income_4_a,dex_education_1,dex_education_1_a,dex_education_2,dex_education_2_a,dex_education_3,dex_education_3_a,dex_education_4,dex_education_4_a,dex_race_asian,dex_race_asian_a,dex_race_black,dex_race_black_a,dex_race_hispanic,dex_race_hispanic_a,dex_race_white,dex_race_white_a,Stage_One_Doses,Stage_Two_Doses,smoothed_covid_vaccinated,smoothed_tested_positive_14d,smoothed_wearing_mask,smoothed_travel_outside_state_5d,smoothed_spent_time_1d,kinsa_cases,covidnet,positiveIncrease,negativeIncrease,totalTestResultsIncrease,onVentilatorCurrently,inIcuCurrently,deathIncrease,recovered,hospitalizedIncrease,Observed Number,Excess Higher Estimate,death_jhu_cumulative,death_jhu_incidence,fb_survey_cli,google_survey_cli,fb_survey_wili,Number of Facilities Reporting,CLI Percent of Total Visits
1/4/20,202001,X,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,179102,277.3333333,0,0,0,0,0,3544,2.4
1/11/20,202002,X,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,180811,613.6666667,0,0,0,0,0,3548,1.9
1/18/20,202003,X,US,,,,,,,657.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,176706,136.6666667,0,0,0,0,0,3546,1.8
1/25/20,202004,X,US,,,,,,,753.08,,49045.5918,46191.3033,42162.4897,39797.7415,44487.423,42135.293,51766.8328,49134.4163,67874.2647,64798.964,38464.81,36444.7858,44185.7052,41856.4176,53450.8479,50851.0357,71117.9365,67890.3619,60502.7529,57642.0928,49457.9316,46830.5881,53107.6296,50449.0153,51333.6433,48699.1336,0,0,0,0,0,0,0,0,,2,0,2,0,0,0,0,0,176013,62,0,0,0,0,0,3572,2
2/1/20,202005,X,US,,,,,,,745.04,,56011.9471,53042.8844,48912.291,46728.3145,51056.9341,48652.7956,59126.7361,56231.506,76390.6023,72919.4686,44626.5864,42744.2479,50616.8195,48253.6047,61068.1004,58253.6586,79750.9699,76052.0041,68937.8884,66049.5765,56833.8338,54387.6794,60940.2978,58371.2177,57994.0477,55133.685,0,0,0,0,0,0,0,0,,0,0,6,0,0,0,0,0,175039,93.66666667,0,0,0,0,0,3572,2.3
2/8/20,202006,X,US,,,,,,,742.53,,56092.5985,54571.3671,49760.0512,48592.0724,51476.485,50148.255,58900.7032,57283.7318,75861.0704,74028.7458,45376.0624,44303.3059,50929.5603,49644.4607,60972.7541,59441.3729,79642.8324,77750.5252,68844.2149,67477.0667,57820.6039,56580.0436,61157.1778,59849.6443,58052.6728,56451.0826,0,0,0,0,0,0,0,0,,3,0,10,0,0,0,0,0,176952.3333,408.3333333,0,0,0,0,0,3586,2.2
2/15/20,202007,X,US,6,2,15,3,2,-1,806.55,,61794.167,59290.6352,53352.6608,51088.5889,56183.104,53887.0027,65293.2353,62694.3856,86544.164,84144.2428,48976.3437,46875.2744,55788.5053,53555.707,67508.2048,65061.1577,90005.7775,87473.2359,77291.747,75153.353,62708.1732,60251.7242,67287.905,64819.9628,64758.2383,62278.9513,0,0,0,0,0,0,0,0,,2,0,8,0,0,0,0,0,174981,278.6666667,0,0,0,0,0,3599,2.1
2/22/20,202008,X,US,25,1,89,1,-19,5,818.42,,63016.9916,59812.082,54030.9805,50675.8834,56636.9588,53716.6141,65948.9551,62930.7506,89113.7044,86839.2574,48832.2822,45857.4094,56229.2819,53353.0058,68442.4996,65556.6281,93665.4525,91227.968,79563.6971,77020.5559,63796.1543,60138.0245,68373.461,64899.2053,66059.8234,63197.8109,0,0,0,0,0,0,0,6.542166732,,0,0,12,0,0,0,0,0,175320,487.3333333,0,0,0,0,0,3594,1.9
2/29/20,202009,X,US,48,20,89,27,17,-5,825.4,,64797.0394,61966.3351,58342.7791,54971.6355,59973.3965,57245.764,68168.9441,65452.7551,87566.6353,85124.507,53225.4244,50241.3855,59264.2017,56568.5924,70546.3237,67883.9792,91230.2356,88526.1559,79534.6856,77035.2069,66896.5175,63319.9431,71064.9101,67723.0651,67321.8421,64703.4802,0,0,0,0,0,0,0,5.505270381,,11,0,6517,0,0,5,0,0,176548,1544.333333,1,1,0,0,0,3610,1.8
3/7/20,202010,X,US,62,49,127,25,21,-7,831.89,,63330.9062,59993.5285,57862.0609,53931.584,58847.9681,55631.1834,66648.4236,63492.4386,84756.5237,81707.7299,52588.9983,49057.8551,58297.0517,55157.1687,69075.2638,65954.6625,87863.6615,84453.3048,76935.2959,73879.5322,65386.0025,61186.6178,69565.4857,65708.7101,65789.4023,62690.6135,0,0,0,0,0,0,0,5.068340395,0.1,556,1148,6091,0,0,22,0,2,177676,3349,17,16,0,0,0,3622,2.2
3/14/20,202011,X,US,32,97,141,-27,-12,7,761.97,,42766.5493,38533.297,39004.3862,34726.7993,40167.3021,36275.1593,45796.5219,41573.7602,57839.8823,53277.9072,35721.5177,31874.6568,40022.8444,36172.9665,47401.7101,43146.6119,59127.0917,54090.5872,51390.5551,47173.3219,43776.8226,39162.0938,47304.8117,42711.7508,45024.0766,40897.2291,0,0,0,0,0,0,0,5.10483724,0.7,3802,5909,37186,0,0,38,0,21,174497.6667,1877,59,42,0,0,0,3626,3.4
3/21/20,202012,X,US,-159,65,15,-200,-178,78,516.98,,28802.1464,25742.9452,27648.7317,24469.9763,28647.512,25900.9006,31409.4998,28535.735,33622.7152,30566.3551,27227.4237,24314.2762,28997.7746,26246.5818,32026.253,29089.0409,32203.5209,28948.7886,30939.9677,27932.5484,29504.2935,26051.6431,32192.1076,28849.0624,29361.7353,26647.89,0,0,0,0,0,0,0,4.891688871,3,26086,60578,232970,0,0,270,0,1994,175437,4082.333333,480,421,0,0,0,3623,5.9
3/28/20,202013,X,US,-291,-99,-81,-330,-290,122,384.53,,18950.1368,16558.7482,18656.1928,16146.6809,19200.5895,17008.1943,20718.9732,18446.0628,20509.1417,18206.4776,18990.8227,16620.2222,19657.3992,17417.6381,20876.6258,18544.8174,19014.0113,16748.8088,18915.4503,16602.5136,19083.361,16391.8339,21307.6779,18635.0516,19113.3517,17002.5348,0,0,0,0,0,0,0,2.880773413,7.7,100537,255891,598136,1108,5265,1997,412,14252,183076.3333,12936,2948,2468,0,0,0,3642,6.7
4/4/20,202014,X,US,-294,-105,-111,-350,-321,129,374.43,,17988.7555,15381.7373,17952.7787,15275.8357,18279.0917,15973.1506,19497.4244,17164.8205,19010.1421,16754.6107,18273.1206,15795.2478,18706.0409,16361.844,19677.4426,17267.2592,17617.6131,15359.2614,17782.2521,15407.0955,18439.2524,15560.3626,20131.8934,17342.0277,17962.6192,15823.3038,0,0,0,0,0,0,0,1.546892241,9.5,185083,431128,929820,3804,27908,6944,1787,30495.5,201349.3333,32856.66667,11161,8213,0,0,0,3640,6.8
4/11/20,202015,X,US,-306,-98,-96,-365,-338,135,385.68,437,17456.4964,14593.6271,17089.4672,14233.48,17647.8006,15196.1792,19003.0238,16563.5878,18838.0858,16437.8576,17562.1831,14931.3443,18103.9599,15609.2891,19207.793,16650.8532,17315.6999,14918.8681,17096.5185,14616.0158,17487.5707,14466.1937,19293.9482,16349.293,17575.8602,15295.5357,0,0,0,0,0,0,0,0.921628993,9.2,215540,452415,1087932,29521,71575,12906,6923,45653.25,214477,47654,25802,14641,0.039877377,0.373985197,0.041512879,3629,6
4/18/20,202016,X,US,-310,-135,-154,-358,-325,131,414.62,463,15019.5666,11000.6536,15049.1405,11027.6882,15514.0381,11729.1172,16515.0893,12651.9746,15918.4407,12369.8496,15581.4311,11646.9099,15932.7886,12048.3395,16568.945,12634.6831,14614.9158,11209.4947,14784.9542,11224.4378,15061.9551,10974.8311,16782.0756,12535.0011,15316.9054,11731.1673,0,0,0,0,0,0,0,0.566402947,10,199735,477171,1102841,41917,100698,14437,15804,36394.375,208377.3333,43561.33333,40959,15157,0.015319546,2.490342381,0.016070517,3630,4.9
4/25/20,202017,X,US,-281,-104,-60,-338,-312,124,466.65,373,20754.789,16469.9714,20310.964,16174.8858,21157.9356,17416.8366,22624.1821,18802.3097,22065.9188,18373.6286,21018.686,17093.7578,21683.3996,17862.484,22752.785,18818.8889,20236.619,16623.8803,20015.9209,16369.5588,20174.9279,15974.9933,22781.2691,18490.6738,21064.3436,17469.9827,0,0,0,0,0,0,0,0.487900747,9.6,210618,242586,1534726,38083,102580,13555,33482,32591.8125,202784.3333,40000.33333,56486,15527,0.01376248,2.486751767,0.0151122,3618,4.2
5/2/20,202018,X,US,-245,-70,12,-312,-298,107,516.84,516,23941.2249,18715.7621,23611.534,18563.4174,24379.0419,19787.9803,25942.948,21239.3503,25277.4739,20732.5947,24370.9813,19545.9997,25000.8883,20294.1316,26105.2115,21273.5757,23231.6843,18780.5694,22924.3645,18485.5965,23295.7261,18197.8993,26057.2479,20925.4719,24284.1263,19827.9284,0,0,0,0,0,0,0,0.388695513,9.3,193181,560410,1706740,33815,94028,12759,35363,35660.3438,192216.3333,31679,69866,13380,0.014808656,0.865922766,0.016581182,3628,3.7
5/9/20,202019,X,US,-211,-25,66,-290,-277,102,583.14,472,30838.6687,24700.5151,29781.331,23891.5517,31201.5183,25938.8369,33682.2803,28309.7491,33738.075,28478.6205,30783.2718,25210.4149,32007.135,26615.369,33931.1351,28385.4675,31023.014,25763.9485,29979.9453,24881.4436,29521.5166,23626.3488,33264.6126,27429.006,31573.1064,26421.7759,0,0,0,0,0,0,0,0.331303841,8.2,175330,688991,2006149,39592,85950,12672,34688,32065.8281,187203.3333,28429,82142,12276,0.010362813,0.843409852,0.011906749,3627,3.1
5/16/20,202020,X,US,-202,-36,101,-278,-263,97,470.21,452,31269.7136,25265.2053,30269.6594,24419.7139,31622.3052,26448.015,34089.6954,28867.3053,34378.8656,29291.9041,31071.8943,25589.4888,32321.1244,27050.3222,34400.8057,28981.8221,31875.4508,26693.7312,30700.5528,25699.0249,29962.7299,24109.7662,33925.7122,28215.5172,32008.9141,26965.7328,0,0,0,0,0,0,0,0.190475405,7.7,159204,918259,2524981,42471,76174,9793,34225,22816.5859,182521.6667,25212,92154,10012,0.010727466,0.496582905,0.012598436,3630,2.7
5/23/20,202021,X,US,-175,-26,162,-263,-250,90,729.13,417,37270.5115,30227.798,35551.6032,28712.1611,37487.6053,31378.0101,40718.4868,34518.1618,42231.9256,36227.9025,36385.4578,29991.5847,38199.3652,31990.6489,41254.1826,34801.354,39393.9501,33110.4755,37259.2582,31343.1933,35572.4108,28637.5873,40284.6152,33659.5624,38400.8607,32396.4906,0,0,0,0,0,0,0,0.293713477,7.4,156520,1119749,2979135,34872,65686,8151,83761,25419.207,176214.3333,20026.33333,100650,8496,0.012250327,0,0.014368947,3656,2.4
5/30/20,202022,X,US,-164,-25,280,-254,-260,87,765.8,309,36973.3834,30044.9082,35241.9037,28499.0671,37051.9386,31039.1143,40332.1941,34222.3966,42209.0553,36343.4809,35845.1684,29557.3617,37789.0103,31661.6833,40916.7584,34565.2122,39557.2564,33318.7891,37390.9782,31543.9547,35197.7501,28383.7704,40064.1346,33573.3296,38128.1347,32209.9408,0,0,0,0,0,0,0,0.329334972,6.1,143492,1111590,3014648,29171,58612,6576,124049,34657.3965,171549.3333,16110.66667,107209,6559,0.012005845,0,0.014878804,3677,2
6/6/20,202023,X,US,-134,-5,268,-231,-213,74,808.97,208,41401.964,33114.2104,39168.6468,31241.6863,41250.7863,33984.7277,45219.6081,37751.8788,48295.3004,41058.5534,39757.9535,32300.3429,42010.0973,34626.6853,45916.1921,38214.1128,45411.2338,37746.7397,42170.3479,35068.5477,39424.1746,31419.9128,44708.4586,37020.7441,42797.3637,35573.2494,0,0,0,0,0,0,0,0.282301903,4.8,148076,1290876,3484487,25885,50583,5712,57506,20550.8018,170273.6667,15241,113138,5929,0.012943261,0,0.016174139,3679,1.8
6/13/20,202024,X,US,-115,-5,348,-212,-205,66,876.77,278,43738.8903,35295.1867,41048.9598,32940.8481,43352.3877,35971.0324,47723.3418,40118.1068,52067.7735,44792.5979,41440.4797,33888.703,44059.8959,36542.7478,48676.8496,40791.9267,49198.2547,41296.9063,45479.0333,38129.497,41997.4193,33625.2946,47417.6269,39650.0109,45293.3125,37942.3839,0,0,0,0,0,0,0,0.297390549,4,144360,1220295,3431096,20995,43575,5257,47303,16411.5991,168522.3333,13880,118279,5141,0.011612356,0,0.014587564,3679,1.9
6/20/20,202025,X,US,-100,4,416,-196,-203,59,920.96,246,46033.1724,37060.727,42865.3395,34074.1355,45448.6139,37504.2326,50198.6486,42064.7122,55435.1604,47809.0049,43268.754,35144.5056,46253.3535,38151.4782,51274.3873,42810.8348,52537.43,44078.3475,48350.0598,40356.4758,44368.2067,35159.7672,49886.808,41576.7972,47817.1283,39943.5236,0,0,0,0,0,0,0,0.215160842,4,177047,1330226,3823458,17858,38665,4189,51769,16046.2004,168847,14231.33333,122447,4168,0.011288951,0,0.013990298,3687,2.3
6/27/20,202026,X,US,-107,-7,396,-192,-209,61,938.82,469,43987.6334,35468.0041,41230.4079,32816.3336,43448.2563,35843.6389,47778.1028,40018.389,52836.2571,45775.7342,41337.8828,33595.3553,44095.3731,36385.1131,48804.7315,40727.7698,50454.6315,42421.0683,46164.8007,38584.9447,42554.9765,33711.7458,47887.5286,40027.8372,45628.3736,38134.648,0,0,0,0,0,0,0,0.261344529,4.5,255686,1379688,4467897,15603,37127,3783,49902,20203.8998,170307.6667,16041.66667,126323,3876,0.012936912,0,0.015727408,3697,3.1
7/4/20,202027,X,US,-96,18,449,-194,-246,63,934.52,824,41992.111,32761.5036,39450.0574,30468.8765,41492.8959,33157.0108,45679.361,37047.0648,50207.6213,42603.4109,39790.0734,31358.4049,42189.5473,33707.3281,46594.0692,37717.4538,47977.1483,39349.3792,43981.2318,35960.7689,40767.7441,31489.3356,45831.8753,37511.6774,43550.4315,35263.4178,0,0,0,0,0,0,0,0.345472847,6,341790,1611721,4976934,14376,38425,3484,107003,22776.0501,173620.3333,20110,129975,3652,0.017404074,0,0.021156614,3699,3.8
7/11/20,202028,X,US,-110,-16,368,-194,-223,62,951.9,924,41302.3947,33236.702,39025.5121,30875.9466,40761.6925,33468.9244,44764.9446,37342.3435,49856.1761,43464.8585,38929.6517,31455.9145,41299.0574,33914.7958,45769.2118,38057.1178,47950.6656,40364.059,43492.3011,36268.8417,40397.0971,31796.372,45355.4758,38066.4023,42893.9369,35717.9001,0,0,0,0,0,0,0,0.481005561,7.7,388804,1640252,5389280,14943,40722,4627,83574,31580.9749,178634.6667,25428.66667,135225,5250,0.017905579,0,0.021276898,3696,4.2
7/18/20,202029,X,US,-103,-10,422,-197,-215,61,968.02,18497,41929.1522,33247.7742,39217.6628,30584.9014,41114.635,33293.0784,45580.6241,37481.7214,51124.4371,43866.6969,39094.1024,31154.7912,41715.2018,33793.2079,46630.6703,38215.4468,49044.7919,40659.6077,44332.4617,36339.9448,41040.4187,31827.762,45985.4532,37924.2286,43555.1085,35789.3451,0,0,0,0,0,0,0,0.477695922,8.1,458510,1795905,6072005,16030,43756,5161,107551,31103.0125,180995.6667,28267.66667,140790,5565,0.018137023,0,0.02116464,3700,4.1
7/25/20,202030,X,US,-107,-21,399,-202,-216,61,970.53,32634,41599.7603,33123.244,38633.6781,30209.9076,40724.2322,32979.8631,45412.8297,37284.5348,51289.9368,43980.7473,38518.977,30717.7246,41311.8525,33449.7125,46445.7089,38036.1376,49370.6927,40924.3997,44325.6524,36356.6996,40770.6211,31694.3965,45643.8402,37640.1054,43379.4487,35613.791,0,0,0,0,0,0,0,0.430077183,7.6,464577,1922307,6081469,17528,61304,6352,136613,33335.4937,183177.6667,30608,147232,6442,0.015699772,0,0.01886009,3706,3.7
8/1/20,202031,X,US,-102,-19,403,-198,-219,59,981.58,38110,42825.7195,34309.7436,39895.469,31277.1757,42052.1446,34170.135,46911.3639,38585.1619,52957.1858,45461.1778,39863.5206,31839.2727,42677.1546,34627.4774,47886.838,39307.1007,51093.3368,42438.6041,45930.0678,37812.8299,42001.8458,32786.4454,47033.3753,38876.5235,44810.9265,36871.0427,0,0,0,0,0,0,0,0.343657975,6.9,435314,1646952,6072995,19126,73121,8018,160121,32894.7531,182994,30770.66667,155190,7958,0.014219435,0,0.017109278,3702,3.3
8/8/20,202032,X,US,-97,-18,406,-197,-218,57,993.77,33286,43227.3845,34187.9689,40293.8976,31100.6094,42391.086,33989.1842,47062.4114,38373.5566,53368.9693,45508.0976,40139.6708,31648.7771,42923.644,34436.9778,48097.6903,39119.6354,51582.5639,42484.852,46355.2785,37751.3665,42014.5149,32299.9193,47408.6212,38797.8481,45097.6054,36738.1921,0,0,0,0,0,0,0,0.342727838,6.4,368335,1652348,5655233,18639,70199,7258,156589,35842.1234,182014,29777.33333,162474,7284,0.0135688,0,0.016564088,3723,3
8/15/20,202033,X,US,-103,-26,394,-198,-217,54,1008.49,31210,43457.9402,34317.08,40222.9842,30792.2295,42393.3362,33827.4772,47468.6725,38464.7838,54677.0209,46374.7343,39896.7143,31346.984,42967.7798,34271.9631,48545.0117,39267.2976,53097.9379,43464.3098,47375.2423,38373.9565,42102.5591,32036.7914,47757.6392,38896.8744,45547.5812,36886.9479,0,0,0,0,0,0,0,,5.7,368167,1752065,6042112,17715,65059,7504,153512,27076.9383,182301.3333,30008.33333,169551,7077,0.011879147,0,0.014377665,3722,2.6
8/22/20,202034,X,US,-106,-32,351,-201,-211,54,998.55,30301,42143.2298,32940.5302,38798.6903,29414.8716,40970.9424,32347.1191,46066.1018,36864.3099,53437.0169,44603.66,38229.0287,29568.0976,41450.6571,32704.0641,47224.4364,37760.7556,52179.8218,42219.5692,46576.3029,37431.0941,40888.8527,30857.1922,46237.0361,37008.1316,44212.7396,35392.3471,0,0,0,0,0,0,0,,5.2,301751,1584011,5779717,16589,60496,6901,147426,23045.5309,179914,27306.33333,176374,6823,0.010764129,0,0.012781036,3729,2.3
8/29/20,202035,X,US,-111,-39,288,-206,-207,56,956.87,28977,39473.1118,30372.804,36433.3224,27138.8937,38224.0193,29786.0089,42901.5268,34014.3099,48986.2251,40458.4829,35897.0512,27332.8147,38729.4968,30181.5877,43914.9995,34765.7977,47843.6262,38363.2927,43000.9444,34091.2643,38533.0995,28574.4603,43277.1657,34024.7456,41008.3444,32515.4479,0,0,0,0,0,0,0,,4.4,287834,1514609,5700338,14824,54088,6523,136363,20011.2346,176059.3333,23146.33333,182712,6338,0.009402493,0,0.0111255,3733,2.2
9/5/20,202036,X,US,-94,-23,341,-188,-209,47,979.32,27165,41131.5569,32764.6329,38555.3415,29566.7614,40415.005,32236.2996,45006.189,36462.2925,51048.3046,43000.9195,38146.8244,29812.6792,40802.0756,32552.8901,46057.0974,37319.8533,49756.702,40776.8998,45373.0855,36929.4219,40928.8352,31279.1883,45697.6559,36849.7349,42961.3302,34831.1075,0,0,0,0,0,0,0,,4,284486,1493965,6089096,14190,49101,5903,142900,17906.3827,174252.3333,20677,188587,5875,0.010406105,0,0.012522899,3729,2
9/12/20,202037,X,US,-110,-40,316,-211,-241,55,955.38,27425,40057.1461,31621.2047,37186.3497,28119.2601,39386.8237,31049.4661,44059.9012,35234.8826,50313.5894,41887.1587,36900.9739,28459.5997,39817.0982,31378.1205,45074.9217,36057.5825,48921.5683,39584.3824,44497.511,35750.5583,39548.1905,29762.5401,44656.9472,35499.947,42081.973,33700.7085,0,0,0,0,0,0,0,0,3.8,238150,1382872,5513014,12836,45881,5107,116996,16505.8086,173412.3333,19402.33333,193727,5140,0.009424868,0,0.00918173,3730,2
9/19/20,202038,X,US,-105,-42,271,-205,-189,48,948.3,24198,38169.7493,29685.2578,35822.0602,26583.2114,37672.4955,29181.7098,41952.81,33023.9271,47690.2266,38959.4795,35492.248,26875.5802,38019.4909,29466.0329,42902.079,33765.6766,46376.3071,36879.7987,42176.7691,33167.6887,37984.5623,27975.0378,42580.0495,33080.2876,40056.1004,31582.6098,0,0,0,0,0,0,0,0,3.7,279447,1625912,6561215,11143,43716,5551,118773,16404.5957,173908,18984,199229,5502,0.009031839,0,0.007651345,3748,2
9/26/20,202039,X,US,-107,-45,228,-211,-185,48,920,24289,38624.2654,28792.5645,35987.7455,25684.8622,37959.1903,28367.7355,42147.7296,32081.1953,47918.4952,37956.5816,35768.273,26125.5609,38352.047,28665.192,43063.7685,32775.333,46617.607,35873.8241,42373.2675,32305.0468,38254.9801,27191.9973,42959.1586,32215.6759,40339.7021,30700.8056,0,0,0,0,0,0,0,0,4.1,309025,1700552,6978167,10845,43263,5281,154385,16726.7022,176424,20487.66667,204620,5391,0.008273762,0,0.006916247,3756,2.1
10/3/20,202040,X,US,-102,-35,156,-208,-180,46,901.85,26793,41252.0939,30416.8616,38505.6958,27045.9187,40485.5712,29955.346,44987.033,33988.263,51108.5459,40195.9594,38352.5761,27610.6819,40903.4897,30299.9819,45927.4707,34678.2223,49704.0673,37925.4683,45309.6739,34228.9189,40958.2934,28659.0272,45800.7128,33875.6835,43015.732,32507.1992,0,0,0,0,0,0,0,0,4.3,298062,1591408,7252659,10609,43161,4786,126197,17452.6489,173725.3333,17006.66667,209492,4872,0.008932473,0,0.007337159,3756,2.3
10/10/20,202041,X,US,-106,-36,194,-203,-182,46,902.09,32395,37435.6207,28469.7617,34983.9655,25189.9535,36845.0193,27846.1326,41081.4482,31617.47,46993.0346,37592.4687,34709.3916,25550.2562,37362.481,28252.0001,41860.6251,32244.6453,45751.99,35549.3675,41553.9378,32061.3612,37383.7041,26864.7255,41777.798,31598.706,39351.6733,30329.8301,0,0,0,0,0,0,0,,5.4,335915,1545070,7801261,11214,45650,4836,125319,20818.6755,178864,21236,214579,5087,0.01058685,0,0.012260829,3758,2.7
10/17/20,202042,X,US,-110,-44,149,-205,-186,52,900.21,36143,37234.8597,28807.8164,34862.3564,25218.3818,36776.5306,27975.5796,41038.3926,31821.6803,47389.9024,38219.8459,34507.7868,25531.9715,37247.2507,28362.3481,42004.3546,32608.9918,46149.6154,36132.9953,41751.6767,32415.612,37527.339,27087.7664,41704.6386,31736.6975,39466.3057,30629.4092,0,0,0,0,0,0,0,,6.1,383946,1584805,8015743,12145,50051,4874,132974,22114.6622,174348.3333,15816.66667,219779,5200,0.009509429,0,0.011883229,3756,2.9
10/24/20,202043,X,US,-116,-48,103,-204,-176,51,882.8,40507,38900.6599,30012.3988,36388.5301,26103.4893,38445.3734,29116.0503,43026.7627,33270.765,49452.4846,39672.5569,36147.7487,26549.459,38915.7882,29524.0707,43881.2894,33972.0729,48198.7188,37549.8431,43712.0654,33808.8244,39065.7814,27944.5084,43733.7916,32953.2578,41251.2307,31909.7748,0,0,0,0,0,0,0,,7.2,467677,1810919,8385710,14248,57140,5671,161190,37903.1689,178012.6667,18642.33333,225621,5842,0.00932483,0,0.011535028,3761,3.3
10/31/20,202044,X,US,-117,-40,13,-218,-178,55,849.9,45010,39955.0175,30726.2369,37709.4433,26957.71,39705.7918,29913.1234,44326.3174,34111.8005,50336.0342,40073.2474,37439.9452,27385.8646,40225.2058,30344.4054,45326.8363,34907.4089,48913.0898,37911.3808,44817.028,34467.3668,40197.171,28650.887,44978.218,33610.1041,42325.2593,32595.0378,0,0,0,0,0,0,0,,8.9,558457,1872841,9004561,16491,64137,5722,176748,27731.4156,180763.6667,20333.33333,231598,5977,0.007658352,0,0.008858965,3752,3.7
11/7/20,202045,X,US,-116,-52,43,-228,-178,55,786.68,54300,34474.1701,25451.2075,32337.5835,22282.2381,34239.3351,24775.4577,38236.9881,28275.0901,43551.162,33375.0516,32205.2459,22698.6712,34680.9894,25176.4183,39052.5255,28915.2946,42303.3185,31482.241,38727.2068,28702.6387,34400.2194,23629.2704,38681.738,27784.1327,36545.3225,27048.6962,0,0,0,0,0,0,0,,11.8,832498,1945234,9866820,19425,74530,6997,205119,32744.2922,187791.3333,27438.66667,238823,7225,0.009803284,0,0.010449156,3758,4.6
11/14/20,202046,X,US,-126,-57,-23,-240,-186,63,762.02,68646,36553.8745,28273.0358,34469.0335,24496.3471,36693.0602,27454.2314,40974.1595,31260.9397,46490.2099,36622.5697,34503.0006,25047.9651,37245.0672,27915.087,41791.5993,31956.6132,45018.3427,34530.8751,41229.4731,31373.2951,36902.7237,26085.2624,41236.42,30494.4113,39166.1569,29929.0938,0,0,0,0,0,0,0,,15.9,1015651,1913891,10606933,23988,87230,7791,257287,41921.3539,189967,29005.33333,246776,7953,0.015033237,0,0.015100407,3756,5.5
11/21/20,202047,X,US,-137,-49,-50,-238,-181,64,756.58,80603,37773.81,29772.818,35924.6194,25722.7136,38001.9454,28625.0354,42566.6931,32669.1376,48600.5996,38494.2017,35804.0765,26174.4821,38674.0675,29208.0667,43383.266,33394.8025,46924.7903,36179.9976,43148.6642,32976.4953,38409.1091,27357.4687,43248.6817,32193.3788,40580.9854,31242.2092,0,0,0,0,0,0,0,,17.7,1196566,2446311,12437050,32194,107055,10228,338873,48916.3231,195445.6667,33165.66667,257636,10860,0.018323151,0,0.020268039,3762,6.3
11/28/20,202048,X,US,-173,-45,-53,-271,-284,86,707.67,85150,40269.8805,31595.5333,37829.7548,26736.2021,40731.2961,30431.9208,45804.8339,34937.8756,51876.9917,40975.1999,38216.7297,27650.502,41461.1386,31065.1388,46620.2698,35606.9999,49561.3059,37918.5184,45814.1407,34853.4186,40214.19,28360.5254,45883.5533,34044.1679,43693.397,33371.5858,0,0,0,0,0,0,0,,18.1,1143990,2348747,12358063,40463,122850,10187,435599,49389.8385,197617.6667,33895.66667,268445,10809,0.018247227,0,0.020872157,3764,6.8
12/5/20,202049,X,US,-139,-60,-112,-249,-186,69,726.42,94228,36879.9453,28799.5529,34900.5635,24434.6276,37615.4313,27808.1684,42000.5008,31682.8,47166.9322,36513.8983,35408.3181,25364.2583,38244.6701,28336.708,42763.3829,32298.4167,44837.462,33825.0598,41337.4187,30758.3938,37106.5506,25774.291,41952.3423,30418.1062,39949.3175,30219.4923,0,0,0,0,0,0,0,,18.8,1337551,1149340,12064235,47132,135737,15033,478858,59034.0808,206081.3333,40433.33333,284163,15718,0.019426708,0,0.022555573,3766,6.9
12/12/20,202050,X,US,-140,-54,-102,-262,-184,67,733.15,100396,34416.8886,28097.0401,32715.7181,23657.0209,35463.6376,26990.3954,39716.4939,30723.8495,44527.931,35167.1597,33327.0267,24607.449,36140.5158,27557.1077,40331.5432,31257.7647,42310.7633,32627.0153,38784.2135,29456.6224,34705.933,24811.1743,39223.5057,29185.1554,37769.8943,29344.1296,0,0,0,0,0,0,0,,19.2,1483732,2127689,12709490,51481,144854,16679,592629,61089.4596,216526,49378.33333,301791,17628,0.018159591,0,0.021452445,3761,7.3
12/19/20,202051,X,US,-137,-42,-154,-259,-194,73,746.17,104211,41617.6941,35816.6033,40076.5495,30064.0634,43422.9575,34092.8056,48820.4272,38858.5655,55568.5985,45005.9631,40745.3293,31146.5709,44292.9485,34872.008,49653.6716,39568.0868,52711.5488,41672.2611,48054.8955,37468.1739,42675.0279,31579.5712,48175.0532,37004.707,46610.7807,37263.7495,191365,0,0,0,0,0,0,,18.5,1497672,2274436,13477097,54138,151877,18274,563613,63387.7702,217104.3333,47298.66667,320943,19152,0.0198496,0,0.023918325,3771,7.4
