date,epiweek,region,fips,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,apple_mobility,dex,dex_a,dex_income_1,dex_income_1_a,dex_income_2,dex_income_2_a,dex_income_3,dex_income_3_a,dex_income_4,dex_income_4_a,dex_education_1,dex_education_1_a,dex_education_2,dex_education_2_a,dex_education_3,dex_education_3_a,dex_education_4,dex_education_4_a,dex_race_asian,dex_race_asian_a,dex_race_black,dex_race_black_a,dex_race_hispanic,dex_race_hispanic_a,dex_race_white,dex_race_white_a,kinsa_cases,covidnet,positiveIncrease,negativeIncrease,totalTestResultsIncrease,onVentilatorCurrently,inIcuCurrently,deathIncrease,recovered,hospitalizedIncrease,Observed Number,Excess Higher Estimate,death_jhu_cumulative,death_jhu_incidence,fb_survey_cli,google_survey_cli,fb_survey_wili,Number of Facilities Reporting,CLI Percent of Total Visits
7/11/20,202028,CO,8,394,855,9120,-1180,-8824,884,1029.92,853.7113,669.2899,770.0565,609.5794,803.8569,651.5712,864.7429,703.402,1039.6119,874.6428,827.3545,664.9851,835.3946,685.4249,895.1892,732.3158,977.944,809.783,1056.9232,891.1457,1119.9632,926.0867,845.2424,671.2324,908.3752,750.7236,0.388217746,4.4,2572,37535,54043,0,0,65,171,327,810.3333333,90.33333333,1725,24,2.6291047,0,2.8182029,175,2.6
7/18/20,202029,CO,8,218,679,8839,-1427,-8509,915,1040.99,841.1523,665.3262,751.9886,597.1938,784.1586,639.076,851.9955,696.4742,1040.56,878.8954,813.1061,657.6777,815.6106,670.7324,884.7646,725.3334,974.6539,812.4819,1055.2258,892.2003,1105.1522,918.2124,834.9664,663.1196,899.0866,747.2683,0.441622124,4.4,3153,41769,62321,0,0,29,199,143,798.6666667,71.66666667,1752,27,2.7564149,0,3.6216001,178,2.6
7/25/20,202030,CO,8,340,554,9338,-1252,-8437,916,1060.87,856.5913,675.6961,758.2617,602.9845,796.1883,644.7827,864.2682,699.802,1072.6162,896.79,818.1845,660.0829,831.2733,681.4664,902.0075,732.8845,1000.9762,826.0623,1085.1067,910.7485,1139.17,942.0765,847.8637,667.9698,918.4358,757.4487,0.282693688,3.7,3636,45325,73449,0,0,46,206,233,826.3333333,102.3333333,1794,42,3.3669234,0,4.080933,176,2.7
8/1/20,202031,CO,8,464,622,8990,-1518,-8579,860,1078.96,886.4948,696.6014,789.5384,621.1078,828.1108,664.274,900.3789,723.8092,1109.9623,923.8164,844.3656,671.1109,864.6966,703.3611,933.9796,754.4903,1041.2877,854.6574,1125.1881,939.4801,1176.4959,965.4364,874.5414,684.2941,955.181,782.2214,0.378058491,3.3,3829,49830,83295,0,0,30,201,214,805.3333333,81.33333333,1844,50,2.8324375,0,3.5296532,176,2.6
8/8/20,202032,CO,8,675,882,8995,-1222,-8617,832,1108.17,901.2782,693.7284,804.1951,615.4821,846.2555,662.9763,903.9246,715.1747,1117.9006,921.0051,876.3482,676.8487,868.335,689.7812,932.9331,742.0269,1057.411,858.2531,1150.9441,949.4931,1170.1809,937.964,888.0383,681.581,965.742,778.4778,0.137146539,2.9,3084,42644,88305,0,0,45,156,141,832.3333333,102.3333333,1857,13,3.5878749,0,4.1657276,176,2.4
8/15/20,202033,CO,8,111,652,8726,-2033,-8433,814,1121.79,881.9587,666.6306,778.5162,584.4923,811.5794,619.6593,877.1671,677.1935,1113.5813,895.8093,825.0404,625.9143,847.5627,656.0489,913.0178,709.9235,1049.7784,830.6137,1134.7009,911.7295,1143.8803,891.7255,866.0405,652.87,947.9174,745.284,,2,2645,38549,69125,0,0,32,170,136,828.3333333,95.33333333,1896,39,2.7430699,0,3.3705859,177,2
8/22/20,202034,CO,8,-1005,-26,2375,-1304,-3753,840,1086.9,871.8059,656.9327,764.9119,568.4244,785.1251,595.075,863.1488,660.9641,1123.5368,897.5461,803.4108,603.695,815.0074,625.1458,895.5494,690.9714,1066.9134,837.809,1166.4786,928.9638,1119.9379,860.7745,856.8096,642.491,941.2226,733.7863,,1.8,2048,27070,70131,0,0,47,131,90,858.6666667,123.6666667,1918,22,3.4907863,0,3.7490366,180,2.1
8/29/20,202035,CO,8,-1334,-161,1471,-1207,-3234,870,993.06,756.7306,558.9137,669.5312,486.2757,684.1979,507.5459,759.6284,572.6721,943.9509,744.4116,705.2607,519.1076,722.9873,542.4943,790.1098,600.1828,884.4512,685.1937,969.9063,756.7904,993.0792,747.1348,750.0696,553.1571,803.8217,616.7055,,2.2,2187,47754,66696,0,0,28,130,137,811,71,1942,24,3.5488014,0,3.5609913,182,2.2
9/5/20,202036,CO,8,-1047,116,1651,-1078,-3279,748,1029.53,823.1801,635.6071,745.9887,560.7544,775.3132,592.7641,845.6097,651.4143,1027.3999,823.4207,803.2154,610.8879,804.4425,621.3168,873.0522,678.5105,967.2914,762.2648,1061.243,845.5112,1114.3102,858.42,830.7718,627.4234,886.0666,695.1427,,1.9,1882,34702,55130,0,0,23,108,180,737.6666667,0,1971,29,3.3960343,0,4.5560707,183,2.2
9/12/20,202037,CO,8,-1429,-240,2775,-1389,-4932,1011,971.07,793.775,603.7843,716.1359,525.5053,747.8266,560.9865,818.1808,619.8815,1006.3983,788.8222,760.1706,565.4977,784.0903,594.9171,848.5388,647.1283,943.7004,727.4208,1044.2759,815.2218,1070.9612,808.747,800.6945,591.2846,862.3652,663.3351,0,1.8,1837,32422,57233,0,0,23,110,83,840.3333333,96.33333333,1988,17,4.2683917,0,6.0104202,184,2.2
9/19/20,202038,CO,8,-681,-7,7742,-1657,-6749,737,1006.81,739.9802,550.6963,655.3738,466.6293,692.3326,504.6297,756.4005,557.7121,939.8553,720.7989,700.2938,506.2968,723.5981,533.8963,787.78,585.6402,880.4235,662.3937,958.8292,729.2144,1001.7866,735.3257,745.2773,536.4926,801.0279,600.6092,0,2.4,3258,44384,83844,0,0,24,115,139,800.3333333,51.33333333,2013,25,2.1094757,0,3.5460792,187,2.8
9/26/20,202039,CO,8,-649,44,6874,-1864,-6675,860,990.66,767.8769,548.9774,682.4408,467.0428,726.0828,509.3816,774.429,551.6302,963.393,716.0067,734.8216,511.0961,753.8698,534.6835,812.2967,583.7529,900.4518,656.0616,1002.1086,737.4614,1059.4199,752.9896,764.8739,531.7843,824.762,597.251,0,3.6,4176,50687,95784,0,0,27,150,132,833,79,2040,27,4.1012039,0,5.7544078,184,3.4
10/3/20,202040,CO,8,-609,81,4759,-1781,-6351,882,947.13,825.3999,579.9331,738.3464,491.4742,783.6579,534.7382,844.5825,591.6948,1018.1679,751.3691,800.9373,541.9275,817.5327,567.6349,865.5447,613.4958,961.473,691.7657,1056.9689,766.8407,1115.6532,774.7164,826.01,563.7219,884.8685,631.0804,0,4.2,3972,61217,118733,0,0,28,172,174,768,9.333333333,2060,20,3.8036722,0,4.6559398,185,3.8
10/10/20,202041,CO,8,-1046,31,5247,-1756,-6538,904,939.06,781.1615,570.03,691.1563,469.594,733.1641,508.2963,793.2131,562.6873,998.9013,742.4855,745.6157,513.2142,766.3634,540.8992,818.166,587.2644,942.5872,683.6483,1037.9341,761.8281,1084.8567,767.1161,774.5343,535.8646,849.6017,612.7381,,5.6,4721,58445,122108,0,0,30,216,202,785,19.33333333,2112,52,4.1921657,0,6.2427172,181,4.6
10/17/20,202042,CO,8,-1647,-183,3564,-1815,-6827,1112,921.95,790.3183,581.1123,719.8299,479.0556,748.7411,510.9645,810.7982,566.4295,1025.1245,741.5994,758.7595,512.731,788.9599,547.3893,836.0161,591.633,970.704,684.1399,1052.7486,750.5536,1122.8325,774.0741,790.4465,534.947,872.568,616.7202,,6.7,6611,57786,128103,0,0,44,295,314,856.6666667,80.66666667,2176,64,4.4968623,0,5.8011986,183,5.4
10/24/20,202043,CO,8,-2477,-417,975,-2412,-6565,1158,875.06,815.8001,601.2525,738.0664,475.5327,772.5353,512.0059,836.3406,573.0249,1062.7067,766.2565,802.3167,526.0496,804.1069,542.5472,869.0587,603.1348,1001.0601,701.9309,1079.4907,760.999,1130.0409,760.2366,838.0361,555.1818,899.8406,626.6535,,9.2,8342,57075,143847,0,0,34,376,388,843.3333333,64.33333333,2218,42,5.0334903,0,5.8880507,184,6
10/31/20,202044,CO,8,-4190,-966,-2147,-3370,-7857,1605,765.13,706.7671,512.4269,651.3088,404.0237,684.7923,436.4163,739.3249,488.5049,898.2042,627.9917,714.7679,452.2038,722.2131,469.781,765.0601,512.2763,840.5717,570.1508,923.4347,628.3848,979.6092,635.6848,734.0785,469.7985,777.7059,522.9807,,12,12854,70712,173181,0,0,29,391,474,813.3333333,58,2285,67,5.3853178,0,5.1936287,180,7.1
11/7/20,202045,CO,8,-3536,-825,225,-3318,-6807,1389,621.19,317.4996,227.2799,293.837,178.0349,310.1853,193.1275,323.1255,208.7246,397.8875,274.0616,317.2282,195.7937,324.2456,206.1952,343.2511,225.3844,368.9476,246.0894,410.6628,274.3545,437.7349,276.8903,329.7652,207.4917,344.3523,227.0058,,11.7,20043,76336,213506,0,0,63,624,880,,,2389,104,7.6196777,0,8.9371309,183,7.8
11/14/20,202046,CO,8,-1896,-523,-1419,-1717,-3245,724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,29569,83486,266508,0,0,66,874,950,,,2525,136,10.0172504,0,10.257483,,
1/4/20,202001,CT,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,632,0,0,0,0,0,0,203,2
1/11/20,202002,CT,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,629.6666667,0,0,0,0,0,0,203,1.6
1/18/20,202003,CT,9,0,0,0,0,0,0,651.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,639,0,0,0,0,0,0,202,1.8
1/25/20,202004,CT,9,0,0,0,0,0,0,763.2,791.4822,745.65,656.318,611.8795,782.6192,742.6612,755.8483,719.1287,955.7781,918.0172,639.7994,601.6933,725.3965,686.9338,756.0513,721.9509,1045.4305,1002.3159,1016.7761,971.7429,767.4255,724.8486,811.1484,768.6485,851.6035,814.6586,0,,0,0,0,0,0,0,0,0,652,0,0,0,0,0,0,202,1.9
2/1/20,202005,CT,9,0,0,0,0,0,0,743.24,912.9294,862.335,761.7159,724.0805,930.3048,890.8903,888.1166,849.3467,1084.6508,1040.468,761.683,728.0016,853.7969,816.6783,876.3893,838.1751,1183.2222,1134.753,1138.7181,1094.2132,890.0236,853.9008,924.4122,887.9274,983.6214,942.0893,0,,0,0,0,0,0,0,0,0,680.6666667,0,0,0,0,0,0,202,2.2
2/8/20,202006,CT,9,0,0,0,0,0,0,734.87,936.6873,912.1944,818.284,797.72,958.71,940.2057,914.4986,898.5018,1103.2366,1081.6957,806.1033,788.5405,884.1878,868.1159,900.2623,882.1386,1205.6074,1182.4339,1182.5948,1163.0215,924.1534,908.1857,978.0529,961.5549,1003.1106,984.0882,0,,0,0,0,0,0,0,0,0,647,0,0,0,0,0,0,202,2.2
2/15/20,202007,CT,9,40,-40,97,69,-14,-1,777.27,1033.0529,976.7252,851.9175,794.8462,1019.1278,967.394,976.0441,936.7785,1282.4799,1220.9321,840.4437,782.9227,931.0482,887.7344,976.0405,937.1172,1413.7456,1342.3677,1323.9623,1265.9923,996.1681,942.4884,1064.2852,1006.2265,1127.372,1075.8254,0,,0,0,0,0,0,0,0,0,633.3333333,0,0,0,0,0,0,202,1.9
2/22/20,202008,CT,9,293,-170,800,54,-281,75,820.7,1113.9134,1037.8325,895.298,790.61,1073.8626,994.0152,1045.6744,989.7518,1389.2087,1325.7375,864.6051,764.7283,995.6291,926.5802,1045.9243,998.0419,1536.6771,1460.1066,1438.3007,1367.0205,1043.6629,950.735,1114.5015,1018.2346,1223.5962,1161.0264,6.882493561,,0,0,0,0,0,0,0,0,648.3333333,0,0,0,0,0,0,202,1.7
2/29/20,202009,CT,9,325,3,1224,82,169,-31,811.35,1048.8997,997.0139,927.0938,825.5575,1081.2008,1005.9709,1024.2759,982.0061,1242.5294,1214.4345,896.4633,796.7654,996.9647,939.1382,1004.2003,971.808,1363.8411,1328.7888,1340.016,1293.3415,1034.826,950.9449,1090.4695,1007.0945,1133.9025,1096.6609,5.406108306,,0,0,0,0,0,0,0,0,632,0,0,0,0,0,0,202,1.5
3/7/20,202010,CT,9,430,338,1184,78,194,-42,810.38,1030.208,968.1354,985.8768,868.6077,1087.1059,1000.0849,1005.0737,954.3923,1189.25,1150.3574,913.8832,801.3642,982.8768,915.2712,1019.3396,975.484,1296.5674,1252.0532,1300.5078,1241.8783,1051.8061,955.671,1090.2418,995.6341,1104.6771,1057.307,5.021701461,0,0,0,0,0,0,0,0,0,622.3333333,0,0,0,0,0,0,199,1.8
3/14/20,202011,CT,9,293,1025,2437,-312,-50,84,721.56,689.6254,620.2291,665.0003,563.5973,749.5006,659.538,702.4459,637.0611,780.9119,724.4873,635.6141,538.8288,691.4646,617.4613,706.4372,647.0271,835.1963,771.3234,860.7843,783.913,711.5587,620.8656,734.3606,642.7753,743.5891,682.0058,5.672875571,1,11,125,136,0,0,0,0,0,626,0,0,0,0,0,0,200,3.1
3/21/20,202012,CT,9,-1502,622,1821,-1637,-1689,778,485.56,391.3047,347.3018,439.4897,365.7441,488.52,424.5575,436.1144,395.0796,380.5915,353.0493,446.7438,372.2654,465.8255,411.9989,421.7248,384.4177,378.4078,350.6973,438.9506,397.7189,452.5634,388.8497,450.7553,389.6591,402.9606,369.3117,5.136619679,4.4,183,1981,2164,0,0,4,0,0,656.3333333,15.33333333,4,4,0,0,0,199,5.9
3/28/20,202013,CT,9,-2722,-1055,1209,-2571,-2632,1170,377.34,225.3512,196.4218,267.3177,217.3021,294.9525,250.0406,256.0215,228.9422,204.094,186.6367,277.85,225.9388,284.6035,246.1596,242.9311,217.865,195.5423,179.2067,240.9405,214.6521,267.7942,224.711,264.8962,223.4658,226.3259,204.5477,3.639940725,18.6,1330,6570,7900,0,0,29,0,0,722,77,33,29,0,0,0,202,7.2
4/4/20,202014,CT,9,-2785,-1019,243,-2895,-2882,1241,365.52,205.7461,173.4552,267.1162,211.7427,271.3295,225.4703,233.79,205.3398,179.604,162.6667,272.011,216.0513,264.4622,224.7092,222.7957,196.0999,169.1318,153.7377,213.6268,187.7188,254.1394,207.8853,251.8701,207.8819,203.4073,181.5146,2.75154313,35.1,3752,8077,11829,0,0,132,0,0,809.6666667,171.6666667,165,132,0,0,0,201,9
4/11/20,202015,CT,9,-2721,-917,1106,-2813,-3107,1272,394.68,213.6366,173.5046,269.5327,207.758,277.1625,225.14,242.4786,208.3634,189.3369,168.8292,279.1021,215.4566,272.9455,227.3422,230.0533,198.5251,177.5828,158.7214,222.1429,191.327,258.436,205.8293,257.7764,208.0365,211.9569,185.7221,1.745067568,40.2,6234,11568,17802,0,0,329,0,0,1081,443,494,329,4.6691864,10.03907052,4.8988048,196,9.2
4/18/20,202016,CT,9,-2861,-1553,668,-2600,-3037,1255,414.12,165.8025,118.7354,221.3182,153.5047,218.2727,158.544,187.9691,142.5836,145.787,115.7074,226.864,158.3321,215.5284,158.8218,178.3739,135.8851,136.8143,109.303,171.1175,131.818,206.9879,148.2611,210.2439,152.8404,163.6788,127.1873,0.953691742,39,5299,10332,15631,0,0,542,0,0,1153.666667,520.6666667,1086,592,4.5575466,75.55382786,5.0217723,195,8.9
4/25/20,202017,CT,9,-2467,-1206,1088,-2351,-2812,1198,473.85,232.7781,177.8697,292.5617,217.4518,300.215,234.914,262.6208,215.8678,203.338,172.2268,300.3551,223.3383,293.7137,235.6866,250.3368,205.4173,190.9183,162.3762,240.0716,198.3289,278.4602,213.6547,282.5745,219.3509,228.3237,190.5153,0.903353318,31.3,7773,14367,22140,0,0,826,0,0,1106.666667,485.6666667,1865,779,4.3909732,74.42618783,5.0619438,195,8
5/2/20,202018,CT,9,-2309,-1016,781,-2190,-2761,1120,501.08,253.737,190.9426,325.8969,239.7515,324.1925,251.048,284.404,229.8276,221.8886,184.1871,332.3729,244.434,320.1947,252.7674,271.9821,219.5717,208.0699,173.5226,261.9973,213.1068,310.615,235.136,307.6884,235.9876,248.5908,203.6273,0.825719201,27.4,4182,18473,22655,0,0,477,4346,7758,974,373.6666667,2436,571,3.2449443,68.72303213,3.5438275,195,6.6
5/9/20,202019,CT,9,-1833,-404,2520,-2020,-2584,1045,578.58,327.7087,253.112,418.7522,314.2433,406.0609,322.9932,365.171,303.4805,295.6191,251.5855,424.6125,319.0595,408.3712,330.5177,354.0512,293.9089,275.6379,235.6424,336.388,280.7719,387.3914,301.597,395.2569,310.7016,326.0285,273.8801,0.50636573,23.3,4220,19092,23312,0,0,593,1067,1631,894.6666667,301.3333333,2932,496,3.2520744,66.96443661,3.2314579,194,5.3
5/16/20,202020,CT,9,-1761,-640,3410,-1779,-2459,961,482.4,324.2241,253.9066,407.5497,307.3887,406.5987,327.5183,361.7488,304.0321,293.7911,252.7388,415.8716,314.3662,403.9407,331.1678,350.7269,294.4504,275.5462,237.9646,338.5387,285.4007,386.2089,302.6485,390.4956,309.3814,323.0684,274.5406,0.368314286,17.4,3719,37467,41186,0,0,407,851,1557,819.3333333,243,3339,407,2.5950922,43.90460456,2.8191308,193,4.4
5/23/20,202021,CT,9,-1407,-441,3438,-1604,-2346,909,726.93,417.2385,322.9193,504.4132,377.0768,515.7248,412.375,465.4255,384.8403,390.4825,330.4293,515.2178,385.5636,509.1846,411.3745,457.1686,378.2852,368.1802,312.8633,442.9388,368.6234,491.3902,381.2045,494.1017,386.6885,421.4477,352.5453,0.521152374,12.6,3319,40293,43612,0,0,336,863,1592,720.6666667,158,3675,336,2.1914786,0,2.33837,193,3.3
5/30/20,202022,CT,9,-1254,-430,4281,-1463,-2404,876,772.69,413.1167,321.5325,519.7946,389.8252,515.2124,412.8513,456.8141,378.4579,381.877,324.1997,523.5004,393.0847,509.7259,411.7112,443.4929,368.2078,364.5773,310.9283,442.4826,369.2702,496.9194,385.8245,500.6916,393.2568,413.1792,346.6385,0.413324255,8.1,2015,36568,38568,0,0,237,0,0,681.6666667,117.3333333,3912,237,2.4563228,0,3.0219,193,2.4
6/6/20,202023,CT,9,-825,-145,4052,-1190,-1905,739,837.62,495.5763,382.4959,604.9473,447.7476,605.8744,479.0365,552.6392,453.312,468.3947,394.9601,620.108,460.8407,600.3838,479.4296,535.8672,440.0544,448.0337,379.9169,536.9411,443.3894,587.8102,451.4028,592.1563,460.4413,501.0917,416.8785,0.524523953,6,1796,54698,56494,0,0,143,157,1255,620.3333333,57,4055,143,2.3232257,0,2.4371121,193,1.8
6/13/20,202024,CT,9,-647,-96,4600,-913,-1848,657,915.92,530.8355,410.9896,644.9933,478.0367,640.6116,509.1447,588.2311,482.3071,508.8363,429.7902,654.4646,486.5743,634.3019,505.8083,571.2152,469.7788,492.7754,418.9922,585.1422,484.5801,631.1724,486.076,635.1616,493.921,537.7322,447.9682,0.24692209,3.1,1176,45562,46738,0,0,131,327,243,600.6666667,35.33333333,4186,131,2.1272944,0,2.6049011,195,1.3
6/20/20,202025,CT,9,-352,132,5012,-689,-1796,561,990.48,617.4699,474.1827,734.2272,537.6088,739.2799,581.1035,678.3634,550.0946,602.6543,504.0175,745.705,548.0315,730.8758,577.5631,665.2284,541.3782,583.4646,490.6256,673.5901,551.4889,725.7397,550.9192,731.3966,561.9566,629.9973,519.6961,0.429542183,2.1,721,44999,45720,0,0,65,231,187,559.3333333,0,4251,65,1.4483341,0,1.8845456,198,1.1
6/27/20,202026,CT,9,-448,-58,4594,-718,-1826,552,1016.91,583.0875,448.5945,678.2672,491.8572,697.135,546.3808,642.178,520.7158,574.6507,479.6284,689.6227,502.7499,688.9052,540.1677,628.929,512.594,560.2414,470.1875,646.4492,528.2535,678.4036,509.3528,681.8241,520.3315,599.4378,493.9998,0.376869748,1.3,491,44253,44627,0,0,60,211,169,582.6666667,12,4311,60,1.2660922,0,1.6595225,198,1.1
7/4/20,202027,CT,9,-438,113,4501,-740,-2175,611,994.37,574.4973,433.6146,672.9837,481.0787,685.3287,527.8376,637.9526,505.2594,570.4259,464.8366,684.3787,489.8593,677.5926,521.0648,625.4728,497.7756,555.2555,455.541,642.7495,515.8543,675.2878,496.5978,679.5059,507.3092,592.6616,477.6176,0.371805394,2,511,60644,61084,0,0,24,157,143,549,0,4335,24,1.8125461,0,1.7686415,198,1.1
7/11/20,202028,CT,9,-457,-168,4601,-683,-1918,562,1017.76,554.0534,428.7062,663.8669,477.1468,663.7749,518.3423,613.5597,495.8365,552.718,462.2859,667.4469,480.7987,653.7573,512.3893,604.547,491.1154,539.4883,454.2034,625.3711,511.5671,654.4148,486.5211,659.0468,498.3007,574.0643,473.5725,0.601567742,2.8,570,57924,58435,0,0,13,141,141,613.6666667,32.66666667,4348,13,1.0591846,0,0.9334203,197,1
7/18/20,202029,CT,9,-312,-78,5062,-572,-1789,489,1084.46,563.1365,426.0798,637.8645,449.2419,669.7251,516.0457,618.2784,490.215,571.0922,467.5035,646.2412,456.8232,655.2366,505.111,615.2022,490.4947,556.4802,457.9807,634.2455,508.7881,649.9891,473.254,655.159,486.0497,585.5359,473.4869,0.368518266,1.6,606,71232,71720,0,0,48,115,102,590,20.66666667,4396,48,1.7706639,0,2.8962538,197,1.2
7/25/20,202030,CT,9,-354,-146,4868,-602,-1809,488,1080.82,554.175,420.9109,624.2411,439.7185,662.5027,510.5191,613.0421,483.8391,567.7103,460.9739,637.3151,449.0464,644.5261,495.0299,605.8403,480.4942,558.4713,456.7245,633.0108,505.7896,643.5172,468.0215,646.5729,477.5203,580.9771,467.0529,0.357858179,2.6,883,82220,83103,0,0,17,50,58,641,70,4413,17,1.7710443,0,2.1464551,197,1.1
8/1/20,202031,CT,9,-298,-141,4551,-621,-1812,467,1103.87,555.0994,424.7674,632.1661,444.3607,673.195,518.3131,614.6433,484.2561,575.0429,466.8854,638.8355,448.9644,655.4882,503.6554,612.3774,486.0587,563.4187,459.7329,642.8419,512.7189,649.3896,472.7391,658.2686,485.6406,586.0834,470.7142,0.223368237,2,1034,79890,80924,0,0,19,97,95,605.6666667,49.33333333,4432,19,1.3857453,0,1.2953699,198,1.2
8/8/20,202032,CT,9,-181,25,4372,-278,-2035,217,1090.49,610.0118,441.357,661.714,448.4071,705.3603,526.0794,662.8614,502.9258,643.2876,492.1338,665.0782,452.9465,696.5863,516.7701,664.9179,504.733,632.6274,485.7714,694.2233,528.4184,677.3859,476.4339,687.7708,489.0543,647.7119,494.2409,0.243911418,2.4,510,70127,70637,0,0,9,108,113,644.3333333,81.33333333,4441,9,1.5043303,0,1.3021684,198,1.2
8/15/20,202033,CT,9,-222,-36,4849,-310,-1824,397,1142.04,589.3358,433.5881,649.5465,437.5795,694.0259,515.5598,647.205,490.8227,629.755,486.7487,648.7041,440.9259,680.3411,502.3501,647.9117,494.9272,623.4845,482.181,688.0529,524.9975,670.2132,464.9777,679.1243,479.1817,631.9445,485.9438,,1.8,577,72480,73057,0,0,12,88,95,618.6666667,60.66666667,4453,12,1.4204746,0,1.9857715,198,1.1
8/22/20,202034,CT,9,-372,-306,1201,-513,-1781,438,1122.42,598.1386,442.4293,631.2019,421.889,678.8041,501.1245,664.4942,503.9262,648.9786,505.0109,633.2281,425.8424,678.25,499.2502,662.6163,506.2818,644.3099,502.1425,705.7434,538.9209,666.501,460.8242,678.2664,476.6152,645.817,498.0399,,2.7,634,84058,84680,0,0,7,84,72,603,50.66666667,4460,7,1.7920606,0,2.2962992,199,1.2
8/29/20,202035,CT,9,-356,-281,958,-558,-1680,456,1083.39,591.4591,436.3387,626.0285,406.7451,674.806,493.1943,648.7042,493.734,629.55,499.3918,626.552,410.4005,663.56,484.3296,650.3122,499.6274,624.9767,497.6817,689.493,530.3744,660.125,447.964,666.9093,464.3727,629.603,490.9529,,1.8,976,104160,105136,0,0,5,74,93,569.6666667,29.66666667,4465,5,2.3476807,0,3.0102038,199,1.2
9/5/20,202036,CT,9,-193,-128,957,-456,-1633,371,1098.77,596.0009,457.2889,670.792,449.0192,700.7012,523.465,665.7082,516.7554,628.0287,509.2915,675.704,457.1831,690.4887,515.7207,658.8002,515.9784,621.4149,505.9082,700.0588,553.6272,694.7738,487.3382,700.7592,501.7628,634.3109,504.6663,,1.8,870,109282,110152,0,0,3,82,95,604.3333333,48.66666667,4468,3,1.9305404,0,2.9448786,199,1.2
9/12/20,202037,CT,9,-343,-216,2314,-520,-1944,419,1048.53,561.092,426.7726,620.1827,407.4503,673.459,493.9992,624.3649,477.1866,593.6979,473.1425,636.7352,423.9056,650.2133,477.2975,624.5668,480.5011,585.0529,468.5904,662.8402,516.6061,658.9755,453.6482,658.0044,463.1549,598.7158,468.3687,0,1.7,961,92365,93326,0,0,12,93,82,618.3333333,57,4480,12,1.7707985,0,2.7628516,199,1.2
9/19/20,202038,CT,9,-352,-261,4864,-565,-1430,357,1029.18,530.0192,401.686,620.3948,397.5502,640.0764,460.3033,603.1259,454.7805,557.4019,440.8425,625.617,407.3416,628.7748,453.1182,593.6372,451.4699,550.5128,437.269,624.7203,477.7729,631.4796,424.1404,635.6798,439.1412,569.4705,441.1007,0,2.2,1201,89963,91164,0,0,12,62,90,607,48,4492,12,2.3203903,0,2.7318697,200,1.3
9/26/20,202039,CT,9,-361,-272,4310,-637,-1383,378,1012.29,536.2414,383.9967,627.2218,381.6205,656.8401,450.5965,600.3376,432.3632,556.3734,420.4482,641.2922,394.9179,633.2872,438.0648,592.835,429.6028,548.51,416.4037,624.5629,458.1669,636.1205,408.8723,642.7775,424.2614,569.8021,420.9081,0,2,1060,95943,97003,0,0,9,106,113,691.6666667,115.6666667,4501,9,2.2903478,0,2.6581351,199,1.5
10/3/20,202040,CT,9,-416,-180,3752,-609,-1331,394,987.5,558.4919,401.3448,667.5291,399.4889,683.6275,465.0869,626.4374,449.2382,581.9722,441.5687,671.602,407.0163,659.0953,452.8171,621.7942,451.0159,575.038,437.3367,651.891,475.4414,670.7052,423.8434,674.7681,441.0809,595.8442,440.7343,0,2.5,1710,155549,157259,0,0,12,98,139,554.3333333,11,4513,12,2.840563,0,3.6839737,199,1.5
10/10/20,202041,CT,9,-492,-180,3856,-574,-1308,377,984.36,503.1411,376.8449,600.1538,366.3488,613.7917,426.4526,571.3075,417.207,533.0529,410.1913,602.2192,372.7752,600.8851,421.0291,567.8738,418.8043,524.4928,404.693,597.1794,443.2522,605.2477,390.5292,608.2779,405.1592,544.0631,408.896,,3.7,1741,118388,120129,0,0,17,114,146,373.6666667,0,4530,17,3.342448,0,4.3459979,201,1.9
10/17/20,202042,CT,9,-612,-370,2978,-670,-1437,504,952.1,495.4925,381.36,584.2743,352.0748,610.5187,417.2155,575.2744,417.3352,536.8136,412.4399,591.9168,359.814,599.3866,415.918,568.5377,417.3292,529.7044,407.8587,599.5568,442.1045,598.3799,380.0432,603.3083,396.6712,546.5695,409.2378,,4.1,2792,168302,171094,0,0,12,129,198,0,0,4542,12,2.8189656,0,3.5003535,199,1.9
10/24/20,202043,CT,9,-603,-356,3632,-633,-1272,442,944.72,513.121,390.3153,618.5875,357.8773,639.7209,421.9489,593.9788,417.6675,554.499,413.1233,616.7509,361.7383,622.7368,417.5483,590.6507,420.077,547.4884,408.5345,620.2149,441.9935,628.7684,385.3017,630.6248,400.7631,565.4523,410.18,,5.6,3222,144889,148111,0,0,35,149,214,0,0,4577,35,3.6374195,0,4.7978046,199,2.2
