date,epiweek,region,fips,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,apple_mobility,dex,dex_a,dex_income_1,dex_income_1_a,dex_income_2,dex_income_2_a,dex_income_3,dex_income_3_a,dex_income_4,dex_income_4_a,dex_education_1,dex_education_1_a,dex_education_2,dex_education_2_a,dex_education_3,dex_education_3_a,dex_education_4,dex_education_4_a,dex_race_asian,dex_race_asian_a,dex_race_black,dex_race_black_a,dex_race_hispanic,dex_race_hispanic_a,dex_race_white,dex_race_white_a,kinsa_cases,covidnet,positiveIncrease,negativeIncrease,totalTestResultsIncrease,onVentilatorCurrently,inIcuCurrently,deathIncrease,recovered,hospitalizedIncrease,Observed Number,Excess Higher Estimate,death_jhu_cumulative,death_jhu_incidence,fb_survey_cli,google_survey_cli,fb_survey_wili,Number of Facilities Reporting,CLI Percent of Total Visits
1/4/20,202001,X,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,179058,2249.333333,0,0,0,0,0,3534,2.4
1/11/20,202002,X,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,180745,2541.666667,0,0,0,0,0,3532,1.9
1/18/20,202003,X,US,0,0,0,0,0,0,657.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,176687,350.3333333,0,0,0,0,0,3529,1.8
1/25/20,202004,X,US,0,0,0,0,0,0,753.08,49045.5918,46191.3033,42773.3535,40368.3562,45170.5263,42799.8065,52646.2185,49987.9717,69074.7296,65935.784,39039.3686,36997.866,44940.9566,42597.9292,54372.8225,51739.8851,72427.4401,69114.9876,60116.2714,57254.8134,49454.0159,46829.2466,53478.5599,50812.6148,52338.8335,49665.9969,0,,0,0,1,0,0,0,0,0,175950.3333,174.3333333,0,0,0,0,0,3559,2
2/1/20,202005,X,US,0,0,0,0,0,0,745.04,56011.9471,53042.8844,49608.3362,47481.5729,51789.2286,49467.0445,60026.8224,57232.7887,77630.5714,74253.2141,45263.0102,43445.2664,51410.5792,49129.4344,62028.9767,59298.9292,81099.0956,77510.9775,68403.4544,65655.1455,56858.9732,54512.9499,61296.8954,58839.4618,59023.1849,56241.8111,0,,0,0,6,0,0,0,0,0,174939,203,0,0,0,0,0,3564,2.3
2/8/20,202006,X,US,0,0,0,0,0,0,742.53,56092.5985,54571.3671,50510.9074,49383.227,52230.7727,50957.1059,59855.2118,58275.1559,77167.0979,75357.0694,46045.5118,45027.8721,51747.0767,50506.7277,61981.025,60483.9181,81090.814,79228.2539,68305.3902,67015.8259,57909.2925,56739.3373,61621.9798,60375.1686,59137.1951,57567.6228,0,,0,0,10,0,0,0,0,0,176675.3333,637.6666667,0,0,0,0,0,3575,2.2
2/15/20,202007,X,US,6,2,15,3,2,-1,806.55,61794.167,59290.6352,54221.1067,52024.0401,57093.1738,54874.6981,66453.1612,63932.7933,88223.7486,85903.0558,49804.7886,47766.2094,56757.4768,54613.0521,68722.7185,66353.7936,91862.2353,89418.365,76908.4655,74924.4148,62894.1054,60525.1407,67848.3979,65477.9989,66092.4433,63680.2355,0,,0,0,8,0,0,0,0,0,174908,487.6666667,0,0,0,0,0,3586,2.1
2/22/20,202008,X,US,25,1,89,1,-19,5,818.42,63016.9916,59812.082,54841.3806,51606.2751,57527.4257,54728.6621,67115.184,64211.7401,90813.4571,88656.2489,49583.4319,46715.7528,57212.1034,54465.4634,69655.8933,66885.5173,95593.771,93274.1104,79207.8305,76866.3415,63932.5026,60398.2893,68841.5985,65513.743,67401.519,64640.6166,6.542166732,,0,0,12,0,0,0,0,0,175199.3333,676.3333333,0,0,0,0,0,3586,1.9
2/29/20,202009,X,US,48,20,89,27,17,-5,825.4,64797.0394,61966.3351,59308.8292,56085.8342,60966.7512,58376.3736,69370.0584,66779.6565,89193.8848,86831.1634,54110.4825,51259.9642,60306.9334,57755.4137,71821.4822,69276.3336,93027.4597,90396.5342,79192.7484,76899.6646,67040.7451,63697.1488,71639.2834,68463.9154,68674.0731,66159.3586,5.505270381,,18,24,6514,0,0,5,0,0,176421,2210.666667,1,1,0,0,0,3594,1.8
3/7/20,202010,X,US,62,49,127,25,21,-7,831.89,63330.9062,59993.5285,58852.189,55128.5219,59835.5799,56803.7694,67833.6426,64853.8426,86296.7848,83413.8933,53462.5919,50128.6756,59358.0155,56397.2031,70296.7533,67358.185,89566.9052,86324.5295,76567.1685,73810.8812,65558.4861,61654.5367,70087.8255,66509.2844,67105.8539,64167.8479,5.068340395,0.1,654,3324,4199,0,0,22,0,2,177428,3620.666667,17,16,0,0,0,3605,2.2
3/14/20,202011,X,US,32,97,141,-27,-12,7,761.97,42766.5493,38533.297,39703.998,35608.9145,40913.7038,37163.9656,46672.1887,42593.4751,58971.3852,54556.6209,36373.7686,32678.8612,40805.4971,37100.1345,48317.2086,44213.5926,60347.174,55467.2647,51087.3685,47176.1194,43863.6704,39545.6693,47696.2637,43361.1556,45985.2375,41987.6211,5.10483724,0.7,4033,25010,33748,0,0,37,0,20,174423.6667,2095.666667,58,41,0,0,0,3612,3.4
3/21/20,202012,X,US,-159,65,15,-200,-178,78,516.98,28802.1464,25742.9452,28063.9169,25067.6082,29103.9913,26525.1276,31910.9597,29203.2094,34156.0434,31228.5087,27636.0601,24905.9969,29469.3268,26893.7327,32545.8662,29765.8523,32719.0506,29590.0367,30737.0027,27983.383,29399.4951,26199.3364,32351.5584,29242.7924,29874.9761,27305.7387,4.891688871,2.9,26203,152842,208530,0,0,270,0,1994,175324.3333,3853.666667,464,406,0,0,0,3610,5.9
3/28/20,202013,X,US,-291,-99,-81,-330,-290,122,384.53,18950.1368,16558.7482,18912.9167,16537.6481,19480.4557,17409.9235,21037.5835,18871.4608,20816.6381,18585.6465,19268.8741,17032.9248,19965.3748,17847.422,21195.8434,18967.4972,19278.9757,17091.4788,18780.1685,16629.8119,18985.7218,16474.3698,21401.3168,18895.3359,19423.3468,17410.0563,2.880773413,7.7,100560,473096,578351,1139,5265,1985,5804,14244,183018.6667,12734,2891,2427,0,0,0,3628,6.7
4/4/20,202014,X,US,-294,-105,-111,-350,-321,129,374.43,17988.7555,15381.7373,18171.991,15690.1541,18523.1181,16394.2116,19764.461,17602.9221,19254.3745,17143.5537,18527.06,16232.9987,18973.6506,16805.5785,19944.2745,17703.1248,17817.3186,15716.5402,17588.4148,15451.3326,18336.0608,15709.1096,20199.701,17647.5754,18221.1808,16239.8877,1.546892241,9.5,184952,721946,913720,3793,27908,6945,47821,30564.5,201168.3333,32414,10891,8000,0,0,0,3627,6.8
4/11/20,202015,X,US,-306,-98,-96,-365,-338,135,385.68,17456.4964,14593.6271,17288.0851,14667.807,17888.587,15648.3247,19268.414,17044.7798,19080.7958,16877.1297,17803.8215,15393.1752,18362.2365,16084.7687,19468.8434,17128.9745,17517.9279,15329.1841,16896.7115,14698.7844,17358.9339,14632.6696,19367.8922,16708.0568,17830.4094,15750.8177,0.921628993,9.2,215308,825758,1056540,29529,71633,12897,102370,45540.25,214371,47120.33333,25528,14637,0.054510025,0.373985197,0.05647789,3620,6
4/18/20,202016,X,US,-310,-135,-154,-358,-325,131,414.62,15019.5666,11000.6536,15261.401,11409.7268,15750.2682,12114.8368,16757.9108,13051.2631,16129.471,12730.2704,15824.3881,12046.8862,16191.4771,12453.6581,16804.6557,13029.5163,14793.4382,11549.8902,14619.6885,11320.0272,15031.0802,11187.9029,16877.196,12860.0391,15554.832,12111.0747,0.566402947,10,199705,833709,1076181,41926,100714,14438,161385,36485.375,208140.6667,42676.33333,40567,15039,0.020940917,2.490342381,0.021863791,3620,4.9
4/25/20,202017,X,US,-281,-104,-60,-338,-312,124,466.65,20754.789,16469.9714,20534.5442,16705.9157,21413.1995,17963.7737,22899.1513,19376.1335,22307.8138,18888.8256,21282.5997,17654.42,21967.2836,18439.1935,23023.5869,19388.1477,20437.4503,17109.648,19753.5262,16485.4819,20038.1461,16214.3834,22836.243,18925.973,21333.6046,18017.9014,0.487900747,9.6,210247,1275339,1525136,38075,102566,13569,295894,32629.8125,202589.6667,38974.33333,55986,15419,0.018812499,2.486751767,0.020560009,3608,4.2
5/2/20,202018,X,US,-245,-70,12,-312,-298,107,516.84,23941.2249,18715.7621,23860.6809,19172.8621,24662.5374,20415.7828,26245.6025,21890.8472,25533.5152,21310.5022,24660.0684,20191.7212,25318.8845,20956.8945,26395.0561,21913.1888,23448.2255,19326.2723,22625.3626,18620.8256,23141.5863,18482.067,26137.054,21442.0942,24577.052,20450.5303,0.388695513,9.4,193236,1431040,1683977,33808,94018,12750,404063,36861.3438,191965.3333,30256.66667,69535,13549,0.02024256,0.865922766,0.022558545,3616,3.7
5/9/20,202019,X,US,-211,-25,66,-290,-277,102,583.14,30838.6687,24700.5151,30122.8071,24703.9283,31588.3462,26785.2695,34087.9233,29197.0103,34105.3308,29298.325,31167.674,26063.2509,32428.4787,27503.099,34337.3538,29271.0942,31345.7881,26540.1601,29603.6967,25087.3992,29373.5991,24037.9414,33399.8139,28141.0985,31974.1698,27273.1516,0.331303841,8.2,175282,1705952,1944748,39589,85934,12662,332872,32316.8281,187077.3333,26690.66667,81817,12282,0.014165354,0.843409852,0.016199023,3613,3.1
5/16/20,202020,X,US,-202,-36,101,-278,-263,97,470.21,31269.7136,25265.2053,30609.7716,25240.3241,32018.1082,27305.5323,34517.3161,29769.0427,34767.231,30131.2673,31457.9016,26450.5868,32751.7545,27947.7765,34819.9525,29876.2829,32229.6129,27501.2879,30308.0534,25888.8633,29783.9887,24484.8244,34053.1441,28924.6438,32427.3186,27831.7012,0.190475405,7.6,159160,2205990,2471545,42468,76188,9491,345348,22979.5859,182323,23235.33333,91791,9974,0.014663813,0.496582905,0.017140057,3618,2.7
5/23/20,202021,X,US,-175,-26,162,-263,-250,90,729.13,37270.5115,30227.798,35992.8935,29696.492,37985.4693,32404.2427,41268.1358,35604.2842,42747.8815,37275.1016,36873.2142,31014.9191,38734.3533,33057.1219,41799.314,35888.0964,39876.6993,34127.8901,36817.1885,31579.7428,35377.4361,29075.2053,40462.871,34500.1623,38940.7472,33448.4003,0.293713477,7.4,156348,2646198,2859813,34871,65679,8220,453474,25971.207,176666.6667,18511.33333,100346,8555,0.016745476,0,0.01954882,3641,2.4
5/30/20,202022,X,US,-164,-25,280,-254,-260,87,765.8,36973.3834,30044.9082,35662.2817,29454.2568,37551.0465,32054.3797,40878.0258,35299.2184,42730.4673,37388.4065,36317.6368,30558.9114,38322.9627,32718.0967,41457.062,35638.0818,40044.4031,34331.5382,36925.9638,31751.4477,34993.3894,28798.2142,40262.1826,34414.8246,38662.7587,33249.1306,0.329334972,6.1,143496,2630933,2934608,29173,58603,6552,830494,35022.3965,171916.6667,14476,106983,6637,0.016411282,0,0.020242476,3660,2
6/6/20,202023,X,US,-134,-5,268,-231,-213,74,808.97,41401.964,33114.2104,39676.953,32322.3896,41803.0415,35103.3278,45831.4043,38950.5315,48894.8434,42249.331,40293.2307,33410.2539,42593.9003,35784.0273,46528.8345,39415.2094,46004.2775,38921.2536,41690.0154,35342.8483,39241.7255,31910.7402,44931.5124,37944.9992,43397.3646,36733.2848,0.282301903,4.9,148324,3067647,3390780,25884,50590,5722,910442,20534.8018,170696.6667,13812.33333,113099,6116,0.017692674,0,0.022004767,3664,1.8
6/13/20,202024,X,US,-115,-5,348,-212,-205,66,876.77,43738.8903,35295.1867,41586.5842,34064.7903,43955.9282,37149.0302,48386.8601,41380.404,52757.9708,46101.8409,42009.3079,35040.7486,44694.8381,37755.6609,49352.4005,42066.1206,49880.4717,42587.0456,45013.4135,38436.2635,41810.9185,34126.2919,47655.9798,40592.04,45960.0847,39178.2498,0.297390549,4.1,144412,3108657,3325934,20994,43583,5265,442224,16503.5991,168946.6667,12673,118313,5214,0.015873407,0,0.019846247,3666,1.9
6/20/20,202025,X,US,-100,4,416,-196,-203,59,920.96,46033.1724,37060.727,43445.9258,35227.8261,46126.1166,38739.5159,50956.087,43403.1251,56234.7694,49227.2523,43880.9678,36332.6636,46971.6329,39433.0759,52048.4053,44162.5106,53324.3978,45469.6164,47911.2304,40703.3423,44196.1531,35668.1287,50134.8168,42511.6083,48573.0153,41254.1371,0.215160842,4,177111,3358976,3651502,17872,38668,4223,434228,16159.2004,169187.6667,12980.33333,122538,4225,0.015431331,0,0.019033672,3672,2.3
6/27/20,202026,X,US,-107,-7,396,-192,-209,61,938.82,43987.6334,35468.0041,41815.4532,33921.0159,44100.1212,37006.7852,48508.5321,41278.7104,53612.9718,47125.945,41930.5505,34712.7497,44784.7028,37589.3967,49549.3535,41997.8304,51222.8405,43745.271,45781.2131,38905.9079,42394.6318,34163.8531,48108.2559,40866.0153,46360.8357,39370.3582,0.261344529,4.6,255771,3624056,4202322,15609,37130,3809,458387,20168.8998,170653.6667,14846.66667,126478,3940,0.017683997,0,0.021396994,3684,3.1
7/4/20,202027,X,US,-96,18,449,-194,-246,63,934.52,41992.111,32761.5036,40004.0518,31504.5635,42118.623,34259.176,46362.9785,38232.6879,50927.5406,43890.5187,40357.4461,32422.4563,42845.691,34846.3303,47301.2558,38917.8169,48700.0867,40607.1575,43636.9908,36290.855,40595.0832,31863.3086,46035.9017,38262.8932,44245.8327,36430.5729,0.345472847,6.1,340971,4158701,4704956,14366,38424,3499,641827,23248.0501,174000,18890.33333,130120,3642,0.023790344,0,0.028783379,3686,3.8
7/11/20,202028,X,US,-110,-16,368,-194,-223,62,951.9,41302.3947,33236.702,39604.6353,31899.1193,41412.6527,34543.9379,45480.2331,38501.5904,50612.9291,44738.6563,39522.9495,32494.8083,41983.8762,35029.7407,46490.2204,39223.0631,48713.6158,41613.0543,43189.198,36573.5123,40231.8825,32115.5117,45524.648,38697.5613,43619.0385,36863.0046,0.481005561,7.8,389161,4291876,5137526,14948,40726,4660,797841,31982.9749,178917.3333,24134.33333,135351,5231,0.024475871,0,0.028947024,3682,4.2
7/18/20,202029,X,US,-103,-10,422,-197,-215,61,968.02,41929.1522,33247.7742,39771.257,31580.4654,41735.3455,34348.3377,46291.4446,38648.5381,51894.5275,45161.8577,39676.1588,32180.4005,42371.9493,34889.1866,47353.1005,39389.2962,49824.7287,41941.0958,44063.9669,36709.5799,40874.6012,32158.035,46136.3808,38544.8386,44275.8066,36940.3666,0.477695922,8.2,458276,4946563,5893681,16034,43764,5167,818980,31495.0125,181456,27133.33333,140812,5461,0.024792241,0,0.028794298,3686,4.1
7/25/20,202030,X,US,-107,-21,399,-202,-216,61,970.53,41599.7603,33123.244,39243.1516,31175.6862,41402.4821,34007.1658,46169.5072,38416.1309,52115.9688,45259.2356,39133.4606,31699.5643,42018.3808,34508.5647,47223.9897,39179.9755,50228.4974,42192.3137,44101.244,36682.9039,40646.6248,31992.3831,45851.5507,38215.081,44156.3295,36737.5876,0.430077183,7.8,463839,5116793,6080781,17524,61298,6355,975891,33747.4937,183639.6667,29636.33333,147226,6414,0.021460663,0,0.025658979,3684,3.7
8/1/20,202031,X,US,-102,-19,403,-198,-219,59,981.58,42825.7195,34309.7436,40576.528,32233.9923,42789.0336,35194.3602,47763.3332,39734.6546,53877.9056,46748.1863,40551.9433,32830.7784,43449.5355,35691.1993,48750.8687,40457.84,52048.8406,43707.8806,45758.1015,38116.8134,41963.9078,33089.5305,47343.3977,39442.3458,45668.1998,38001.2303,0.343657975,7,435282,5027606,6190620,19128,73128,7994,1224255,33813.7531,183304.6667,29661,155196,7970,0.019437129,0,0.023277016,3684,3.3
8/8/20,202032,X,US,-97,-18,406,-197,-218,57,993.77,43227.3845,34187.9689,40956.2881,32035.6782,43095.0118,34990.2579,47878.6118,39498.6516,54260.0875,46776.2926,40783.7394,32608.5367,43665.7927,35481.3868,48935.1203,40250.0874,52511.9547,43737.9766,46128.3925,38009.6962,41946.6149,32561.4784,47674.829,39318.4276,45924.7651,37851.3688,0.342727838,6.5,367996,4667063,5578306,18625,70185,7291,1270996,36241.1234,182012.3333,28419,162466,7270,0.01854775,0,0.022535289,3702,3
8/15/20,202033,X,US,-103,-26,394,-198,-217,54,1008.49,43457.9402,34317.08,40936.4674,31671.7955,43166.4344,34798.2562,48343.0938,39561.7608,55649.6819,47629.2811,40593.9795,32261.2508,43760.9807,35274.084,49435.9234,40369.0638,54116.8296,44702.4688,47124.7366,38532.5645,42094.9917,32272.0725,48110.1136,39403.7325,46438.0814,37972.3343,,5.7,367921,4833025,5760714,17713,65065,7487,1232752,27565.9383,181937.6667,28452.33333,169519,7053,0.016238094,0,0.019560682,3700,2.6
8/22/20,202034,X,US,-106,-32,351,-201,-211,54,998.55,42143.2298,32940.5302,39498.154,30217.2182,41738.4834,33254.8264,46917.5905,37897.4879,54381.0338,45774.1327,38918.8461,30404.9165,42228.4805,33634.9592,48124.5499,38811.1968,53160.9707,43378.6251,46285.7596,37492.826,40832.2238,30992.0297,46545.3008,37396.5486,45092.8348,36414.7405,,5.3,300698,4672002,5657655,16592,60486,6928,1222788,23108.5309,178757,25075.66667,176376,6857,0.01471393,0,0.017388482,3706,2.3
8/29/20,202035,X,US,-111,-39,288,-206,-207,56,956.87,39473.1118,30372.804,37010.3671,27834.8646,38862.1696,30582.8767,43631.5494,34938.1606,49810.1178,41513.1021,36471.5011,28060.5577,39376.3025,31000.9057,44676.6318,35699.8226,48698.5347,39407.6452,42649.252,34092.0371,38384.3931,28654.102,43425.8408,34284.2593,41756.6879,33425.6442,,4.4,285922,4598165,5542444,14827,54088,6528,1106908,20149.2346,173374.6667,19931.66667,182773,6397,0.012852654,0,0.015087792,3712,2.2
9/5/20,202036,X,US,-94,-23,341,-188,-209,47,979.32,41131.5569,32764.6329,39315.7967,30237.7325,41242.1875,33031.4148,45940.2841,37376.4613,52057.1073,44006.2403,38908.1581,30546.5706,41636.2275,33362.2624,47018.0554,38233.3699,50820.8958,41774.2438,45187.1673,36871.5303,40986.7719,31352.8806,46070.8275,37123.7755,43899.2904,35728.519,,4,284051,4906055,6019207,14191,49099,5886,1108797,18278.3827,169357.3333,16362.33333,188602,5829,0.014224533,0,0.017037289,3709,2
9/12/20,202037,X,US,-110,-40,316,-211,-241,55,955.38,40057.1461,31621.2047,37958.1462,28705.8185,40218.7545,31766.9178,45002.4337,36070.433,51380.3226,42825.5992,37667.4403,29111.0858,40660.8127,32117.7294,46064.2951,36894.7746,50040.4869,40514.0729,44441.1172,35723.1813,39629.8585,29772.2511,45077.8945,35754.1471,43047.8337,34528.6129,0,3.8,238222,4405023,5472591,12832,45879,5114,1030644,16636.8086,167043.3333,13592.66667,193745,5143,0.012883239,0,0.0159978,3705,2
9/19/20,202038,X,US,-105,-42,271,-205,-189,48,948.3,38169.7493,29685.2578,36580.1575,27056.6354,38479.3151,29777.7164,42871.2186,33735.7402,48745.394,39757.2324,36236.2564,27410.977,38847.662,30092.9049,43877.0085,34479.9327,47460.1223,37652.4254,42119.206,33042.1871,38102.0243,27949.7904,43001.0141,33254.8491,40996.1953,32286.2239,0,3.8,278141,4793801,6146152,11135,43612,5529,968004,16591.5957,166723.3333,12298,199339,5594,0.012345992,0,0.015557947,3723,2
9/26/20,202039,X,US,-107,-45,228,-211,-185,48,920,38624.2654,28792.5645,36685.9788,26072.6737,38721.9459,28895.8665,43012.2722,32715.2728,48922.0447,38683.5205,36461.2688,26581.1617,39140.7954,29223.5318,43971.8014,33410.3178,47652.2204,36577.3419,42271.8527,32137.7967,38344.0768,27126.305,43319.7454,32316.083,41223.3977,31330.9188,0,4.2,308608,5467732,6887764,10848,42668,5261,1087998,16744.7022,169708.6667,14373.33333,204729,5390,0.011309745,0,0.013739912,3725,2.1
10/3/20,202040,X,US,-102,-35,156,-208,-180,46,901.85,41252.0939,30416.8616,39287.3643,27348.065,41294.6274,30397.9492,45919.272,34564.669,52187.1474,40886.0153,39091.5986,27979.1779,41740.9996,30770.6245,46909.1086,35251.9178,50830.9738,38596.6946,45158.7542,33919.183,41067.9532,28475.2275,46188.2295,33880.9201,43979.2406,33082.222,0,4.3,297296,5554578,7228038,10612,42587,4791,1133846,17671.6489,165795.6667,9633.333333,209636,4907,0.012210165,0,0.012709712,3720,2.3
10/10/20,202041,X,US,-106,-36,194,-203,-182,46,902.09,37435.6207,28469.7617,35817.393,25213.7735,37713.972,28028.4422,42086.4133,31921.0192,48149.4017,37996.3973,35501.6126,25661.451,38263.0409,28463.442,42914.3946,32531.2818,46983.6891,35932.8271,41575.0251,31524.1937,37628.9799,26434.4693,42276.1847,31315.9143,40381.2261,30637.0754,,5.2,334210,5904796,7497520,11215,45145,4783,1076285,21141.6755,168569,11653.33333,214656,5020,0.0144716,0,0.016680756,3709,2.7
10/17/20,202042,X,US,-110,-44,149,-205,-186,52,900.21,37234.8597,28807.8164,35829.401,24849.6258,37798.3468,27802.3129,42153.1014,31719.8386,48742.4393,38216.3066,35429.5586,25271.8028,38263.779,28196.9448,43247.9915,32501.5825,47544.4606,36089.1792,41921.051,31479.0687,37953.2411,26293.8874,42329.0768,31022.9025,40648.0877,30558.4709,,5.9,382399,5952046,7857068,12142,49517,4862,1135223,22299.6622,161514.3333,5996,219676,5020,0.012998829,0,0.016166956,3707,2.9
10/24/20,202043,X,US,-116,-48,103,-204,-176,51,882.8,38900.6599,30012.3988,37469.457,25234.1216,39557.7625,28426.8392,44259.8581,32630.977,50903.2079,39036.2266,37196.007,25808.8714,40021.9216,28833.3052,45217.5263,33289.3825,49728.0502,36929.2761,43954.7165,32327.5871,39598.1912,26678.7785,44506.6221,31740.652,42541.0347,31304.2443,,6.7,464397,6158691,7993417,14254,56486,5655,1202962,37938.1689,160240.6667,6228,225382,5706,0.012746493,0,0.015693228,3708,3.2
10/31/20,202044,X,US,-117,-40,13,-218,-178,55,849.9,39955.0175,30726.2369,38912.3455,25569.4084,40851.7306,28693.6217,45613.7855,32900.2968,51853.8707,38846.4636,38596.8735,26142.4026,41408.3436,29124.9257,46715.877,33624.4199,50493.5903,36704.0216,45076.3186,32411.1186,40828.0097,26881.0584,45842.7673,31856.3352,43662.5988,31438.7213,,7.9,554023,6520788,8619529,16493,63418,5667,1373697,27903.4156,140454.6667,1628.333333,231125,5743,0.010468516,0,0.01205254,3688,3.6
11/7/20,202045,X,US,-116,-52,43,-228,-178,55,660.93,17448.7442,13133.6484,17080.956,10904.8125,17759.4332,12113.0759,19683.8277,13802.7844,22221.0843,16134.8262,16825.4986,11080.0256,17984.7227,12304.8278,20143.5126,14084.3805,21706.6019,15279.6405,19585.7902,13673.8458,17824.0096,11399.1218,20044.6443,13503.5352,18814.1299,13163.0893,,6.7,716043,6894395,9332037,19429,73663,6926,1567092,33691.2922,,,238018,6893,0.011549801,0,0.012176398,3676,3.9
11/14/20,202046,X,US,-54,-25,8,-100,-76,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,989825,7485333,10228048,23994,86392,7708,1862975,42258.3539,,,245598,7580,0.020549549,0,0.017002012,,
1/4/20,202001,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1080,0,0,0,0,0,0,892,2.6
1/11/20,202002,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1125,33,0,0,0,0,0,892,2
1/18/20,202003,AL,1,0,0,0,0,0,0,668.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1039,0,0,0,0,0,0,893,2
1/25/20,202004,AL,1,0,0,0,0,0,0,751.43,974.4922,923.034,846.9833,809.0783,969.9231,927.6146,1175.3513,1126.2624,1492.1241,1433.1506,828.1422,792.5505,961.7932,919.6366,1170.5158,1119.2692,1448.5628,1389.1316,1412.9606,1353.1394,943.9321,903.6299,1089.1081,1042.455,1061.6199,1015.7596,0,,0,0,0,0,0,0,0,0,1053,0,0,0,0,0,0,896,2.2
2/1/20,202005,AL,1,0,0,0,0,0,0,743.38,1124.3102,1080.5969,996.4944,967.6579,1124.0884,1090.47,1368.6825,1326.925,1655.8829,1605.6224,967.8553,940.986,1127.5489,1094.5407,1353.6107,1309.7549,1631.2831,1580.2268,1588.0576,1538.7823,1094.5309,1064.9357,1257.2711,1219.1476,1227.7422,1190.2945,0,,0,0,0,0,0,0,0,0,1025,0,0,0,0,0,0,899,2.5
2/8/20,202006,AL,1,0,0,0,0,0,0,741.91,1156.6824,1131.5067,1025.4656,1010.0388,1162.9454,1145.6433,1394.3205,1375.1694,1709.5099,1685.4071,1008.4231,994.0054,1156.1348,1139.724,1371.6157,1351.8649,1681.4291,1654.7304,1623.1823,1600.955,1123.554,1107.1508,1294.7392,1276.767,1263.1088,1244.688,0,,0,0,0,0,0,0,0,0,1117,7,0,0,0,0,0,900,2.5
2/15/20,202007,AL,1,299,15,694,121,40,-19,817.08,1295.817,1253.3075,1148.6729,1118.3043,1306.4143,1277.9064,1576.7917,1540.8808,1933.0504,1891.6671,1131.9256,1104.7996,1300.9556,1271.2509,1551.6016,1516.5669,1890.4231,1842.2567,1841.1004,1804.616,1257.1769,1221.7712,1449.9851,1415.8502,1423.8211,1391.9318,0,,0,0,0,0,0,0,0,0,1094,0,0,0,0,0,0,901,2.2
2/22/20,202008,AL,1,-432,-1464,382,628,-789,317,839.26,1243.4066,1206.657,1085.3643,1055.6375,1233.5643,1212.5394,1506.3751,1490.0598,1915.7065,1904.9015,1061.5208,1037.2097,1231.9221,1208.8688,1488.186,1468.0875,1863.3457,1843.881,1779.0492,1764.0926,1196.7162,1159.1176,1400.9548,1377.557,1362.9489,1343.9968,4.921828769,,0,0,0,0,0,0,0,0,1096,2,0,0,0,0,0,902,2.1
2/29/20,202009,AL,1,4477,1164,1658,1347,708,-154,870.21,1393.2055,1349.6859,1261.733,1229.0809,1402.4225,1377.5575,1658.8211,1638.0672,2000.1761,1979.9375,1242.3097,1215.2975,1396.5913,1371.0122,1647.4587,1622.5124,1953.112,1922.5078,1932.0041,1908.7957,1385.9267,1343.0872,1574.3579,1550.9754,1508.4788,1485.8212,4.069735147,,0,0,0,0,0,0,0,0,1161,74,0,0,0,0,0,903,2
3/7/20,202010,AL,1,5670,2472,2012,1380,976,-102,882.18,1332.6397,1287.4606,1208.8281,1169.2347,1334.5724,1306.4714,1591.647,1570.5723,1897.4834,1886.9183,1177.9647,1146.6377,1339.6635,1309.2716,1575.1849,1549.7933,1872.4291,1844.0123,1852.8068,1822.2104,1323.0878,1272.6691,1506.5327,1482.1121,1441.7804,1417.3837,3.961472391,,0,0,0,0,0,0,0,0,1053,0,0,0,0,0,0,906,2.4
3/14/20,202011,AL,1,4411,6314,3375,1483,683,-166,881.32,967.3179,898.7147,862.5848,804.4354,985.182,929.9469,1185.6777,1132.6433,1378.7504,1324.2139,859.596,809.8985,992.733,938.58,1164.6525,1106.5235,1331.6628,1255.238,1310.8859,1226.1732,943.3941,872.7392,1092.9952,1043.5867,1061.2052,1008.2523,4.376593346,,6,22,28,0,0,0,0,0,1089,22,0,0,0,0,0,906,3.5
