date,epiweek,region,fips,positiveIncr,negativeIncr,ttlTestIncr,onVentilation,inIcu,deathIncr,death_jhu_incidence,recovered,covid-net,hospitalizeIncr,hospitalization,n_visits,cases,h_next1,h_next2,d_next1,d_next2
14/03/2020,202011,MN,27,20,799,819,0,0,0,0,0,0.1,0,0.008145849495733,0.009117127310265,5.66877629478627,0,57,1,4
21/03/2020,202012,MN,27,117,3105,3222,0,0,1,1,0,0.8,0,0.007121799844841,0.007324466502977,5.56233806801548,57,123,4,19
28/03/2020,202013,MN,27,303,11736,12039,0,0,4,4,522,2.3,57,0.0055546935609,0.005031697800692,3.68123378046986,123,160,19,40
04/04/2020,202014,MN,27,424,8870,9294,0,197,19,19,692,3.1,123,0.005492629945694,0.004197698628859,1.07090373244863,160,221,40,57
11/04/2020,202015,MN,27,562,9419,9981,0,429,40,40,4302,3.9,160,0.004561675717611,0.003218624426261,0.094811187156872,221,236,57,123
18/04/2020,202016,MN,27,786,8078,8864,0,636,57,57,6737,1,221,0.003087664856478,0.002272356135143,0.002626081321455,236,153,123,75
25/04/2020,202017,MN,27,1233,11096,12329,0,790,123,123,9717,,236,0.00044996121024,0.000320768912243,0,153,,75,
02/05/2020,202018,MN,27,1198,8949,10147,0,476,75,75,7571,,153,,,0,,,,
07/03/2020,202010,MO,29,0,0,0,0,0,0,0,0,,0,0.015733126454616,0.014044575214478,9.56156846590067,0,0,0,3
14/03/2020,202011,MO,29,4,90,94,0,0,0,0,0,,0,0.015065942591156,0.011944267859538,7.3295027371498,0,0,3,7
21/03/2020,202012,MO,29,69,279,348,0,0,3,3,0,,0,0.013343677269201,0.008846660795624,5.98309610390227,0,413,7,14
28/03/2020,202013,MO,29,765,9713,10478,0,0,7,7,0,,0,0.012381691233514,0.006109189737728,3.56095599078474,413,299.5,14,85
04/04/2020,202014,MO,29,1453,12532,13985,0,0,14,14,0,,413,0.011373157486424,0.004964627937223,1.19351868718409,299.5,725.25,85,66
11/04/2020,202015,MO,29,1733,16534,18267,0,0,85,85,0,,299.5,0.010100853374709,0.003905361506564,0.344938202533342,725.25,487.375,66,98
18/04/2020,202016,MO,29,1493,9094,10587,0,0,66,66,0,,725.25,0.007649340574088,0.002679149437488,0.07841303739798,487.375,647.3125,98,45
25/04/2020,202017,MO,29,1309,12150,13459,142,0,98,98,0,,487.375,0.001411947245927,0.0004432443151,0.135687260083448,647.3125,,45,
02/05/2020,202018,MO,29,599,9342,9941,448,0,45,45,0,,647.3125,,,0.042650777421158,,,,
07/03/2020,202010,MS,28,0,0,0,0,0,0,0,0,,0,0.00411171450737,0.009703259595365,8.28489942381135,0,0,0,1
14/03/2020,202011,MS,28,6,84,90,0,0,0,0,0,,0,0.004716834755625,0.008428932189452,7.07683215855471,0,219,1,12
21/03/2020,202012,MS,28,134,611,745,0,0,1,1,0,,0,0.004406516679597,0.007345608090375,6.35418735113933,219,257,12,22
28/03/2020,202013,MS,28,523,1865,2388,0,0,12,12,0,,219,0.004204809930178,0.005566798667934,4.30109580056535,257,190,22,58
04/04/2020,202014,MS,28,792,2573,3365,0,0,22,22,0,,257,0.003382467028704,0.004619801356561,2.17989111473423,190,254,58,59
11/04/2020,202015,MS,28,1187,13499,14686,0,0,58,58,0,,190,0.003537626066718,0.003692487592075,0.857247988296,254,214,59,69
18/04/2020,202016,MS,28,1332,16159,17491,579,894,59,59,0,,254,0.002591155934833,0.002611350553764,0.508552810146444,214,130,69,29
25/04/2020,202017,MS,28,1744,18448,20192,573,1048,69,69,0,,214,0.00055857253685,0.000386380735202,0.101839243959582,130,,29,
02/05/2020,202018,MS,28,851,6286,7137,284,601,29,29,3413,,130,,,0.010686316872919,,,,
07/03/2020,202010,MT,30,0,0,0,0,0,0,0.125,0,,0,0.001520558572537,0.001821821617492,6.05596028911194,0,0,0,0
14/03/2020,202011,MT,30,5,92,97,0,0,0,0.25,0,,0,0.001349883630721,0.001685494829788,5.08894929485937,0,7,0,1
21/03/2020,202012,MT,30,15,1043,1058,0,0,0,0.5,0,,0,0.001489526764934,0.00150980094831,5.50814802380982,7,17,1,4
28/03/2020,202013,MT,30,109,2110,2219,0,0,1,1,0,,7,0.00155159038014,0.001272869365402,3.82871378207606,17,22,4,1
04/04/2020,202014,MT,30,136,2656,2792,0,0,4,4,0,,17,0.001396431342126,0.000960119675965,1.18187400684553,22,9,1,4
11/04/2020,202015,MT,30,112,2292,2404,0,0,1,1,626,,22,0.001675717610551,0.000683820999283,0.494311361589946,9,6,4,4
18/04/2020,202016,MT,30,49,1939,1988,0,0,4,4,1431,,9,0.000651667959659,0.000423560768212,0.120301829364342,6,0,4,2
25/04/2020,202017,MT,30,19,1909,1928,0,0,4,4,2025,,6,0.000124127230411,2.11415873978643E-05,0.050690293028974,0,,2,
02/05/2020,202018,MT,30,6,1025,1031,0,0,2,2,1429,,0,,,0,,,,
07/03/2020,202010,NC,37,1,0,1,0,0,0,0.5,0,,0,0.014476338246703,0.022609105171378,7.33706458776596,0,0,0,0
14/03/2020,202011,NC,37,21,137,158,0,0,0,1,0,,0,0.014181536074476,0.022101707073829,7.43915776123013,0,87,0,4
21/03/2020,202012,NC,37,161,4955,5116,0,0,0,2,0,,0,0.012878200155159,0.018390264955122,7.80130553493144,87,227.5,4,20
28/03/2020,202013,NC,37,751,11500,12251,0,0,4,4,0,,87,0.011636927851047,0.013315554959379,4.38020807198029,227.5,248.25,20,56
04/04/2020,202014,NC,37,1467,19779,21246,0,0,20,20,0,,227.5,0.011512800620636,0.010198264348577,1.63743230485339,248.25,263.875,56,84
11/04/2020,202015,NC,37,1910,19710,21620,0,0,56,56,0,,248.25,0.008968192397207,0.008054215778331,0.696345187260099,263.875,324.0625,84,125
18/04/2020,202016,NC,37,1828,13990,15818,0,0,84,84,0,,263.875,0.005244375484872,0.005043362124773,0.241534122337993,324.0625,388.96875,125,65
25/04/2020,202017,NC,37,2483,26571,29054,0,0,125,125,0,,324.0625,0.001163692785105,0.000931687886016,0.09201939481153,388.96875,,65,
02/05/2020,202018,NC,37,1325,11850,13175,0,0,65,65,0,,388.96875,,,0.251372785765329,,,,
07/03/2020,202010,ND,38,0,0,0,0,0,0,0,0,,0,0.002358417377812,0.001676017566472,7.74004808649795,0,3,0,0
14/03/2020,202011,ND,38,1,54,55,0,0,0,0,0,,0,0.00200155159038,0.001641753614482,5.68089603897663,3,13,0,1
21/03/2020,202012,ND,38,27,1087,1114,0,0,0,0,0,,3,0.00200155159038,0.0014011769303,6.75229356833837,13,14,1,2
28/03/2020,202013,ND,38,55,1668,1723,0,0,1,1,31,,13,0.001520558572537,0.000971054979792,4.11988258152555,14,6,2,4
04/04/2020,202014,ND,38,103,3212,3315,0,0,2,2,262,,14,0.001427463149728,0.00062768643964,1.72981681223415,6,11,4,2
11/04/2020,202015,ND,38,107,3766,3873,0,0,4,4,642,,6,0.00077579519007,0.000475321206324,0.40610796677276,11,23,2,7
18/04/2020,202016,ND,38,235,2648,2883,0,0,2,2,1046,,11,0.000620636152056,0.000275569656427,0.000362300121887,23,12,7,3
25/04/2020,202017,ND,38,275,6112,6387,0,0,7,7,1685,,23,0.000201706749418,0,0,12,,3,
02/05/2020,202018,ND,38,230,5956,6186,0,0,3,3,1522,,12,,,0,,,,
07/03/2020,202010,NE,31,1,0,1,0,0,0,0,0,,0,0.002498060512025,0.004422965887684,8.43048807975895,0,0,0,0
14/03/2020,202011,NE,31,13,63,76,0,0,0,0,0,,0,0.002327385570209,0.004196969608604,6.39064447411172,0,0,0,2
21/03/2020,202012,NE,31,24,276,300,0,0,0,0,0,,0,0.002482544608223,0.003352764153199,6.02277611737835,0,0,2,4
28/03/2020,202013,NE,31,58,1548,1606,0,0,2,2,0,,0,0.001923972071373,0.002458256300193,3.33723953792138,0,0,4,11
04/04/2020,202014,NE,31,225,3154,3379,0,0,4,4,0,,0,0.001675717610551,0.00214040346897,0.98914704019619,0,0,11,7
11/04/2020,202015,NE,31,379,4227,4606,0,0,11,11,0,,0,0.001117145073701,0.001676017566472,0.050530939864804,0,0,7,26
18/04/2020,202016,NE,31,438,3254,3692,0,0,7,7,0,,0,0.000760279286268,0.001165703387903,0.012281768990351,0,0,26,6
25/04/2020,202017,NE,31,1283,5013,6296,0,0,26,26,0,,0,0.000124127230411,0.00018298408403,0.002498769488162,0,,6,
02/05/2020,202018,NE,31,953,2705,3658,0,0,6,6,0,,0,,,0,,,,
07/03/2020,202010,NH,33,0,10,10,0,0,0,0,0,,0,0.002467028704422,0.002476481806571,6.79794899104479,0,0,0,0
14/03/2020,202011,NH,33,5,192,197,0,0,0,0,0,,0,0.002498060512025,0.002172480360194,7.63323466557198,0,30,0,2
21/03/2020,202012,NH,33,48,761,809,0,0,0,0,0,,0,0.002017067494182,0.002402850760806,6.71901835211538,30,50,2,5
28/03/2020,202013,NH,33,132,2683,2815,0,0,2,2,0,,30,0.002172226532196,0.001781725503461,3.30510648925776,50,54,5,15
04/04/2020,202014,NH,33,353,3309,3662,0,0,5,5,392,,50,0.002435996896819,0.001837131042849,1.58690009778512,54,56,15,15
11/04/2020,202015,NH,33,345,2643,2988,0,0,15,15,1350,,54,0.002017067494182,0.001583431994075,1.05922494475371,56,34,15,16
18/04/2020,202016,NH,33,402,1957,2359,0,0,15,15,2377,,56,0.001179208688906,0.001133626496679,0.04252231631299,34,25,16,7
25/04/2020,202017,NH,33,433,4442,4875,0,0,16,16,3780,,34,0.000186190845617,0.000172048780203,0.011423327802362,25,,7,
02/05/2020,202018,NH,33,290,2729,3019,0,0,7,7,3290,,25,,,0.013020646399837,,,,
07/03/2020,202010,NJ,34,3,0,3,0,0,0,0,0,,0,0.034709076803724,0.025915941048506,4.93292296851267,0,0,1,15
14/03/2020,202011,NJ,34,46,97,143,0,0,1,1,0,,0,0.032955779674166,0.026246916244321,5.60469334933086,0,2000,15,124
21/03/2020,202012,NJ,34,1277,197,1474,0,0,15,15,0,,0,0.036927851047324,0.023491219680048,5.85893699269542,2000,3000,124,706
28/03/2020,202013,NJ,34,9797,19092,28889,0,0,124,124,0,,2000,0.045694336695113,0.023604217819588,4.53420636547032,3000,6118,706,1337
04/04/2020,202014,NJ,34,23000,21846,44846,0,0,706,706,0,,3000,0.060310318076028,0.026044977633659,3.18011274629704,6118,4659,1337,1887
11/04/2020,202015,NJ,34,24027,20810,44837,9243,8216,1337,1337,682,,6118,0.059022498060512,0.024914996238256,1.7401916986691,4659,4392.5,1887,1793
18/04/2020,202016,NJ,34,23269,19074,42343,11466,13830,1887,1887,0,,4659,0.04211016291699,0.017860267229665,0.937615790796895,4392.5,4092.75,1793,907
25/04/2020,202017,NJ,34,24103,27047,51150,10684,13765,1793,1793,0,,4392.5,0.012459270752521,0.004074494205747,0.465151076852442,4092.75,,907,
02/05/2020,202018,NJ,34,10741,16891,27632,5310,7225,907,907,31284,,4092.75,,,0.282888934142036,,,,
07/03/2020,202010,NM,35,0,32,32,0,0,0,0,0,0,0,0.003258339798293,0.003088129800598,4.35319734412822,0,0,0,0
14/03/2020,202011,NM,35,10,189,199,0,0,0,0,0,0.2,0,0.003165244375485,0.002843178994885,4.90515721395028,0,0,0,1
21/03/2020,202012,NM,35,47,3534,3581,0,0,0,0,0,0.4,0,0.002808378588053,0.002340884039122,4.22376267034333,0,0,1,9
28/03/2020,202013,NM,35,134,5425,5559,0,0,1,1,0,1.3,0,0.002622187742436,0.001746003510962,3.52701993293666,0,0,9,9
04/04/2020,202014,NM,35,304,5941,6245,18,0,9,9,158,2,0,0.002389449185415,0.001431066760759,1.2066555682032,0,242,9,32
11/04/2020,202015,NM,35,596,10870,11466,126,0,9,9,1141,2.3,0,0.00211016291699,0.001154768084076,0.509351287827272,242,170,32,33
18/04/2020,202016,NM,35,620,7895,8515,18,0,32,32,2262,2.3,242,0.001411947245927,0.000850037617445,0.05707521514327,170,97,33,26
25/04/2020,202017,NM,35,810,15087,15897,0,0,33,33,3716,,170,0.00044996121024,0.00014726209153,0.086703844333478,97,,26,
02/05/2020,202018,NM,35,453,9782,10235,0,0,26,26,2635,,97,,,0.01197418272609,,,,
07/03/2020,202010,NV,32,0,0,0,0,0,0,0.5,0,,0,0.012055857253685,0.008274379895371,7.41374529260858,0,0,0,2
14/03/2020,202011,NV,32,19,154,173,0,0,0,1,0,,0,0.011062839410396,0.008202935910371,7.7752123738885,0,0,2,8
21/03/2020,202012,NV,32,104,2216,2320,0,0,2,2,0,,0,0.011171450737006,0.007218029545733,7.67068776584449,0,0,8,36
28/03/2020,202013,NV,32,497,5517,6014,0,0,8,8,0,,0,0.011031807602793,0.005819768696453,3.39389299202821,0,282,36,56
04/04/2020,202014,NV,32,1121,6520,7641,0,0,36,36,0,,0,0.010302560124127,0.004616885275541,0.792663359675599,282,0,56,49
11/04/2020,202015,NV,32,958,6466,7424,0,0,56,56,0,,282,0.008471683475562,0.00346867837376,0.806089062233288,0,0,49,53
18/04/2020,202016,NV,32,926,6238,7164,0,0,49,49,0,,0,0.005601241272304,0.002404308801316,0.669547605761133,0,0,53,26
25/04/2020,202017,NV,32,913,5544,6457,0,0,53,53,0,,0,0.001272304111715,0.000337536378111,0.368769832799736,0,,26,
02/05/2020,202018,NV,32,359,3461,3820,0,0,26,26,100,,0,,,0.032484854732592,,,,
07/03/2020,202010,NY,36,70,44,114,0,0,0,0,0,0,0,0.055686578743212,0.058988673941317,6.64949220147012,0,1603,0,44
14/03/2020,202011,NY,36,448,2687,3135,0,0,0,22,0,0.6,0,0.054476338246703,0.058108746493413,7.80792706408535,1603,8451,44,684
21/03/2020,202012,NY,36,9832,32302,42134,0,0,44,44,0,2.2,1603,0.060977501939488,0.054812116899856,7.84502553943268,8451,16329,684,2837
28/03/2020,202013,NY,36,41962,68535,110497,0,4628,684,684,4771,6.2,8451,0.090643910007758,0.057456273365099,5.52729008824732,16329,14296,2837,5062
04/04/2020,202014,NY,36,61386,66301,127687,0,21374,2837,2837,45691,8.9,16329,0.123103180760279,0.064346243796038,3.77593710364848,14296,11746,5062,4735
11/04/2020,202015,NY,36,66754,90605,157359,0,32908,5062,5062,117067,6.4,14296,0.127183863460047,0.056973661956224,2.08928460967932,11746,9034,4735,3237
18/04/2020,202016,NY,36,56274,99278,155552,0,35970,4735,4735,201017,4.4,11746,0.091590380139643,0.039644121472271,0.928601038828236,9034,3938,3237,1416
25/04/2020,202017,NY,36,45411,135625,181036,0,35112,3237,3237,297806,,9034,0.034134988363072,0.009414567574345,0.610587859999788,3938,,1416,
02/05/2020,202018,NY,36,17548,77365,94913,0,5016,1416,1416,205349,,3938,,,0.495576043119104,,,,
07/03/2020,202010,OH,39,0,2,2,0,0,0,0.75,0,0,0,0.050085337470908,0.039518729988394,7.03576100094331,0,58,0,3
14/03/2020,202011,OH,39,13,41,54,0,0,0,1.5,0,0.3,0,0.048502715283165,0.039181193610283,6.04014362234229,58,286,3,22
21/03/2020,202012,OH,39,234,90,324,0,0,3,3,0,1.2,58,0.046470131885182,0.028981471221197,6.43931038943173,286,662,22,77
28/03/2020,202013,OH,39,1159,18872,20031,0,0,22,22,0,2.7,286,0.040325833979829,0.020016709144247,3.81709771290858,662,853,77,145
04/04/2020,202014,OH,39,2333,19120,21453,0,0,77,77,0,2.8,662,0.040387897595035,0.017577407370686,1.60539509150448,853,660,145,204
11/04/2020,202015,OH,39,2448,16089,18537,0,0,145,145,0,0.8,853,0.035857253685027,0.014819523745648,0.24075604905844,660,596,204,260
18/04/2020,202016,OH,39,3752,14598,18350,0,0,204,204,0,0,660,0.025725368502715,0.010281372657658,0.0525806522045,596,306,260,226
25/04/2020,202017,OH,39,5044,27577,32621,0,0,260,260,0,,596,0.006951124903026,0.001779538442696,0.029157731300219,306,,226,
02/05/2020,202018,OH,39,2320,15209,17529,0,0,226,226,0,,306,,,0.056340629463683,,,,
07/03/2020,202010,OK,40,0,0,0,0,0,0,0,0,,0,0.009045771916214,0.012790660375708,9.97503895419066,0,10,0,1
14/03/2020,202011,OK,40,3,36,39,0,0,0,0,0,,0,0.008875096974399,0.01173431002607,7.3241340796935,10,116,1,14
21/03/2020,202012,OK,40,49,524,573,0,0,1,1,0,,10,0.008704422032583,0.00826708969282,5.82428247483099,116,190,14,27
28/03/2020,202013,OK,40,324,620,944,0,0,14,14,0,,116,0.006795965865012,0.006096796393391,2.98701739958831,190,130,27,52
04/04/2020,202014,OK,40,782,182,964,0,551,27,27,383,,190,0.006470131885182,0.004734986556867,1.05631592989006,130,95,52,45
11/04/2020,202015,OK,40,709,19428,20137,0,833,52,52,4161,,130,0.004561675717611,0.003677178166718,0.253205995285764,95,96,45,55
18/04/2020,202016,OK,40,702,12176,12878,0,1050,45,45,7991,,95,0.003041117145074,0.002523139102897,0.24022005387784,96,56,55,20
25/04/2020,202017,OK,40,623,16925,17548,0,1044,55,55,12588,,96,0.000822342901474,0.000527810664692,0.147797313055521,56,,20,
02/05/2020,202018,OK,40,280,7903,8183,0,544,20,20,8885,,56,,,1.14104382616364E-05,,,,
07/03/2020,202010,OR,41,4,48,52,0,0,0,0,0,0.1,0,0.005725368502715,0.008151175472259,7.139846591092,0,0,0,3
14/03/2020,202011,OR,41,23,260,283,0,0,0,0,0,0.5,0,0.00566330488751,0.008073899325219,8.08493099980255,0,117,3,10
21/03/2020,202012,OR,41,84,1666,1750,0,0,3,3,0,1.7,0,0.005306439100078,0.006936627727265,6.90993760633592,117,122,10,13
28/03/2020,202013,OR,41,365,7690,8055,62,0,10,10,0,3.5,117,0.005011636927851,0.005100954724926,4.30886954678475,122,99,13,22
04/04/2020,202014,OR,41,520,6842,7362,270,0,13,13,0,3.8,122,0.004794414274632,0.004307780687379,1.76749407272345,99,111,22,24
11/04/2020,202015,OR,41,372,9318,9690,361,251,22,22,0,2.7,99,0.003708301008534,0.003346202970903,0.523318705646506,111,87,24,15
18/04/2020,202016,OR,41,473,9886,10359,310,592,24,24,0,2.7,111,0.002156710628394,0.0018801432379,0.279034308212825,87,33,15,14
25/04/2020,202017,OR,41,409,9385,9794,236,475,15,15,0,,87,0.00077579519007,0.000219435096785,0.473224681581882,33,,14,
02/05/2020,202018,OR,41,193,6902,7095,117,269,14,14,0,,33,,,0.012422223273499,,,,
07/03/2020,202010,PA,42,2,0,2,0,0,0,0,0,,0,0.032148952676493,0.029464811650327,7.89868942484708,0,0,0,2
14/03/2020,202011,PA,42,43,205,248,0,0,0,0,0,,0,0.030876648564779,0.028275050594006,7.61884762822027,0,0,2,32
21/03/2020,202012,PA,42,324,3561,3885,0,0,2,2,0,,0,0.028611326609775,0.023466432991374,7.11134223539473,0,0,32,102
28/03/2020,202013,PA,42,2380,21488,23868,0,0,32,32,0,,0,0.027478665632273,0.018692079340732,4.64596250360434,0,2115,102,358
04/04/2020,202014,PA,42,7266,34759,42025,0,0,102,102,0,,0,0.030876648564779,0.017192484675994,2.35660445102804,2115,1555.5,358,342
11/04/2020,202015,PA,42,11638,38485,50123,3526,0,358,358,0,,2115,0.032086889061288,0.015358998734421,1.03876494810319,1555.5,1970.25,342,902
18/04/2020,202016,PA,42,9414,24398,33812,4657,0,342,342,0,,1555.5,0.022761830876649,0.011382922263112,0.459675573079889,1970.25,1795.875,902,658
25/04/2020,202017,PA,42,8980,29990,38970,4672,0,902,902,0,,1970.25,0.005818463925524,0.001963251546981,0.22247624513339,1795.875,,658,
02/05/2020,202018,PA,42,4317,17631,21948,2479,0,658,658,0,,1795.875,,,0.180357141724002,,,,
07/03/2020,202010,RI,44,2,30,31,0,0,0,0,0,,0,0.003242823894492,0.003997218058707,4.94789699678825,0,0,0,0
14/03/2020,202011,RI,44,18,168,186,0,0,0,0,0,,0,0.002916989914663,0.003676449146463,5.91423212651488,0,0,0,0
21/03/2020,202012,RI,44,46,664,710,0,0,0,0,0,,0,0.002591155934833,0.003078652537282,5.42489999583216,0,0,0,17
28/03/2020,202013,RI,44,173,1679,1852,18,27,0,0,0,,0,0.002792862684251,0.002682794538763,3.16232957311848,0,0,17,39
04/04/2020,202014,RI,44,567,3043,3610,42,100,17,17,175,,0,0.003615205585725,0.002990441086415,1.85423491707523,0,331,39,81
11/04/2020,202015,RI,44,1543,10274,11817,162,295,39,39,245,,0,0.00322730799069,0.003403795571056,1.14748568964774,331,245,81,78
18/04/2020,202016,RI,44,2142,12477,14619,225,392,81,81,1068,,331,0.00189294026377,0.002432011571009,0.248634604200303,245,174,78,36
25/04/2020,202017,RI,44,2638,15427,18065,314,492,78,78,2270,,245,0.000387897595035,0.000625499378875,0.239621144233309,174,,36,
02/05/2020,202018,RI,44,1118,8156,9274,219,323,36,36,1742,,174,,,0.155094423046835,,,,
07/03/2020,202010,SC,45,2,3,5,0,0,0,0,0,,0,0.012645461598138,0.018602409849355,5.09495311903487,0,0,0,1
14/03/2020,202011,SC,45,11,102,113,0,0,0,0,0,,0,0.012490302560124,0.017718108279921,5.8338143262591,0,129,1,12
21/03/2020,202012,SC,45,139,1145,1284,0,0,1,1,0,,0,0.011838634600466,0.01284242081382,6.49070469512081,129,767,12,27
28/03/2020,202013,SC,45,387,1153,1540,0,0,12,12,0,,129,0.011807602792863,0.008941433428786,3.80321377041209,767,255,27,40
04/04/2020,202014,SC,45,1378,13989,15367,0,0,27,27,0,,767,0.010737005430566,0.007061290190887,1.61745935561496,255,280,40,39
11/04/2020,202015,SC,45,1290,10489,11779,0,0,40,40,0,,255,0.009325058184639,0.005598146538903,0.758943053945683,280,168,39,47
18/04/2020,202016,SC,45,1039,7701,8740,0,0,39,39,2633,,280,0.005725368502715,0.003895884243248,0.358363268893485,168,56,47,37
25/04/2020,202017,SC,45,1007,9174,10181,0,0,47,47,20411,,168,0.001458494957331,0.000879927447904,0.05286716535773,56,,37,
02/05/2020,202018,SC,45,628,4575,5203,0,0,37,37,13484,,56,,,0.070368089673633,,,,
07/03/2020,202010,SD,46,0,0,0,0,0,0,0,0,,0,0.003599689681924,0.00313405807667,6.66227316663552,0,0,0,1
14/03/2020,202011,SD,46,9,177,186,0,0,0,0,0,,0,0.003506594259116,0.003147909461516,4.95270508304281,0,0,1,0
21/03/2020,202012,SD,46,5,509,514,0,0,1,1,0,,0,0.00322730799069,0.002488875150907,5.2353097922723,0,19,0,1
28/03/2020,202013,SD,46,54,1901,1955,0,0,0,0,63,,0,0.002125678820791,0.001973457830552,3.36851181123426,19,14,1,4
04/04/2020,202014,SD,46,144,2420,2564,0,0,1,1,360,,19,0.001567106283941,0.001458769530453,1.05200169348097,14,35,4,1
11/04/2020,202015,SD,46,414,2366,2780,0,0,4,4,946,,14,0.001163692785105,0.001225483048821,0.14883019940978,35,60,1,3
18/04/2020,202016,SD,46,916,2740,3656,0,0,1,1,2376,,35,0.000605120248254,0.00077640657168,0.001750360907369,60,37,3,3
25/04/2020,202017,SD,46,605,3331,3936,0,0,3,3,6593,,60,0.000201706749418,7.36310457649755E-05,-0.000226075810001,37,,3,
02/05/2020,202018,SD,46,226,1011,1237,0,0,3,3,5457,,37,,,-0.000226075810001,,,,
07/03/2020,202010,TN,47,0,0,0,0,0,0,0,0,0.1,0,0.026020170674942,0.023787201903618,6.55032108194612,0,0,0,0
14/03/2020,202011,TN,47,31,130,161,0,0,0,0,0,0.6,0,0.024034134988363,0.023114316208162,6.7304673615584,0,118,0,6
21/03/2020,202012,TN,47,339,3142,3481,0,0,0,0,0,2.6,0,0.023568657874321,0.0200028577594,6.67101955626856,118,193,6,37
28/03/2020,202013,TN,47,1002,13693,14695,0,0,6,6,0,8.4,118,0.021427463149729,0.01620101712906,3.35255554399601,193,245,37,58
04/04/2020,202014,TN,47,1948,21105,23053,0,0,37,37,1142,9.1,193,0.020155159038014,0.01277097682882,1.30257649420776,245,163,58,44
11/04/2020,202015,TN,47,1793,23644,25437,0,0,58,58,5161,5.2,245,0.015733126454616,0.008542659349247,0.777695634587971,163,102,44,35
18/04/2020,202016,TN,47,1648,22110,23758,0,0,44,44,16377,4.2,163,0.009588828549263,0.005695106232832,0.199096686272714,102,192,35,17
25/04/2020,202017,TN,47,2427,48393,50820,0,0,35,35,27789,,102,0.001210240496509,0.000880656468159,0.061515950307489,192,,17,
02/05/2020,202018,TN,47,1177,25966,27143,0,0,17,17,19308,,192,,,0.068445480863948,,,,
07/03/2020,202010,TX,48,7,0,7,0,0,0,1.25,0,,0,0.073716058960435,0.080617246869587,7.83780071034767,0,0,0,5
14/03/2020,202011,TX,48,43,0,43,0,0,0,2.5,0,,0,0.070054305663305,0.071955757218759,7.21544570333452,0,0,5,22
21/03/2020,202012,TX,48,253,6218,6471,0,0,5,5,0,,0,0.063770364623739,0.063060981086299,6.71314557748682,0,196,22,78
28/03/2020,202013,TX,48,1748,16990,18738,0,0,22,22,0,,0,0.056912335143522,0.047198229355605,4.46034224592993,196,1416,78,149
04/04/2020,202014,TX,48,4058,34433,38491,0,0,78,78,228,,196,0.051761055081459,0.037755959011565,2.18958683260394,1416,613,149,199
11/04/2020,202015,TX,48,6451,50331,56782,0,0,149,149,4236,,1416,0.043863460046548,0.028791925954871,1.03398756991266,613,1290.5,199,170
18/04/2020,202016,TX,48,5699,50007,55706,0,0,199,199,22686,,613,0.027323506594259,0.020378303190776,0.532932590370883,1290.5,1056.75,170,109
25/04/2020,202017,TX,48,5513,81064,86577,0,0,170,170,52034,,1290.5,0.006485647788984,0.003976076471309,0.203977377506172,1056.75,,109,
02/05/2020,202018,TX,48,3281,48693,51974,0,0,109,109,46226,,1056.75,,,0.000717192185043,,,,
07/03/2020,202010,UT,49,0,0,0,0,0,0,0,0,0,0,0.000977501939488,0.004256020249267,5.74981927636329,0,0,0,0
14/03/2020,202011,UT,49,5,131,136,0,0,0,0,0,0.2,0,0.000713731574864,0.004239252783399,5.94732875080462,0,0,0,2
21/03/2020,202012,UT,49,130,2293,2423,0,0,0,0,0,1,0,0.000636152055857,0.003492736042178,5.9415152756816,0,117,2,6
28/03/2020,202013,UT,49,466,8286,8752,0,0,2,2,0,2.1,0,0.000620636152056,0.002972944600293,3.6714579133401,117,73,6,10
04/04/2020,202014,UT,49,826,15905,16731,0,0,6,6,0,2.4,117,0.000574088440652,0.002358380525245,0.880641788063533,73,61,10,7
11/04/2020,202015,UT,49,778,13725,14503,0,0,10,10,0,2.9,73,0.00044996121024,0.001912949149379,0.438322163165008,61,78,7,16
18/04/2020,202016,UT,49,725,16673,17398,0,0,7,7,2019,3.4,61,0.000186190845617,0.00129109487178,0.079735487451445,78,54,16,4
25/04/2020,202017,UT,49,1017,29245,30262,0,0,16,16,7014,,78,0,0.000158197395356,0.1652038289038,54,,4,
02/05/2020,202018,UT,49,547,15025,15572,0,0,4,4,6703,,54,,,0,,,,
07/03/2020,202010,VA,51,0,13,13,0,0,0,0,0,,0,0.014150504266874,0.024430197768615,5.73525602064541,0,25,0,2
14/03/2020,202011,VA,51,30,86,116,0,0,0,1,0,,0,0.013871217998448,0.023166076646274,5.39768163824977,25,74,2,15
21/03/2020,202012,VA,51,122,2521,2643,0,0,2,2,0,,25,0.013948797517455,0.017315689099106,5.32627551480088,74,291,15,35
28/03/2020,202013,VA,51,587,5789,6376,0,0,15,15,0,,74,0.012723041117145,0.011891778401171,2.64428928901953,291,382,35,79
04/04/2020,202014,VA,51,1668,10718,12386,0,0,35,35,0,,291,0.012521334367727,0.009825734998221,1.01671538936729,382,1296,79,128
11/04/2020,202015,VA,51,2670,13777,16447,855,1635,79,79,0,,382,0.011962761830877,0.008267818713075,0.45837852600976,1296,646,128,178
18/04/2020,202016,VA,51,2976,10956,13932,1798,3203,128,128,4762,,1296,0.008611326609775,0.006080028927524,0.00385302238099,646,1666,178,86
25/04/2020,202017,VA,51,3849,16398,20247,1655,2742,178,178,10462,,646,0.002916989914663,0.001280159567953,0.027228627656178,1666,,86,
