date,epiweek,region,fips,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,apple_mobility,cdc_hospitalized,dex,dex_a,dex_income_1,dex_income_1_a,dex_income_2,dex_income_2_a,dex_income_3,dex_income_3_a,dex_income_4,dex_income_4_a,dex_education_1,dex_education_1_a,dex_education_2,dex_education_2_a,dex_education_3,dex_education_3_a,dex_education_4,dex_education_4_a,dex_race_asian,dex_race_asian_a,dex_race_black,dex_race_black_a,dex_race_hispanic,dex_race_hispanic_a,dex_race_white,dex_race_white_a,Stage_One_Doses,Stage_Two_Doses,smoothed_covid_vaccinated,smoothed_tested_positive_14d,smoothed_wearing_mask,smoothed_travel_outside_state_5d,smoothed_spent_time_1d,kinsa_cases,covidnet,positiveIncrease,negativeIncrease,totalTestResultsIncrease,onVentilatorCurrently,inIcuCurrently,deathIncrease,recovered,hospitalizedIncrease,Observed Number,Excess Higher Estimate,death_jhu_cumulative,death_jhu_incidence,fb_survey_cli,google_survey_cli,fb_survey_wili,Number of Facilities Reporting,CLI Percent of Total Visits
1/2/21,202053,FL,12,-3973,-1948,-1680,-4754,-17406,3714,766.12,7235,1609.2193,1355.3433,1413.4872,1008.9833,1576.8144,1193.0593,1841.0547,1412.7576,2526.2492,2087.8264,1364.1086,991.1873,1570.1561,1180.9924,1905.7208,1451.7947,2333.3359,1882.2175,2216.1977,1759.1397,1712.9979,1230.5406,2098.3092,1466.3184,1699.5676,1342.5151,250595,0,0,34.7616324,179.7645304,13.7394262,77.5581522,,,87941,213262,669399,0,0,773,0,1911,5412,1144,21890,755,9.2372251,0,10.1165074,932,9
1/9/21,202101,FL,12,-4912,-2657,-9117,-6215,-9486,2536,737.48,8134,1358.8792,1102.5133,1253.4809,871.8024,1351.9378,997.6707,1513.944,1129.5843,2044.6708,1570.3696,1198.9138,845.8045,1352.1119,987.1062,1591.6303,1182.4497,1871.2881,1418.6587,1813.0709,1359.0602,1491.0715,1036.5627,1839.5943,1282.9282,1385.0574,1046.0996,478443,35857,23.462222,137.6081299,632.4789683,46.0389445,253.6650184,,,107520,234929,764944,0,0,940,0,2303,5149,855,22804,914,8.0999218,0,9.5926721,932,9
1/16/21,202102,FL,12,-5983,-3486,-9312,-7715,-9603,2490,735.86,7743,1460.3027,1114.5532,1311.2124,867.7494,1426.9632,1002.8916,1601.1285,1147.1312,2173.0826,1608.6485,1251.3104,841.4467,1418.9886,987.5731,1697.8785,1207.7113,1977.3978,1442.9264,1913.0831,1368.7508,1577.9454,1048.1048,1966.5796,1327.3146,1454.2289,1046.838,850556,87074,60.3131792,137.9765993,638.8333321,30.6404714,234.2075587,,,93251,255246,831023,0,0,1230,0,2448,5523.666667,1208.666667,24004,1200,6.8450635,0,8.2641184,933,8.1
1/23/21,202103,FL,12,-6400,-4019,-6269,-7881,-10868,2595,738.54,7264,1572.1125,1131.971,1366.7003,853.8301,1504.1464,998.1281,1713.9767,1163.7134,2414.8956,1707.1082,1292.5514,821.7546,1488.078,977.3245,1836.6034,1237.0351,2182.5113,1518.9285,2077.5631,1412.9151,1685.2772,1060.2143,2148.4427,1379.6766,1545.6386,1052.2807,1110459,139345,88.1345893,133.5920971,639.7450516,26.341415,238.671541,,,78123,251734,748929,0,0,1181,0,2257,5236.333333,817.3333333,25164,1160,6.6474118,0,8.5440638,933,6.8
1/30/21,202104,FL,12,-6246,-4046,-5757,-7682,-9073,2256,744.52,6576,1499.6875,1105.6225,1325.0792,837.6152,1440.4936,967.8815,1630.279,1123.3771,2272.973,1620.5142,1249.8375,803.1509,1430.7948,952.4176,1750.4416,1195.245,2049.0645,1439.6536,1971.8275,1353.29,1626.2197,1031.1759,2083.1477,1351.2977,1459.1917,1007.1711,1332746,273249,115.604183,133.713348,639.9090187,24.5762827,240.4840585,,,72143,206954,732121,0,0,1234,0,2183,5080,647,26360,1196,6.583086,0,8.0512455,930,5.6
2/6/21,202105,FL,12,-5622,-3330,-8811,-7360,-9053,2374,759.83,5815,1502.0323,1123.5411,1330.2161,847.3098,1447.6175,979.4101,1637.0525,1135.0885,2271.0424,1625.588,1263.3514,820.1039,1434.9313,961.9831,1756.4056,1206.2561,2046.7244,1441.6554,1971.7888,1357.4094,1620.4672,1032.5238,2055.5288,1338.3156,1476.7053,1027.1462,1812723,554502,138.2816079,115.8188257,637.6255389,24.2308976,248.3471761,,,57180,203051,732149,0,0,1263,0,2143,5082,655,27599,1239,4.9355601,0,6.6232786,,
2/13/21,202106,FL,12,-5170,-2433,-6630,-6744,-8883,2174,800.28,5127,1651.5107,1295.5932,1465.9412,961.1232,1591.7564,1114.3719,1802.0046,1295.2101,2493.9357,1867.4832,1396.5066,934.3879,1584.352,1099.4852,1921.2833,1367.5326,2256.8811,1656.1983,2173.155,1553.7975,1791.36,1174.5085,2256.7453,1504.7986,1629.4318,1179.9994,2235645,963004,167.9818085,106.8703416,636.334696,24.4442626,248.8477071,,,49551,190823,688048,0,0,1121,0,1771,4782.333333,350.3333333,28683,1084,5.306614,0,6.2372422,,
2/20/21,202107,FL,12,-4242,-2297,-5798,-6444,-9630,2426,819.27,4766,1771.9802,1412.0511,1549.3869,1003.7802,1694.5394,1176.9101,1938.5721,1385.7623,2729.1025,2076.6434,1466.5006,972.0378,1684.4766,1161.6144,2067.2655,1464.0761,2482.3978,1835.5274,2354.904,1687.2721,1908.3005,1239.0298,2403.6992,1584.645,1766.8926,1279.2532,2793123,1378573,197.2185894,96.4168045,637.3424152,25.7217589,249.6882743,,,40946,173333,611833,0,0,1160,0,1706,4325.333333,194.3333333,29813,1130,5.2729733,0,6.2751254,,
2/27/21,202108,FL,12,-3180,-1563,-976,-5257,-8168,1828,836.5,4213,1807.5454,1419.5253,1612.2125,1007.8841,1758.4723,1175.542,1976.4067,1358.193,2734.1035,1959.3684,1545.4024,987.369,1744.2022,1158.1655,2110.9167,1435.8271,2472.1589,1729.4523,2372.8238,1622.0541,1961.5268,1230.5006,2463.2904,1573.8965,1798.8264,1242.6575,3032041,1640330,218.6847246,96.3628198,91.2016776,28.1900996,259.7748726,,,38996,173415,624548,0,0,941,0,1627,3627.666667,0,30734,921,5.780809,0,7.1792394,,
3/6/21,202109,FL,12,-2442,-889,-3214,-4784,-8253,1833,855.14,3873,1516.3386,1171.2764,1374.698,820.7293,1469.57,944.9009,1641.5211,1089.8228,2277.2838,1577.1132,1307.7864,799.6288,1459.0113,930.8181,1767.8943,1158.0596,2055.9981,1391.8134,1989.343,1309.3257,1669.464,999.281,2084.5992,1275.526,1496.3419,997.5356,3480937,1929985,242.7928732,87.3696752,0,27.5606989,280.7380856,,,36416,156910,590238,0,0,920,0,1678,,,31620,886,4.7247136,0,6.5771928,,
3/13/21,202110,FL,12,-671,-239,-498,-1814,-3483,707,598.88,3487,,,,,,,,,,,,,,,,,,,,,,,,,,,4076435,2205660,284.5249659,82.6382789,0,35.5367712,278.8269878,,,4024,19166,64599,0,0,66,0,92,,,32225,605,4.4500281,0,5.0312602,,
1/4/20,202001,GA,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1802,0,0,0,0,0,0,892,2.6
1/11/20,202002,GA,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1802,0,0,0,0,0,0,893,2
1/18/20,202003,GA,13,,,,,,,672.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1745,0,0,0,0,0,0,894,2
1/25/20,202004,GA,13,,,,,,,751.19,,1337.5989,1271.664,1000.7486,955.0494,1173.7338,1120.4923,1495.0982,1428.4307,1938.3202,1856.2412,932.0753,889.3641,1169.88,1115.2765,1505.2661,1439.0453,1995.9523,1912.411,1820.0211,1735.7062,1248.9005,1194.2838,1435.1406,1369.7327,1404.2616,1342.9267,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1829,0,0,0,0,0,0,897,2.2
2/1/20,202005,GA,13,,,,,,,749.6,,1529.7267,1465.8716,1171.3898,1129.9807,1366.7009,1317.5534,1715.4676,1649.518,2152.0696,2072.0203,1097.8517,1058.896,1368.8699,1317.7887,1725.5886,1663.3266,2210.6414,2125.7643,2031.4586,1947.3747,1431.6684,1382.0856,1632.3236,1570.9671,1609.8328,1551.993,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1795,0,0,0,0,0,0,900,2.5
2/8/20,202006,GA,13,,,,,,,730.14,,1463.1561,1438.4761,1158.2696,1141.2952,1319.7543,1299.2835,1627.1515,1601.2203,2009.9668,1976.6944,1077.1117,1060.9451,1316.7472,1296.1998,1648.6536,1621.9348,2071.3323,2037.8038,1900.8848,1866.3319,1404.1062,1382.6627,1545.9903,1520.9102,1527.5118,1505.4975,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1781,0,0,0,0,0,0,901,2.5
2/15/20,202007,GA,13,793,275,1237,222,24,-47,831.07,,1962.3496,1899.0392,1400.3239,1355.0716,1694.7679,1642.6215,2238.9254,2169.3474,3036.944,2947.1819,1324.9237,1283.4276,1720.379,1665.2564,2261.0418,2191.1599,3034.5076,2944.5053,2674.7228,2584.131,1741.6829,1680.0696,2139.7645,2074.6076,2137.2975,2077.9283,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1759,0,0,0,0,0,0,903,2.2
2/22/20,202008,GA,13,457,-2312,-627,500,-4245,777,813.3,,1853.7483,1774.1013,1318.5753,1263.257,1591.6476,1531.1599,2069.7629,1984.3406,2922.9188,2792.3785,1233.2678,1187.2302,1605.288,1538.3288,2107.6736,2016.9609,2936.2538,2808.355,2554.6732,2443.4784,1659.169,1574.3994,2033.9938,1943.6326,2001.9197,1930.9434,0,0,0,0,0,0,0,4.955055001,,0,0,0,0,0,0,0,0,1746,16,0,0,0,0,0,903,2.1
2/29/20,202009,GA,13,8471,2713,1951,1292,2094,-310,849.69,,1804.4469,1752.8842,1409.8403,1356.1471,1619.9945,1576.7968,2016.9091,1964.4685,2552.129,2506.3387,1327.7647,1285.8167,1621.6412,1570.8134,2027.6782,1972.7436,2622.4216,2571.7971,2385.1958,2316.4912,1707.4815,1635.624,1929.3893,1862.2206,1911.378,1874.5309,0,0,0,0,0,0,0,3.596124442,,0,0,0,0,0,0,0,0,1858,121,0,0,0,0,0,904,2
3/7/20,202010,GA,13,9909,4617,2035,1836,1202,-20,857.34,,1697.4467,1630.8395,1350.0177,1284.9396,1525.5939,1471.6059,1888.5319,1822.7216,2375.7179,2300.0065,1262.8393,1209.7331,1535.7982,1474.9565,1891.7784,1825.1359,2455.5794,2370.7598,2225.2527,2136.8231,1614.3439,1528.7089,1819.2598,1739.6427,1792.1903,1739.8,0,0,0,0,0,0,0,3.306879521,0.4,4,0,0,0,0,0,0,0,1753,8,0,0,0,0,0,908,2.4
3/14/20,202011,GA,13,9555,13736,6655,1991,369,-97,810.62,,1208.917,1109.2703,956.6616,869.9023,1113.5452,1026.8589,1380.621,1276.3022,1658.4222,1550.7608,907.2526,832.7781,1122.6183,1031.0085,1387.0445,1281.115,1673.2933,1555.5842,1535.8426,1415.8,1152.0551,1042.7161,1301.0656,1194.6454,1285.6276,1196.8992,0,0,0,0,0,0,0,4.57165864,2.1,60,0,466,0,0,1,0,0,1782.333333,42.33333333,1,1,0,0,0,908,3.5
3/21/20,202012,GA,13,-9149,12996,3272,-1014,-15240,3181,579.06,,792.2244,722.2596,704.6884,639.5213,788.7753,729.1108,898.0571,830.7487,893.8508,833.0356,684.2282,628.1049,805.6275,740.8368,911.2264,841.0192,865.3325,802.4529,861.7812,790.3689,792.0581,716.4756,844.7424,775.6605,821.4663,764.9469,0,0,0,0,0,0,0,4.76897733,7.8,441,0,3515,0,0,13,0,0,1758.333333,20,20,19,0,0,0,907,5.5
3/28/20,202013,GA,13,-26276,-3325,-677,-5364,-27565,4813,450.76,,558.4588,495.4756,508.9563,452.5646,578.3766,522.051,638.0133,574.7477,580.1378,524.0927,515.3682,463.5154,595.6765,535.7388,637.3351,572.6485,541.4962,486.4597,558.8657,496.5982,554.2007,490.6417,595.8755,532.0713,582.5539,528.5649,0,0,0,0,0,0,0,2.941679532,13.6,1859,0,10099,0,0,55,0,617,1847.333333,118.3333333,69,49,0,0,0,908,5.6
4/4/20,202014,GA,13,-27667,-895,-2241,-7505,-33498,5222,419.63,,556.1616,484.0417,509.6646,446.5926,575.6848,514.4068,634.0048,564.5621,572.4385,512.9552,518.6852,461.8582,592.688,527.2962,633.7628,562.3665,531.3851,472.0971,544.242,477.0122,556.2963,484.1271,582.9952,511.3677,579.1643,521.49,0,0,0,0,0,0,0,1.40361268,10,3794,0,12257,0,0,132,0,622,1958.333333,242.3333333,201,132,0,0,0,913,5
4/11/20,202015,GA,13,-19877,-5465,-1356,-8955,-39276,5730,417.67,,503.1535,428.685,448.0416,385.2962,521.8527,459.3243,574.0822,504.6382,525.7736,465.4275,463.7686,406.4035,539.0483,471.758,569.9951,498.7948,482.151,422.7372,489.2584,422.8976,489.2549,417.8034,527.6447,455.3211,527.824,469.0427,0,0,0,0,0,0,0,0.859858851,7.8,5999,0,25432,0,0,227,0,1240,1968,263,429,228,3.8124163,9.239350913,4.182808,912,4.1
4/18/20,202016,GA,13,-14434,-4865,-2533,-8448,-35034,5241,469.47,,493.0104,374.1605,455.0422,346.7026,524.4845,410.6655,567.2274,444.7297,497.3176,400.057,481.3161,373.6757,539.4899,418.5893,558.3619,436.8454,452.5139,360.6344,469.4549,367.0944,474.5586,359.345,519.3526,399.9191,527.4258,419.694,0,0,0,0,0,0,0,0.439323633,8,5510,0,27581,0,0,245,0,941,1941.333333,259.3333333,673,244,3.7689699,58.67730772,3.5141613,909,3.3
4/25/20,202017,GA,13,-13056,-3856,-2739,-7722,-32901,5303,507.82,,618.1341,506.2233,565.7653,468.7552,650.9644,553.1847,701.7192,595.3282,625.67,533.6798,595.4927,503.159,670.3844,565.133,691.4294,583.7791,571.002,483.5021,584.6315,488.2047,588.1229,484.0502,645.4161,537.8899,657.314,563.3721,0,0,0,0,0,0,0,0.309982023,6.8,5026,0,41677,0,0,231,0,906,1950.333333,289.3333333,907,234,3.7281058,57.84201685,4.315507,909,2.8
5/2/20,202018,GA,13,-7319,-292,1634,-4862,-29642,4271,588,,773.0679,618.9123,710.9826,577.1901,809.3112,673.6365,869.9289,722.3231,790.0901,657.5942,746.7337,617.1344,831.3461,686.1366,860.656,712.6273,721.9192,596.4823,728.6586,595.4642,737.8136,595.5,793.6005,649.1803,822.0397,688.5113,0,0,0,0,0,0,0,0.341179232,6.2,5611,0,51496,0,0,270,0,1061,1882,243,1177,270,3.7882826,52.27384932,3.9059169,912,2.5
5/9/20,202019,GA,13,-4630,1930,3416,-3640,-26758,4051,664.74,,1037.3158,845.0884,943.3531,774.9082,1078.5928,913.5527,1174.3584,997.7078,1086.6798,926.2471,997.1055,833.2034,1105.819,929.3106,1162.792,984.4029,990.9794,838.2301,987.0333,828.1152,979.0855,802.0461,1055.8505,881.6554,1113.6008,951.0937,0,0,0,0,0,0,0,0.226161442,5.2,4226,0,46624,0,0,226,0,600,1914.666667,288.6666667,1403,226,3.4610595,49.52134394,3.6648897,908,2.2
5/16/20,202020,GA,13,-4366,1779,5191,-3308,-24837,3654,546.83,,1055.0631,854.3188,947.7885,773.6778,1089.2539,916.8159,1193.0141,1007.7645,1122.61,951.4395,999.3631,829.6338,1111.5447,927.854,1179.8234,993.2947,1036.8545,872.6631,1025.7649,857.6864,983.9645,802.0694,1082.4427,899.8135,1132.3754,960.6115,0,0,0,0,0,0,0,0.115537043,5.2,4615,0,81550,0,0,192,0,748,1892.666667,286.6666667,1598,195,2.3147191,33.33787462,2.8339124,910,2.1
5/23/20,202021,GA,13,-3850,1698,4173,-2495,-24024,3613,824.11,,1202.442,983.652,1055.536,866.9487,1229.5267,1042.8105,1367.3346,1161.8393,1337.2361,1137.6841,1109.7819,929.8688,1252.4376,1052.5212,1357.3569,1148.2524,1241.8426,1048.5001,1214.1537,1016.4653,1126.903,919.7188,1241.1172,1037.6092,1293.284,1106.2841,0,0,0,0,0,0,0,0.152462379,5,4985,0,61865,0,0,219,0,676,1853.333333,260.3333333,1822,224,2.9116202,0,3.2043566,912,2
5/30/20,202022,GA,13,-4465,922,3656,-3031,-27954,3713,837.01,,1154.2769,937.7959,1003.8808,822.6022,1176.2872,990.9109,1310.5625,1102.7746,1302.015,1093.4448,1050.9122,877.9971,1195.8241,998.8189,1303.8638,1093.3697,1212.9967,1010.4472,1183.0003,979.6402,1068.2998,866.1684,1195.5379,992.0876,1244.2626,1055.9508,0,0,0,0,0,0,0,0.284522643,4.5,4154,0,74341,0,0,192,0,510,1730,154,2004,182,2.6851558,0,3.6992743,917,2
6/6/20,202023,GA,13,-1413,2876,6926,-1686,-20724,2958,881.18,,1264.1439,1013.0197,1091.7064,881.961,1282.2919,1062.7272,1436.1014,1194.0955,1448.0076,1205.0446,1143.1687,941.2217,1300.1057,1068.6319,1427.3635,1181.6735,1358.1326,1122.1258,1310.909,1074.1204,1174.3321,941.2728,1305.8955,1070.2585,1363.8687,1141.2638,0,0,0,0,0,0,0,0.275913092,4.8,5023,0,85986,0,0,171,0,741,1732.666667,153.6666667,2178,174,2.9349832,0,3.5327654,917,2
6/13/20,202024,GA,13,-1929,1742,5898,-1252,-20760,2920,947.74,,1312.9519,1060.6736,1112.4014,904.1782,1318.8764,1099.6001,1497.1617,1251.5484,1553.4496,1300.9284,1158.8654,960.3895,1334.9828,1102.5037,1493.6351,1242.0735,1461.7112,1218.1295,1414.4358,1165.6195,1214.5494,975.0191,1370.5477,1132.0194,1418.241,1195.7067,0,0,0,0,0,0,0,0.199680309,5,5492,0,76322,0,0,272,0,562,1700.333333,121.3333333,2447,269,3.5486726,0,4.1269626,915,2.3
6/20/20,202025,GA,13,-701,2888,7703,-135,-20751,2506,989.94,,1391.6835,1115.5801,1182.792,947.7587,1392.918,1151.9073,1582.7075,1312.0888,1660.0109,1386.1778,1228.6868,1005.3573,1407.5047,1152.5594,1583.8927,1306.3175,1563.5709,1297.5564,1512.5271,1238.2683,1296.2068,1026.6096,1451.5022,1188.2044,1501.4277,1257.5084,0,0,0,0,0,0,0,0.279841711,6.6,7008,0,88923,0,0,196,0,613,1743.666667,177.6666667,2642,195,3.392581,0,4.0583878,918,3.1
6/27/20,202026,GA,13,-2255,1555,5919,-16,-22099,2742,994.98,,1277.9118,1024.9467,1083.268,868.0197,1275.1439,1054.0811,1452.4372,1202.1939,1528.4093,1271.9309,1119.4177,917.39,1289.6692,1055.7181,1448.3802,1190.5178,1452.7553,1202.1113,1397.5304,1137.3826,1187.2509,936.371,1340.1397,1094.2662,1376.4019,1153.1923,0,0,0,0,0,0,0,0.182644065,10.8,11176,0,101203,0,0,134,0,852,1774,211,2776,134,4.1079483,0,5.4533521,920,4.4
7/4/20,202027,GA,13,-577,3577,6307,-828,-29290,2848,999.54,,1265.0752,974.7786,1073.0065,829.1861,1265.058,1008.5139,1441.122,1149.7313,1514.0516,1205.6311,1115.5128,879.402,1278.6571,1010.2624,1441.4559,1144.8325,1426.6497,1128.0543,1379.7534,1080.5603,1181.5617,901.2374,1328.0482,1048.2285,1363.4095,1096.8842,0,0,0,0,0,0,0,0.192750068,17.4,18334,0,138878,0,0,81,0,1054,1826,272,2857,81,6.1132342,0,7.391243,920,5.9
7/11/20,202028,GA,13,-2296,284,5202,-591,-25507,2954,1006.2,,1235.6515,977.7181,1049.1835,827.7009,1227.8767,1002.7572,1399.5253,1146.5719,1486.8888,1223.7753,1080.8495,872.0981,1242.6805,1005.1264,1399.9025,1140.7116,1413.4585,1153.6815,1353.3816,1087.814,1153.9565,895.6922,1305.2789,1055.3292,1327.3726,1099.7141,0,0,0,0,0,0,0,0.589203129,22.1,21082,0,144758,0,0,139,0,1462,1903,341,2996,139,6.5332778,0,7.4109755,918,6.6
7/18/20,202029,GA,13,-1774,928,6935,-1240,-24179,2850,1019.35,784,1260.7735,987.9713,1063.4384,829.161,1249.6919,1011.8273,1426.6911,1158.3836,1529.9885,1257.6186,1092.3241,872.8753,1262.9766,1011.7581,1431.7613,1156.2459,1454.9733,1184.3244,1388.8095,1109.5214,1172.9449,901.3972,1327.4622,1061.7104,1356.2335,1115.8865,0,0,0,0,0,0,0,0.740637294,22.2,25471,0,171598,0,0,172,0,1756,2068,509,3169,173,6.5457422,0,7.1688368,917,6.6
7/25/20,202030,GA,13,-2583,474,5977,-1231,-24536,2871,1023.72,1594,1231.7611,974.2247,1032.086,812.7764,1212.1878,988.1295,1398.8061,1141.0448,1524.0332,1250.4612,1057.9678,854.5209,1228.2561,990.8633,1401.2908,1135.593,1452.3213,1180.773,1378.9973,1103.8744,1142.0496,882.1939,1301.0032,1045.3985,1329.623,1099.8966,0,0,0,0,0,0,0,0.289242471,17.6,25316,0,187117,0,0,327,0,2068,2044,478,3494,325,6.522488,0,6.9483604,919,5.9
8/1/20,202031,GA,13,-2164,645,6165,-1438,-24168,2704,1021.42,1737,1297.5838,1040.5081,1084.9083,864.3696,1285.002,1058.5467,1486.1283,1223.5448,1609.4417,1333.2695,1117.2799,913.302,1301.9992,1061.4592,1489.9596,1218.6451,1525.1128,1252.1776,1460.8808,1180.2583,1201.6908,939.3783,1372.7706,1111.3435,1409.1155,1177.6263,0,0,0,0,0,0,0,0.160814717,14.3,24824,0,194456,0,0,330,0,1966,2046,473,3825,331,7.7002377,0,9.4844876,921,5.3
8/8/20,202032,GA,13,-1687,397,5851,-1432,-23587,2564,1035.24,1448,1283.3964,1026.9132,1079.9196,854.9306,1269.6259,1042.7589,1458.7483,1201.7291,1584.655,1320.4078,1104.7715,899.6876,1290.5832,1048.4271,1464.2079,1198.1667,1504.8354,1239.9992,1449.7273,1168.8971,1191.1888,925.9257,1358.3951,1095.2333,1388.3568,1161.9585,0,0,0,0,0,0,0,0.506593618,13.5,23415,0,189290,0,0,361,0,1561,2031.666667,444.6666667,4186,361,5.9201334,0,6.9246013,924,4.7
8/15/20,202033,GA,13,-3163,-829,4472,-1787,-22879,2534,1032.87,1690,1267.8971,1013.2967,1069.1311,841.9313,1249.201,1022.208,1441.0757,1180.0876,1586.1514,1317.2527,1083.437,879.7277,1264.0414,1021.7547,1443.2495,1173.59,1532.7739,1258.0688,1460.9249,1171.9955,1173.7103,903.6633,1341.9839,1075.7373,1377.3942,1149.8333,0,0,0,0,0,0,0,,11.5,21741,0,172632,0,0,483,0,1472,2096.666667,508.6666667,4669,483,6.6516685,0,7.5285165,925,3.9
8/22/20,202034,GA,13,-2745,-1133,1529,-1339,-9052,2505,1004.93,2562,1157.9816,918.6853,982.1869,769.4206,1149.2577,932.2921,1318.5695,1067.9158,1427.6858,1172.9459,997.3516,804.5894,1160.311,931.4811,1319.414,1061.415,1385.4813,1124.1318,1323.7337,1051.5095,1075.97,821.3682,1233.1116,979.6421,1256.6417,1039.665,0,0,0,0,0,0,0,,10.2,17054,0,161104,0,0,423,0,1297,2104.666667,520.6666667,5092,423,6.1998083,0,6.945842,926,3.4
8/29/20,202035,GA,13,-2998,-1489,114,-1457,-7261,2561,966.65,1621,1078.6014,839.7722,911.1745,700.4844,1067.4711,854.001,1223.2177,978.9056,1308.312,1060.5924,930.7064,740.1616,1080.5024,854.0221,1221.5767,969.2669,1263.9755,1010.1514,1220.9062,953.6396,1000.3649,747.9571,1145.5941,893.069,1160.116,948.7517,0,0,0,0,0,0,0,,6.7,15536,0,163009,0,0,484,0,1208,2008.666667,421.6666667,5576,484,6.223738,0,7.618209,927,3
9/5/20,202036,GA,13,-2089,-895,300,-1358,-7442,2045,1023.45,1696,1157.9263,922.6769,989.2333,778.0487,1156.4674,940.0465,1324.8835,1072.7613,1409.7704,1149.0797,1009.4287,817.9698,1172.2397,941.6335,1320.6683,1062.075,1358.6554,1095.0676,1312.2804,1037.5048,1091.8838,836.9154,1234.1812,977.9191,1251.4096,1033.8919,0,0,0,0,0,0,0,,6.9,13790,0,148550,0,0,401,0,968,1948,355,5977,401,6.0803062,0,6.9262777,927,2.8
9/12/20,202037,GA,13,-3053,-1425,2609,-1982,-12573,2155,1011.44,3488,1143.1261,904.3025,960.7454,748.9556,1140.9306,916.7838,1314.4505,1051.3405,1421.8674,1145.7978,982.5441,789.2824,1153.191,916.0846,1313.6862,1044.3816,1367.9253,1088.3591,1320.5688,1031.573,1063.0738,804.4048,1229.1621,962.7639,1244.0725,1017.4835,0,0,0,0,0,0,0,0,5.8,11357,0,123528,0,0,310,0,826,1971.666667,390.6666667,6287,310,4.6753449,0,5.0575232,930,2.7
9/19/20,202038,GA,13,-3557,-1876,4100,-3131,-18758,2096,993.04,1883,1088.1545,862.0916,928.7834,718.5267,1090.3005,875.1008,1250.9087,998.007,1342.695,1086.2453,951.1291,760.1996,1103.1649,873.8596,1246.2649,988.1719,1295.8737,1034.0156,1240.3226,965.998,1015.1624,760.5508,1169.3987,910.8766,1188.4828,973.4351,0,0,0,0,0,0,0,0,4.9,12116,0,151132,0,0,312,0,1011,1850.333333,268.3333333,6599,312,5.042958,0,5.5570111,930,2.6
9/26/20,202039,GA,13,-2881,-1458,4611,-2522,-17789,2411,971.29,1153,1128.3698,846.0648,969.3254,716.0553,1124.3446,867.7381,1283.7412,981.0058,1369.0544,1043.0946,987.5317,756.3773,1137.7316,863.2103,1279.9892,968.0707,1324.0941,1000.4953,1273.7596,946.7815,1062.3311,762.0001,1202.0822,894.312,1215.9682,949.4002,0,0,0,0,0,0,0,0,4.4,8852,0,136966,0,0,315,0,815,1924,335,6914,315,3.8967674,0,4.0103298,933,2.6
10/3/20,202040,GA,13,-1981,-302,3954,-2165,-16768,2136,962.93,1959,1227.419,913.6682,1049.4629,763.6584,1216.5564,932.3331,1386.9796,1063.6054,1493.0811,1150.0642,1068.3373,809.6575,1232.4755,930.4582,1383.7153,1051.2575,1447.7756,1095.4403,1384.5179,1028.8431,1146.3238,808.7617,1303.3557,964.3307,1321.5274,1035.3174,0,0,0,0,0,0,0,0,4.9,8205,0,129026,0,0,220,0,771,1873.666667,276.6666667,7133,219,4.6692972,0,5.7060752,930,2.7
10/10/20,202041,GA,13,-2942,-977,4079,-1983,-17930,2234,949.8,1898,1102.9541,853.6929,930.1265,698.5228,1093.5012,861.0183,1253.3968,986.8774,1369.821,1091.7756,949.9457,740.6239,1104.7105,857.3815,1253.787,978.7919,1325.3421,1040.4332,1266.8996,967.8573,1020.0932,743.5333,1179.856,900.5513,1197.3412,965.0866,0,0,0,0,0,0,0,,5.6,8191,0,131168,0,0,259,0,687,1826.666667,225.6666667,7393,260,5.4527397,0,6.6184933,930,3.1
10/17/20,202042,GA,13,-2601,-822,5587,-1664,-19113,2539,978.7,1913,1101.4651,862.1184,934.4121,704.268,1093.487,861.4599,1264.7615,998.9984,1378.8914,1105.436,947.506,739.8712,1109.1269,862.9334,1263.0703,989.3704,1336.6443,1054.7169,1279.8935,984.4934,1026.5255,751.0919,1191.0898,915.579,1201.86,970.729,0,0,0,0,0,0,0,,6.4,9115,0,148119,0,0,214,0,739,1863,242,7607,214,5.4224787,0,6.8399124,932,3.2
