date,epiweek,region,fips,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,apple_mobility,cdc_hospitalized,dex,dex_a,dex_income_1,dex_income_1_a,dex_income_2,dex_income_2_a,dex_income_3,dex_income_3_a,dex_income_4,dex_income_4_a,dex_education_1,dex_education_1_a,dex_education_2,dex_education_2_a,dex_education_3,dex_education_3_a,dex_education_4,dex_education_4_a,dex_race_asian,dex_race_asian_a,dex_race_black,dex_race_black_a,dex_race_hispanic,dex_race_hispanic_a,dex_race_white,dex_race_white_a,Stage_One_Doses,Stage_Two_Doses,smoothed_covid_vaccinated,smoothed_tested_positive_14d,smoothed_wearing_mask,smoothed_travel_outside_state_5d,smoothed_spent_time_1d,kinsa_cases,covidnet,positiveIncrease,negativeIncrease,totalTestResultsIncrease,onVentilatorCurrently,inIcuCurrently,deathIncrease,recovered,hospitalizedIncrease,Observed Number,Excess Higher Estimate,death_jhu_cumulative,death_jhu_incidence,fb_survey_cli,google_survey_cli,fb_survey_wili,Number of Facilities Reporting,CLI Percent of Total Visits
3/14/20,202011,X,US,32,97,141,-27,-12,7,761.97,,42766.5493,38533.297,39003.7614,34725.211,40165.8368,36273.2013,45793.7474,41571.163,57836.386,53274.0372,35720.1411,31872.1862,40020.732,36170.5387,47400.0081,43144.3848,59123.7082,54087.014,51388.9384,47170.0499,43776.4214,39159.6325,47302.8651,42708.1622,45021.5169,40894.4738,0,0,0,0,0,0,0,5.10483724,0.7,3802,5909,37186,0,0,38,0,21,174511.6667,1772,59,42,0,0,0,3626,3.4
3/21/20,202012,X,US,-159,65,15,-200,-178,78,516.98,,28802.1464,25742.9452,27649.3901,24469.3866,28646.5654,25899.2719,31407.26,28533.7257,33621.4906,30564.9629,27226.9976,24312.6411,28996.64,26244.835,32025.1679,29087.3447,32202.7488,28947.8064,30939.8586,27931.2714,29505.1931,26050.8592,32191.184,28846.7984,29360.5016,26646.2796,0,0,0,0,0,0,0,4.891688871,2.9,26086,60578,232970,0,0,270,0,1994,175402.6667,3838.666667,480,421,0,0,0,3623,5.9
3/28/20,202013,X,US,-291,-99,-81,-330,-290,122,384.53,,18950.1368,16558.7482,18656.096,16145.9526,19200.2025,17007.3644,20717.953,18445.1537,20508.4461,18205.7364,18990.4603,16619.1156,19656.8139,17416.6185,20876.175,18544.0393,19013.5654,16748.3042,18914.9865,16601.5015,19083.855,16391.3192,21307.3887,18633.9331,19112.9157,17001.7818,0,0,0,0,0,0,0,2.880773413,7.7,100537,255891,598136,1108,5265,1997,412,14252,183155.3333,12641.33333,2948,2468,0,0,0,3642,6.7
4/4/20,202014,X,US,-294,-105,-111,-350,-321,129,374.43,,17988.7555,15381.7373,17952.685,15275.1607,18278.9478,15972.5016,19496.547,17163.9779,19010.2319,16754.3198,18272.3925,15793.8944,18705.5009,16360.9556,19677.4408,17266.6127,17617.7315,15359.0534,17782.1387,15406.3217,18439.7839,15559.8579,20132.0988,17341.3408,17962.3123,15822.6199,0,0,0,0,0,0,0,1.546892241,9.5,185083,431128,929820,3804,27908,6944,1787,30495.5,201397.3333,32582,11161,8213,0,0,0,3640,6.8
4/11/20,202015,X,US,-306,-98,-96,-365,-338,135,385.68,437,17456.4964,14593.6271,17089.1802,14232.6745,17647.3615,15195.1931,19002.6244,16563.0026,18837.7361,16437.0853,17561.6153,14930.2732,18103.3858,15608.2529,19207.9152,16650.2633,17315.4615,14918.2637,17096.3818,14615.1492,17489.0509,14466.3299,19294.6468,16349.0986,17575.3734,15294.6777,0,0,0,0,0,0,0,0.921628993,9.2,215540,452415,1087932,29521,71575,12906,6923,45653.25,214498,47413,25802,14641,0.039314034,0.373985197,0.040891276,3629,6
4/18/20,202016,X,US,-310,-135,-154,-358,-325,131,414.62,463,15019.5666,11000.6536,15049.0619,11027.2139,15513.5907,11728.362,16514.2512,12651.1319,15918.1447,12369.2652,15580.8621,11646.0128,15932.0919,12047.4839,16568.6402,12634.0308,14614.3081,11208.7351,14784.4483,11223.5512,15062.0289,10974.1606,16781.8989,12534.3111,15316.3223,11730.4241,0,0,0,0,0,0,0,0.566402947,10,199735,477171,1102841,41917,100698,14437,15804,36394.375,208436,43470.33333,40959,15157,0.015103129,2.490342381,0.015829882,3630,4.9
4/25/20,202017,X,US,-281,-104,-60,-338,-312,124,466.65,373,20754.789,16469.9714,20311.7913,16174.9089,21157.598,17415.9443,22623.188,18801.1273,22065.1681,18372.5153,21017.8132,17092.3646,21683.3648,17861.8736,22752.3465,18817.8429,20236.0044,16623.0039,20015.29,16368.3827,20175.4349,15974.4091,22780.5128,18489.1784,21063.7719,17469.0349,0,0,0,0,0,0,0,0.487900747,9.6,210618,242586,1534726,38083,102580,13555,33482,32591.8125,202792.3333,39861,56486,15527,0.013568059,2.486751767,0.014885914,3618,4.2
5/2/20,202018,X,US,-245,-70,12,-312,-298,107,516.84,516,23941.2249,18715.7621,23611.7083,18562.8245,24378.1882,19786.8708,25941.5628,21237.8997,25277.4338,20732.0536,24370.4238,19544.8148,25000.226,20293.2118,26104.4752,21272.2728,23231.2169,18779.7842,22923.9683,18484.5917,23295.9538,18197.0613,26056.437,20923.9352,24283.302,19826.7998,0,0,0,0,0,0,0,0.388695513,9.3,193181,560410,1706740,33815,94028,12759,35363,35660.3438,192171.3333,31541.33333,69867,13381,0.014599455,0.865922766,0.0163329,3628,3.7
5/9/20,202019,X,US,-211,-25,66,-290,-277,102,583.14,472,30838.6687,24700.5151,29780.8385,23890.5961,31200.489,25937.309,33680.7095,28308.1447,33737.5255,28477.8538,30781.8867,25208.6075,32005.8538,26613.8759,33930.3702,28383.9752,31022.4072,25763.2364,29979.3931,24880.0956,29521.547,23625.1594,33263.9389,27427.4751,31571.9592,26420.3831,0,0,0,0,0,0,0,0.331303841,8.2,175330,688991,2006149,39592,85950,12672,34688,32065.8281,187235.3333,28395.66667,82146,12279,0.010216418,0.843409852,0.011728461,3627,3.1
5/16/20,202020,X,US,-202,-36,101,-278,-263,97,470.21,452,31269.7136,25265.2053,30269.521,24419.3186,31620.8835,26446.6079,34088.2206,28865.9574,34377.9976,29290.8434,31070.7209,25588.08,32320.2777,27049.4411,34399.7546,28980.2557,31874.4694,26692.9009,30699.5863,25697.5678,29963.4008,24109.1366,33925.0042,28214.5973,32007.6813,26964.4696,0,0,0,0,0,0,0,0.190475405,7.7,159204,918259,2524981,42471,76174,9793,34225,22816.5859,182530.6667,25292,92159,10013,0.01057592,0.496582905,0.012409791,3630,2.7
5/23/20,202021,X,US,-175,-26,162,-263,-250,90,729.13,417,37270.5115,30227.798,35550.8767,28712.5765,37486.3633,31377.148,40716.6491,34516.7378,42230.9087,36227.1971,36383.968,29990.7104,38198.1677,31989.8835,41252.3945,34799.6443,39393.3933,33110.13,37258.6474,31342.3492,35573.4773,28637.6728,40284.4072,33659.6152,38399.1003,32395.2029,0,0,0,0,0,0,0,0.293713477,7.4,156520,1119749,2979135,34872,65686,8151,83761,25419.207,176237.3333,20097.33333,100655,8496,0.012077268,0,0.01415379,3656,2.4
5/30/20,202022,X,US,-164,-25,280,-254,-260,87,765.8,309,36973.3834,30044.9082,35239.9265,28499.172,37050.358,31038.1449,40330.3079,34221.0728,42207.4585,36342.3873,35843.8616,29556.8192,37787.3844,31660.8295,40914.882,34563.5769,39555.7586,33318.0521,37390.1273,31543.1657,35198.2125,28383.9124,40063.7156,33572.9217,38126.0598,32208.6559,0,0,0,0,0,0,0,0.329334972,6.1,143492,1111590,3014648,29171,58612,6576,124049,34657.3965,171525.6667,16074.66667,107217,6562,0.011836239,0,0.014656013,3677,2
6/6/20,202023,X,US,-134,-5,268,-231,-213,74,808.97,208,41401.964,33114.2104,39166.9641,31242.552,41249.5133,33984.2017,45217.8433,37751.1285,48293.1418,41057.4071,39756.8598,32300.5411,42008.1308,34625.9246,45914.6456,38213.0502,45408.7859,37746.0252,42169.4095,35068.3123,39425.7736,31421.3752,44707.3812,37020.7865,42795.0716,35572.2013,0,0,0,0,0,0,0,0.282301903,4.8,148076,1290876,3484487,25885,50583,5712,57506,20550.8018,170283.6667,15244,113146,5929,0.012760412,0,0.015931952,3679,1.8
6/13/20,202024,X,US,-115,-5,348,-212,-205,66,876.77,278,43738.8903,35295.1867,41046.7072,32942.2374,43350.3718,35971.1778,47720.8946,40117.6474,52064.7844,44790.8195,41438.6106,33889.0395,44057.7219,36542.7451,48674.6136,40791.0396,49195.7679,41296.3408,45477.5735,38128.7661,41997.1037,33625.687,47415.9757,39650.6184,45290.7004,37941.6389,0,0,0,0,0,0,0,0.297390549,4,144360,1220295,3431096,20995,43575,5257,47303,16411.5991,168525.6667,13925.66667,118287,5141,0.01144831,0,0.014369134,3679,1.9
6/20/20,202025,X,US,-100,4,416,-196,-203,59,920.96,246,46033.1724,37060.727,42863.4755,34076.5941,45448.0768,37505.6723,50195.8623,42064.4066,55432.1637,47807.8229,43269.2059,35147.41,46250.9567,38151.5972,51272.1824,42810.5244,52533.9393,44077.6619,48348.11,40355.6735,44368.2361,35160.9602,49884.9439,41577.3695,47814.1428,39943.118,0,0,0,0,0,0,0,0.215160842,4,177047,1330226,3823458,17858,38665,4189,51769,16046.2004,168851,14221.33333,122457,4170,0.011129473,0,0.013780811,3687,2.3
6/27/20,202026,X,US,-107,-7,396,-192,-209,61,938.82,469,43987.6334,35468.0041,41228.8607,32819.6896,43445.9229,35844.718,47775.2972,40018.4871,52833.2058,45774.5364,41337.1047,33597.6116,44093.0326,36385.6514,48801.7472,40727.6714,50451.6565,42421.2096,46163.8947,38585.6126,42555.6869,33714.2218,47885.8671,40028.878,45625.2724,38134.4983,0,0,0,0,0,0,0,0.261344529,4.5,255686,1379688,4467897,15603,37127,3783,49902,20203.8998,170295,15957.66667,126333,3876,0.012754154,0,0.01549191,3697,3.1
7/4/20,202027,X,US,-96,18,449,-194,-246,63,934.52,824,41992.111,32761.5036,39448.7261,30472.4588,41492.2912,33160.0753,45676.1019,37047.6926,50205.2423,42603.5591,39790.3635,31362.4369,42187.3735,33708.3143,46591.3325,37718.2572,47974.6589,39350.543,43980.1642,35961.67,40767.1248,31491.2755,45829.7972,37513.488,43547.7668,35264.148,0,0,0,0,0,0,0,0.345472847,6,341790,1611721,4976934,14376,38425,3484,107003,22776.0501,173710.3333,20117.66667,129986,3653,0.017158208,0,0.020839821,3699,3.8
7/11/20,202028,X,US,-110,-16,368,-194,-223,62,951.9,924,41302.3947,33236.702,39024.5793,30880.8512,40761.1795,33472.2098,44762.2706,37343.1238,49853.6043,43465.068,38930.8057,31461.0444,41296.5859,33916.0483,45766.6692,38058.0912,47947.3742,40365.0586,43490.9076,36269.9779,40397.186,31798.9786,45353.5228,38068.2755,42891.2082,35719.0213,0,0,0,0,0,0,0,0.481005561,7.7,388804,1640252,5389280,14943,40722,4627,83574,31580.9749,178645.6667,25481.66667,135236,5250,0.017652628,0,0.020958303,3696,4.2
7/18/20,202029,X,US,-103,-10,422,-197,-215,61,968.02,18497,41929.1522,33247.7742,39217.6172,30590.9822,41114.257,33296.8935,45577.4987,37483.107,51120.8413,43866.6241,39093.9696,31159.1865,41713.2204,33795.6927,46628.202,38217.2853,49041.909,40661.4779,44329.9216,36341.3033,41040.3516,31830.8644,45983.8263,37927.5465,43552.4545,35791.0957,0,0,0,0,0,0,0,0.477695922,8,458510,1795905,6072005,16030,43756,5161,107551,31103.0125,181006.6667,28323.33333,140802,5566,0.017880803,0,0.020847726,3700,4.1
7/25/20,202030,X,US,-107,-21,399,-202,-216,61,970.53,32634,41599.7603,33123.244,38632.3,30215.3854,40721.9718,32984.0914,45409.6968,37286.9085,51286.967,43982.0755,38516.9576,30721.7861,41309.6792,33453.0686,46442.0456,38038.1153,49367.3277,40927.0408,44323.4453,36358.9567,40769.7712,31698.375,45642.3771,37644.7105,43376.2011,35616.0848,0,0,0,0,0,0,0,0.430077183,7.6,464577,1922307,6081469,17528,61304,6352,136613,33335.4937,183146.6667,30666,147245,6443,0.015477983,0,0.018577684,3706,3.7
8/1/20,202031,X,US,-102,-19,403,-198,-219,59,981.58,38110,42825.7195,34309.7436,39892.5804,31283.3069,42050.7461,34176.0381,46909.6507,38588.3571,52952.6415,45462.4843,39863.9874,31846.0127,42673.1128,34630.4395,47882.4678,39309.7662,51089.366,42442.1846,45927.0711,37815.686,42001.5519,32792.1258,47030.0827,38881.4661,44807.1877,36873.7931,0,0,0,0,0,0,0,0.343657975,6.9,435314,1646952,6072995,19126,73121,8018,160121,32894.7531,183051,30972.66667,155203,7958,0.014018558,0,0.016853089,3702,3.3
8/8/20,202032,X,US,-97,-18,406,-197,-218,57,993.77,33286,43227.3845,34187.9689,40292.4757,31108.8927,42387.3061,33994.0444,47059.4191,38376.6197,53364.1766,45509.2596,40137.9004,31655.0153,42918.7831,34440.0227,48095.0218,39123.8803,51576.5129,42486.5235,46351.4816,37754.0793,42012.5122,32304.9095,47404.8768,38802.8665,45093.8218,36741.3113,0,0,0,0,0,0,0,0.342727838,6.3,368335,1652348,5655233,18639,70199,7258,156589,35842.1234,181980,29804,162494,7291,0.013377115,0,0.016316062,3723,3
8/15/20,202033,X,US,-103,-26,394,-198,-217,54,1008.49,31210,43457.9402,34317.08,40221.4404,30801.3519,42388.783,33832.5419,47465.0619,38469.0426,54670.5057,46375.6209,39894.0847,31353.6675,42963.4676,34276.3177,48540.5468,39271.0765,53092.1831,43468.0528,47371.8992,38378.1625,42101.0169,32043.4284,47754.0664,38903.8163,45542.6949,36890.5607,0,0,0,0,0,0,0,,5.6,368167,1752065,6042112,17715,65059,7504,153512,27076.9383,182382.3333,30198.33333,169571,7077,0.011711332,0,0.014162378,3722,2.6
8/22/20,202034,X,US,-106,-32,351,-201,-211,54,998.55,30301,42143.2298,32940.5302,38795.3916,29422.1521,40965.6654,32352.2619,46059.645,36867.2813,53431.2849,44605.9944,38226.6346,29574.6981,41444.994,32707.8153,47218.8592,37764.5339,52172.9638,42223.1625,46572.3109,37435.6885,40886.7621,30863.9939,46231.9904,37014.5373,44206.5952,35395.502,0,0,0,0,0,0,0,,5.2,301751,1584011,5779717,16589,60496,6901,147426,23045.5309,179943,27410,176395,6824,0.010612065,0,0.012589657,3729,2.3
8/29/20,202035,X,US,-111,-39,288,-206,-207,56,956.87,28977,39473.1118,30372.804,36431.6003,27147.0815,38220.5382,29791.4351,42896.6681,34017.8082,48981.2934,40461.3398,35894.5179,27338.7344,38726.5651,30187.0173,43910.4302,34769.5833,47839.1666,38368.1705,42997.6379,34095.8225,38531.9709,28581.4831,43275.0809,34032.2856,41003.5432,32519.0924,0,0,0,0,0,0,0,,4.3,287834,1514609,5700338,14824,54088,6523,136363,20011.2346,176150.3333,23267.66667,182735,6340,0.009269665,0,0.01095891,3733,2.2
9/5/20,202036,X,US,-94,-23,341,-188,-209,47,979.32,27168,41131.5569,32764.6329,38552.4154,29577.0846,40410.2605,32243.3068,44999.896,36466.9695,51041.1991,43003.8811,38142.119,29820.1157,40796.5036,32558.8383,46051.7706,37325.2961,49749.9005,40782.2858,45368.3601,36935.405,40926.4188,31288.6005,45693.2519,36858.4105,42955.0292,34835.8951,0,0,0,0,0,0,0,,4,284486,1493965,6089096,14190,49101,5903,142900,17906.3827,174245.3333,20709,188611,5876,0.010259099,0,0.012335384,3729,2
9/12/20,202037,X,US,-110,-40,316,-211,-241,55,955.38,27427,40057.1461,31621.2047,37181.1178,28129.0907,39380.2939,31056.6941,44055.029,35241.4625,50305.6149,41890.1919,36897.1086,28468.5063,39809.9726,31384.2004,45068.7582,36063.8049,48913.4789,39589.7435,44491.6314,35756.4279,39543.1174,29770.807,44651.1822,35509.2954,42075.1357,33706.1555,0,0,0,0,0,0,0,0,3.8,238150,1382872,5513014,12836,45881,5107,116996,16505.8086,172811.6667,18896,193753,5142,0.009291724,0,0.009044245,3730,2
9/19/20,202038,X,US,-105,-42,271,-205,-189,48,948.3,24200,38169.7493,29685.2578,35818.7459,26595.8807,37667.6114,29190.9274,41948.61,33031.2828,47683.3248,38963.7833,35489.8488,26886.4931,38014.3229,29474.1751,42895.7781,33772.328,46368.8922,36886.6152,42171.8925,33174.9882,37979.6865,27984.2882,42576.2323,33092.2158,40050.273,31589.4285,0,0,0,0,0,0,0,0,3.7,279447,1625912,6561215,11143,43716,5551,118773,16404.5957,174035.6667,19155.66667,199258,5505,0.008904247,0,0.007536775,3748,2
9/26/20,202039,X,US,-107,-45,228,-211,-185,48,920,24288,38624.2654,28792.5645,35984.1749,25697.8622,37955.2237,28377.8997,42140.924,32087.4635,47909.8797,37960.5737,35763.5314,26135.8426,38346.5724,28673.7067,43056.2357,32782.1821,46609.3458,35880.4602,42368.0474,32312.5839,38248.9256,27201.2021,42951.9061,32226.3494,40332.3038,30707.3227,0,0,0,0,0,0,0,0,4.1,309025,1700552,6978167,10845,43263,5281,154385,16726.7022,176628,20744.33333,204649,5391,0.008156879,0,0.006812685,3756,2.1
10/3/20,202040,X,US,-102,-35,156,-208,-180,46,901.85,26793,41252.0939,30416.8616,38501.3191,27059.0084,40481.9691,29967.5274,44979.2802,33994.8586,51100.2086,40201.1466,38348.2315,27622.9573,40899.3913,30309.9979,45918.4793,34685.0214,49695.6613,37933.1598,45303.1059,34237.0576,40953.1576,28670.2679,45795.1899,33888.7398,43008.2822,32514.7021,0,0,0,0,0,0,0,0,4.3,298062,1591408,7252659,10609,43161,4786,126197,17452.6489,173890.6667,17208.66667,209521,4872,0.008806285,0,0.007227295,3756,2.3
10/10/20,202041,X,US,-106,-36,194,-203,-182,46,902.09,32395,37435.6207,28469.7617,34979.2822,25203.9552,36837.5691,27856.7965,41073.3502,31625.4751,46983.0855,37598.2584,34702.8208,25562.0645,37355.185,28260.9871,41852.3713,32253.2272,45741.1715,35557.5128,41546.0577,32070.2479,37378.1805,26877.8739,41769.8333,31611.4255,39342.9595,30337.8175,0,0,0,0,0,0,0,,5.3,335915,1545070,7801261,11214,45650,4836,125319,20818.6755,178950,21372,214608,5087,0.01043729,0,0.012077238,3758,2.7
10/17/20,202042,X,US,-110,-44,149,-205,-186,52,900.21,36143,37234.8597,28807.8164,34859.3769,25237.1907,36768.403,27987.7897,41028.1817,31830.7123,47379.3138,38227.1446,34499.7144,25545.0389,37238.705,28372.8554,41995.5596,32619.3485,46138.9082,36144.1303,41743.8282,32427.6017,37522.1498,27104.0724,41695.9963,31751.8862,39456.6059,30638.898,0,0,0,0,0,0,0,,6.1,383946,1584805,8015743,12145,50051,4874,132974,22114.6622,174341,15893,219808,5200,0.00937509,0,0.011705293,3756,2.9
10/24/20,202043,X,US,-116,-48,103,-204,-176,51,882.8,40512,38900.6599,30012.3988,36382.6412,26123.0787,38436.1122,29129.9297,43015.9317,33281.8126,49440.7557,39681.4267,36140.211,26565.9835,38906.7096,29537.0378,43870.4889,33983.4196,48185.5968,37561.375,43701.2252,33821.0983,39059.3492,27962.6953,43721.3503,32968.9746,41240.4258,31921.0441,0,0,0,0,0,0,0,,7.1,467677,1810919,8385710,14248,57140,5671,161190,37903.1689,178140.3333,18743,225650,5842,0.009193099,0,0.011362305,3761,3.3
10/31/20,202044,X,US,-117,-40,13,-218,-178,55,849.9,45016,39955.0175,30726.2369,37701.864,26979.385,39698.3965,29931.4395,44313.8062,34123.7845,50324.3323,40084.1709,37432.7055,27405.7992,40214.3475,30358.5294,45315.5452,34921.3296,48901.2227,37926.1937,44807.3441,34482.9494,40189.757,28671.4473,44966.0547,33629.5132,42313.5575,32608.1672,0,0,0,0,0,0,0,,8.9,558457,1872841,9004561,16491,64137,5722,176748,27731.4156,180775.3333,20341.33333,231627,5977,0.007550163,0,0.008726313,3752,3.7
11/7/20,202045,X,US,-116,-52,43,-228,-178,55,786.68,54307,34474.1701,25451.2075,32331.5246,22303.5768,34231.9306,24791.3013,38225.2523,28286.4649,43541.3585,33386.2741,32196.7328,22716.4829,34671.0087,25190.1812,39042.0694,28928.0418,42291.3894,31495.8615,38718.5839,28717.844,34392.4583,23647.2425,38670.591,27803.1572,36534.2801,27061.0343,0,0,0,0,0,0,0,,11.8,832498,1945234,9866820,19425,74530,6997,205119,32744.2922,189343,28171.66667,238852,7225,0.009664794,0,0.010292693,3758,4.6
11/14/20,202046,X,US,-126,-57,-23,-240,-186,63,762.02,68677,36553.8745,28273.0358,34463.5971,24523.713,36681.9489,27473.1338,40962.7416,31277.2631,46477.1293,36636.3848,34494.298,25070.7481,37232.8262,27932.3221,41782.0549,31975.3622,45003.7508,34548.3957,41220.3594,31393.7474,36895.2249,26108.5073,41226.051,30519.8827,39153.8478,29945.5593,0,0,0,0,0,0,0,,15.9,1015651,1913891,10606933,23988,87230,7791,257287,41921.3539,191666,29679.66667,246805,7953,0.014820864,0,0.014874297,3756,5.5
11/21/20,202047,X,US,-137,-49,-50,-238,-181,64,756.58,80629,37773.81,29772.818,35917.1433,25755.4522,37992.5316,28650.5873,42551.1619,32689.267,48583.5915,38510.6885,35797.3103,26204.8052,38661.7993,29231.8113,43368.1168,33415.5264,46905.1111,36200.1932,43136.4311,33000.8358,38399.2419,27385.6381,43237.9473,32225.9644,40565.8567,31262.5053,0,0,0,0,0,0,0,,17.7,1196566,2446311,12437050,32194,107055,10228,338873,48916.3231,197379.3333,33985.33333,257665,10860,0.018064302,0,0.019964551,3762,6.3
11/28/20,202048,X,US,-173,-45,-53,-271,-284,86,707.67,85185,40269.8805,31595.5333,37821.0431,26773.8316,40719.8401,30462.4415,45786.6526,34961.9933,51861.0599,40997.7081,38207.7918,27685.3027,41448.4302,31093.7298,46603.1352,35631.7853,49543.2076,37945.173,45801.4769,34883.4642,40203.3528,28393.7765,45870.8912,34081.5287,43676.8414,33396.2982,0,0,0,0,0,0,0,,18.1,1143990,2348747,12358063,40463,122850,10187,435599,49389.8385,199491.6667,34707.33333,268474,10809,0.01798945,0,0.020559623,3764,6.8
12/5/20,202049,X,US,-139,-60,-112,-249,-186,69,726.42,94248,36879.9453,28799.5529,34893.1218,24475.3343,37608.2925,27843.2195,41983.9992,31710.1911,47148.8498,36537.6613,35398.3045,25400.7969,38232.0956,28367.3925,42748.6686,32326.8228,44820.274,33854.7442,41326.9413,30791.1908,37098.5331,25812.187,41941.0282,30458.8752,39933.2927,30246.9413,0,0,0,0,0,0,0,,18.9,1337551,1149340,12064235,47132,135737,15033,478858,59034.0808,206603.6667,41036.66667,284192,15718,0.019152269,0,0.022217832,3766,6.9
