date,epiweek,region,fips,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,apple_mobility,cdc_hospitalized,dex,dex_a,dex_income_1,dex_income_1_a,dex_income_2,dex_income_2_a,dex_income_3,dex_income_3_a,dex_income_4,dex_income_4_a,dex_education_1,dex_education_1_a,dex_education_2,dex_education_2_a,dex_education_3,dex_education_3_a,dex_education_4,dex_education_4_a,dex_race_asian,dex_race_asian_a,dex_race_black,dex_race_black_a,dex_race_hispanic,dex_race_hispanic_a,dex_race_white,dex_race_white_a,kinsa_cases,covidnet,positiveIncrease,negativeIncrease,totalTestResultsIncrease,onVentilatorCurrently,inIcuCurrently,deathIncrease,recovered,hospitalizedIncrease,Observed Number,Excess Higher Estimate,death_jhu_cumulative,death_jhu_incidence,fb_survey_cli,google_survey_cli,fb_survey_wili,Number of Facilities Reporting,CLI Percent of Total Visits
3/21/20,202012,X,US,-159,65,15,-200,-178,78,516.98,,28802.1464,25742.9452,27664.3275,24482.7854,28673.6976,25921.8893,31442.4881,28564.1547,33658.1207,30593.3089,27243.2018,24329.0962,29023.5999,26267.0128,32061.2968,29119.1367,32240.6822,28974.7433,30964.9401,27954.374,29510.3117,26059.7651,32215.5871,28869.9219,29395.4396,26673.9908,4.891688871,2.9,26284,154287,209873,0,0,271,0,1999,175298,3825.333333,464,406,0,0,0,3613,5.9
3/28/20,202013,X,US,-291,-99,-81,-330,-290,122,384.53,,18950.1368,16558.7482,18659.8708,16148.1326,19211.0517,17014.7071,20735.9236,18459.1192,20528.99,18220.3031,18991.2608,16620.8982,19672.2484,17427.7552,20895.8074,18559.4226,19027.6924,16755.4052,18924.1118,16607.9544,19083.6283,16393.3081,21317.0078,18642.4086,19129.6734,17013.2429,2.880773413,7.6,100826,474228,579874,1139,5265,1998,5806,14278,183002.6667,12727,2891,2427,0,0,0,3631,6.7
4/4/20,202014,X,US,-294,-105,-111,-350,-321,129,374.43,,17988.7555,15381.7373,17958.0215,15280.8936,18289.7218,15984.055,19513.1259,17180.8386,19025.9455,16770.8621,18280.0864,15803.5546,18719.869,16374.4248,19693.5826,17284.8928,17627.5252,15369.3474,17790.0426,15417.3469,18437.68,15564.0313,20137.4742,17350.4314,17977.0999,15836.9864,1.546892241,9.5,185013,721691,913578,3811,27908,6947,47871,30577.5,201259,32507.33333,10892,8001,0,0,0,3633,6.8
4/11/20,202015,X,US,-306,-98,-96,-365,-338,135,385.68,411,17456.4964,14593.6271,17091.397,14238.8447,17656.6459,15208.6218,19017.7612,16583.5922,18854.6045,16459.6345,17568.1405,14941.5908,18116.5639,15624.918,19223.8397,16671.9185,17327.8095,14936.2468,17103.67,14628.8599,17486.6664,14473.8572,19300.7384,16361.9661,17590.0314,15312.8992,0.921628993,9.2,215334,826521,1057432,29529,71633,12906,102499,45552.25,214323,47081.33333,25530,14638,0.053061873,0.373985197,0.056197791,3623,6
4/18/20,202016,X,US,-310,-135,-154,-358,-325,131,414.62,443,15019.5666,11000.6536,15056.8384,11036.9584,15528.1883,11743.8116,16525.781,12668.8036,15932.6667,12389.7372,15593.101,11660.4585,15947.3481,12063.5815,16582.6586,12653.4347,14625.096,11225.4141,14793.9405,11238.5508,15067.9453,10987.2584,16787.3107,12547.0606,15331.067,11747.7051,0.566402947,10,199712,832206,1074725,41908,100714,14435,161374,36479.375,208163.6667,42702,40567,15037,0.020384586,2.490342381,0.021755358,3626,4.9
4/25/20,202017,X,US,-281,-104,-60,-338,-312,124,466.65,365,20754.789,16469.9714,20317.9038,16182.1705,21168.3407,17429.0449,22639.7343,18823.1004,22081.9259,18396.9834,21031.2768,17107.17,21698.0337,17877.7199,22770.6112,18841.9667,20246.6335,16642.0593,20023.4975,16383.0479,20174.085,15982.0778,22785.9911,18501.0758,21079.956,17488.6694,0.487900747,9.6,210626,1277870,1527704,38075,102566,13554,298023,32615.8125,202591.3333,38974.33333,55988,15421,0.018312713,2.486751767,0.020458042,3613,4.2
5/2/20,202018,X,US,-245,-70,12,-312,-298,107,516.84,504,23941.2249,18715.7621,23617.1446,18565.0726,24394.2739,19799.8524,25962.6323,21260.6316,25294.4077,20755.1232,24383.0342,19554.4959,25019.3054,20308.3949,26125.9093,21296.1745,23244.5745,18798.2748,22934.2574,18498.8619,23296.5801,18202.7113,26062.9161,20931.2744,24304.1911,19846.8305,0.388695513,9.3,193060,1432771,1685970,33808,94018,12763,401797,36865.3438,192036.3333,30324.66667,69535,13547,0.019704781,0.865922766,0.022446667,3619,3.7
5/9/20,202019,X,US,-211,-25,66,-290,-277,102,583.14,467,30838.6687,24700.5151,29794.9234,23890.0866,31227.9212,25954.3033,33710.4974,28334.7497,33766.9591,28509.266,30804.7814,25218.4862,32036.8291,26632.3684,33965.2508,28415.2645,31044.0994,25786.1423,29995.1074,24895.6502,29532.7482,23633.8252,33279.3314,27434.717,31603.7687,26444.9361,0.331303841,8.2,175259,1709960,1946058,39589,85934,12659,332326,32295.8281,187095.3333,26712.66667,81817,12282,0.013789027,0.843409852,0.016118685,3616,3.1
5/16/20,202020,X,US,-202,-36,101,-278,-263,97,470.21,418,31269.7136,25265.2053,30279.2753,24405.9619,31649.0493,26454.6937,34119.7261,28886.4277,34413.1826,29319.9705,31092.583,25587.6877,32350.7342,27060.1013,34434.0499,29002.9462,31904.9085,26714.2546,30720.7245,25708.8259,29969.1349,24105.1999,33945.5441,28216.5529,32041.5964,26982.8917,0.190475405,7.6,159095,2203111,2471612,42468,76188,9480,345119,22958.5859,182348,23262,91792,9975,0.014274244,0.496582905,0.017055052,3623,2.7
5/23/20,202021,X,US,-175,-26,162,-263,-250,90,729.13,415,37270.5115,30227.798,35578.6047,28696.9255,37523.853,31379.2358,40765.3205,34536.477,42281.315,36257.4641,36417.9007,29984.109,38239.2093,31995.0852,41306.3043,34823.9773,39441.2171,33133.0288,37293.2612,31350.377,35591.2168,28628.4604,40312.5762,33648.8219,38449.8621,32413.1976,0.293713477,7.3,156409,2654148,2868208,34871,65679,8220,452794,25974.207,176000.6667,17873.33333,100348,8556,0.016300603,0,0.019451869,3646,2.4
5/30/20,202022,X,US,-164,-25,280,-254,-260,87,765.8,308,36973.3834,30044.9082,35268.9843,28471.2873,37093.543,31035.7619,40379.4706,34234.8936,42258.5087,36366.5015,35877.3392,29538.7616,37832.1862,31660.6974,40969.7633,34580.4364,39603.3155,33335.658,37423.4819,31543.7093,35219.4893,28368.9748,40099.3609,33558.8578,38178.3363,32219.9295,0.329334972,6.1,143464,2626202,2929564,29173,58603,6553,829918,35026.3965,171949.3333,14506,106985,6637,0.015975288,0,0.020142085,3665,2
6/6/20,202023,X,US,-134,-5,268,-231,-213,74,808.97,185,41401.964,33114.2104,39214.2849,31207.4119,41309.423,33974.1394,45287.1834,37761.0874,48366.4374,41082.4873,39808.5726,32277.4287,42071.8511,34620.1236,45987.0964,38224.9869,45482.5538,37761.2772,42221.8234,35064.3037,39461.9344,31396.5001,44762.6324,36999.0839,42866.3276,35579.9102,0.282301903,4.9,148073,3066070,3389088,25884,50590,5720,909638,20471.8018,170710,13825.66667,113102,6117,0.017222638,0,0.021895636,3667,1.8
6/13/20,202024,X,US,-115,-5,348,-212,-205,66,876.77,224,43738.8903,35295.1867,41096.528,32882.5944,43416.3504,35944.3848,47797.6941,40111.6925,52159.281,44813.0861,41495.917,33848.5389,44126.6732,36516.8623,48759.2188,40787.5906,49288.2807,41306.3335,45538.9097,38110.9601,42039.7878,33581.6089,47475.1794,39603.1419,45375.8589,37938.6527,0.297390549,4,144338,3111379,3326832,20994,43583,5265,441364,16508.5991,168953,12677.66667,118316,5214,0.015451702,0,0.01974782,3670,1.9
6/20/20,202025,X,US,-100,4,416,-196,-203,59,920.96,219,46033.1724,37060.727,42925.2442,34002.615,45527.6245,37470.2035,50292.2296,42054.0527,55545.3331,47825.8743,43339.7698,35094.4486,46335.5645,38119.1875,51381.385,42805.7906,52642.5724,44077.7248,48427.2976,40332.7658,44421.6436,35102.1946,49961.7254,41519.1872,47916.8811,39933.9695,0.215160842,4,177158,3356389,3651458,17872,38668,4220,434089,16168.2004,169188,12992.66667,122540,4224,0.015021371,0,0.018939275,3677,2.3
6/27/20,202026,X,US,-107,-7,396,-192,-209,61,938.82,424,43987.6334,35468.0041,41300.2336,32728.7769,43530.1633,35790.6978,47868.5594,39987.596,52948.0232,45772.3872,41413.6876,33529.0072,44180.782,36335.739,48911.4559,40703.8529,50564.689,42401.8353,46239.3741,38539.4765,42617.7904,33640.007,47967.4483,39951.7948,45729.2258,38107.1916,0.261344529,4.6,255873,3623051,4202113,15609,37130,3809,458209,20190.8998,170712.6667,14904,126483,3943,0.017214191,0,0.021290876,3690,3.1
7/4/20,202027,X,US,-96,18,449,-194,-246,63,934.52,749,41992.111,32761.5036,39523.4996,30372.4006,41588.9124,33103.5276,45780.0575,37011.02,50329.3407,42601.8729,39870.9223,31283.5069,42284.8315,33654.8106,46711.1826,37688.8693,48098.2465,39329.4904,44065.2997,35912.8942,40831.1144,31408.844,45926.2615,37436.0156,43661.8484,35233.1315,0.345472847,6,341067,4164033,4709725,14366,38424,3499,641569,23253.0501,174051,18935.33333,130127,3644,0.023158312,0,0.028640629,3690,3.8
7/11/20,202028,X,US,-110,-16,368,-194,-223,62,951.9,814,41302.3947,33236.702,39094.3885,30750.4155,40857.416,33393.0599,44867.325,37286.7828,49975.5723,43440.7924,39011.3898,31358.4502,41400.8208,33847.4801,45880.7067,38003.9376,48069.0704,40318.3946,43578.9122,36203.1007,40472.6974,31702.2842,45437.4609,37951.2101,43007.6438,35667.8854,0.481005561,7.8,389249,4291326,5138138,14948,40726,4662,797432,32020.9749,178981.6667,24190.66667,135359,5232,0.023825627,0,0.028803462,3688,4.2
7/18/20,202029,X,US,-103,-10,422,-197,-215,61,968.02,18104,41929.1522,33247.7742,39278.6243,30430.6069,41212.3447,33201.9726,45698.231,37419.1402,51246.815,43823.7583,39186.9624,31048.4744,41813.6263,33704.2267,46754.7638,38150.3483,49172.0597,40603.375,44412.032,36249.9177,41109.2343,31706.0884,46077.4851,37797.39,43673.7584,35726.0688,0.477695922,8.2,458015,4946930,5894873,16034,43764,5167,818593,31514.0125,181401.6667,27091.33333,140825,5466,0.024133593,0,0.028651494,3691,4.1
7/25/20,202030,X,US,-107,-21,399,-202,-216,61,970.53,31917,41599.7603,33123.244,38735.7933,30043.9701,40837.167,32864.4596,45547.8112,37199.6635,51446.0576,43929.8003,38626.6872,30585.7564,41433.9651,33339.686,46591.4821,37950.3418,49540.7998,40860.1224,44438.6059,36253.5137,40861.6207,31551.9537,45759.3666,37486.1149,43525.8816,35534.1027,0.430077183,7.8,464077,5120934,6086895,17524,61298,6357,975203,33771.4937,183622.6667,29618.33333,147233,6408,0.020890524,0,0.025531724,3690,3.7
8/1/20,202031,X,US,-102,-19,403,-198,-219,59,981.58,36859,42825.7195,34309.7436,40009.8223,31070.7019,42194.7999,34031.9358,47076.0989,38478.6358,53139.4672,45388.6731,39993.252,31678.1238,42818.746,34489.2006,48064.7729,39199.2071,51288.3181,42346.1004,46069.5315,37684.8116,42129.399,32625.774,47183.1032,38693.4697,44983.59,36767.0649,0.343657975,7,434644,5025387,6187554,19128,73128,7997,1223728,33824.7531,183462,29814.33333,155202,7969,0.018920749,0,0.023161575,3690,3.3
8/8/20,202032,X,US,-97,-18,406,-197,-218,57,993.77,32569,43227.3845,34187.9689,40416.1736,30872.1625,42528.0235,33823.2331,47224.319,38248.2537,53552.3743,45416.9743,40269.437,31465.0513,43068.7895,34279.6146,48276.2269,38992.3192,51780.2604,42373.9799,46487.1448,37592.7988,42135.5563,32105.6163,47559.0158,38585.6732,45273.6179,36618.1154,0.342727838,6.5,367861,4666178,5576469,18625,70185,7288,1269795,36258.1234,182167,28574.33333,162470,7268,0.018054997,0,0.022423527,3708,3
8/15/20,202033,X,US,-103,-26,394,-198,-217,54,1008.49,30768,43457.9402,34317.08,40374.7188,30543.0979,42569.984,33648.3906,47655.1317,38314.1914,54885.3228,46251.4624,40048.974,31133.8484,43137.8199,34092.5462,48748.3653,39116.8531,53323.5618,43317.2158,47533.4544,38188.5008,42245.8341,31812.2136,47936.2804,38647.773,45752.0091,36744.1708,,5.7,367742,4831410,5759276,17713,65065,7489,1231875,27571.9383,182215.6667,28732.66667,169524,7054,0.015806702,0,0.019463672,3710,2.6
8/22/20,202034,X,US,-106,-32,351,-201,-211,54,998.55,30034,42143.2298,32940.5302,38957.07,29148.0512,41147.2148,32150.0068,46263.4508,36702.5816,53645.3351,44455.5099,38387.0925,29343.343,41629.9753,32513.2088,47442.9598,37598.5472,52397.9909,42039.3016,46737.5398,37221.8344,41042.1731,30615.1576,46419.0403,36739.9338,44425.0928,35234.7396,,5.3,300750,4667384,5659059,16592,60486,6924,1221581,23149.5309,179042,25287.33333,176380,6856,0.014323029,0,0.017302245,3714,2.3
8/29/20,202035,X,US,-111,-39,288,-206,-207,56,956.87,28849,39473.1118,30372.804,36565.4629,26863.3009,38366.6638,29577.2598,43065.7944,33841.8048,49147.4427,40295.1425,36032.0154,27099.3972,38869.2868,29975.2155,44094.0758,34589.7716,48019.1436,38175.6842,43132.395,33873.9109,38650.1481,28312.4009,43428.7162,33753.1291,41178.6931,32345.1356,,4.4,285796,4601698,5538426,14827,54088,6526,1106177,20189.2346,174052.6667,20450.33333,182777,6397,0.012511201,0,0.015061074,3720,2.2
9/5/20,202036,X,US,-94,-23,341,-188,-209,47,979.32,27171,41131.5569,32764.6329,38753.3546,29222.7072,40617.6125,31973.0614,45236.9763,36241.1873,51282.52,42786.4574,38342.337,29521.0682,41006.8182,32292.4508,46313.6995,37095.0758,50007.3338,40534.8665,45566.6768,36652.1506,41109.2443,30950.5104,45908.4019,36497.1759,43199.9924,34614.1983,,4,284069,4907338,6020732,14191,49099,5890,1107181,18245.3827,169748,16746.66667,188608,5831,0.015629509,0,0.016952793,3717,2
9/12/20,202037,X,US,-110,-40,316,-211,-241,55,955.38,27343,40057.1461,31621.2047,37403.8331,27750.9138,39615.2283,30765.7747,44304.5362,34986.7091,50590.9413,41655.582,37114.5625,28143.9799,40040.7769,31096.2238,45351.8628,35803.7955,49215.3259,39326.209,44724.1617,35455.745,39770.1343,29425.0738,44896.2709,35122.0594,42349.9079,33462.8434,0,3.8,238224,4405131,5475299,12832,45879,5111,1030219,16673.8086,167420,13967,193753,5145,0.012540974,0,0.012429707,3713,2
9/19/20,202038,X,US,-105,-42,271,-205,-189,48,948.3,24188,38169.7493,29685.2578,36050.0011,26184.5518,37905.4853,28862.7828,42213.7025,32747.855,47979.086,38689.073,35722.9716,26535.5801,38261.1242,29158.7582,43187.0047,33478.1815,46669.316,36575.0294,42401.0803,32832.7272,38204.5689,27595.0905,42828.5426,32664.1247,40329.8396,31311.5706,0,3.7,278391,4795396,6147388,11135,43612,5532,967531,16597.5957,167240,12804,199347,5594,0.012017999,0,0.010357958,3731,2
9/26/20,202039,X,US,-107,-45,228,-211,-185,48,920,24297,38624.2654,28792.5645,36221.0784,25249.2254,38203.406,28021.6381,42414.1075,31772.5377,48219.422,37656.544,36006.1972,25751.6802,38607.8183,28328.6028,43355.4815,32456.6566,46923.6934,35541.5856,42606.6838,31937.0121,38493.3779,26785.1085,43212.7696,31758.8716,40619.2677,30398.4958,0,4.2,308675,5469897,6892211,10848,42668,5260,1087434,16796.7022,170333.3333,14995,204742,5395,0.011009282,0,0.009362825,3736,2.1
10/3/20,202040,X,US,-102,-35,156,-208,-180,46,901.85,26780,41252.0939,30416.8616,38756.2496,26529.3785,40729.3193,29532.1032,45273.6937,33616.7874,51423.9691,39830.8899,38594.3495,27155.4616,41167.5099,29888.6554,46233.6521,34288.9646,50036.8415,37530.8191,45557.8916,33789.9938,41203.2558,28166.3863,46058.9006,33329.6288,43317.2341,32141.7612,0,4.4,297455,5553446,7227649,10612,42587,4789,1133216,17661.6489,167352,11159.33333,209649,4907,0.011885781,0,0.009932632,3736,2.3
10/10/20,202041,X,US,-106,-36,194,-203,-182,46,902.09,32457,37435.6207,28469.7617,35233.7361,24585.9323,37105.4671,27355.516,41394.4556,31173.7483,47343.9199,37154.756,34951.8147,25021.4928,37650.9956,27776.6001,42193.1703,31780.6714,46125.9079,35079.3768,41817.8788,31532.0961,37656.4466,26296.8851,42059.55,30973.5854,39678.4344,29895.1326,,5.2,334676,5909430,7505726,11215,45145,4785,1076097,21182.6755,171195,14031.33333,214656,5007,0.014087137,0,0.016598017,3725,2.7
10/17/20,202042,X,US,-110,-44,149,-205,-186,52,900.21,36213,37234.8597,28807.8164,35191.1808,24495.4937,37110.9643,27373.4263,41403.4555,31256.7088,47823.1769,37661.4079,34819.297,24888.2618,37594.49,27772.4723,42421.1639,32026.5942,46589.3622,35523.2389,42081.4342,31755.7653,37873.9529,26390.4482,42051.9724,30974.0376,39865.0868,30079.739,,5.9,382592,5952337,7857133,12142,49517,4858,1134866,22383.6622,165710.6667,8110.666667,219681,5025,0.012653493,0,0.016086844,3722,2.9
10/24/20,202043,X,US,-116,-48,103,-204,-176,51,882.8,40606,38900.6599,30012.3988,36767.1199,25152.6963,38827.762,28304.907,43459.0985,32508.4538,49936.8726,38901.1977,36529.3188,25701.8297,39312.7746,28721.9388,44357.4768,33177.5633,48714.6226,36743.8667,44110.8004,32945.5369,39476.2837,27034.9009,44142.7743,31955.4214,41709.6209,31160.5289,,6.9,465354,6159056,7998448,14254,56486,5659,1202394,37993.1689,166749,8308,225383,5702,0.01240786,0,0.015615469,3723,3.2
10/31/20,202044,X,US,-117,-40,13,-218,-178,55,849.9,45142,39955.0175,30726.2369,38167.1172,25663.7734,40114.2916,28758.571,44782.7274,32985.3765,50843.0292,38936.4884,37895.6315,26208.8705,40667.1253,29198.858,45823.0563,33730.0401,49448.7187,36739.7275,45234.7099,33236.1894,40682.7598,27407.299,45437.5038,32243.4831,42812.3385,31498.4096,,8.3,554797,6523295,8634096,16493,63418,5673,1373289,27925.4156,162094.3333,6691.666667,231123,5740,0.010190402,0,0.011992766,3707,3.7
11/7/20,202045,X,US,-116,-52,43,-228,-178,55,786.68,54396,34474.1701,25451.2075,32773.9546,20821.2545,34632.2592,23435.518,38664.5217,26920.0033,44022.073,31943.2205,32631.8287,21333.141,35115.9646,23839.7622,39535.4379,27504.808,42782.4784,30031.7465,39129.204,27246.9661,34899.8997,22219.7014,39138.3269,26225.5816,37002.0591,25725.0151,,9.8,717271,6896672,9329913,19429,73663,6931,1567322,33795.2922,145572.3333,3241.333333,238013,6890,0.013044504,0,0.014145587,3707,4.4
11/14/20,202046,X,US,-126,-57,-23,-240,-186,63,762.02,69011,27176.3995,20761.6853,26040.6526,16557.6429,27508.8129,18736.3217,30698.5064,21484.7647,34894.6943,25316.1027,25962.5298,17003.0866,27957.7425,19064.4829,31320.6643,21913.3271,33914.9766,23856.971,31053.1818,21583.1379,28014.678,17797.1226,31082.952,20835.5032,29359.8927,20528.3252,,8.4,993345,7488764,10252688,23991,86397,7705,1862977,42464.3539,,,245591,7578,0.020003615,0,0.020442143,3693,4.9
11/21/20,202047,X,US,-59,-24,-30,-106,-78,26,635.53,44531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1167945,8536070,11843672,32202,105753,10077,2415277,49335.3231,,,255861,10270,0.02438126,0,0.023223363,,
1/4/20,202001,AL,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1080,0,0,0,0,0,0,892,2.6
1/11/20,202002,AL,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1125,33,0,0,0,0,0,892,2
1/18/20,202003,AL,1,0,0,0,0,0,0,668.26,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1039,0,0,0,0,0,0,893,2
1/25/20,202004,AL,1,0,0,0,0,0,0,751.43,,974.4922,923.034,833.245,795.0942,955.9998,913.2475,1158.5252,1109.0776,1473.2275,1413.9006,814.1475,778.5161,946.2339,903.4594,1154.811,1103.1075,1428.7309,1369.094,1394.2717,1334.4381,927.7474,887.6522,1073.0271,1026.4799,1045.8801,999.5107,0,,0,0,0,0,0,0,0,0,1053,0,0,0,0,0,0,896,2.2
2/1/20,202005,AL,1,0,0,0,0,0,0,743.38,,1124.3102,1080.5969,978.7571,948.4589,1108.1473,1072.5009,1349.9274,1306.2478,1637.8431,1584.322,950.563,922.4512,1109.877,1074.7878,1336.5588,1290.3386,1609.4791,1555.7062,1570.4412,1518.4603,1075.3065,1044.9048,1240.9783,1200.4664,1209.7008,1169.9915,0,,0,0,0,0,0,0,0,0,1025,0,0,0,0,0,0,899,2.5
2/8/20,202006,AL,1,0,0,0,0,0,0,741.91,,1156.6824,1131.5067,1007.289,989.8473,1146.4281,1126.8561,1375.646,1354.4954,1688.6549,1661.7174,990.0783,974.1741,1138.6249,1119.6565,1354.364,1332.1192,1657.5835,1628.1034,1606.469,1581.444,1104.3498,1086.2404,1278.0467,1257.4352,1244.1401,1223.3997,0,,0,0,0,0,0,0,0,0,1117,7,0,0,0,0,0,900,2.5
2/15/20,202007,AL,1,299,15,694,121,40,-19,817.08,,1295.817,1253.3075,1127.7801,1093.5869,1286.9604,1254.4929,1553.1574,1513.7768,1906.8144,1861.7512,1111.6524,1081.2109,1279.5996,1245.9549,1529.3606,1490.1056,1860.9482,1808.9491,1816.2701,1773.9444,1233.9542,1194.9839,1428.422,1389.1864,1401.3969,1365.7062,0,,0,0,0,0,0,0,0,0,1094,0,0,0,0,0,0,901,2.2
