date,epiweek,region,fips,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,apple_mobility,cdc_hospitalized,dex,dex_a,dex_income_1,dex_income_1_a,dex_income_2,dex_income_2_a,dex_income_3,dex_income_3_a,dex_income_4,dex_income_4_a,dex_education_1,dex_education_1_a,dex_education_2,dex_education_2_a,dex_education_3,dex_education_3_a,dex_education_4,dex_education_4_a,dex_race_asian,dex_race_asian_a,dex_race_black,dex_race_black_a,dex_race_hispanic,dex_race_hispanic_a,dex_race_white,dex_race_white_a,people_total,people_total_2nd_dose,smoothed_covid_vaccinated,smoothed_tested_positive_14d,smoothed_wearing_mask,smoothed_travel_outside_state_5d,smoothed_spent_time_1d,kinsa_cases,covidnet,positiveIncrease,negativeIncrease,totalTestResultsIncrease,onVentilatorCurrently,inIcuCurrently,deathIncrease,recovered,hospitalizedIncrease,Observed Number,Excess Higher Estimate,death_jhu_cumulative,death_jhu_incidence,fb_survey_cli,google_survey_cli,fb_survey_wili,Number of Facilities Reporting,CLI Percent of Total Visits
3/14/20,202011,X,US,32,97,141,-27,-12,7,761.97,,42766.5493,38533.297,39007.7603,34731.7344,40170.0552,36279.7081,45799.5934,41577.2958,57842.5822,53281.0595,35723.2191,31877.43,40025.426,36176.7032,47405.4743,43151.5557,59130.3851,54094.5859,51392.4937,47177.53,43778.5686,39167.7574,47308.1015,42716.8083,45027.3066,40901.7015,0,0,0,0,0,0,0,5.10483724,0.7,3805,6600,38855,0,0,37,0,21,174493.6667,1974,58,41,0,0,0,3626,3.4
3/21/20,202012,X,US,-159,65,15,-200,-178,78,516.98,,28802.1464,25742.9452,27649.9172,24472.3306,28648.9013,25903.3562,31410.3938,28537.661,33623.95,30567.8059,27227.779,24315.8659,28998.6458,26248.4342,32027.977,29091.8213,32204.818,28950.3614,30940.9252,27934.6559,29504.7128,26054.3148,32193.2034,28851.8728,29363.2477,26650.1485,0,0,0,0,0,0,0,4.891688871,3,26097,81351,242469,0,0,271,0,1994,175450.6667,4293.333333,475,417,0,0,0,3623,5.9
3/28/20,202013,X,US,-291,-99,-81,-330,-290,122,384.53,,18950.1368,16558.7482,18655.8541,16147.3315,19201.247,17009.5677,20719.4037,18447.2099,20510.0608,18207.4366,18990.2648,16620.7362,19658.245,17419.1341,20877.4426,18546.2884,19014.7955,16749.7109,18916.061,16603.6606,19082.8269,16392.8078,21307.4236,18636.2066,19114.11,17003.7431,0,0,0,0,0,0,0,2.880773413,7.7,100569,314653,594083,1108,5265,1997,412,14252,183068.3333,13190,2920,2445,0,0,0,3642,6.7
4/4/20,202014,X,US,-294,-105,-111,-350,-321,129,374.43,,17988.7555,15381.7373,17952.7189,15276.9365,18279.5152,15974.6066,19497.9782,17166.2011,19010.7086,16755.6188,18272.8304,15796.2193,18706.3344,16363.1136,19678.1477,17268.8551,17618.6198,15360.6433,17782.1191,15408.0299,18438.2824,15561.2734,20131.773,17343.3265,17963.2703,15824.6282,0,0,0,0,0,0,0,1.546892241,9.5,185085,528962,923971,3804,27908,6944,1787,30495.5,201349.3333,33101.33333,11163,8243,0,0,0,3640,6.8
4/11/20,202015,X,US,-306,-98,-96,-365,-338,135,385.68,437,17456.4964,14593.6271,17089.5175,14234.8186,17648.7533,15198.0813,19003.3066,16564.9259,18838.4227,16438.8698,17562.3348,14932.5434,18104.6557,15610.9014,19208.0814,16652.3179,17316.5959,14920.446,17096.0724,14616.6971,17487.5378,14467.9608,19294.3095,16351.0321,17576.4972,15296.9496,0,0,0,0,0,0,0,0.921628993,9.2,215575,583831,1073407,29521,71575,12906,6923,45653.25,214468.3333,47824.33333,25809,14646,0.040489285,0.373985197,0.042174664,3629,6
4/18/20,202016,X,US,-310,-135,-154,-358,-325,131,414.62,463,15019.5666,11000.6536,15049.2362,11028.7721,15514.9256,11730.4256,16515.5998,12653.197,15918.5725,12370.4939,15581.8552,11648.0403,15933.3269,12049.3494,16569.3616,12635.8068,14615.3528,11210.5743,14784.7458,11225.1407,15061.5904,10975.8931,16782.195,12536.1599,15317.4736,11732.2258,0,0,0,0,0,0,0,0.566402947,10,199652,594442,1096754,41917,100698,14437,15804,36394.375,208364.3333,43729.66667,40978,15169,0.015554621,2.490342381,0.016326708,3630,4.9
4/25/20,202017,X,US,-281,-104,-60,-338,-312,124,466.65,373,20754.789,16469.9714,20311.4257,16176.4825,21158.8577,17418.6107,22624.4612,18803.9076,22066.5589,18374.8081,21019.2503,17095.2696,21684.0391,17863.9019,22753.6132,18820.883,20237.0116,16625.2829,20015.8161,16370.7454,20173.9233,15975.8613,22781.2745,18492.3165,21065.086,17471.5762,0,0,0,0,0,0,0,0.487900747,9.6,210618,445136,1532873,38083,102580,13555,33482,32591.8125,202782.6667,40116.33333,56526,15548,0.013973662,2.486751767,0.015353114,3618,4.2
5/2/20,202018,X,US,-245,-70,12,-312,-298,107,516.84,516,23941.2249,18715.7621,23611.965,18564.9428,24380.2748,19789.9834,25943.625,21241.5049,25278.2604,20733.8877,24371.2748,19547.3336,25001.8975,20295.9447,26106.5121,21276.0503,23232.4279,18782.1725,22924.6786,18487.0374,23295.2073,18199.4169,26057.7838,20927.5659,24285.1435,19829.7787,0,0,0,0,0,0,0,0.388695513,9.3,193181,825499,1704112,33815,94028,12759,35363,35660.3438,192187.6667,31735.66667,69972,13446,0.015035891,0.865922766,0.016845514,3628,3.7
5/9/20,202019,X,US,-211,-25,66,-290,-277,102,583.14,472,30838.6687,24700.5151,29782.2935,23893.1798,31203.2584,25941.4227,33683.3477,28312.259,33739.393,28480.3971,30783.6622,25211.3059,32008.3949,26617.392,33932.7955,28388.4591,31024.1102,25765.9835,29980.5462,24883.5953,29521.5785,23628.4365,33265.3284,27431.4331,31574.5116,26423.9593,0,0,0,0,0,0,0,0.331303841,8.2,175330,998784,2007672,39592,85950,12672,34688,32065.8281,187231,28441.66667,82250,12278,0.010521827,0.843409852,0.012096563,3627,3.1
5/16/20,202020,X,US,-202,-36,101,-278,-263,97,470.21,452,31269.7136,25265.2053,30270.6141,24420.8582,31624.1097,26450.4701,34091.2361,28869.8044,34379.6438,29292.8646,31072.7229,25590.0504,32322.7833,27052.3304,34402.6501,28984.6927,31876.5417,26695.6054,30700.5378,25700.4599,29962.8995,24111.6818,33927.0983,28217.7098,32010.6827,26967.9314,0,0,0,0,0,0,0,0.190475405,7.7,159204,1302109,2517666,42471,76174,9793,34225,22816.5859,182515.6667,25213.66667,92267,10017,0.010892076,0.496582905,0.012799277,3630,2.7
5/23/20,202021,X,US,-175,-26,162,-263,-250,90,729.13,417,37270.5115,30227.798,35553.06,28713.1799,37489.6094,31380.2994,40720.9633,34520.9689,42234.3558,36230.0262,36387.6345,29992.6703,38201.6764,31992.6642,41256.3531,34804.2616,39396.3843,33113.2453,37260.6826,31345.2111,35572.5188,28638.8684,40286.4209,33661.4918,38403.3245,32398.9624,0,0,0,0,0,0,0,0.293713477,7.4,156520,1574313,2998063,34872,65686,8151,83761,25419.207,176193.3333,20052.66667,100767,8500,0.012438305,0,0.014598012,3656,2.4
5/30/20,202022,X,US,-164,-25,280,-254,-260,87,765.8,309,36973.3834,30044.9082,35242.214,28498.3724,37053.3379,31040.5913,40333.4358,34224.1634,42211.0293,36344.5535,35844.1282,29555.7049,37790.6977,31662.8716,40918.6798,34567.3092,39558.9078,33320.4512,37391.4466,31545.0599,35197.1868,28384.322,40064.4961,33573.5733,38129.8972,32211.4921,0,0,0,0,0,0,0,0.329334972,6.1,143492,1529246,3026009,29171,58612,6576,124049,34657.3965,171509.6667,16123.66667,107360,6593,0.012190071,0,0.015115997,3677,2
6/6/20,202023,X,US,-134,-5,268,-231,-213,74,808.97,208,41401.964,33114.2104,39169.8625,31240.8477,41254.1341,33986.9906,45221.8016,37754.1429,48297.8517,41059.5747,39758.9085,32300.1196,42012.2088,34627.2468,45919.3739,38216.9497,45414.0907,37749.057,42171.465,35069.4554,39424.269,31420.0296,44709.8387,37021.3156,42800.2037,35575.134,0,0,0,0,0,0,0,0.282301903,4.8,148076,1735166,3486105,25885,50583,5712,57506,20550.8018,170257.6667,15241,113410,6050,0.013141871,0,0.016431982,3679,1.8
6/13/20,202024,X,US,-115,-5,348,-212,-205,66,876.77,278,43738.8903,35295.1867,41051.6226,32939.9476,43355.9533,35972.4315,47726.2912,40119.9922,52072.2335,44794.4815,41443.5757,33889.0111,44063.3899,36543.0081,48680.3464,40794.3162,49202.4596,41299.6697,45482.0909,38131.3007,41998.6412,33625.6613,47420.7211,39650.8149,45297.1993,37944.2241,0,0,0,0,0,0,0,0.297390549,4,144360,1724738,3433929,20995,43575,5257,47303,16411.5991,168509.3333,13945,118561,5151,0.011790545,0,0.014820114,3679,1.9
6/20/20,202025,X,US,-100,4,416,-196,-203,59,920.96,246,46033.1724,37060.727,42868.3244,34073.0005,45453.3284,37505.4972,50202.1455,42066.2205,55438.8608,47810.2236,43272.3125,35144.902,46257.1744,38151.068,51278.2655,42812.9012,52542.0608,44080.8355,48352.6619,40357.5955,44370.3847,35160.4465,49889.7447,41577.0754,47821.4823,39945.0564,0,0,0,0,0,0,0,0.215160842,4,177047,1839416,3822774,17858,38665,4189,51769,16046.2004,168830,14326,122743,4182,0.011462177,0,0.014213327,3687,2.3
6/27/20,202026,X,US,-107,-7,396,-192,-209,61,938.82,469,43987.6334,35468.0041,41233.7961,32813.9807,43451.9103,35843.0709,47782.319,40019.6211,52840.6393,45776.2643,41341.0307,33594.4793,44100.4156,36384.4571,48808.405,40728.5709,50459.0941,42422.2198,46166.8843,38584.0394,42554.6371,33708.59,47889.3653,40025.7418,45632.7896,38135.3977,0,0,0,0,0,0,0,0.261344529,4.5,255686,1917938,4470491,15603,37127,3783,49902,20203.8998,170297.6667,16157.66667,126644,3901,0.013135426,0,0.015978129,3697,3.1
7/4/20,202027,X,US,-96,18,449,-194,-246,63,934.52,824,41992.111,32761.5036,39451.2572,30464.3111,41497.2959,33156.8544,45682.5508,37046.5176,50211.9188,42603.8177,39792.4901,31356.1474,42193.473,33706.0742,46597.1823,37716.8362,47982.1214,39350.5295,43984.4699,35960.3212,40769.6121,31487.4737,45834.5723,37510.1316,43554.4166,35263.3438,0,0,0,0,0,0,0,0.345472847,6,341790,2313467,5000936,14376,38425,3484,107003,22776.0501,173610.3333,20132,130349,3705,0.017671135,0,0.021493886,3699,3.8
7/11/20,202028,X,US,-110,-16,368,-194,-223,62,951.9,906,41302.3947,33236.702,39025.5994,30869.5331,40765.6603,33467.4809,44769.3685,37341.9881,49860.9882,43464.395,38931.7246,31451.9853,41303.5614,33913.1627,45773.898,38057.1399,47955.3127,40363.8113,43495.8296,36268.0343,40400.1175,31794.5784,45358.7857,38064.1343,42898.6142,35717.4649,0,0,0,0,0,0,0,0.481005561,7.7,388804,2332903,5411753,14943,40722,4627,83574,31580.9749,178667.6667,25476.33333,135610,5261,0.018180335,0,0.021616087,3696,4.2
7/18/20,202029,X,US,-103,-10,422,-197,-215,61,968.02,18477,41929.1522,33247.7742,39220.6355,30580.0049,41119.2794,33291.3091,45583.8312,37480.1218,51129.5838,43866.0147,39097.7807,31150.895,41719.7781,33791.0425,46634.8254,38214.5191,49049.1763,40658.7355,44334.67,36337.533,41042.9416,31825.0463,45988.5266,37920.8717,43559.993,35788.3871,0,0,0,0,0,0,0,0.477695922,8.1,458510,2675137,6103789,16030,43756,5161,107551,31103.0125,180973.6667,28192.33333,141186,5576,0.01841533,0,0.02150204,3700,4.1
7/25/20,202030,X,US,-107,-21,399,-202,-216,61,970.53,32623,41599.7603,33123.244,38636.8605,30202.9673,40727.9654,32975.8442,45418.5932,37283.2351,51295.7079,43979.9986,38524.0431,30712.6172,41316.5835,33445.9487,46450.5725,38034.3881,49376.9504,40923.6446,44329.0633,36353.4929,40773.4726,31689.9773,45647.6253,37635.3228,43385.0479,35611.9521,0,0,0,0,0,0,0,0.430077183,7.6,464577,2774052,6114365,17528,61304,6352,136613,33335.4937,183134,30480.33333,147649,6463,0.015940681,0,0.019160751,3706,3.7
8/1/20,202031,X,US,-102,-19,403,-198,-219,59,981.58,38089,42825.7195,34309.7436,39901.2826,31270.28,42057.3979,34165.1479,46917.8116,38583.1787,52962.7752,45459.0444,39869.7884,31833.4962,42683.4115,34623.0291,47893.4714,39304.7373,51099.4172,42436.5612,45935.9539,37810.294,42008.4491,32783.1179,47036.9703,38868.8862,44817.4705,36868.3898,0,0,0,0,0,0,0,0.343657975,6.9,435314,2665404,6111387,19126,73121,8018,160121,32894.7531,182968.6667,30719.33333,155639,7990,0.014437628,0,0.017382029,3702,3.3
8/8/20,202032,X,US,-97,-18,406,-197,-218,57,993.77,33245,43227.3845,34187.9689,40298.8495,31091.5901,42397.8967,33984.2481,47069.0088,38370.4504,53375.0526,45506.1698,40146.4693,31642.2726,42929.5427,34430.9052,48104.9957,39117.1816,51588.7044,42482.3227,46359.1512,37746.5134,42019.3093,32293.5612,47415.0075,38791.1144,45104.8886,36735.2585,0,0,0,0,0,0,0,0.342727838,6.4,368335,2545355,5692993,18639,70199,7258,156589,35842.1234,181951,29630.33333,162935,7296,0.013777009,0,0.016828148,3723,3
8/15/20,202033,X,US,-103,-26,394,-198,-217,54,1008.49,31205,43457.9402,34317.08,40227.6764,30781.693,42401.096,33821.5471,47476.3354,38460.4068,54683.6383,46371.6773,39902.9787,31337.7101,42974.2722,34264.8448,48553.2326,39263.8681,53104.4006,43459.8282,47379.4588,38367.3776,42107.4923,32028.9021,47764.8047,38888.2983,45555.6278,36882.8819,0,0,0,0,0,0,0,,5.7,368167,2413805,5820670,17715,65059,7504,153512,27076.9383,182270.3333,29921.66667,170027,7092,0.01206143,0,0.01460687,3722,2.6
8/22/20,202034,X,US,-106,-32,351,-201,-211,54,998.55,30294,42143.2298,32940.5302,38804.0617,29403.9306,40980.5167,32341.6813,46074.2525,36859.4214,53444.8149,44600.9854,38234.935,29558.6083,41458.9811,32697.0941,47232.6807,37756.6335,52188.0793,42215.5772,46582.434,37424.7336,40894.9559,30849.4097,46244.6265,36999.57,44221.5384,35387.9917,0,0,0,0,0,0,0,,5.2,301751,2474817,5775497,16589,60496,6901,147426,23045.5309,179942,27309.66667,176870,6843,0.010929301,0,0.012984788,3729,2.3
8/29/20,202035,X,US,-111,-39,288,-206,-207,56,956.87,28972,39473.1118,30372.804,36436.6282,27127.108,38231.6856,29780.2116,42906.5995,34008.3286,48992.8379,40455.5166,35902.8727,27324.2707,38735.3601,30173.7377,43921.4244,34760.6517,47849.7209,38358.625,43003.7826,34083.1858,38535.7595,28564.3364,43283.4344,34016.0988,41015.6053,32510.6148,0,0,0,0,0,0,0,,4.4,287834,2493489,5647088,14824,54088,6523,136363,20011.2346,176069.3333,23134,183224,6354,0.009546772,0,0.01130286,3733,2.2
9/5/20,202036,X,US,-94,-23,341,-188,-209,47,979.32,27171,41131.5569,32764.6329,38559.2711,29550.746,40424.921,32227.5672,45014.1383,36454.2574,51053.839,42993.5165,38154.378,29800.7011,40810.7955,32543.1506,46065.1386,37311.1003,49763.3692,40769.1319,45378.7438,36919.7912,40933.0423,31265.8335,45703.8547,36835.8026,42969.8827,34823.5838,0,0,0,0,0,0,0,,4,284486,2521747,6122439,14190,49101,5903,142900,17906.3827,174809.6667,21173.66667,189130,5906,0.010565784,0,0.012722535,3729,2
9/12/20,202037,X,US,-110,-40,316,-211,-241,55,955.38,27429,40057.1461,31621.2047,37193.7074,28104.093,39398.6104,31040.7281,44069.8596,35227.2604,50323.0181,41881.1262,36911.5692,28447.6787,39825.2419,31366.9932,45086.4974,36050.1218,48932.7042,39578.294,44504.7097,35740.4968,39556.9622,29750.5223,44665.426,35485.8749,42093.405,33693.7111,0,0,0,0,0,0,0,0,3.8,238150,2262985,5508293,12836,45881,5107,116996,16505.8086,173322.3333,19289,194278,5148,0.00956949,0,0.009328102,3730,2
9/19/20,202038,X,US,-105,-42,271,-205,-189,48,948.3,24199,38169.7493,29685.2578,35830.481,26567.678,37684.9049,29172.7211,41961.9622,33014.5434,47699.3687,38951.7337,35503.6887,26863.6247,38028.3786,29454.1436,42912.8698,33756.3277,46386.9725,36872.2045,42182.2042,33155.0067,37992.7396,27961.069,42589.2772,33065.8872,40066.842,31574.1127,0,0,0,0,0,0,0,0,3.7,279447,2674595,6546371,11143,43716,5551,118773,16404.5957,173903,18964.66667,199803,5525,0.00917043,0,0.00777332,3748,2
9/26/20,202039,X,US,-107,-45,228,-211,-185,48,920,24288,38624.2654,28792.5645,35995.9067,25667.2529,37971.5178,28356.5206,42156.4812,32070.2383,47928.7811,37947.9918,35778.666,26110.4458,38361.9927,28652.8919,43076.2402,32765.364,46626.762,35863.7293,42379.5928,32291.7932,38262.8029,27175.7709,42971.7779,32201.1889,40350.7589,30690.8436,0,0,0,0,0,0,0,0,4.1,309025,2727741,6960010,10845,43263,5281,154385,16726.7022,176349.6667,20396.66667,205227,5424,0.008400721,0,0.007026504,3756,2.1
10/3/20,202040,X,US,-102,-35,156,-208,-180,46,901.85,26792,41252.0939,30416.8616,38511.9724,27023.2395,40495.7098,29939.7579,44998.6497,33975.1513,51116.9863,40182.4719,38362.6166,27591.9754,40912.2813,30282.8255,45939.5124,34664.5324,49713.8654,37913.1762,45312.7678,34210.494,40958.9122,28634.5275,45807.8269,33853.0613,43026.9954,32493.9354,0,0,0,0,0,0,0,0,4.3,298062,2658872,7240929,10609,43161,4786,126197,17452.6489,173644.3333,16909,210115,4888,0.00906954,0,0.007454126,3756,2.3
10/10/20,202041,X,US,-106,-36,194,-203,-182,46,902.09,32393,37435.6207,28469.7617,34993.0176,25165.1556,36855.369,27827.4128,41094.7328,31601.1363,47005.057,37577.928,34720.3655,25528.7209,37375.4459,28233.6992,41871.8318,32226.6213,45764.1913,35534.7233,41562.4011,32042.4466,37389.7574,26839.9468,41789.0651,31575.2044,39364.7225,30313.849,0,0,0,0,0,0,0,,5.4,335915,2729588,7800145,11214,45650,4836,125319,20818.6755,178845.6667,21155.66667,215215,5100,0.010749302,0,0.012456287,3758,2.7
10/17/20,202042,X,US,-110,-44,149,-205,-186,52,900.21,36142,37234.8597,28807.8164,34874.4994,25189.9187,36788.6858,27951.3011,41051.1785,31799.0988,47401.8296,38199.322,34518.8993,25504.0491,37260.8672,28338.3321,42017.1881,32585.9025,46161.9961,36112.7989,41762.4365,32393.1716,37535.7901,27057.7642,41714.7851,31705.9091,39480.2963,30607.8468,0,0,0,0,0,0,0,,6.2,383946,2806709,8058987,12145,50051,4874,132974,22114.6622,174160,15680,220431,5216,0.009655349,0,0.012072668,3756,2.9
10/24/20,202043,X,US,-116,-48,103,-204,-176,51,882.8,40513,38900.6599,30012.3988,36398.8084,26066.9188,38460.8695,29086.6473,43042.7025,33242.4849,49467.8148,39647.0482,36158.42,26513.4481,38932.177,29493.6302,43896.4753,33944.0417,48215.5511,37526.0578,43723.339,33779.1672,39074.6002,27907.8558,43746.6845,32916.3606,41268.0884,31882.8045,0,0,0,0,0,0,0,,7.2,467677,3138360,8331324,14248,57140,5671,161190,37903.1689,177867.3333,18534.66667,226307,5876,0.009467917,0,0.011718916,3761,3.3
10/31/20,202044,X,US,-117,-40,13,-218,-178,55,849.9,45011,39955.0175,30726.2369,37718.9881,26912.1625,39724.2195,29876.5642,44343.2151,34075.5387,50349.5569,40040.202,37451.7327,27340.7465,40241.7967,30305.1117,45345.3621,34872.9382,48925.8513,37879.5689,44827.2074,34430.2141,40210.57,28609.3685,44993.0027,33565.7972,42342.4695,32559.8948,0,0,0,0,0,0,0,,8.9,558457,3251426,9002388,16491,64137,5722,176748,27731.4156,180637.6667,20206.66667,232302,5995,0.007775867,0,0.009000192,3752,3.7
11/7/20,202045,X,US,-116,-52,43,-228,-178,55,786.68,54308,34474.1701,25451.2075,32348.8415,22235.7246,34254.5455,24731.6643,38251.6047,28232.0012,43562.6203,33337.4832,32217.4782,22649.4632,34696.6881,25131.8002,39067.0621,28873.8955,42312.5286,31445.8299,38733.1918,28659.0866,34410.5908,23583.7523,38692.8361,27734.2389,36560.2649,27007.3456,0,0,0,0,0,0,0,,11.8,832498,3330364,9801540,19425,74530,6997,205119,32744.2922,186910,26788.33333,239549,7247,0.009953713,0,0.010615733,3758,4.6
11/14/20,202046,X,US,-126,-57,-23,-240,-186,63,762.02,68661,36553.8745,28273.0358,34482.0297,24432.8256,36705.4431,27386.463,40987.2419,31193.0108,46503.7919,36566.5815,34513.1158,24973.8276,37259.4981,27846.558,41802.0028,31891.7004,45034.2531,34481.9755,41240.6091,31316.3265,36914.1026,26021.9876,41246.162,30422.7494,39182.6579,29866.0579,0,0,0,0,0,0,0,,15.9,1015651,3641316,10676002,23988,87230,7791,257287,41921.3539,189191.3333,28195.66667,247527,7978,0.015263918,0,0.015341133,3756,5.5
11/21/20,202047,X,US,-137,-49,-50,-238,-181,64,756.58,80629,37773.81,29772.818,35930.3228,25634.2653,38014.6226,28532.2694,42583.6699,32576.3289,48614.9177,38414.5523,35812.7973,26075.2827,38683.7761,29109.9615,43396.6785,33306.9051,46941.0239,36111.8783,43158.9786,32897.274,38413.2281,27268.1315,43258.8815,32097.8929,40598.3135,31154.5713,0,0,0,0,0,0,0,,17.7,1196566,4199617,12425311,32194,107055,10228,338873,48916.3231,194656.3333,32346,258421,10894,0.018604315,0,0.020591146,3762,6.3
11/28/20,202048,X,US,-173,-45,-53,-271,-284,86,707.67,85185,40269.8805,31595.5333,37829.9941,26621.1103,40744.9912,30309.2789,45817.5837,34809.5841,51887.2678,40865.6275,38213.6414,27511.9684,41469.7859,30933.7229,46632.6143,35490.0932,49575.4393,37828.566,45822.6822,34750.1508,40222.3922,28252.3521,45883.0721,33912.1961,43708.5441,33251.3733,0,0,0,0,0,0,0,,18,1143990,4065695,12375242,40463,122850,10187,435599,49389.8385,197050.6667,33217.33333,269266,10845,0.018527225,0,0.021204895,3764,6.8
12/5/20,202049,X,US,-139,-60,-112,-249,-186,69,726.42,94243,36879.9453,28799.5529,34898.5973,24308.1403,37625.9798,27670.3158,42010.8249,31537.994,47174.2753,36390.3797,35403.0815,25211.6998,38245.9014,28185.6638,42776.7399,32169.3387,44847.0422,33723.4234,41340.5787,30645.207,37111.5076,25656.1135,41954.8705,30279.3818,39961.244,30083.198,0,0,0,0,0,0,0,,18.7,1337551,2799890,12097290,47132,135737,15033,478858,59034.0808,205825,40121.33333,285028,15762,0.019724805,0,0.022915147,3766,6.9
