date,epiweek,region,fips,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,apple_mobility,cdc_hospitalized,dex,dex_a,dex_income_1,dex_income_1_a,dex_income_2,dex_income_2_a,dex_income_3,dex_income_3_a,dex_income_4,dex_income_4_a,dex_education_1,dex_education_1_a,dex_education_2,dex_education_2_a,dex_education_3,dex_education_3_a,dex_education_4,dex_education_4_a,dex_race_asian,dex_race_asian_a,dex_race_black,dex_race_black_a,dex_race_hispanic,dex_race_hispanic_a,dex_race_white,dex_race_white_a,kinsa_cases,covidnet,positiveIncrease,negativeIncrease,totalTestResultsIncrease,onVentilatorCurrently,inIcuCurrently,deathIncrease,recovered,hospitalizedIncrease,Observed Number,Excess Higher Estimate,death_jhu_cumulative,death_jhu_incidence,fb_survey_cli,google_survey_cli,fb_survey_wili,Number of Facilities Reporting,CLI Percent of Total Visits
1/4/20,202001,X,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,179107,1819.333333,0,0,0,0,0,3540,2.4
1/11/20,202002,X,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,180766,2374,0,0,0,0,0,3540,1.9
1/18/20,202003,X,US,,,,,,,657.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,176725,347.6666667,0,0,0,0,0,3539,1.8
1/25/20,202004,X,US,,,,,,,753.08,,49045.5918,46191.3033,42178.3839,39844.7526,44508.3736,42181.9932,51808.2202,49199.3422,67944.2448,64888.1633,38479.4238,36488.613,44215.6471,41908.785,53501.1392,50926.2036,71190.4712,67985.2212,60549.7009,57720.3596,49466.3129,46879.0289,53139.0545,50511.2248,51385.6988,48773.5061,0,,2,0,2,0,0,0,0,0,175978,199.3333333,0,0,0,0,0,3569,2
2/1/20,202005,X,US,,,,,,,745.04,,56011.9471,53042.8844,48936.9764,46780.8456,51084.5244,48703.773,59168.2033,56295.0869,76461.2437,73010.346,44648.5262,42791.3343,50647.5884,48307.4952,61116.3634,58322.7324,79837.2026,76161.7908,68993.7129,66135.617,56861.3513,54449.0234,60974.1377,58433.2532,58047.9746,55208.9675,0,,0,0,6,0,0,0,0,0,174959,224.3333333,0,0,0,0,0,3570,2.3
2/8/20,202006,X,US,,,,,,,742.53,,56092.5985,54571.3671,49797.7346,48637.1499,51508.9836,50188.9519,58948.7406,57334.1883,75936.6029,74104.7035,45408.0768,44343.7797,50965.3712,49687.0909,61032.8871,59504.1789,79734.5926,77845.2072,68900.9528,67544.7286,57859.235,56629.3348,61203.4053,59900.7,58115.1037,56517.7011,0,,3,0,10,0,0,0,0,0,176688.3333,707.6666667,0,0,0,0,0,3582,2.2
2/15/20,202007,X,US,6,2,15,3,2,-1,806.55,,61794.167,59290.6352,53395.8553,51143.5233,56232.1498,53941.9327,65364.5422,62765.6988,86653.1845,84254.0499,49018.9834,46924.8557,55834.6107,53610.7721,67589.4618,65144.1984,90140.7373,87609.1168,77378.9987,75251.5721,62763.4061,60323.0157,67356.2066,64895.1049,64842.2838,62365.6605,0,,2,0,8,0,0,0,0,0,174933,512,0,0,0,0,0,3594,2.1
2/22/20,202008,X,US,25,1,89,1,-19,5,818.42,,63016.9916,59812.082,54084.9385,50762.8871,56678.2643,53784.1577,66020.5808,63019.5586,89226.8373,86963.8689,48874.5098,45926.0028,56283.4154,53431.2439,68518.5204,65655.1631,93802.708,91374.425,79642.429,77130.1735,63852.1448,60239.4813,68432.4394,64992.2549,66145.3216,63300.2292,6.542166732,,0,0,12,0,0,0,0,0,175250,739,0,0,0,0,0,3594,1.9
2/29/20,202009,X,US,48,20,89,27,17,-5,825.4,,64797.0394,61966.3351,58403.3295,55052.8578,60026.5639,57316.0138,68246.7945,65537.0462,87680.8203,85239.1989,53275.694,50308.2462,59322.4998,56641.6465,70636.4066,67984.5043,91361.7974,88654.2378,79605.5492,77124.0136,66952.9393,63410.1231,71139.177,67816.5886,67412.0985,64800.2292,5.505270381,,11,24,6514,0,0,5,0,0,176453,2484.333333,1,1,0,0,0,3604,1.8
3/7/20,202010,X,US,62,49,127,25,21,-7,831.89,,63330.9062,59993.5285,57922.6918,54000.6118,58907.1416,55694.776,66733.5787,63575.1495,84865.9533,81810.1224,52628.9335,49103.9891,58364.09,55227.1222,69171.9169,66052.2955,87998.6204,84573.8007,77020.7855,73970.6245,65450.3774,61268.8677,69631.157,65784.4023,65884.012,62780.6803,5.068340395,0.1,560,5663,6463,0,0,22,0,2,177531.3333,3907.333333,17,16,0,0,0,3617,2.2
3/14/20,202011,X,US,32,97,141,-27,-12,7,761.97,,42766.5493,38533.297,39049.1784,34771.1076,40218.1251,36321.5035,45859.5507,41629.7637,57922.3593,53351.4638,35755.4193,31907.3188,40073.6563,36219.8009,47473.5868,43213.7223,59224.4738,54172.3637,51454.3988,47236.6279,43823.7618,39215.9247,47361.2793,42768.2967,45095.1552,40959.2858,5.10483724,0.7,3773,28019,38027,0,0,37,0,21,174461.6667,2284,58,41,0,0,0,3621,3.4
3/21/20,202012,X,US,-159,65,15,-200,-178,78,516.98,,28802.1464,25742.9452,27665.08,24486.6215,28672.8831,25923.3336,31442.2212,28566.3894,33656.0075,30593.2158,27244.2131,24331.7668,29022.0412,26268.1928,32059.8346,29120.2256,32239.2515,28974.9902,30964.1425,27955.6222,29512.2537,26064.1536,32215.7649,28873.335,29394.119,26674.7979,4.891688871,2.9,26125,168004,230052,0,0,271,0,1994,175331.6667,4136.666667,466,408,0,0,0,3618,5.9
3/28/20,202013,X,US,-291,-99,-81,-330,-290,122,384.53,,18950.1368,16558.7482,18662.2637,16152.528,19211.5966,17016.8225,20735.3735,18460.3528,20527.7664,18220.6172,18994.4591,16624.6351,19671.988,17429.6278,20894.3145,18559.981,19027.7234,16756.3915,18924.1583,16609.3144,19086.0272,16397.3959,21318.6215,18645.7729,19129.1032,17014.1602,2.880773413,7.7,100634,494365,598402,1139,5265,1998,5806,14267,182998.3333,13133.33333,2898,2432,0,0,0,3638,6.7
4/4/20,202014,X,US,-294,-105,-111,-350,-321,129,374.43,,17988.7555,15381.7373,17957.8075,15282.9236,18289.8447,15985.7167,19512.8368,17181.9353,19024.452,16770.3627,18279.7087,15804.5109,18719.3215,16375.6685,19692.4854,17285.512,17627.2746,15369.4395,17790.4862,15418.3889,18439.3417,15567.2193,20138.4665,17352.8365,17976.3467,15837.4573,1.546892241,9.5,185120,732788,924995,3811,27908,6947,47871,30515.5,201308.6667,33113,10982,8084,0,0,0,3638,6.8
4/11/20,202015,X,US,-306,-98,-96,-365,-338,135,385.68,411,17456.4964,14593.6271,17092.4476,14241.4472,17656.4255,15209.9482,19017.3283,16584.0574,18853.005,16458.5371,17569.1164,14943.2125,18116.2969,15625.8839,19222.6446,16671.9129,17327.2285,14935.701,17104.0404,14629.46,17487.9957,14476.3682,19301.5109,16363.7822,17589.3806,15313.0738,0.921628993,9.2,215525,832120,1067980,29529,71633,12906,102499,45630.25,214426.6667,47773,25597,14615,0.048869813,0.373985197,0.051512105,3628,6
4/18/20,202016,X,US,-310,-135,-154,-358,-325,131,414.62,446,15019.5666,11000.6536,15056.3253,11037.8898,15527.7615,11744.114,16525.5513,12668.9972,15931.8955,12388.9772,15591.6404,11660.1323,15947.4886,12064.3624,16581.65,12653.0407,14625.1614,11224.9176,14794.0446,11238.5327,15068.444,10988.4137,16787.6645,12547.8424,15330.3551,11747.4959,0.566402947,10,199661,838982,1087973,41908,100714,14435,161374,36404.375,208238.6667,43449.33333,40636,15039,0.018774137,2.490342381,0.01994143,3628,4.9
4/25/20,202017,X,US,-281,-104,-60,-338,-312,124,466.65,371,20754.789,16469.9714,20318.4776,16185.6453,21168.7486,17430.9075,22640.2244,18824.4648,22080.6135,18396.2865,21030.7264,17108.6891,21698.0971,17879.6722,22770.258,18842.6526,20246.1702,16641.6332,20023.7364,16383.7574,20174.8111,15984.6059,22787.7942,18503.9679,21079.3254,17489.2738,0.487900747,9.6,210635,1269749,1531098,38075,102566,13554,298023,32585.8125,202655.3333,39698.33333,56056,15420,0.01686595,2.486751767,0.018752282,3616,4.2
5/2/20,202018,X,US,-245,-70,12,-312,-298,107,516.84,511,23941.2249,18715.7621,23619.0226,18570.1668,24394.2193,19802.0485,25961.4177,21261.5918,25293.7989,20755.2796,24384.1581,19557.7288,25018.2491,20310.145,26124.3862,21297.033,23244.6535,18798.4632,22935.0088,18500.523,23297.573,18206.1628,26064.4588,20934.8325,24303.14,19847.6374,0.388695513,9.3,193147,1423131,1693392,33808,94018,12763,401797,35648.3438,192092.6667,30906,69591,13535,0.01814804,0.865922766,0.020575098,3624,3.7
5/9/20,202019,X,US,-211,-25,66,-290,-277,102,583.14,468,30838.6687,24700.5151,29796.4375,23896.8528,31228.3534,25958.0617,33709.7851,28336.7052,33764.9377,28509.0575,30804.4567,25222.8379,32036.0016,26635.2945,33963.4528,28416.5983,31043.8743,25786.8366,29996.2009,24898.6509,29533.3548,23638.4581,33281.0917,27440,31602.3317,26446.4997,0.331303841,8.2,175315,1734137,1991430,39589,85934,12670,332326,32064.8281,187160,27269.33333,81867,12276,0.012699649,0.843409852,0.014774733,3620,3.1
5/16/20,202020,X,US,-202,-36,101,-278,-263,97,470.21,449,31269.7136,25265.2053,30283.4949,24415.7014,31649.878,26459.9949,34118.0399,28888.7087,34410.5207,29320.4465,31096.0419,25595.4871,32349.1044,27063.4943,34431.6663,29005.3727,31903.9646,26715.2665,30720.6707,25712.1358,29970.798,24111.3083,33948.4514,28223.8598,32039.8325,26985.1577,0.190475405,7.6,159096,2201488,2491663,42468,76188,9790,345119,22821.5859,182437.6667,23720,91855,9988,0.013146532,0.496582905,0.015633028,3627,2.7
5/23/20,202021,X,US,-175,-26,162,-263,-250,90,729.13,416,37270.5115,30227.798,35580.8533,28706.7684,37521.8704,31384.4765,40763.0935,34540.4466,42276.7453,36257.8907,36419.2431,29991.6505,38237.18,31999.7684,41301.4308,34826.8554,39438.0815,33134.0397,37292.2768,31354.8168,35592.1971,28636.3179,40314.0562,33657.3612,38446.5311,32416.1149,0.293713477,7.3,156357,2742252,2985439,34871,65679,8151,452794,25414.207,176068.3333,18302.66667,100399,8544,0.015012803,0,0.017830002,3649,2.4
5/30/20,202022,X,US,-164,-25,280,-254,-260,87,765.8,309,36973.3834,30044.9082,35271.656,28483.4075,37093.8211,31043.8759,40377.1925,34240.019,42255.5802,36368.7232,35879.7062,29548.367,37830.4625,31667.0483,40966.3701,34585.3514,39601.4656,33338.2188,37423.7406,31550.4395,35221.1648,28378.072,40100.3367,33568.5255,38175.9421,32224.647,0.329334972,6.1,143440,2678561,3006387,29173,58603,6578,829918,34661.3965,171382,14290,107022,6623,0.014713189,0,0.018462668,3673,2
6/6/20,202023,X,US,-134,-5,268,-231,-213,74,808.97,207,41401.964,33114.2104,39213.866,31220.3963,41306.2441,33982.5799,45282.6221,37767.2984,48359.8281,41083.7902,39806.3203,32286.8435,42068.3614,34627.9252,45980.776,38229.7544,45476.8012,37764.168,42218.568,35070.869,39459.9509,31406.1103,44760.7342,37009.8974,42860.8569,35584.9074,0.282301903,4.8,148007,3121939,3472729,25884,50590,5712,909638,20543.8018,170170.6667,13545,113138,6116,0.015861994,0,0.020070011,3670,1.8
6/13/20,202024,X,US,-115,-5,348,-212,-205,66,876.77,279,43738.8903,35295.1867,41096.6669,32899.7956,43415.7099,35956.9904,47791.0532,40119.059,52151.0212,44816.1584,41495.6178,33862.4111,44123.745,36527.5914,48752.4617,40795.4047,49280.8689,41310.8562,45534.5986,38119.9203,42038.9561,33595.631,47473.7846,39617.9154,45369.3446,37945.7403,0.297390549,4,144317,3157443,3418460,20994,43583,5256,441364,16411.5991,168376.3333,12237.33333,118348,5210,0.014230968,0,0.018101277,3676,1.9
6/20/20,202025,X,US,-100,4,416,-196,-203,59,920.96,248,46033.1724,37060.727,42923.0764,34021.9097,45523.7483,37483.0989,50286.6769,42064.6569,55536.4347,47831.6021,43334.5875,35107.8163,46331.6912,38131.7494,51374.0325,42815.7911,52632.8513,44083.094,48422.0444,40343.6951,44417.1043,35116.6251,49959.2597,41536.7965,47909.5671,39942.9691,0.215160842,4,176919,3433785,3798662,17872,38668,4189,434089,16046.2004,168701,12649,122563,4215,0.013834634,0,0.017360147,3682,2.3
6/27/20,202026,X,US,-107,-7,396,-192,-209,61,938.82,468,43987.6334,35468.0041,41300.8988,32752.7294,43525.3224,35805.3683,47862.9976,40000.1667,52940.1793,45781.8137,41412.1489,33547.0405,44175.9807,36350.428,48902.6572,40714.9833,50557.871,42412.0131,46236.4227,38554.6333,42613.2749,33656.6396,47965.7609,39973.21,45723.0379,38118.8326,0.261344529,4.5,255609,3759182,4403638,15609,37130,3782,458209,20203.8998,170757,15083.66667,126524,3961,0.015854214,0,0.019515676,3694,3.1
7/4/20,202027,X,US,-96,18,449,-194,-246,63,934.52,826,41992.111,32761.5036,39520.5357,30394.2456,41581.1935,33117.4966,45773.0141,37023.1944,50319.3006,42608.8533,39866.7896,31300.9044,42277.2431,33668.378,46701.3063,37699.7337,48088.1556,39338.0138,44060.764,35927.7929,40826.4502,31426.2336,45920.3899,37455.9856,43652.8279,35243.7333,0.345472847,6,341568,4312736,4941138,14366,38424,3488,641569,22776.0501,174192.3333,19166.33333,130193,3669,0.021328731,0,0.026252618,3697,3.8
7/11/20,202028,X,US,-110,-16,368,-194,-223,62,951.9,908,41302.3947,33236.702,39093.041,30777.7234,40851.969,33411.3346,44859.5796,37301.2375,49967.3335,43451.1839,39007.0399,31378.6285,41394.7014,33864.4506,45871.7007,38018.4487,48061.5938,40331.3186,43575.127,36220.4884,40470.5183,31724.5524,45432.2556,37974.8314,42999.3337,35681.6649,0.481005561,7.7,388648,4436233,5350545,14948,40726,4623,797432,31580.9749,179112.3333,24429.33333,135435,5242,0.021943326,0,0.026401874,3691,4.2
7/18/20,202029,X,US,-103,-10,422,-197,-215,61,968.02,18289,41929.1522,33247.7742,39290.8795,30474.7152,41207.0868,33222.3724,45688.5058,37434.9904,51239.5204,43838.0908,39182.8285,31071.7579,41809.3936,33725.2289,46744.1789,38167.1131,49164.7342,40618.1452,44408.4032,36269.7015,41107.0413,31731.8926,46074.4241,37826.3013,43666.3331,35742.7284,0.477695922,8,458133,5023375,6040757,16034,43764,5164,818593,31103.0125,181478,27234,140939,5504,0.022226961,0,0.026262577,3696,4.1
7/25/20,202030,X,US,-107,-21,399,-202,-216,61,970.53,32319,41599.7603,33123.244,38730.4613,30077.8253,40829.1342,32887.548,45536.0311,37218.9237,51434.5387,43945.1212,38619.9459,30611.8548,41424.3339,33361.7087,46578.2586,37969.8687,49529.3451,40876.7106,44431.7741,36275.5095,40854.3727,31578.9487,45751.7804,37517,43513.7957,35552.3501,0.430077183,7.6,464322,5036884,6058789,17524,61298,6353,975203,33335.4937,183621,29739.66667,147393,6454,0.019240105,0,0.023402928,3703,3.7
8/1/20,202031,X,US,-102,-19,403,-198,-219,59,981.58,37479,42825.7195,34309.7436,40004.5492,31111.6007,42184.4793,34059.645,47063.6655,38502.7041,53125.6908,45408.3603,39984.5169,31709.7197,42807.607,34515.5242,48049.642,39223.1373,51274.7799,42367.0759,46061.7041,37712.5482,42118.0569,32656.5462,47173.2388,38730.9182,44969.8704,36789.8123,0.343657975,7,434964,4892162,6090347,19128,73128,8017,1223728,32894.7531,183460,30066.33333,155376,7983,0.017425948,0,0.021230398,3696,3.3
8/8/20,202032,X,US,-97,-18,406,-197,-218,57,993.77,32921,43227.3845,34187.9689,40406.6218,30913.3724,42518.3658,33856.4581,47212.4011,38275.6856,53538.7199,45440.4914,40260.0898,31500.4054,43057.8639,34309.9421,48259.494,39018.8278,51766.5682,42398.6004,46480.1376,37624.9144,42127.4586,32143.0317,47546.7623,38626.7627,45259.2579,36644.0368,0.342727838,6.4,368105,4658462,5621705,18625,70185,7262,1269795,35842.1234,182276,28992.66667,162645,7269,0.016628594,0,0.020553887,3718,3
8/15/20,202033,X,US,-103,-26,394,-198,-217,54,1008.49,30988,43457.9402,34317.08,40366.4437,30589.8372,42552.5699,33681.2485,47640.9827,38347.2292,54866.8035,46275.9029,40037.3517,31172.3979,43123.1234,34125.3308,48730.7364,39147.7395,53307.1331,43346.937,47522.7696,38223.9799,42232.7241,31852.022,47925.3484,38696.3934,45734.4003,36773.2442,,5.7,367946,4765466,5743901,17713,65065,7498,1231875,27076.9383,182500.6667,29277,169697,7052,0.014557921,0,0.01784082,3715,2.6
8/22/20,202034,X,US,-106,-32,351,-201,-211,54,998.55,30206,42143.2298,32940.5302,38951.403,29200.7391,41131.9803,32186.9736,46245.3956,36735.6454,53628.6911,44485.1551,38377.3804,29385.7921,41613.6701,32549.5286,47423.5275,37631.5709,52380.3641,42072.1378,46727.3605,37262.1451,41029.6053,30659.1575,46405.5708,36790.0756,44406.9782,35266.8166,,5.2,301354,4622052,5672123,16592,60486,6903,1221581,23045.5309,179860,26391,176511,6814,0.013191463,0,0.01585961,3720,2.3
8/29/20,202035,X,US,-111,-39,288,-206,-207,56,956.87,28894,39473.1118,30372.804,36556.3167,26914.197,38355.3017,29617.5062,43047.5835,33874.2462,49135.4829,40325.9742,36020.8642,27143.2901,38856.6862,30013.2283,44077.2267,34623.8823,48008.3312,38211.5351,43123.3528,33914.1899,38640.7845,28360.6276,43412.518,33799.8424,41163.8429,32378.5162,,4.4,287495,4587511,5596086,14827,54088,6527,1106177,20011.2346,175578.6667,22025.33333,182773,6262,0.011522775,0,0.013805305,3725,2.2
9/5/20,202036,X,US,-94,-23,341,-188,-209,47,979.32,27092,41131.5569,32764.6329,38739.4772,29286.4624,40598.6154,32023.6087,45215.9393,36285.1053,51262.5993,42827.2178,38327.0597,29577.9826,40987.5002,32341.5691,46291.2494,37139.8818,49988.0873,40580.2356,45551.1008,36702.2713,41097.8179,31014.2675,45890.7576,36561.7972,43178.6126,34656.8399,,4,284217,4868959,6050438,14191,49099,5901,1107181,17906.3827,172204.6667,18424.33333,188698,5925,0.014394727,0,0.015539295,3724,2
9/12/20,202037,X,US,-110,-40,316,-211,-241,55,955.38,27356,40057.1461,31621.2047,37384.6213,27819.188,39592.1432,30819.7763,44277.0526,35032.7588,50559.3921,41693.1703,37094.9425,28205.3214,40014.5478,31146.4107,45323.683,35852.3593,49183.9345,39368.616,44705.5052,35510.3953,39744.298,29485.8351,44872.4644,35190.2884,42321.854,33507.5749,0,3.8,237848,4266825,5401767,12832,45879,5108,1030219,16505.8086,168541,15518.33333,193830,5132,0.011550196,0,0.011393337,3721,2
9/19/20,202038,X,US,-105,-42,271,-205,-189,48,948.3,24208,38169.7493,29685.2578,36035.1799,26265.4002,37883.5501,28924.7701,42187.5883,32803.3258,47948.032,38736.1832,35702.6371,26604.2559,38237.7881,29219.6614,43159.9195,33536.1192,46637.945,36626.5204,42383.4438,32897.9071,38180.2842,27666.2265,42805.936,32742.1265,40302.9727,31365.6224,0,3.7,279062,5005804,6410175,11135,43705,5549,967531,16404.5957,168514.6667,14586.33333,199415,5585,0.011068539,0,0.009494328,3739,2
9/26/20,202039,X,US,-107,-45,228,-211,-185,48,920,24275,38624.2654,28792.5645,36197.7544,25337.7386,38177.1982,28093.1359,42383.6184,31836.9721,48177.8868,37707.9143,35980.0103,25830.0478,38575.5837,28396.9129,43322.256,32522.5552,46887.3264,35601.655,42582.9107,32009.0477,38465.1889,26865.8188,43187.7752,31850.9249,40585.548,30459.8317,0,4.1,308552,5343165,6842914,10848,43271,5281,1087434,16726.7022,171508.3333,16577.66667,204780,5365,0.010139513,0,0.008582167,3748,2.1
10/3/20,202040,X,US,-102,-35,156,-208,-180,46,901.85,26704,41252.0939,30416.8616,38735.8118,26639.0534,40711.8505,29626.7393,45241.0241,33697.453,51382.0847,39897.104,38575.8728,27257.2847,41140.3634,29976.4878,46202.4656,34373.9378,49996.1099,37603.4336,45534.3656,33880.5035,41180.2254,28270.322,46039.2324,33445.8499,43282.8733,32219.4496,0,4.3,297518,5384295,7169042,10612,43169,4790,1133216,17452.6489,168728.6667,12816.66667,209695,4915,0.010946766,0,0.009104464,3746,2.3
10/10/20,202041,X,US,-106,-36,194,-203,-182,46,902.09,32368,37435.6207,28469.7617,35220.3262,24720.6593,37084.8274,27465.9837,41368.5924,31278.7812,47303.6949,37244.697,34936.1732,25143.3968,37623.7591,27883.8405,42166.6287,31889.6352,46090.9676,35178.7074,41800.8535,31650.616,37629.6244,26419.2066,42045.0599,31117.5982,39647.3086,29994.845,,5.3,335272,5933561,7642663,11215,45651,4830,1076097,20818.6755,173413.3333,16475,214695,5000,0.012974207,0,0.0152141,3741,2.7
10/17/20,202042,X,US,-110,-44,149,-205,-186,52,900.21,36131,37234.8597,28807.8164,35150.6018,24667.6566,37077.8421,27527.4685,41365.3463,31407.4865,47767.1694,37793.5478,34783.5041,25049.7746,37551.3179,27921.8893,42380.4546,32182.5857,46536.2517,35663.6438,42046.6569,31915.6704,37826.4017,26554.6595,42014.9606,31158.9568,39819.2787,30222.0578,,6,382750,5918926,7942049,12142,50046,4875,1134866,22114.6622,168698.3333,10754,219717,5022,0.011653826,0,0.014745548,3736,2.9
10/24/20,202043,X,US,-116,-48,103,-204,-176,51,882.8,40488,38900.6599,30012.3988,36695.5107,25422.0836,38768.629,28556.4087,43398.1449,32758.1534,49861.6911,39132.9141,36457.4612,25957.4074,39247.3854,28972.1357,44288.5394,33434.4229,48636.114,36978.7754,44048.51,33199.7074,39389.4081,27289.1621,44073.5911,32239.2888,41638.2843,31398.767,,7.1,465986,6175357,8163228,14254,57149,5672,1202394,37903.1689,172241.6667,12995,225468,5751,0.011427599,0,0.014313475,3740,3.3
10/31/20,202044,X,US,-117,-40,13,-218,-178,55,849.9,45006,39955.0175,30726.2369,38094.4691,26123.5129,40066.7215,29205.3443,44735.851,33451.034,50767.8935,39389.5383,37818.1687,26652.0308,40613.0619,29649.1953,45766.5184,34208.2498,49375.2653,37188.2605,45175.5244,33696.8699,40598.233,27855.1536,45378.7077,32743.4187,42749.5668,31939.5326,,8.7,556025,6559454,8839640,16493,64145,5732,1373289,27731.4156,173969.3333,13533.66667,231201,5733,0.009385327,0,0.010992828,3725,3.7
11/7/20,202045,X,US,-116,-52,43,-228,-178,55,786.68,54300,34474.1701,25451.2075,32722.9387,21342.925,34589.6487,23938.42,38622.0925,27457.7884,43952.1895,32499.8049,32569.5598,21835.372,35063.7082,24348.2461,39487.1526,28060.9566,42717.5606,30573.7034,39076.0094,27785.2998,34815.6831,22724.0871,39078.7122,26787.2784,36949.3669,26240.2287,,11.3,796329,6955799,9575168,19429,74531,6996,1567322,32744.2922,181218,20007.66667,238165,6964,0.012013946,0,0.012966049,3732,4.5
11/14/20,202046,X,US,-126,-57,-23,-240,-186,63,762.02,68727,36553.8745,28273.0358,34935.1623,23024.3094,37102.8639,26068.1385,41420.1191,29837.4495,46948.1325,35026.733,34950.2734,23672.7826,37681.5865,26518.6557,42283.4684,30464.4551,45513.7271,32939.8326,41656.9703,29850.8877,37425.0047,24631.3437,41710.7585,28883.8478,39629.722,28528.3044,,15,1006352,7488731,10448157,23991,87238,7784,1862977,41921.3539,181450,19550,245776,7611,0.018423265,0,0.018737649,3722,5.5
11/21/20,202047,X,US,-137,-49,-50,-238,-181,64,756.58,80592,37773.81,29772.818,36507.7711,23625.746,38495.261,26604.0623,43066.9262,30513.2362,49132.3966,36024.5784,36345.6132,24200.4943,39188.38,27151.0089,43964.4899,31157.9081,47520.8085,33762.5017,43677.1458,30710.5125,39048.1841,25254.6438,43858.675,29863.7671,41113.7321,29137.9949,,16.5,1186102,8552156,12142233,32202,107084,10229,2415365,48916.3231,181461.6667,19217.66667,256040,10264,0.022455062,0,0.025150011,3720,6.2
11/28/20,202048,X,US,-173,-45,-53,-271,-284,86,707.67,85133,40269.8805,31595.5333,38582.1369,24034.3864,41317.5119,27693.562,46331.8508,31908.0193,52431.8206,37460.5776,38877.0531,25025.9392,42054.5169,28260.2117,47259.7277,32475.839,50216.7744,34575.8998,46417.3556,31743.8998,41029.0447,25626.2725,46595.3056,30900.4023,44286.3743,30433.7249,,15.8,1135754,8627129,12123203,40475,122874,10191,3071721,49389.8385,172676.3333,12453.33333,266170,10130,0.022362016,0,0.025899643,3720,6.7
12/5/20,202049,X,US,-139,-60,-112,-249,-186,69,726.42,94148,36879.9453,28799.5529,35644.4999,21435.0297,38213.0455,24741.6029,42558.4371,28311.0118,47725.3523,32590.8875,36089.1264,22442.2584,38847.5386,25197.7923,43425.6636,28796.6272,45508.0824,30116.814,41962.0735,27360.749,37937.2207,22737.262,42687.6516,26993.9032,40544.1436,26935.0894,,15.1,1323726,9144428,11921842,47141,135741,15046,3674667,59034.0808,152305.3333,6200.666667,281222,15052,0.023807473,0,0.027988544,3724,6.7
12/12/20,202050,X,US,-140,-54,-102,-262,-184,67,733.15,100278,25053.4748,20121.2933,24254.3417,14634.5799,26003.4513,16865.8421,29042.0683,19293.3581,32742.3732,22172.1167,24545.1433,15302.8795,26445.603,17178.0394,29577.308,19601.7839,31315.3833,20585.1217,28672.6074,18559.4074,25960.345,15569.5881,29156.0826,18393.5582,27625.7163,18350.8138,,11.6,1469673,8733539,12493091,51483,144863,16667,4175670,61089.4596,,,297904,16682,0.022254618,0,0.026619705,3714,6.6
12/19/20,202051,X,US,-58,-18,-65,-114,-81,28,746.17,88558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1480946,9412565,13291579,54143,151857,18279,4727020,63387.7702,,,316159,18255,0.021091956,0,0.021998702,,
1/4/20,202001,AL,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,1081,0,0,0,0,0,0,893,2.6
1/11/20,202002,AL,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,1127,32,0,0,0,0,0,892,2
1/18/20,202003,AL,1,,,,,,,668.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,1039,0,0,0,0,0,0,893,2
1/25/20,202004,AL,1,,,,,,,751.43,,974.4922,923.034,833.2014,794.9443,955.9279,913.1609,1158.8312,1109.33,1473.1116,1413.8127,814.1209,778.405,946.3246,903.4869,1154.7148,1103.0376,1428.8395,1369.1619,1395.8386,1335.8353,927.6645,887.509,1073.1958,1026.5208,1045.8821,999.4644,0,,0,0,0,0,0,0,0,0,1053,0,0,0,0,0,0,896,2.2
2/1/20,202005,AL,1,,,,,,,743.38,,1124.3102,1080.5969,978.6984,948.3243,1107.9938,1072.332,1349.8635,1306.0882,1637.6918,1584.2071,950.4739,922.3079,1109.757,1074.5726,1336.4434,1290.2144,1609.3638,1555.5956,1570.2849,1518.2892,1075.1703,1044.7392,1240.8828,1200.2366,1209.5943,1169.8287,0,,0,0,0,0,0,0,0,0,1025,0,0,0,0,0,0,899,2.5
2/8/20,202006,AL,1,,,,,,,741.91,,1156.6824,1131.5067,1007.1799,989.6568,1146.2719,1126.7033,1375.4953,1354.258,1688.5377,1661.5766,989.9745,973.9949,1138.4594,1119.4478,1354.1964,1331.9275,1657.4373,1627.9312,1606.192,1581.1803,1104.1859,1086.0501,1277.9209,1257.2341,1243.9959,1223.1955,0,,0,0,0,0,0,0,0,0,1117.666667,10.66666667,0,0,0,0,0,900,2.5
