date,epiweek,region,fips,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,apple_mobility,dex,dex_a,dex_income_1,dex_income_1_a,dex_income_2,dex_income_2_a,dex_income_3,dex_income_3_a,dex_income_4,dex_income_4_a,dex_education_1,dex_education_1_a,dex_education_2,dex_education_2_a,dex_education_3,dex_education_3_a,dex_education_4,dex_education_4_a,dex_race_asian,dex_race_asian_a,dex_race_black,dex_race_black_a,dex_race_hispanic,dex_race_hispanic_a,dex_race_white,dex_race_white_a,kinsa_cases,hospitalization,n_visits,D57,E11,E78,I10,I21,I51,J45,R06,R10,R11,R51,R52,R91,R93,Z20,Z21,Z85,covidnet,positiveIncrease,negativeIncrease,totalTestResultsIncrease,onVentilatorCurrently,inIcuCurrently,deathIncrease,recovered,hospitalizedIncrease,Observed Number,Excess Higher Estimate,death_jhu_cumulative,death_jhu_incidence,fb_survey_cli,google_survey_cli,fb_survey_wili,Number of Facilities Reporting,CLI Percent of Total Visits
6/27/20,202026,X,US,-107,-7,396,-192,-209,61,938.82,43987.6334,35468.0041,42482.1713,26167.4383,44806.3596,29682.3436,49410.6882,34178.4016,54675.18,40593.4806,42611.666,26915.4416,45596.3011,30285.754,50579.848,34856.453,52328.3881,37499.5814,46636.9739,32536.8437,42386.5401,26391.8948,48990.659,33002.9486,47386.5176,32553.7628,0.261344529,169363,3453507,3342,235695,179461,347865,12690,21222,74962,223351,95602,49687,43278,10576,54068,13345,456621,1511,18335,4.6,253282,3578623,3831905,15609,37130,5653,5224806,20168.8998,162464,8578,126120,5771,0,0,0,3636,3.1
7/4/20,202027,X,US,-96,18,449,-194,-246,63,934.52,41992.111,32761.5036,40837.7753,24003.8077,42867.0197,27105.011,47363.2231,31302.2292,52022.5539,37445.4268,41204.3221,24821.6516,43713.6858,27702.0557,48381.6459,31924.8638,49845.8613,34485.5976,44574.0122,30073.0366,40796.0881,24369.6262,47034.3129,30566.7578,45341.0057,29774.3571,0.345472847,141537,3008339,2762,187273,142181,280357,9444,17017,63043,187926,78266,42672,39970,9358,46000,10655,439246,1220,14149,6,341951,4161556,4503507,14366,38420,3498,5866633,23248.0501,162824.6667,10208.66667,129689,3569,0,0,0,3636,3.8
7/11/20,202028,X,US,-110,-16,368,-194,-223,62,951.9,41302.3947,33236.702,40247.2147,23807.906,42059.8283,26828.1604,46312.1082,30935.8033,51598.4849,37541.1835,40182.4695,24366.3793,42714.5388,27317.5499,47416.2367,31581.513,49758.2082,34763.1659,43967.3062,29769.2621,40270.902,24061.1174,46371.6933,30338.1666,44579.9921,29579.6975,0.481005561,89073,2177796,1782,122457,103554,191706,4701,10616,47243,130822,51476,27071,26576,5819,31345,7249,277509,849,9741,7.2,389790,4269054,4658844,14948,40723,4748,6664474,31982.9749,164060.6667,13551.33333,134777,5088,0,0,0,3626,4.1
7/18/20,202029,X,US,-103,-10,422,-197,-215,61,968.02,41929.1522,33247.7742,40514.189,23200.6111,42386.8413,26221.9903,47172.7344,30606.6615,52937.2978,37426.4687,40385.1948,23734.2178,43121.5022,26765.1562,48342.0504,31263.6007,50932.8506,34621.9543,44898.7126,29475.8913,40917.6804,23668.3496,47024.9529,29758.6511,45320.8667,29235.7962,0.477695922,20154,330280,227,14736,12309,23230,658,930,7346,16926,5263,2654,2922,645,3267,564,30722,71,890,6.3,461070,4949397,5410467,16034,43764,5194,7483454,31495.0125,150036.3333,8894,140119,5342,0,0,0,3627,3.9
7/25/20,202030,X,US,-107,-21,399,-202,-216,61,970.53,19506.7477,15485.3858,18638.9921,10482.6422,19621.5197,11909.7219,22106.2436,14077.7766,25507.4905,17684.7344,18285.4993,10524.8721,19871.0132,12089.6592,22824.1579,14493.3892,24829.2703,16577.4431,21436.5825,13808.0977,19080.5085,10838.5164,21772.0607,13471.0332,21330.5051,13499.4517,0.430077183,,,,,,,,,,,,,,,,,,,,4.1,466280,5140819,5607099,17532,61313,6297,8459345,33747.4937,,,146465,6346,0,0,0,3619,3.1
8/1/20,202031,X,US,-31,-9,113,-56,-54,13,827.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.339914012,,,,,,,,,,,,,,,,,,,,,437530,5013047,5450577,19128,73106,7927,9683798,33791.7531,,,154447,7982,0,0,0,,
1/4/20,202001,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4729,64087,89,5962,3330,8977,311,599,1321,5757,1915,1538,1080,345,1368,171,247,6,378,,0,0,0,0,0,0,0,0,1077,0,0,0,0,0,0,886,2.6
1/11/20,202002,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5391,75172,108,7335,5045,11932,338,697,1695,6896,2434,1774,1316,323,1670,266,270,12,540,,0,0,0,0,0,0,0,0,1123,30,0,0,0,0,0,887,2
1/18/20,202003,AL,1,0,0,0,0,0,0,668.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5303,74680,107,7218,4779,11689,307,830,1620,6900,2516,1880,1337,320,1759,291,285,4,533,,0,0,0,0,0,0,0,0,1038,0,0,0,0,0,0,888,2
1/25/20,202004,AL,1,0,0,0,0,0,0,751.43,974.4922,923.034,848.8848,814.1344,972.4713,932.8959,1178.8098,1132.9741,1493.5867,1439.6233,830.4583,797.8038,965.5291,926.2812,1173.1851,1125.4198,1449.9055,1394.9145,1414.8986,1360.3822,945.6547,908.5251,1087.2303,1044.1998,1064.9379,1022.3932,0,5181,74080,84,6838,4497,11250,306,701,1713,6499,2439,1755,1414,365,1698,272,371,9,509,,0,0,0,0,0,0,0,0,1050,0,0,0,0,0,0,891,2.2
2/1/20,202005,AL,1,0,0,0,0,0,0,743.38,1124.3102,1080.5969,999.439,973.0839,1127.8825,1096.1108,1371.1259,1332.2316,1659.1327,1613.5859,971.3984,946.7019,1132.397,1101.59,1355.8587,1314.9588,1632.9609,1585.9842,1590.5744,1546.2061,1097.8941,1070.5052,1255.5277,1220.6421,1231.6217,1196.88,0,5347,81242,105,7529,4874,11908,338,745,1785,6874,2642,2051,1613,405,1815,239,509,12,559,,0,0,0,0,0,0,0,0,1022,0,0,0,0,0,0,894,2.5
2/8/20,202006,AL,1,0,0,0,0,0,0,741.91,1156.6824,1131.5067,1028.3226,1013.4645,1168.2974,1151.1502,1398.2633,1380.1286,1710.7296,1687.6599,1012.9119,998.836,1161.5865,1145.669,1374.2815,1355.3624,1683.1343,1657.4252,1625.5918,1605.1604,1127.164,1110.9175,1295.8212,1278.9929,1267.5963,1249.8269,0,5441,82803,111,7349,4771,11814,366,738,1730,6946,2541,2138,1618,436,1862,256,531,14,522,,0,0,0,0,0,0,0,0,1118.666667,2.666666667,0,0,0,0,0,894,2.5
2/15/20,202007,AL,1,299,15,694,121,40,-19,817.08,1295.817,1253.3075,1153.4589,1121.9884,1312.3173,1281.8274,1583.039,1546.4131,1937.5262,1896.2934,1138.4252,1109.8299,1308.0261,1276.8407,1554.6314,1519.0361,1895.6407,1846.7114,1843.675,1807.8726,1262.0433,1224.6224,1446.7217,1412.0672,1430.6784,1397.7121,0,5588,78875,105,7359,4732,11637,334,794,1684,6898,2429,2010,1491,387,1875,270,427,13,490,,0,0,0,0,0,0,0,0,1092.666667,0,0,0,0,0,0,896,2.2
2/22/20,202008,AL,1,-432,-1464,382,628,-789,317,839.26,1243.4066,1206.657,1088.9345,1055.2993,1238.6242,1213.259,1513.0096,1493.3833,1924.561,1910.9838,1066.125,1038.1245,1238.4999,1211.123,1491.9506,1468.7717,1872.9354,1849.1302,1786.3384,1768.6113,1201.6599,1158.877,1401.4841,1373.6476,1369.7101,1347.1676,4.921828769,5428,77060,112,7275,4572,11349,365,743,1671,6925,2420,1883,1491,382,1730,277,381,11,519,,0,0,0,0,0,0,0,0,1098.333333,0.666666667,0,0,0,0,0,896,2.1
2/29/20,202009,AL,1,4477,1164,1658,1347,708,-154,870.21,1393.2055,1349.6859,1266.5334,1226.7689,1406.9911,1374.7806,1664.0622,1636.3702,2010.3755,1983.2807,1247.6906,1213.8969,1403.4517,1370.5055,1651.6633,1619.6803,1960.3566,1921.8328,1939.0544,1909.0693,1390.5757,1338.3587,1575.0651,1542.5884,1515.3809,1486.1173,4.069735147,5327,75878,109,7103,4580,11408,350,733,1719,6695,2416,1872,1408,411,1776,277,362,13,477,,0,0,0,0,0,0,0,0,1162.333333,70.33333333,0,0,0,0,0,898,2
3/7/20,202010,AL,1,5670,2472,2012,1380,976,-102,882.18,1332.6397,1287.4606,1212.9394,1162.0288,1338.7747,1299.4986,1599.5052,1567.2685,1903.0258,1882.5979,1183.517,1141.7014,1345.9412,1304.5406,1578.7414,1541.3891,1879.6444,1839.362,1861.1488,1818.7256,1327.9008,1263.7821,1509.1646,1470.5984,1448.2675,1413.3591,3.961472391,5425,80977,114,7945,5096,12422,425,814,1788,7099,2491,1973,1559,385,1769,280,380,9,546,,0,0,0,0,0,0,0,0,1058.333333,0,0,0,0,0,0,901,2.5
3/14/20,202011,AL,1,4411,6314,3375,1483,683,-166,881.32,967.3179,898.7147,869.0249,801.2416,990.6091,926.0577,1193.7158,1132.042,1384.7734,1323.229,866.8558,808.1316,1000.414,936.6061,1171.0974,1103.8627,1336.7377,1251.9084,1315.5214,1222.0726,950.2331,868.1745,1094.6074,1034.564,1068.7799,1007.1819,4.376593346,5381,78012,99,7320,4692,11675,372,828,1818,6911,2402,1819,1361,333,1840,271,321,19,541,,6,22,28,0,0,0,0,0,1088.333333,16.33333333,0,0,0,0,0,901,3.6
3/21/20,202012,AL,1,-5045,6519,1730,-313,-6294,1568,649.91,709.782,655.4907,671.8379,615.0345,744.098,697.4574,842.5861,796.7904,852.7708,813.0184,671.9299,624.3609,750.2072,702.888,842.4905,787.8928,825.934,774.2235,879.5303,814.4484,722.3409,653.308,789.8005,738.8029,761.8943,717.977,4.656546484,4857,64317,89,6157,3385,9294,293,666,1528,6164,1849,1380,926,242,1602,226,478,17,428,,118,6,124,0,0,0,0,0,1054.666667,0,0,0,0,0,0,900,5.6
3/28/20,202013,AL,1,-11696,-1048,1279,-2963,-12331,2495,504.2,539.4714,483.7104,531.0183,471.6812,578.5758,524.6762,629.9675,573.2516,580.3561,523.4719,539.2719,486.2917,582.974,528.5148,626.1337,562.0606,563.4374,502.2813,622.5244,549.1782,567.0642,497.0501,597.2297,535.8251,574.4319,521.5176,3.070011797,4037,52127,87,5354,2716,7649,276,483,1368,5200,1399,1111,781,199,1370,182,575,6,269,,572,4156,4728,0,0,3,0,0,1060.666667,6,4,4,0,0,0,901,5.7
4/4/20,202014,AL,1,-12137,898,917,-4120,-14150,2690,482.23,545.0471,484.2608,535.0053,469.874,575.1929,519.1407,636.7975,576.511,593.1585,535.2483,537.7815,481.0442,587.6258,528.2938,632.6141,565.1936,573.1589,510.2928,616.5629,541.6472,585.7505,508.4739,598.9586,532.5728,574.7126,519.0204,1.544387255,3871,52904,70,6060,3173,8534,288,515,1341,5085,1344,1063,680,181,1288,154,1485,3,321,,884,5089,5973,0,0,40,0,212,1134.333333,90.33333333,44,40,0,0,0,905,5
4/11/20,202015,AL,1,-10097,-1803,388,-5366,-16272,2962,471.01,461.5628,404.0055,451.4098,385.965,487.9073,431.6824,538.8293,479.4911,495.1964,440.2059,456.5462,398.9955,495.0358,435.6438,534.9332,468.7459,481.1451,420.9823,521.6278,449.2834,494.0155,417.4335,500.3832,433.7379,486.0193,430.632,0.99270013,3896,50206,75,5675,3014,8099,241,558,1231,4785,1360,1066,710,175,1310,184,1813,6,273,,1611,8785,10396,0,0,48,0,190,1106.666667,67.66666667,92,48,4.998103,8.782327087,5.3428379,904,4.1
