date,epiweek,region,fips,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,apple_mobility,dex,dex_a,dex_income_1,dex_income_1_a,dex_income_2,dex_income_2_a,dex_income_3,dex_income_3_a,dex_income_4,dex_income_4_a,dex_education_1,dex_education_1_a,dex_education_2,dex_education_2_a,dex_education_3,dex_education_3_a,dex_education_4,dex_education_4_a,dex_race_asian,dex_race_asian_a,dex_race_black,dex_race_black_a,dex_race_hispanic,dex_race_hispanic_a,dex_race_white,dex_race_white_a,kinsa_cases,hospitalization,n_visits,D57,E11,E78,I10,I21,I51,J45,R06,R10,R11,R51,R52,R91,R93,Z20,Z21,Z85,covidnet,positiveIncrease,negativeIncrease,totalTestResultsIncrease,onVentilatorCurrently,inIcuCurrently,deathIncrease,recovered,hospitalizedIncrease,Observed Number,Excess Higher Estimate,death_jhu_cumulative,death_jhu_incidence,fb_survey_cli,google_survey_cli,fb_survey_wili,Number of Facilities Reporting,CLI Percent of Total Visits
3/14/20,202011,X,US,32,97,141,-27,-12,7,761.97,42766.5493,38533.297,39680.849,35099.3339,40981.7743,36810.6288,46862.0824,42356.6412,59274.1306,54469.1269,36388.0213,32267.28,40917.8924,36797.2445,48550.5352,44012.8148,60622.9677,55274.6516,51189.5279,46851.4266,42961.2994,38236.9056,47762.1929,42910.9938,46268.5847,41844.4673,5.10483724,229948,4145964,4251,304818,207901,445804,18347,28890,131791,306443,113421,75042,49076,15746,77970,16252,24707,2009,22172,0.7,4224,23822,28046,0,0,37,0,20,172725.6667,951.6666667,58,41,0,0,0,3556,3.4
3/21/20,202012,X,US,-159,65,15,-200,-178,78,516.98,28802.1464,25742.9452,27900.346,24437.1387,29051.8411,26064.7574,31958.0194,28853.9531,34213.6159,30970.4982,27558.6042,24382.647,29460.4604,26471.6825,32593.2533,29406.6999,32713.1518,29251.4305,30649.8574,27546.608,28701.7879,25121.5379,32237.5127,28664.4671,29919.184,26973.5326,4.891688871,209473,3358758,3519,248755,153472,354919,15945,23251,115552,270406,83876,55422,38257,13045,68021,12516,51269,1582,15355,3,27415,150573,177988,0,0,264,0,1994,174610.6667,3217.333333,456,398,0,0,0,3551,6
3/28/20,202013,X,US,-291,-99,-81,-330,-290,122,384.53,18950.1368,16558.7482,18788.9965,15984.8744,19455.2604,16996.7058,21064.3317,18533.7201,20849.2272,18337.7681,19211.831,16541.2858,19959.9344,17445.9644,21224.1568,18625.7318,19259.8847,16790.5443,18706.4044,16262.5901,18426.7162,15590.7494,21306.9453,18388.1309,19445.8697,17083.5545,2.880773413,191010,2823306,3120,214390,120658,303724,14288,19384,99255,243760,68394,46001,34262,11180,62320,10060,78838,1376,11405,7.7,100630,467863,568493,1139,5265,1934,5804,14244,183100.6667,12692.66667,2934,2478,0,0,0,3567,6.9
4/4/20,202014,X,US,-294,-105,-111,-350,-321,129,374.43,17988.7555,15381.7373,18090.0483,15023.8402,18525.5421,15874.6144,19832.0669,17181.4995,19339.0679,16856.8068,18500.265,15608.2087,19004.622,16301.6737,20019.8065,17283.343,17840.4326,15373.6112,17554.3662,15021.2204,17875.9845,14769.7516,20149.0005,17043.0805,18277.0216,15831.3056,1.546892241,191432,2848481,3034,233514,129042,322967,14812,18368,95439,240877,65345,44090,33394,11779,63588,9452,119500,1286,11205,9.6,185208,722650,907858,3793,27571,6790,53625,30564.5,201585.6667,32613.33333,11031,8097,0,0,0,3565,6.9
4/11/20,202015,X,US,-306,-98,-96,-365,-338,135,385.68,17456.4964,14593.6271,17255.5851,13864.7375,17946.3831,14999.5927,19397.305,16499.8827,19226.2503,16493.0957,17841.3311,14626.4805,18448.1348,15446.964,19595.117,16575.3195,17605.3646,14905.6229,16918.3159,14175.0747,16949.0698,13587.2261,19380.8779,15978.6313,17945.4372,15224.5727,0.921628993,193809,2656943,2867,214100,119504,301066,13778,17783,86410,229309,63813,41121,31974,10131,61760,9103,134535,1257,10552,9.3,215089,824742,1039831,29529,70853,12448,155995,45540.25,214974.3333,47524.66667,24777,13746,0.127053498,0.373985197,0.13056557,3559,6.1
4/18/20,202016,X,US,-310,-135,-154,-358,-325,131,414.62,15019.5666,11000.6536,15363.9486,10737.9969,15911.6995,11591.4865,16966.6787,12629.3375,16335.2526,12448.6037,15986.8696,11399.4282,16388.6742,11942.142,17011.9367,12602.8562,14945.5386,11230.5057,14732.1931,10907.5182,14844.0392,10383.2332,17008.8854,12268.7531,15749.2851,11693.4431,0.566402947,195784,2670981,2962,221050,127663,313979,14227,18408,83689,220776,67972,40903,32378,9915,60632,9626,137453,1330,11220,10,199756,830414,1030170,41926,100729,14030,317380,37387.375,208887.3333,43287,40442,15665,0.048809678,2.490342381,0.050641239,3570,5
4/25/20,202017,X,US,-281,-104,-60,-338,-312,124,466.65,20754.789,16469.9714,20657.9191,15309.1479,21607.2196,16770.8668,23177.3683,18340.7249,22566.4154,18122.3298,21486.2316,16275.7594,22201.0355,17249.8067,23293.9243,18344.8364,20639.64,16327.9508,19883.9266,15547.5625,19735.7805,14632.911,23005.9236,17638.9772,21579.621,17008.2477,0.487900747,197586,2788287,3048,229215,137056,326058,14769,19594,82598,225790,74388,43082,34900,10081,60452,10392,172019,1369,12366,9.7,210448,1270304,1480752,38075,102615,13335,613274,32629.8125,203097.3333,39321.33333,54517,14075,0.043848702,2.486751767,0.047387981,3558,4.3
5/2/20,202018,X,US,-245,-70,12,-312,-298,107,516.84,23941.2249,18715.7621,23935.7823,17144.3984,24830.6907,18664.6629,26475.3373,20338.9363,25790.2976,20147.0631,24832.0399,18176.0342,25518.6488,19198.0858,26644.0324,20361.6112,23639.7583,18161.2211,22713.3311,17236.4602,22749.6672,16308.6633,26272.3739,19577.8226,24795.9301,18940.1203,0.388695513,197610,3041916,3124,254095,157057,359365,15697,20429,84079,230191,80063,44707,37831,10983,59678,11179,253498,1351,13772,9.3,193654,1428371,1622025,33808,94012,12570,1017337,37152.3438,192381.3333,30499.33333,67681,13164,0.047181927,0.865922766,0.052089368,3566,3.8
5/9/20,202019,X,US,-211,-25,66,-290,-277,102,583.14,30838.6687,24700.5151,30265.0085,21647.0846,31818.7178,24051.5986,34430.3944,26714.0776,34476.3347,27366.4999,31441.6265,23012.0965,32720.4398,24758.2604,34701.9621,26793.3454,31631.1438,24629.2919,29768.1045,22899.9439,28953.0855,20840.0567,33630.2386,25269.2813,32302.875,24870.9445,0.331303841,196390,3108255,3210,249137,162133,357362,14780,20941,81440,230442,85062,44943,37870,10164,60902,12088,298595,1450,15742,8.2,175700,1699677,1875377,39589,85938,12546,1350209,32316.8281,187200.6667,26656.66667,79976,12295,0.033017005,0.843409852,0.037344943,3565,3.1
5/16/20,202020,X,US,-202,-36,101,-278,-263,97,470.21,31269.7136,25265.2053,30757.7332,21664.8396,32246.7663,24079.4374,34861.0395,26807.0838,35160.2827,27789.052,31711.999,22866.8428,33044.2581,24711.0988,35191.106,26916.2794,32573.6153,25216.9653,30497.4083,23290.8389,29312.5116,20777.4182,34275.2648,25504.435,32775.4453,24979.4513,0.190475405,195010,3219170,3311,254567,172759,368196,15292,22130,81662,232526,90330,46445,38084,10136,60546,12755,325465,1536,17255,7.7,159712,2200854,2360566,42468,76164,9436,1695557,22979.5859,182278.3333,22979,89892,9916,0.034178828,0.496582905,0.039645719,3567,2.8
5/23/20,202021,X,US,-175,-26,162,-263,-250,90,729.13,37270.5115,30227.798,36319.6702,25077.959,38366.7536,28159.721,41753.2979,31634.0442,43313.0381,34025.5886,37288.6646,26369.8525,39178.3843,28798.3252,42335.6358,31911.8326,40395.2523,30972.2045,37167.034,28087.801,34943.1887,24293.1191,40869.8482,30011.0322,39467.2097,29638.885,0.293713477,194697,3309361,3344,260138,181700,377352,15133,22719,80819,235250,95064,47685,37742,9908,60681,13599,334577,1580,18842,7.3,155993,2639279,2795272,34871,65677,8190,2149031,25971.207,175967.6667,17563,98146,8254,0.039030825,0,0.045250727,3590,2.4
5/30/20,202022,X,US,-164,-25,280,-254,-260,87,765.8,36973.3834,30044.9082,36008.8899,24428.4843,37910.5206,27394.043,41408.7475,30947.8805,43288.6614,33716.0416,36710.8343,25498.5091,38785.8578,28054.5878,42026.2977,31264.7287,40589.4013,30800.8894,37297.9249,27874.7966,34597.4308,23672.1232,40690.7483,29483.8572,39210.8643,29047.3176,0.329334972,189550,2982700,3105,233788,158375,336701,14501,20721,70290,211844,87675,44536,33258,8647,55122,12281,283072,1343,16065,6,144802,2621109,2765911,29173,58611,6525,2979525,35022.3965,170927,13292.66667,104778,6632,0.038251878,0,0.046501773,3609,2
6/6/20,202023,X,US,-134,-5,268,-231,-213,74,808.97,41401.964,33114.2104,40150.9873,26324.6655,42328.4613,29568.6892,46566.2173,33727.2104,49668.5223,37734.3341,40833.3763,27383.8233,43240.396,30257.1041,47304.5511,34152.9721,46771.2224,34575.7746,42273.5974,30718.535,39035.3109,25902.7614,45543.4755,32062.4658,44161.1375,31700.1825,0.282301903,186053,3277216,3330,262964,191189,380895,14673,22273,77742,226156,95303,46730,35384,9462,57086,13818,292442,1527,19339,4.8,149645,3031723,3181368,25884,50590,5702,3889967,20534.8018,168679,11903.66667,110818,6040,0.035381589,0,0.043254569,3616,1.8
6/13/20,202024,X,US,-115,-5,348,-212,-205,66,876.77,43738.8903,35295.1867,42232.1507,27306.0754,44583.3987,30790.8482,49248.6279,35326.4471,53739.9367,40730.875,42639.6318,28216.8933,45452.4821,31435.0434,50326.9724,35975.6214,50857.3666,37421.4186,45792.5389,33027.7828,41729.1532,27273.1145,48443.6964,33816.4188,46903.2915,33368.238,0.297390549,178018,3209601,3179,244814,186861,361210,13323,21796,75375,222779,95617,45660,35425,9151,55640,13820,305135,1602,19349,4,144663,3124153,3268816,20994,43583,5250,4332191,16503.5991,162451,7679.333333,116084,5266,0.036998182,0,0.045925485,3616,1.9
6/20/20,202025,X,US,-100,4,416,-196,-203,59,920.96,46033.1724,37060.727,44193.8265,27749.2946,46851.6753,31641.9146,51873.3967,36533.0624,57331.9243,42998.7404,44633.5546,28768.8888,47849.6633,32362.1095,53099.2086,37241.2619,54436.3488,39516.4014,48778.482,34533.2895,44227.6934,28082.0924,51041.9836,34905.641,49630.3341,34674.6886,0.215160842,161973,3174190,3084,226035,177002,337912,11616,20660,72289,211855,90823,44767,36849,9037,53009,12751,349521,1427,18133,3.9,177758,3339492,3517250,17872,38670,4218,4766419,16159.2004,160851,6602,120349,4265,0.019656486,0,0.024824058,3619,2.3
6/27/20,202026,X,US,-107,-7,396,-192,-209,61,938.82,43987.6334,35468.0041,42482.1713,26167.4383,44806.3596,29682.3436,49410.6882,34178.4016,54675.18,40593.4806,42611.666,26915.4416,45596.3011,30285.754,50579.848,34856.453,52328.3881,37499.5814,46636.9739,32536.8437,42386.5401,26391.8948,48990.659,33002.9486,47386.5176,32553.7628,0.261344529,138028,2995102,2876,194153,153751,291991,9513,17914,65358,195745,80871,42116,36996,8936,46645,11517,392838,1305,15547,4.4,253282,3578623,3831905,15609,37130,5653,5224806,20168.8998,159794.6667,7548.333333,126120,5771,0,0,0,3633,3
7/4/20,202027,X,US,-96,18,449,-194,-246,63,934.52,41992.111,32761.5036,40837.7753,24003.8077,42867.0197,27105.011,47363.2231,31302.2292,52022.5539,37445.4268,41204.3221,24821.6516,43713.6858,27702.0557,48381.6459,31924.8638,49845.8613,34485.5976,44574.0122,30073.0366,40796.0881,24369.6262,47034.3129,30566.7578,45341.0057,29774.3571,0.345472847,85802,2052739,1699,118622,93622,178942,5133,10216,42867,121143,46745,24479,23894,5704,27972,6413,265873,714,8394,5.5,341951,4161556,4503507,14366,38420,3498,5866633,23248.0501,158390.6667,9285,129689,3569,0,0,0,3632,3.8
7/11/20,202028,X,US,-110,-16,368,-194,-223,62,951.9,41302.3947,33236.702,40247.2147,23807.906,42059.8283,26828.1604,46312.1082,30935.8033,51598.4849,37541.1835,40182.4695,24366.3793,42714.5388,27317.5499,47416.2367,31581.513,49758.2082,34763.1659,43967.3062,29769.2621,40270.902,24061.1174,46371.6933,30338.1666,44579.9921,29579.6975,0.481005561,17693,280359,200,13099,10276,20356,609,851,6261,15347,4287,2170,2335,536,3040,524,23572,78,877,5.8,389790,4269054,4658844,14948,40723,4748,6664474,31982.9749,148117.3333,7476,134777,5088,0,0,0,3622,4
7/18/20,202029,X,US,-103,-10,422,-197,-215,61,968.02,21611.0997,16986.3799,20868.7845,11946.7119,21730.491,13417.9542,24177.9428,15657.5563,27178.798,19139.8421,20778.8967,12196.9751,22048.986,13676.0449,24796.9226,16007.8795,26179.7481,17739.7085,23036.9351,15061.5622,21017.4798,12122.947,24330.5649,15361.0189,23221.4884,14952.385,0.477695922,,,,,,,,,,,,,,,,,,,,3.9,461070,4949397,5410467,16034,43764,5194,7483454,31495.0125,,,140119,5342,0,0,0,3618,3.5
7/25/20,202030,X,US,-44,-10,165,-88,-92,24,816.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.423843737,,,,,,,,,,,,,,,,,,,,,466280,5140819,5607099,17532,61313,6297,8459345,33747.4937,,,146460,6341,0,0,0,,
1/4/20,202001,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4671,62293,87,5783,3213,8742,310,597,1303,5742,1871,1509,1054,340,1359,168,243,6,368,,0,0,0,0,0,0,0,0,1076,0,0,0,0,0,0,884,2.6
1/11/20,202002,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5341,72908,106,7097,4857,11561,333,687,1651,6855,2367,1746,1292,315,1658,263,263,12,523,,0,0,0,0,0,0,0,0,1123,30,0,0,0,0,0,885,2
1/18/20,202003,AL,1,0,0,0,0,0,0,668.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5231,72447,105,6982,4621,11367,305,824,1587,6871,2444,1853,1311,314,1752,286,283,4,519,,0,0,0,0,0,0,0,0,1038,0,0,0,0,0,0,886,2
1/25/20,202004,AL,1,0,0,0,0,0,0,751.43,974.4922,923.034,848.8848,814.1344,972.4713,932.8959,1178.8098,1132.9741,1493.5867,1439.6233,830.4583,797.8038,965.5291,926.2812,1173.1851,1125.4198,1449.9055,1394.9145,1414.8986,1360.3822,945.6547,908.5251,1087.2303,1044.1998,1064.9379,1022.3932,0,5090,71906,82,6638,4359,10946,305,693,1674,6476,2366,1722,1376,359,1687,261,368,9,497,,0,0,0,0,0,0,0,0,1050,0,0,0,0,0,0,889,2.2
2/1/20,202005,AL,1,0,0,0,0,0,0,743.38,1124.3102,1080.5969,999.439,973.0839,1127.8825,1096.1108,1371.1259,1332.2316,1659.1327,1613.5859,971.3984,946.7019,1132.397,1101.59,1355.8587,1314.9588,1632.9609,1585.9842,1590.5744,1546.2061,1097.8941,1070.5052,1255.5277,1220.6421,1231.6217,1196.88,0,5265,78893,102,7284,4689,11575,335,736,1747,6847,2557,2020,1590,400,1796,237,506,12,542,,0,0,0,0,0,0,0,0,1026.666667,0,0,0,0,0,0,891,2.5
2/8/20,202006,AL,1,0,0,0,0,0,0,741.91,1156.6824,1131.5067,1028.3226,1013.4645,1168.2974,1151.1502,1398.2633,1380.1286,1710.7296,1687.6599,1012.9119,998.836,1161.5865,1145.669,1374.2815,1355.3624,1683.1343,1657.4252,1625.5918,1605.1604,1127.164,1110.9175,1295.8212,1278.9929,1267.5963,1249.8269,0,5366,80495,110,7124,4631,11516,361,732,1699,6913,2458,2105,1589,427,1847,251,529,14,509,,0,0,0,0,0,0,0,0,1118.666667,2.666666667,0,0,0,0,0,892,2.5
2/15/20,202007,AL,1,299,15,694,121,40,-19,817.08,1295.817,1253.3075,1153.4589,1121.9884,1312.3173,1281.8274,1583.039,1546.4131,1937.5262,1896.2934,1138.4252,1109.8299,1308.0261,1276.8407,1554.6314,1519.0361,1895.6407,1846.7114,1843.675,1807.8726,1262.0433,1224.6224,1446.7217,1412.0672,1430.6784,1397.7121,0,5511,76643,104,7141,4585,11351,331,784,1655,6865,2373,1974,1462,381,1858,266,425,13,474,,0,0,0,0,0,0,0,0,1093.333333,0,0,0,0,0,0,894,2.2
2/22/20,202008,AL,1,-432,-1464,382,628,-789,317,839.26,1243.4066,1206.657,1088.9345,1055.2993,1238.6242,1213.259,1513.0096,1493.3833,1924.561,1910.9838,1066.125,1038.1245,1238.4999,1211.123,1491.9506,1468.7717,1872.9354,1849.1302,1786.3384,1768.6113,1201.6599,1158.877,1401.4841,1373.6476,1369.7101,1347.1676,4.921828769,5351,74783,112,7056,4418,11037,361,734,1625,6883,2359,1851,1471,379,1721,273,379,11,502,,0,0,0,0,0,0,0,0,1098.333333,0.666666667,0,0,0,0,0,894,2.1
2/29/20,202009,AL,1,4477,1164,1658,1347,708,-154,870.21,1393.2055,1349.6859,1266.5334,1226.7689,1406.9911,1374.7806,1664.0622,1636.3702,2010.3755,1983.2807,1247.6906,1213.8969,1403.4517,1370.5055,1651.6633,1619.6803,1960.3566,1921.8328,1939.0544,1909.0693,1390.5757,1338.3587,1575.0651,1542.5884,1515.3809,1486.1173,4.069735147,5249,73617,107,6901,4419,11072,347,726,1669,6663,2349,1842,1386,407,1753,271,361,13,470,,0,0,0,0,0,0,0,0,1161.333333,69.33333333,0,0,0,0,0,897,2
3/7/20,202010,AL,1,5670,2472,2012,1380,976,-102,882.18,1332.6397,1287.4606,1212.9394,1162.0288,1338.7747,1299.4986,1599.5052,1567.2685,1903.0258,1882.5979,1183.517,1141.7014,1345.9412,1304.5406,1578.7414,1541.3891,1879.6444,1839.362,1861.1488,1818.7256,1327.9008,1263.7821,1509.1646,1470.5984,1448.2675,1413.3591,3.961472391,5361,78428,111,7691,4935,12043,422,803,1760,7068,2419,1930,1526,376,1755,278,375,8,532,,0,0,0,0,0,0,0,0,1057.333333,0,0,0,0,0,0,899,2.5
3/14/20,202011,AL,1,4411,6314,3375,1483,683,-166,881.32,967.3179,898.7147,869.0249,801.2416,990.6091,926.0577,1193.7158,1132.042,1384.7734,1323.229,866.8558,808.1316,1000.414,936.6061,1171.0974,1103.8627,1336.7377,1251.9084,1315.5214,1222.0726,950.2331,868.1745,1094.6074,1034.564,1068.7799,1007.1819,4.376593346,5319,75597,97,7085,4509,11340,368,816,1773,6868,2318,1775,1341,332,1821,267,316,19,523,,6,22,28,0,0,0,0,0,1087.333333,15.33333333,0,0,0,0,0,900,3.6
3/21/20,202012,AL,1,-5045,6519,1730,-313,-6294,1568,649.91,709.782,655.4907,671.8379,615.0345,744.098,697.4574,842.5861,796.7904,852.7708,813.0184,671.9299,624.3609,750.2072,702.888,842.4905,787.8928,825.934,774.2235,879.5303,814.4484,722.3409,653.308,789.8005,738.8029,761.8943,717.977,4.656546484,4802,62354,87,5983,3279,9056,289,660,1489,6133,1799,1353,919,239,1587,223,466,17,412,,118,6,124,0,0,0,0,0,1052.666667,0,0,0,0,0,0,898,5.6
3/28/20,202013,AL,1,-11696,-1048,1279,-2963,-12331,2495,504.2,539.4714,483.7104,531.0183,471.6812,578.5758,524.6762,629.9675,573.2516,580.3561,523.4719,539.2719,486.2917,582.974,528.5148,626.1337,562.0606,563.4374,502.2813,622.5244,549.1782,567.0642,497.0501,597.2297,535.8251,574.4319,521.5176,3.070011797,3979,50358,84,5187,2629,7449,275,480,1321,5170,1369,1090,770,196,1359,175,564,6,263,,572,4156,4728,0,0,3,0,0,1059.333333,5,4,4,0,0,0,900,5.7
4/4/20,202014,AL,1,-12137,898,917,-4120,-14150,2690,482.23,545.0471,484.2608,535.0053,469.874,575.1929,519.1407,636.7975,576.511,593.1585,535.2483,537.7815,481.0442,587.6258,528.2938,632.6141,565.1936,573.1589,510.2928,616.5629,541.6472,585.7505,508.4739,598.9586,532.5728,574.7126,519.0204,1.544387255,3821,51161,66,5870,3070,8290,283,508,1303,5056,1308,1044,668,176,1278,151,1470,3,310,,884,5089,5973,0,0,40,0,212,1133.666667,89.66666667,44,40,0,0,0,903,5
4/11/20,202015,AL,1,-10097,-1803,388,-5366,-16272,2962,471.01,461.5628,404.0055,451.4098,385.965,487.9073,431.6824,538.8293,479.4911,495.1964,440.2059,456.5462,398.9955,495.0358,435.6438,534.9332,468.7459,481.1451,420.9823,521.6278,449.2834,494.0155,417.4335,500.3832,433.7379,486.0193,430.632,0.99270013,3838,48423,73,5496,2911,7854,241,554,1203,4753,1326,1046,692,169,1302,184,1785,6,267,,1611,8785,10396,0,0,48,0,190,1105,66,92,48,4.998103,8.782327087,5.3428379,902,4.1
4/18/20,202016,AL,1,-7092,-2224,-324,-4853,-15196,2639,530.21,493.5678,384.3152,497.0776,372.4761,535.4456,417.855,577.7565,457.3711,509.9391,409.2878,508.0392,390.2607,548.6049,425.8993,565.2702,439.2102,491.4417,386.3174,543.4333,417.6965,519.8122,383.8121,536.0517,409.6472,531.4113,418.0486,0.566658828,3814,47391,75,5535,2952,7823,277,512,1156,4589,1437,963,645,155,1214,163,1428,10,277,,1464,19825,21289,0,0,55,0,218,1107,76,153,61,4.7763204,52.0613623,4.5842265,902,3.3
