date,epiweek,region,fips,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,apple_mobility,cdc_hospitalized,dex,dex_a,dex_income_1,dex_income_1_a,dex_income_2,dex_income_2_a,dex_income_3,dex_income_3_a,dex_income_4,dex_income_4_a,dex_education_1,dex_education_1_a,dex_education_2,dex_education_2_a,dex_education_3,dex_education_3_a,dex_education_4,dex_education_4_a,dex_race_asian,dex_race_asian_a,dex_race_black,dex_race_black_a,dex_race_hispanic,dex_race_hispanic_a,dex_race_white,dex_race_white_a,people_total,people_total_2nd_dose,kinsa_cases,covidnet,positiveIncrease,negativeIncrease,totalTestResultsIncrease,onVentilatorCurrently,inIcuCurrently,deathIncrease,recovered,hospitalizedIncrease,Observed Number,Excess Higher Estimate,death_jhu_cumulative,death_jhu_incidence,fb_survey_cli,google_survey_cli,fb_survey_wili,Number of Facilities Reporting,CLI Percent of Total Visits
3/14/20,202011,X,US,32,97,141,-27,-12,7,761.97,,42766.5493,38533.297,39016.8764,34762.5347,40180.7903,36306.0237,45811.7697,41600.7314,57856.5595,53308.088,35732.7076,31903.5954,40035.1447,36200.7669,47418.3685,43180.2715,59145.8147,54123.329,51403.4916,47207.072,43788.1839,39204.2315,47319.494,42750.8505,45038.868,40926.1586,0,0,5.10483724,0.7,3805,6725,38441,0,0,37,0,21,174484.6667,2296.333333,58,41,0,0,0,3626,3.4
3/21/20,202012,X,US,-159,65,15,-200,-178,78,516.98,,28802.1464,25742.9452,27654.8125,24493.0096,28654.3997,25919.8259,31417.629,28553.6746,33628.8166,30580.2593,27233.881,24335.2667,29003.8811,26263.9797,32034.7516,29109.1732,32208.6767,28962.5496,30946.2062,27950.9777,29507.7795,26075.4889,32198.47,28872.427,29369.0054,26664.449,0,0,4.891688871,2.9,26097,83332,238263,0,0,271,0,1994,175431.6667,4219.666667,466,408,0,0,0,3623,5.9
3/28/20,202013,X,US,-291,-99,-81,-330,-290,122,384.53,,18950.1368,16558.7482,18657.1746,16159.0898,19203.0852,17018.5834,20723.3084,18456.847,20512.8908,18214.696,18993.3236,16632.7764,19660.6181,17428.2705,20880.0043,18556.0846,19016.6757,16756.3684,18918.3763,16612.2932,19083.2505,16405.331,21309.8183,18648.3921,19117.1495,17012.2745,0,0,2.880773413,7.7,100569,321223,589478,1108,5265,1997,3138,14252,183091.6667,13207.33333,2898,2432,0,0,0,3642,6.7
4/4/20,202014,X,US,-294,-105,-111,-350,-321,129,374.43,,17988.7555,15381.7373,17954.229,15287.9892,18280.5838,15983.412,19501.2204,17175.5469,19013.0492,16763.0524,18275.4526,15808.0125,18708.6704,16372.3135,19680.1888,17278.7351,17619.2115,15366.7431,17784.0426,15416.7686,18438.7111,15573.8103,20133.4898,17354.7697,17965.3592,15832.6881,0,0,1.546892241,9.5,185085,537039,920638,3804,27908,6944,9574,30495.5,201277,33073.33333,10989,8091,0,0,0,3640,6.8
4/11/20,202015,X,US,-306,-98,-96,-365,-338,135,385.68,411,17456.4964,14593.6271,17089.8334,14244.712,17650.11,15206.9747,19005.7165,16574.488,18840.5252,16446.8784,17564.5525,14943.7426,18107.0602,15620.5374,19210.1512,16662.3995,17317.6452,14927.7352,17098.053,14625.444,17488.4451,14480.3348,19295.5602,16362.305,17578.6692,15305.4257,0,0,0.921628993,9.2,215575,595399,1071762,29521,71575,12906,18470,45653.25,214481,47820,25599,14610,0.043314885,0.373985197,0.045265645,3629,6
4/18/20,202016,X,US,-310,-135,-154,-358,-325,131,414.62,446,15019.5666,11000.6536,15050.7948,11036.9298,15516.869,11737.2972,16517.9931,12660.5327,15920.5807,12376.7367,15584.561,11656.5613,15935.4083,12056.2839,16572.1597,12644.1673,14616.522,11216.1177,14786.9197,11232.0822,15063.72,10985.7601,16783.8906,12544.7448,15319.8403,11738.841,0,0,0.566402947,10,199652,604774,1091576,41917,100698,14437,31186,36394.375,208294.3333,43493,40646,15047,0.016640121,2.490342381,0.017523293,3630,4.9
4/25/20,202017,X,US,-281,-104,-60,-338,-312,124,466.65,371,20754.789,16469.9714,20313.6477,16188.5446,21161.3398,17428.404,22628.04,18815.0404,22068.4317,18383.1298,21022.7659,17107.9206,21687.0923,17874.1719,22757.6768,18833.0668,20237.7423,16633.1205,20018.1671,16380.2263,20175.6394,15989.4176,22783.48,18504.3174,21067.9087,17481.2364,0,0,0.487900747,9.6,210618,459503,1528232,38083,102580,13555,49597,32591.8125,202752.3333,39783,56068,15422,0.014948833,2.486751767,0.016478343,3618,4.2
5/2/20,202018,X,US,-245,-70,12,-312,-298,107,516.84,511,23941.2249,18715.7621,23613.8122,18577.3115,24383.1948,19800.6313,25948.1974,21253.4176,25280.4743,20742.8615,24374.7167,19559.9438,25006.1917,20307.4332,26110.0573,21288.4768,23234.3423,18791.085,22927.2614,18497.0514,23296.3067,18213.1144,26060.6239,20940.3572,24288.724,19840.2456,0,0,0.388695513,9.3,193181,843972,1695597,33815,94028,12759,62289,35660.3438,192079.3333,30881.33333,69621,13553,0.016085191,0.865922766,0.018080121,3628,3.7
5/9/20,202019,X,US,-211,-25,66,-290,-277,102,583.14,468,30838.6687,24700.5151,29785.1011,23907.8205,31207.9949,25955.3622,33690.2739,28327.9493,33743.1593,28492.4043,30790.3418,25228.4704,32014.1557,26631.5546,33939.0846,28405.0906,31026.8587,25777.3933,29983.878,24896.4171,29524.6983,23646.8085,33269.3803,27447.5626,31580.2909,26437.7174,0,0,0.331303841,8.2,175330,1017876,1993407,39592,85950,12672,37340,32065.8281,187214.3333,27313.33333,81899,12278,0.011256107,0.843409852,0.01298312,3627,3.1
5/16/20,202020,X,US,-202,-36,101,-278,-263,97,470.21,447,31269.7136,25265.2053,30274.6494,24435.4926,31628.3515,26462.61,34098.6897,28884.3372,34386.8445,29306.0552,31080.1023,25606.2339,32329.3707,27065.7593,34409.3916,29000.1541,31881.7408,26707.4301,30705.8708,25712.945,29965.8444,24128.5159,33933.3504,28233.8381,32017.368,26980.9463,0,0,0.190475405,7.6,159204,1339576,2505431,42471,76174,9793,56302,22816.5859,182482.6667,23753.33333,91893,9994,0.011652194,0.496582905,0.013737336,3629,2.7
5/23/20,202021,X,US,-175,-26,162,-263,-250,90,729.13,416,37270.5115,30227.798,35561.1351,28731.835,37495.8836,31393.7235,40731.1428,34537.3321,42243.7189,36245.5107,36396.4542,30009.7294,38210.7426,32007.8486,41266.2846,34822.7258,39404.6001,33127.4361,37267.1014,31358.0215,35577.6386,28658.3187,40294.5423,33679.2339,38412.9486,32414.1212,0,0,0.293713477,7.3,156520,1614606,2987757,34872,65686,8151,92911,25419.207,176147,18375.33333,100447,8554,0.013306329,0,0.015667901,3653,2.4
5/30/20,202022,X,US,-164,-25,280,-254,-260,87,765.8,309,36973.3834,30044.9082,35249.9574,28515.4397,37061.5138,31054.5573,40343.0161,34240.0832,42218.3058,36358.1652,35853.3881,29572.5253,37799.2288,31677.1934,40928.0665,34584.7304,39565.2425,33332.9816,37398.2158,31558.7159,35202.5084,28403.4265,40073.0305,33591.4926,38139.0116,32225.769,0,0,0.329334972,6.1,143492,1565814,3009449,29171,58612,6576,133004,34657.3965,171465.6667,14366,107061,6614,0.013040772,0,0.016223849,3676,2
6/6/20,202023,X,US,-134,-5,268,-231,-213,74,808.97,207,41401.964,33114.2104,39179.133,31256.3295,41263.6151,34000.3258,45235.2401,37770.5569,48307.5425,41073.5044,39770.7126,32316.5812,42024.2294,34642.0468,45930.8882,38234.7355,45421.5693,37759.8415,42180.9176,35083.7266,39431.0502,31439.4976,44719.6556,37038.7196,42811.7897,35589.6733,0,0,0.282301903,4.8,148076,1789864,3477836,25885,50583,5712,90843,20550.8018,170206.6667,13577.33333,113179,6118,0.014058995,0,0.017636282,3677,1.8
6/13/20,202024,X,US,-115,-5,348,-212,-205,66,876.77,276,43738.8903,35295.1867,41059.7181,32952.4101,43365.5348,35984.4266,47738.4468,40133.2883,52084.9822,44808.6633,41456.1735,33904.6438,44073.19,36554.1083,48693.1996,40810.9649,49214.2425,41311.6187,45490.9848,38143.5857,42006.0413,33644.2138,47431.2395,39665.5127,45310.1047,37957.7867,0,0,0.297390549,4,144360,1770300,3415208,20995,43575,5257,59713,16411.5991,168488.6667,12341,118393,5214,0.012613364,0,0.01590628,3678,1.9
6/20/20,202025,X,US,-100,4,416,-196,-203,59,920.96,246,46033.1724,37060.727,42880.415,34086.1216,45466.3586,37517.9957,50218.0722,42081.3065,55457.8144,47825.7416,43286.6958,35159.4236,46271.5616,38163.4749,51296.0413,42830.9024,52559.197,44094.0947,48365.9035,40370.9452,44377.5256,35175.5051,49904.9262,41592.8267,47838.5455,39959.3864,0,0,0.215160842,4,177047,1884415,3796404,17858,38665,4189,63560,16046.2004,168780.3333,12726,122613,4220,0.012262081,0,0.015255021,3685,2.3
6/27/20,202026,X,US,-107,-7,396,-192,-209,61,938.82,467,43987.6334,35468.0041,41249.0995,32824.9209,43464.2192,35852.4505,47797.3876,40030.8558,52858.9371,45788.8015,41357.3294,33607.2894,44114.8363,36393.9237,48826.2699,40744.1016,50475.0186,42430.667,46178.3948,38592.8737,42566.7941,33724.1584,47905.2063,40038.2334,45649.471,38146.541,0,0,0.261344529,4.5,255686,1960590,4402089,15603,37127,3783,63478,20203.8998,170198,14536.66667,126578,3965,0.014052099,0,0.017149166,3696,3.1
7/4/20,202027,X,US,-96,18,449,-194,-246,63,934.52,824,41992.111,32761.5036,39466.1558,30472.7228,41514.175,33165.2348,45699.3023,37054.8553,50232.4414,42615.3251,39807.9415,31364.8066,42210.592,33714.026,46616.3282,37729.2684,48001.419,39359.2595,43997.078,35967.637,40781.6508,31500.0966,45852.7578,37520.7213,43573.0379,35272.6356,0,0,0.345472847,6,341790,2373952,4974640,14376,38425,3484,122699,22776.0501,173569.3333,18563,130278,3700,0.018904339,0,0.023069173,3698,3.8
7/11/20,202028,X,US,-110,-16,368,-194,-223,62,951.9,905,41302.3947,33236.702,39041.9181,30875.8888,40782.2143,33472.8591,44787.393,37348.7355,49881.168,43474.3848,38948.4772,31459.1415,41322.9762,33920.2506,45792.0862,38066.4353,47974.672,40370.042,43510.6681,36274.1553,40413.9509,31805.6205,45374.6266,38070.8536,42918.302,35724.8989,0,0,0.481005561,7.7,388804,2390695,5357114,14943,40722,4627,101139,31580.9749,178569,23886,135531,5253,0.019449074,0,0.02320033,3694,4.2
7/18/20,202029,X,US,-103,-10,422,-197,-215,61,968.02,18268,41929.1522,33247.7742,39236.762,30583.4809,41137.729,33295.284,45603.4909,37485.6119,51147.8995,43868.7291,39115.6792,31156.5702,41737.3728,33793.7925,46657.6864,38222.8511,49068.768,40661.6463,44350.7345,36341.0807,41055.766,31831.21,46005.4103,37924.2323,43580.1805,35793.2812,0,0,0.477695922,8.1,458510,2746112,6050848,16030,43756,5161,126814,31103.0125,180890.3333,26660,141070,5539,0.019700469,0,0.023077924,3700,4.1
7/25/20,202030,X,US,-107,-21,399,-202,-216,61,970.53,32609,41599.7603,33123.244,38656.8911,30201.5458,40752.7416,32978.6593,45441.8815,37285.7405,51323.2573,43985.219,38547.9884,30716.7054,41340.374,33447.3689,46474.4258,38038.6296,49405.5037,40926.8934,44346.9641,36351.6241,40789.4446,31692.2415,45669.4292,37633.9826,43411.9887,35616.1413,0,0,0.430077183,7.6,464577,2856272,6068495,17528,61304,6352,156323,33335.4937,183019,29143.33333,147555,6485,0.017053123,0,0.020565043,3706,3.7
8/1/20,202031,X,US,-102,-19,403,-198,-219,59,981.58,37954,42825.7195,34309.7436,39925.7085,31265.5329,42084.3892,34163.2523,46945.8056,38582.1874,52992.8871,45461.1202,39896.8941,31833.5503,42712.4763,34620.2112,47921.0034,39305.0753,51129.7951,42435.1658,45958.1408,37806.1283,42029.7327,32782.2607,47063.6522,38864.0841,44847.1434,36868.5535,0,0,0.343657975,6.9,435314,2745294,6062131,19126,73121,8018,182113,32894.7531,182877.3333,29494.66667,155574,8019,0.015445178,0,0.018655958,3701,3.3
8/8/20,202032,X,US,-97,-18,406,-197,-218,57,993.77,33155,43227.3845,34187.9689,40326.3086,31084.0575,42422.4341,33976.8887,47098.0534,38368.2988,53409.5157,45509.3475,40170.3193,31635.5689,42957.9463,34425.4908,48136.419,39117.1009,51622.7327,42481.0503,46384.614,37740.6228,42043.8812,32291.4614,47442.0463,38781.7166,45136.6656,36733.7793,0,0,0.342727838,6.4,368335,2615482,5633782,18639,70199,7258,180719,35842.1234,182427.6667,29135,162845,7271,0.014738457,0,0.018061482,3720,3
8/15/20,202033,X,US,-103,-26,394,-198,-217,54,1008.49,31168,43457.9402,34317.08,40256.765,30769.5737,42431.7636,33813.6839,47509.3495,38455.6661,54722.8297,46373.3987,39934.7857,31331.3022,43002.9199,34254.8993,48590.0261,39262.6992,53144.1721,43456.2653,47410.8839,38361.7998,42134.0569,32022.7904,47800.3224,38879.3781,45592.051,36879.3891,0,0,,5.7,368167,2486285,5736888,17715,65059,7504,174951,27076.9383,182747.6667,29516,169905,7060,0.012903153,0,0.015677407,3719,2.6
8/22/20,202034,X,US,-106,-32,351,-201,-211,54,998.55,30309,42143.2298,32940.5302,38832.5719,29387.6116,41012.4387,32331.6239,46107.5456,36852.9936,53485.0484,44599.9884,38264.4123,29547.8085,41490.7984,32687.269,47271.2805,37752.6679,52225.0083,42206.8295,46610.5862,37413.9482,40923.5102,30840.3947,46283.2661,36989.4917,44258.3658,35382.4347,0,0,,5.2,301751,2558875,5695161,16589,60496,6901,166197,23045.5309,180211.3333,26735.33333,176706,6801,0.011692018,0,0.013936443,3728,2.3
8/29/20,202035,X,US,-111,-39,288,-206,-207,56,956.87,28975,39473.1118,30372.804,36460.49,27108.8289,38260.5062,29769.182,42934.7283,34000.6879,49030.1548,40455.5512,35928.6747,27312.5296,38763.942,30162.6239,43954.2477,34755.6923,47885.8814,38352.4415,43030.3055,34072.6062,38557.1397,28549.5185,43314.321,34001.9842,41048.6066,32504.6826,0,0,,4.4,287834,2597649,5575829,14824,54088,6523,154336,20011.2346,176403.3333,22779,183021,6315,0.010213006,0,0.012131246,3732,2.2
9/5/20,202036,X,US,-94,-23,341,-188,-209,47,979.32,27180,41131.5569,32764.6329,38592.6847,29524.7741,40462.12,32210.2713,45052.2976,36442.1261,51097.9136,42989.4947,38192.5026,29785.3263,40844.3399,32523.7835,46107.8655,37300.8247,49810.1131,40758.9055,45415.6587,36903.5974,40962.9593,31244.4531,45745.8548,36815.7958,43011.4051,34812.844,0,0,,4,284486,2631029,6042456,14190,49101,5903,160513,17906.3827,174305,20024.66667,188890,5869,0.011303132,0,0.013654969,3728,2
9/12/20,202037,X,US,-110,-40,316,-211,-241,55,955.38,27456,40057.1461,31621.2047,37230.7144,28073.3637,39440.7502,31020.7058,44103.5248,35208.3481,50367.2889,41869.8386,36951.7011,28428.1849,39857.5673,31342.1031,45130.7288,36034.4969,48981.6783,39561.1432,44545.1674,35720.2438,39593.2111,29726.3802,44703.2036,35456.4693,42136.8331,33678.1789,0,0,0,3.8,238150,2355350,5389111,12836,45881,5107,135757,16505.8086,172794.3333,17992,194031,5141,0.01023731,0,0.010011759,3725,2
9/19/20,202038,X,US,-105,-42,271,-205,-189,48,948.3,24271,38169.7493,29685.2578,35866.5051,26532.0485,37727.3761,29148.2451,42001.4082,32994.5844,47748.5257,38938.5313,35543.5658,26839.3175,38070.8462,29431.4436,42957.493,33737.1429,46432.8353,36848.0499,42223.3042,33131.7255,38031.0579,27933.9003,42633.3828,33034.3801,40112.6279,31555.9461,0,0,0,3.7,279447,2764558,6417986,11143,43716,5551,137013,16404.5957,173074.3333,17369,199605,5574,0.009810401,0,0.008343027,3746,2
9/26/20,202039,X,US,-107,-45,228,-211,-185,48,920,24313,38624.2654,28792.5645,36036.7372,25632.165,38014.6934,28330.0193,42196.0572,32047.4856,47977.7284,37931.6702,35820.9208,26085.3778,38404.9249,28627.279,43121.4297,32743.361,46675.3526,35839.997,42421.2088,32264.8988,38301.75,27145.4206,43015.5011,32165.4716,40396.2951,30670.3245,0,0,0,4.1,309025,2823684,6825204,10845,43263,5281,171793,16726.7022,174996,18569.66667,204986,5381,0.008986976,0,0.007541477,3755,2.1
10/3/20,202040,X,US,-102,-35,156,-208,-180,46,901.85,26925,41252.0939,30416.8616,38556.4856,26983.0492,40540.3024,29910.032,45040.8292,33949.228,51167.303,40162.3549,38406.1554,27562.0232,40957.3478,30253.0558,45985.4066,34638.5329,49766.9785,37886.2329,45354.3379,34178.4203,40996.8477,28597.7038,45853.0403,33811.8047,43074.2324,32470.0185,0,0,0,4.3,298062,2814421,7133842,10609,43161,4786,141440,17452.6489,171005.3333,14316.33333,209890,4904,0.00970247,0,0.008000439,3755,2.3
10/10/20,202041,X,US,-106,-36,194,-203,-182,46,902.09,32468,37435.6207,28469.7617,35038.261,25116.0554,36903.9892,27791.5208,41142.5112,31568.8642,47057.8906,37550.7573,34761.6474,25488.7742,37425.2616,28198.99,41920.677,32192.6098,45821.3677,35500.4624,41608.3382,32002.9023,37432.1533,26795.4999,41838.2299,31526.7871,39415.7676,30283.5564,0,0,,5.3,335915,2847976,7637484,11214,45650,4836,141014,20818.6755,174115,17157.66667,214882,4992,0.011499457,0,0.013369208,3756,2.7
10/17/20,202042,X,US,-110,-44,149,-205,-186,52,900.21,36163,37234.8597,28807.8164,34926.2362,25130.3735,36841.1557,27906.0331,41103.4458,31759.5525,47466.171,38167.3394,34563.2382,25453.5723,37314.9455,28294.2442,42079.6178,32547.9204,46225.3303,36068.3138,41813.9194,32343.4953,37582.4853,27000.4656,41772.9167,31648.6896,39539.5489,30570.7471,0,0,,6.1,383946,2975011,7947811,12145,50051,4874,155471,22114.6622,169359,11388,219916,5034,0.01032916,0,0.012957473,3754,2.9
10/24/20,202043,X,US,-116,-48,103,-204,-176,51,882.8,40493,38900.6599,30012.3988,36451.8275,25993.9409,38517.985,29032.5776,43096.7422,33192.7684,49531.94,39602.3398,36210.3647,26456.2529,38989.5933,29439.5027,43957.0571,33892.5898,48281.3594,37470.1867,43774.8031,33715.4498,39125.1724,27839.9959,43808.3052,32846.5551,41328.4742,31835.2602,0,0,,7.1,467677,3283249,8162713,14248,57140,5671,184159,37903.1689,173025.6667,13744.33333,225673,5757,0.010128648,0,0.012577795,3758,3.3
10/31/20,202044,X,US,-117,-40,13,-218,-178,55,849.9,45021,39955.0175,30726.2369,37775.8774,26824.9727,39784.2169,29810.2315,44408.6176,34019.1,50423.4535,39992.433,37513.609,27275.9999,40303.4724,30240.0895,45414.5803,34813.1947,48999.1226,37815.6789,44884.2483,34356.4023,40267.8176,28529.7819,45060.0528,33483.5753,42410.6739,32504.2519,0,0,,8.8,558457,3419111,8825268,16491,64137,5722,202571,27731.4156,175178,14631.66667,231420,5747,0.008318517,0,0.009659816,3747,3.7
11/7/20,202045,X,US,-116,-52,43,-228,-178,55,786.68,54315,34474.1701,25451.2075,32395.248,22148.9139,34309.9295,24667.9151,38301.7,28170.3357,43623.8983,33285.2913,32272.1897,22583.5964,34750.4501,25066.1694,39127.8399,28811.9016,42367.4019,31375.6065,38785.342,28587.2454,34459.8369,23505.8173,38748.5861,27649.4679,36619.2022,26949.6266,0,0,,11.6,799701,3524466,9588699,19425,74530,6997,235061,32744.2922,184518.6667,22773,238393,6973,0.010648346,0,0.01139376,3755,4.6
11/14/20,202046,X,US,-126,-57,-23,-240,-186,63,762.02,68673,36553.8745,28273.0358,34543.3834,24320.8072,36774.0832,27299.9056,41059.9167,31114.2397,46584.0176,36493.1714,34578.9618,24885.5799,37333.5592,27762.6007,41880.1626,31807.6563,45109.8265,34386.9989,41307.0645,31218.6668,36980.7497,25921.1544,41314.9651,30310.2911,39258.7594,29788.576,0,0,,15.6,1010540,3847859,10446390,23988,87230,7791,293906,41921.3539,186977.6667,24252,246002,7609,0.016329131,0,0.016465484,3754,5.5
11/21/20,202047,X,US,-137,-49,-50,-238,-181,64,756.58,80599,37773.81,29772.818,35986.4781,25482.472,38086.0608,28415.293,42662.5778,32467.0947,48711.8616,38316.2717,35880.9267,25957.5923,38756.5148,28992.0633,43482.8663,33192.4748,47035.8652,35991.2871,43235.1191,32768.6879,38473.3971,27125.1111,43331.7883,31947.4114,40681.2149,31048.4615,0,0,,17.5,1190105,4409186,12144534,32194,107055,10228,379683,48916.3231,191939,27784,256301,10299,0.019902642,0,0.022100271,3758,6.3
11/28/20,202048,X,US,-173,-45,-53,-271,-284,86,707.67,85189,40269.8805,31595.5333,37900.947,26443.0522,40826.4827,30163.8265,45907.6152,34668.1508,51994.2281,40731.9244,38297.4814,27370.52,41554.7671,30788.3463,46729.691,35342.0673,49680.9958,37672.553,45905.85,34582.7153,40303.727,28088.3662,45966.8112,33724.8607,43804.7267,33115.7921,0,0,,17.8,1139731,4280140,12145526,40463,122850,10187,489165,49389.8385,193675.3333,28664,266428,10127,0.019820173,0,0.022759001,3758,6.8
12/5/20,202049,X,US,-139,-60,-112,-249,-186,69,726.42,94167,36879.9453,28799.5529,34949.7871,24101.1144,37693.3279,27498.0509,42083.1048,31370.63,47263.1519,36231.5982,35470.875,25043.3353,38318.9044,28015.8779,42854.8822,31991.6349,44930.2035,33537.2374,41405.7788,30451.0995,37173.514,25462.9725,42018.0645,30064.7532,40039.9535,29921.6799,0,0,,18.4,1328825,3052237,11891866,47132,135737,15033,546293,59034.0808,200663.3333,34079.33333,281478,15050,0.021101328,0,0.024594598,3764,6.9
12/12/20,202050,X,US,-140,-54,-102,-262,-184,67,733.15,100411,34416.8886,28097.0401,32760.3323,23271.5522,35541.0576,26631.3634,39802.9393,30362.4996,44629.4706,34837.4393,33392.1611,24239.7457,36216.3122,27187.4773,40419.8109,30896.1994,42412.6247,32296.0109,38856.9461,29106.231,34768.5787,24449.9639,39295.5434,28786.0067,37860.9177,28996.2301,0,0,,18.6,1474780,4132567,12510996,51481,144854,16679,664989,61089.4596,208119.3333,39870,298157,16679,0.019724983,0,0.023391747,3755,7.3
12/19/20,202051,X,US,-137,-42,-154,-259,-194,73,746.17,104264,41617.6941,35816.6033,40110.6666,29454.6286,43502.8662,33517.0937,48921.7662,38284.9408,55710.5598,44471.0447,40810.8175,30562.7134,44373.4652,34282.7903,49762.7872,38992.9436,52842.4785,41134.4868,48139.3744,36898.8921,42726.6984,30992.9743,48238.1803,36357.6816,46722.0105,36707.032,168790,0,,17.6,1486179,4328603,13290005,54138,151877,18274,632289,63387.7702,202618.6667,32432,316382,18225,0.021560674,0,0.026080543,3764,7.4
