date,epiweek,region,fips,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,kinsa_cases,hospitalization,n_visits,covidnet,positiveIncrease,negativeIncrease,totalTestResultsIncrease,onVentilatorCurrently,inIcuCurrently,recovered,hospitalizedIncrease,death_jhu_incidence,death_jhu_cumulative
2020-03-07,202010,MD,24,1347,679,2881,343,543,-89,5.22311876142387,0.014503864568013,0.022235831445669,0.1,3,24,27,0,0,0,0,0,0
2020-03-14,202011,MD,24,1140,1970,5028,50,135,67,5.15372288292682,0.014519510592359,0.020809568431849,0.3,23,53,76,0,0,0,0,0,0
2020-03-21,202012,MD,24,-3339,1204,3744,-2538,-4403,1635,4.8461213358338,0.013987545764621,0.01675508562743,2,164,0,164,0,0,0,0,2,2
2020-03-28,202013,MD,24,-6824,-2935,495,-4545,-6978,2507,2.3618142691232,0.013674625277717,0.013539537663526,7.8,802,11422,12224,0,0,25,226,3,5
2020-04-04,202014,MD,24,-7070,-3267,276,-4880,-7778,2694,1.02301907483387,0.013909315642895,0.011730330777915,11.6,2133,10969,13102,0,0,399,595,49,54
2020-04-11,202015,MD,24,-6141,-2967,1444,-5023,-8223,2705,0.552654103163584,0.012986200206528,0.010535752495776,14.8,4569,17059,21628,0,0,2200,888,152,206
2020-04-18,202016,MD,24,-6116,-3251,-271,-5048,-8029,2741,0.02176967231812,0.013299120693432,0.009720428838108,18,4614,13518,18132,0,0,4516,1048,215,421
2020-04-25,202017,MD,24,-5509,-2635,1231,-4626,-7674,2641,0.005614684328072,0.008542729292487,0.008484530985988,16.1,5458,18295,23753,0,2653,7055,1003,454,875
2020-05-02,202018,MD,24,-5086,-2173,814,-4350,-7544,2453,0.076157431539911,0.001940107018807,0.00179592559526,,6707,29692,36399,0,3926,9635,1150,376,1251
2020-05-09,202019,MD,24,,,,,,,,,,,7061,23445,30506,0,4015,13303,1022,363,1614
2020-03-07,202010,MA,25,734,487,1493,279,321,-40,5.6273554646852,0.013690271302062,0.013450257878388,,0,0,0,0,0,0,0,0,0
2020-03-14,202011,MA,25,418,1645,3189,-440,-86,152,6.53007844385579,0.013612041180336,0.01266666174767,,30,0,30,0,0,0,0,0,0
2020-03-21,202012,MA,25,-2986,469,2251,-3101,-3092,1239,5.35574160894644,0.013424288888194,0.01010706195722,,388,4799,5187,0,0,0,61,1,1
2020-03-28,202013,MA,25,-4815,-2021,2373,-4958,-4936,1775,2.61545693641053,0.014519510592359,0.009841436150197,,3732,26116,29848,0,0,0,289,43,44
2020-04-04,202014,MA,25,-4996,-2356,-824,-5445,-5369,1923,1.56208741244841,0.018759583189912,0.010443521312782,,7479,26276,33755,0,0,0,1020,172,216
2020-04-11,202015,MA,25,-4353,-1752,1881,-5294,-5451,1909,0.924404119971466,0.02376631098038,0.010862619808307,,11129,28924,40053,0,0,0,1137,470,686
2020-04-18,202016,MA,25,-4623,-2532,460,-5301,-5440,1936,0.081481138201805,0.024470382075915,0.010477462388124,,14761,38489,53250,0,3920,0,1249,718,1404
2020-04-25,202017,MA,25,-4023,-2034,2219,-4957,-5164,1856,0.129060171335114,0.01788340582658,0.008301544318928,,15821,48893,64714,0,7190,0,1237,1326,2730
2020-05-02,202018,MA,25,-3887,-1805,1321,-4796,-4932,1716,0.053662259894509,0.005429170447789,0.00166532624014,,12915,59234,72149,0,7051,0,1413,1116,3846
2020-05-09,202019,MA,25,,,,,,,,,,,10480,67063,77543,0,6140,0,1173,994,4840
2020-03-07,202010,MI,26,6418,3076,4450,1148,1551,-256,4.93831803017315,0.047376161717308,0.032713293833792,0.2,119,18,137,0,0,0,0,0,0
2020-03-14,202011,MI,26,3695,7975,5749,545,700,149,5.78058598107939,0.044810213724693,0.033014336415085,0.2,1068,187,1255,0,0,0,0,0,0
2020-03-21,202012,MI,26,-14243,6439,4270,-2480,-11465,2893,6.1312589230968,0.044419063116062,0.026842963498587,4.6,3347,3491,6838,0,0,0,0,3,3
2020-03-28,202013,MI,26,-25942,-7240,2518,-5728,-23698,4926,3.89260182588697,0.053321650968489,0.021305403271625,15.4,4744,10487,15231,0,0,0,0,108,111
2020-04-04,202014,MI,26,-26140,-8351,3150,-6434,-26877,5187,1.20315040047085,0.065369089714304,0.020514428646268,22.5,7108,23222,30330,0,0,112,0,429,540
2020-04-11,202015,MI,26,-17525,-5150,4734,-6586,-27718,5296,0.285109214046097,0.064226929937103,0.018311210146906,15.7,7598,14616,22214,4269,4873,931,3636,844,1384
2020-04-18,202016,MI,26,-17065,-7095,107,-6898,-26933,5449,0.169185822174336,0.053290358919799,0.015789978528581,12.5,6798,16915,23713,8834,10415,6267,1816,924,2308
2020-04-25,202017,MI,26,-14086,-5034,3576,-6348,-25460,5123,0.006071044670896,0.033013111368401,0.011936190778357,6.4,6412,37905,44317,7315,8874,27764,1981,847,3155
2020-05-02,202018,MI,26,-9915,-2684,8357,-5099,-23913,4290,0.007461689082874,0.006821666614513,0.002020969681766,,6004,51661,57665,5515,6964,65711,1109.5,866,4021
2020-05-09,202019,MI,26,,,,,,,,,,,3549,68228,71777,4391,5483,116640,0,509,4530
2020-03-07,202010,MN,27,4707,2113,548,-44,904,-91,7.34994687847862,0.008198516756892,0.010009665827978,0,1,12,13,0,0,0,0,0,0
2020-03-14,202011,MN,27,3766,4426,402,-390,-444,272,5.58922132558573,0.008323684951654,0.009337484966317,0.1,20,799,819,0,0,0,0,0,0
2020-03-21,202012,MN,27,-12419,4390,-161,-2056,-8784,2440,5.45752572711562,0.007447507588322,0.007581403242111,0.8,117,3105,3222,0,0,0,0,1,1
2020-03-28,202013,MN,27,-20468,-5306,941,-3501,-16467,3396,3.27677110283552,0.005976781299872,0.005310302592065,2.3,303,11736,12039,0,0,522,57,4,5
2020-04-04,202014,MN,27,-22429,-8150,1632,-3887,-20598,3667,0.775964549309253,0.00585161310511,0.00448612474083,3.1,424,8870,9294,0,197,692,123,19,24
2020-04-11,202015,MN,27,-10553,-2404,3903,-3599,-21061,3524,0.091660423142748,0.005038019839159,0.003864855492182,4.1,562,9419,9981,0,429,4302,160,40,64
2020-04-18,202016,MN,27,-9869,-3800,118,-3662,-20186,3639,6.36844836721287E-05,0.004912851644397,0.003245061942463,5.6,786,8078,8864,0,636,6737,221,57,121
2020-04-25,202017,MN,27,-7186,-1510,5660,-2895,-18910,3311,0,0.003911506086303,0.002471057854776,1.4,1233,11096,12329,0,790,9717,236,123,244
2020-05-02,202018,MN,27,-5742,-178,6260,-2485,-18277,2838,0,0.000610194949463,0.000406555054638,,2782,19628,22410,0,859,14422,362,150,394
2020-05-09,202019,MN,27,,,,,,,,,,,4562,22694,27256,0,1243,34173,453,164,558
2020-03-07,202010,MS,28,7225,4297,801,1177,946,-160,8.31108072639892,0.004193134524517,0.009901939806241,,0,0,0,0,0,0,0,0,0
2020-03-14,202011,MS,28,5005,6057,1306,1237,-3963,34,6.80781244757319,0.004865913571362,0.008621770986283,,6,84,90,0,0,0,0,0,0
2020-03-21,202012,MS,28,-2975,7358,700,-340,-7926,768,6.26511628029157,0.004678161279219,0.00756074345712,,134,611,745,0,0,0,0,1,1
2020-03-28,202013,MS,28,-10979,-2555,249,-2523,-13632,1279,3.94206844813775,0.004349594767969,0.005780312700603,,523,1865,2388,0,0,0,219,12,13
2020-04-04,202014,MS,28,-10096,841,-483,-3387,-15566,1381,1.88181561194744,0.003801983915887,0.004905223236355,,792,2573,3365,0,0,0,257,22,35
2020-04-11,202015,MS,28,-7160,-1543,-1197,-4291,-18773,1472,0.891939752117814,0.004130550427136,0.004031609471036,,1187,13499,14686,0,0,0,190,58,93
2020-04-18,202016,MS,28,-4827,-1578,-1587,-3661,-17251,1451,0.389047480541415,0.003676815721125,0.003650879147636,,1332,16159,17491,579,894,0,254,59,152
2020-04-25,202017,MS,28,-4047,-853,-1043,-3322,-15938,1369,0.077436382537186,0.00255030196827,0.002870234414775,,1744,18448,20192,573,1048,0,214,69,221
2020-05-02,202018,MS,28,-2445,385,-30,-2349,-14602,1111,0.004198815504444,0.000766655192915,0.000479602151569,,1723,13795,15518,502,1049,13652,269,70,291
2020-05-09,202019,MS,28,,,,,,,,,,,1937,5067,7004,512,989,29939,247,130,421
2020-03-07,202010,MO,29,10774,6830,4799,1772,4267,-547,9.48334396946868,0.016131051099916,0.014301736159789,,0,0,0,0,0,0,0,0,0
2020-03-14,202011,MO,29,7661,10180,3302,1879,2112,-95,6.96158615809363,0.015661670369559,0.012194438090741,,4,90,94,0,0,0,0,0,0
2020-03-21,202012,MO,29,-4307,12195,586,-421,-7561,1781,5.86804578540797,0.013815439496824,0.009057840019479,,69,279,348,0,0,0,0,3,3
2020-03-28,202013,MO,29,-17833,-892,1076,-3489,-17937,3054,3.04608546854954,0.013048784303908,0.006367640873909,,765,9713,10478,0,0,0,0,7,10
2020-04-04,202014,MO,29,-16275,1190,1985,-4285,-20375,3115,0.986464556272776,0.012626341646588,0.005257915280125,,1453,12532,13985,0,0,0,413,23,33
2020-04-11,202015,MO,29,-10762,-668,1702,-4992,-23104,3204,0.34167282433893,0.011468535845042,0.004283953987707,,1733,16534,18267,0,0,0,299.5,83,116
2020-04-18,202016,MO,29,-7945,-2108,-36,-4874,-21350,3261,0.055430796292996,0.010701880652126,0.003688509470298,,1493,9094,10587,0,0,0,725.25,81,197
2020-04-25,202017,MO,29,-6231,-1027,1939,-3612,-20446,3031,0.132542121334399,0.006790374565823,0.002930000221355,,1309,12150,13459,142,0,0,487.375,84,281
2020-05-02,202018,MO,29,-3837,807,3632,-2174,-18774,2415,0.032423704967756,0.001345558093688,0.000431641936412,,1328,14198,15526,867,0,0,652.3125,95,376
2020-05-09,202019,MO,29,,,,,,,,,,,1512,24642,26154,977,0,0,0,118,494
2020-03-07,202010,MT,30,1962,1131,527,440,281,-50,5.97698816310486,0.001580248458867,0.001860856348088,,0,0,0,0,0,0,0,0,0
2020-03-14,202011,MT,30,368,1371,-135,189,-218,27,5.06558596447431,0.001408142191069,0.001722140648865,,5,92,97,0,0,0,0,0,0
2020-03-21,202012,MT,30,-4416,1295,419,-530,-4220,481,5.54423973139003,0.001517664361486,0.001540629680733,,15,1043,1058,0,0,0,0,0,0
2020-03-28,202013,MT,30,-7175,-861,465,-1641,-6168,745,3.27952788047215,0.001658478580593,0.001305255701732,,109,2110,2219,0,0,0,7,1,1
2020-04-04,202014,MT,30,-8332,-2259,-113,-2180,-7413,902,1.06982666334538,0.001486372312795,0.000996096776336,,136,2656,2792,0,0,0,17,5,6
2020-04-11,202015,MT,30,-2924,-891,858,-2148,-7688,816,0.430800116411934,0.001736708702319,0.000734160216633,,112,2292,2404,0,0,626,22,0,6
2020-04-18,202016,MT,30,-2349,-789,101,-2104,-7095,811,0.103276438312773,0.001220389898927,0.000572571184027,,49,1939,1988,0,0,1431,9,4,10
2020-04-25,202017,MT,30,-1912,-158,1575,-1606,-6447,718,0.038891350088797,0.00071971711988,0.00050026193656,,19,1909,1928,0,0,2025,6,4,14
2020-05-02,202018,MT,30,-1324,368,2243,-1288,-5726,506,0,7.82301217260694E-05,1.84462365988091E-05,,10,2128,2138,0,0,2622,0,2,16
2020-05-09,202019,MT,30,,,,,,,,,,,4,6691,6694,0,0,2894,1,0,16
2020-03-07,202010,NE,31,2392,1280,1609,689,336,-112,8.42307490382455,0.002597240041306,0.004506046676357,,1,0,1,0,0,0,0,0,0
2020-03-14,202011,NE,31,867,2105,883,751,-1054,128,6.26262677799656,0.002472071846544,0.004302400224306,,13,63,76,0,0,0,0,0,0
2020-03-21,202012,NE,31,-4837,2191,208,52,-4379,712,5.74656579636957,0.002628532089996,0.003452397641833,,24,276,300,0,0,0,0,0,0
2020-03-28,202013,NE,31,-7439,-774,714,-378,-7156,925,2.89544399713905,0.002127859310949,0.002562551188307,,58,1548,1606,0,0,0,0,2,2
2020-04-04,202014,NE,31,-7452,-429,1380,-653,-8369,1002,0.747587852272728,0.001924460994461,0.002285857639324,,225,3154,3379,0,0,0,0,4,6
2020-04-11,202015,NE,31,-3569,-317,1631,-1018,-9924,1028,0.037287363988678,0.001455080264105,0.001908078713781,,379,4227,4606,0,0,0,0,11,17
2020-04-18,202016,NE,31,-3272,-1042,199,-1311,-9619,1149,0.008441584602384,0.001236035923272,0.001733946240288,,438,3254,3692,0,0,0,0,7,24
2020-04-25,202017,NE,31,-2172,-499,1562,-395,-9223,975,0.002498769488162,0.000829239290296,0.00154579462698,,1283,5013,6296,0,0,0,0,26,50
2020-05-02,202018,NE,31,-1802,-184,1941,232,-9311,832,0,0.000187752292143,0.000261936559703,,2417,6958,9375,0,0,0,0,23,73
2020-05-09,202019,NE,31,,,,,,,,,,,2993,10635,13628,0,0,0,0,17,90
2020-03-07,202010,NV,32,568,1133,-50,379,164,-36,7.34076277024595,0.012548111524862,0.008463871200998,,0,0,0,0,0,0,0,0,0
2020-03-14,202011,NV,32,416,1649,-142,406,-22,32,7.88012576580514,0.011640642112839,0.00841960023316,,19,154,173,0,0,0,0,0,0
2020-03-21,202012,NV,32,-1642,1748,-1057,-459,-1931,511,7.29918694577247,0.011578058015458,0.007512783241963,,104,2216,2320,0,0,0,0,2,2
2020-03-28,202013,NV,32,-2958,-364,-1223,-1430,-3249,746,2.70499816672841,0.011922270551053,0.006240730766109,,497,5517,6014,0,0,0,0,8,10
2020-04-04,202014,NV,32,-2974,-387,-1011,-1895,-3511,754,0.866040683355489,0.011609350064149,0.004943591408481,,1121,6520,7641,0,0,0,0,36,46
2020-04-11,202015,NV,32,-2336,-504,-1297,-2001,-3766,819,0.755001550114351,0.010248145946115,0.003948970331073,,958,6466,7424,0,0,0,282,56,102
2020-04-18,202016,NV,32,-2143,-671,-832,-1486,-3564,762,0.598191967947984,0.008730481584629,0.003437640652554,,926,6238,7164,0,0,0,0,49,151
2020-04-25,202017,NV,32,-1783,-487,-609,-1171,-3464,728,0.302089401420284,0.00549175454517,0.002428262585867,,913,5544,6457,0,0,0,0,54,205
2020-05-02,202018,NV,32,-1424,-211,-481,-746,-3344,612,0.032484854732592,0.001392496166724,0.000380730323399,,772,6407,7179,0,0,622,0,50,255
2020-05-09,202019,NV,32,,,,,,,,,,,717,11007,11724,0,0,1385,0,58,313
2020-03-07,202010,NH,33,628,314,470,263,237,-18,6.82493216157729,0.002487717870889,0.002521231618325,,0,10,10,0,0,0,0,0,0
2020-03-14,202011,NH,33,438,1091,1197,0,44,72,7.77248205759871,0.002534655943925,0.002221664735961,,5,192,197,0,0,0,0,0,0
2020-03-21,202012,NH,33,-1583,1095,722,-837,-1634,750,6.29864354527436,0.002049629189223,0.002462203661209,,48,761,809,0,0,0,0,0,0
2020-03-28,202013,NH,33,-2942,-741,755,-1590,-2836,1038,2.79018630257779,0.002174797383985,0.001842410111489,,132,2683,2815,0,0,0,30,2,2
2020-04-04,202014,NH,33,-3329,-1337,-1131,-1960,-3249,1168,1.61287417003289,0.002597240041306,0.00192283570306,,353,3309,3662,0,0,392,50,5,7
2020-04-11,202015,NH,33,-2953,-896,329,-1930,-3376,1161,0.870427486294114,0.002393841724818,0.001706645810122,,345,2643,2988,0,0,1350,54,15,22
2020-04-18,202016,NH,33,-2883,-1567,30,-1720,-3340,1151,0.006662837944668,0.001846230872735,0.001455039142914,,402,1957,2359,0,0,2377,56,16,38
2020-04-25,202017,NH,33,-2316,-1023,1501,-1552,-3122,1083,0.016990984641234,0.000782301217261,0.001352478067425,,433,4442,4875,0,0,3780,34,15,53
2020-05-02,202018,NH,33,-2131,-834,566,-1519,-3074,1037,0.007452989560965,0.000125168194762,0.000191103011164,,590,6032,6622,0,0,6230,46,31,84
2020-05-09,202019,NH,33,,,,,,,,,,,637,8994,9472,0,0,7733,39,47,131
2020-03-07,202010,NJ,34,1044,908,3986,670,451,-69,5.00886072264885,0.035672935507088,0.026472563067683,,3,0,3,0,0,0,0,0,0
2020-03-14,202011,NJ,34,882,2320,8409,-358,-231,234,5.68596689355696,0.034077041023876,0.026856982638402,,46,97,143,0,0,0,0,1,1
2020-03-21,202012,NJ,34,-3876,801,5203,-4390,-4605,2150,5.76991661401235,0.038661326157024,0.024258276826362,,1277,197,1474,0,0,0,0,15,16
2020-03-28,202013,NJ,34,-7791,-3990,-21,-7720,-7630,3318,4.26426961935612,0.049535313076947,0.024801334031831,,9797,19092,28889,0,0,0,2000,124,140
2020-04-04,202014,NJ,34,-7986,-2452,-363,-7930,-8093,3443,3.02811518475313,0.068467002534656,0.027875214898656,,23000,21846,44846,0,0,0,3000,706,846
2020-04-11,202015,NJ,34,-8904,-476,766,-7963,-8532,3557,1.56785017518029,0.075132208905717,0.028242663931705,,24027,20810,44837,9243,8216,682,6118,1337,2183
2020-04-18,202016,NJ,34,-9221,-4070,-3109,-8176,-8456,3537,0.869659819284348,0.063585442938949,0.024877332526618,,23269,19074,42343,11466,13830,0,4659,1887,4070
2020-04-25,202017,NJ,34,-8523,-3261,-1303,-7436,-7867,3396,0.423204562270301,0.042885752730231,0.019376664772853,,24103,27047,51150,10684,13765,0,4392.5,1844,5914
2020-05-02,202018,NJ,34,-7980,-2792,-491,-7012,-7670,3119,0.22804131018754,0.012485527427481,0.004156306030444,,18194,30432,48626,9097,12429,78210,3516.75,1828,7742
2020-05-09,202019,NJ,34,,,,,,,,,,,13368,29526,42894,7952,10641,109494,0,1374,9116
2020-03-07,202010,NM,35,2691,2343,1482,1385,650,-168,4.43622219199884,0.003363895234221,0.003150617211077,0,0,32,32,0,0,0,0,0,0
2020-03-14,202011,NM,35,2088,4022,1290,1371,-243,-1,4.93560810309919,0.003348249209876,0.002928524522427,0.2,10,189,199,0,0,0,0,0,0
2020-03-21,202012,NM,35,-2657,3284,275,352,-4117,824,4.12670073201292,0.002972744625591,0.002421621940692,0.4,47,3534,3581,0,0,0,0,0,0
2020-03-28,202013,NM,35,-7160,-1135,-1390,-2675,-6724,1266,3.17310101362409,0.002753700284758,0.001810682584539,1.3,134,5425,5559,0,0,0,0,1,1
2020-04-04,202014,NM,35,-7001,-1354,-1234,-3518,-7155,1273,1.06492220535455,0.002503363895234,0.001536202583949,2.3,304,5941,6245,18,0,158,0,10,11
2020-04-11,202015,NM,35,-4737,-650,-975,-4163,-7648,1341,0.449407932996243,0.002409487749163,0.001290498712453,2.9,596,10870,11466,126,0,1141,0,8,19
2020-04-18,202016,NM,35,-4409,-1167,-2286,-4240,-7411,1316,0.032099380860156,0.002018337140533,0.00115178301323,3.8,620,7895,8515,18,0,2262,242,34,53
2020-04-25,202017,NM,35,-3389,-498,-1016,-3603,-7009,1239,0.097165558654721,0.001783646775354,0.000968058496706,2.9,810,15087,15897,0,0,3716,170,40,93
2020-05-02,202018,NM,35,-2876,-16,-478,-3103,-6835,1083,0.000782290373692,0.000610194949463,0.000194054409019,,992,18616,19608,0,0,4914,175,45,138
2020-05-09,202019,NM,35,,,,,,,,,,,1160,20984,22144,0,0,6837,202,53,191
2020-03-07,202010,NY,36,4770,3165,3401,1179,1719,-202,6.71595867974305,0.057593015614732,0.060433560345019,0.1,70,44,114,0,0,0,0,0,0
2020-03-14,202011,NY,36,3436,7360,6908,-158,264,312,7.94989679289335,0.05629439559408,0.059892716687941,0.6,448,2687,3135,0,0,0,0,6,6
2020-03-21,202012,NY,36,-9354,7165,4819,-6118,-10169,3998,7.64214701180778,0.063882717401508,0.057275564639302,2.2,9832,32302,42134,0,0,0,1603,189,195
2020-03-28,202013,NY,36,-19843,-7179,1145,-11870,-18630,6463,5.13267670160692,0.097818944206277,0.061717418412296,6.3,41962,68535,110497,0,4628,4771,8451,1393,1588
2020-04-04,202014,NY,36,-18919,-6262,217,-12838,-19873,6647,3.59501609243181,0.140031917889664,0.070596698861498,8.8,61386,66301,127687,0,21374,45691,16329,4403,5991
2020-04-11,202015,NY,36,-17763,-1031,2594,-12430,-20686,6683,1.85764351291924,0.15322151641268,0.064517557127995,6.5,66754,90605,157359,0,32908,117067,14296,6507,12498
2020-04-18,202016,NY,36,-18634,-7127,-178,-13108,-20194,6754,0.88083133096906,0.124667521982664,0.054355894310443,4.7,56274,99278,155552,0,35970,201017,11746,6262,18760
2020-04-25,202017,NY,36,-16715,-4872,2307,-12066,-18947,6462,0.59177153119997,0.08006070657446,0.042399043747095,4.8,45411,135625,181036,0,35112,297806,9034,3249,22009
2020-05-02,202018,NY,36,-14954,-3197,1588,-11338,-18386,5864,0.401023607763414,0.028225427918766,0.010097469914188,,30834,150669,181503,0,5016,373847,6431,2189,24198
2020-05-09,202019,NY,36,,,,,,,,,,,20145,174552,194697,6923,8451,400552,4365,2414,26612
2020-03-07,202010,NC,37,8448,3640,3886,1111,1347,-333,7.23867066346967,0.014722908908846,0.023054106501192,,1,0,1,0,0,0,0,0,0
2020-03-14,202011,NC,37,6902,8411,8235,978,217,-199,7.6261833776069,0.014550802641049,0.022568601553911,,21,137,158,0,0,0,0,0,0
2020-03-21,202012,NC,37,-8885,10397,4458,-1846,-10336,3173,7.49559461733432,0.013283474669087,0.01896715832036,,161,4955,5116,0,0,0,0,0,0
2020-03-28,202013,NC,37,-19207,-1136,618,-5502,-18696,5169,3.87377350516884,0.01203179272147,0.014009547772064,,751,11500,12251,0,0,0,87,5,5
2020-04-04,202014,NC,37,-21694,-4635,554,-6958,-23047,5832,1.41798236028692,0.01209437681885,0.010979937873075,,1467,19779,21246,0,0,0,227.5,29,34
2020-04-11,202015,NC,37,-16428,-2644,1715,-7329,-26111,5929,0.678551423204831,0.010435898238258,0.009079237653934,,1910,19710,21620,0,0,0,248.25,55,89
2020-04-18,202016,NC,37,-14358,-4163,-629,-7406,-24920,5769,0.148389149478625,0.008777419657665,0.00715566410141,,1828,13990,15818,0,0,0,263.875,98,187
2020-04-25,202017,NC,37,-12539,-3122,-829,-6968,-22917,5778,0.154748928066211,0.005648214788622,0.005587733990511,,2483,26571,29054,0,0,0,324.0625,118,305
2020-05-02,202018,NC,37,-8672,337,2824,-5308,-21811,4821,0.188605572795766,0.001345558093688,0.00096141785153,,2886,31324,34210,0,0,0,339.96875,126,431
2020-05-09,202019,NC,37,,,,,,,,,,,2851,44036,46887,0,0,0,0,120,551
2020-03-07,202010,ND,38,1070,482,203,234,331,-34,7.2705068893439,0.002440779797853,0.001685986025131,,0,0,0,0,0,0,0,0,0
2020-03-14,202011,ND,38,575,1016,50,166,177,17,5.79258662367561,0.002080921237913,0.001660899143357,,1,54,55,0,0,0,0,0,0
2020-03-21,202012,ND,38,-2506,1284,-514,-732,-2085,460,6.61628720262519,0.00215915135964,0.001460204089162,,27,1087,1114,0,0,0,3,0,0
2020-03-28,202013,ND,38,-4707,-491,77,-1350,-3413,660,3.57739381444599,0.001752354726664,0.001022659357038,,55,1668,1723,0,0,31,13,1,1
2020-04-04,202014,ND,38,-4845,-902,-505,-1838,-4131,728,1.54923746252115,0.001721062677974,0.000682510754156,,103,3212,3315,0,0,262,14,2,3
2020-04-11,202015,ND,38,-2414,-475,-402,-1974,-4790,692,0.285943727645553,0.001298620020653,0.000565930538851,,107,3766,3873,0,0,642,6,4,7
2020-04-18,202016,ND,38,-2121,-806,-466,-1980,-4595,719,7.65204519415931E-05,0.001032637606784,0.000439758280516,,235,2648,2883,0,0,1046,11,2,9
2020-04-25,202017,ND,38,-1672,-456,-37,-1666,-4103,679,0,0.000610194949463,0.000295139785581,,275,6112,6387,0,0,1685,23,7,16
2020-05-02,202018,ND,38,-1237,-215,70,-1415,-3866,571,0,6.25840973808555E-05,-3.68924731976182E-06,,350,11847,12197,0,0,2972,20,8,24
2020-05-09,202019,ND,38,,,,,,,,,,,311,12075,12386,0,0,4275,20,11,35
2020-03-07,202010,OH,39,7954,4176,5063,2569,1762,-313,6.87231206707455,0.051146853584504,0.040161146322927,0,0,2,2,0,0,0,0,0,0
2020-03-14,202011,OH,39,5663,10413,6744,2049,259,178,6.17821812746198,0.049644835247364,0.039953072774093,0.3,13,41,54,0,0,0,0,0,0
2020-03-21,202012,OH,39,-13684,9655,3446,-1354,-11839,4297,6.24420695612056,0.047814250398974,0.029809118343676,1.3,234,90,324,0,0,0,58,3,3
2020-03-28,202013,OH,39,-24159,-6594,5407,-5598,-22774,6988,3.35448818887103,0.042259911756423,0.020977060260166,3.1,1159,18872,20031,0,0,0,286,22,25
2020-04-04,202014,OH,39,-21473,-4940,7160,-6392,-24794,7052,1.36832535426415,0.042870106705886,0.018559127566794,4.3,2333,19120,21453,0,0,0,662,77,102
2020-04-11,202015,OH,39,-17501,-3298,6622,-7163,-26315,6934,0.198579465070363,0.040460618956723,0.01614635981967,3.1,2511,16089,18600,0,0,0,853,145,247
2020-04-18,202016,OH,39,-16602,-6484,2967,-7877,-24975,7221,0.034285381888624,0.03543824514191,0.014506120461304,3.4,3972,14598,18570,0,0,0,660,204,451
2020-04-25,202017,OH,39,-12285,-3453,7784,-6208,-23389,6507,0.036015869918477,0.025925462340019,0.011285407551152,2.6,5365,27577,32942,0,0,0,596,260,711
2020-05-02,202018,OH,39,-9500,-746,6828,-4738,-22402,5689,0.049482490845425,0.007181525174453,0.001787071401693,,4012,30088,33836,267,424,0,597,311,1022
2020-05-09,202019,OH,39,,,,,,,,,,,4362,46489,50851,1861,2793,0,588,309,1331
2020-03-07,202010,OK,40,6990,5160,1699,1961,1102,-340,9.93622357915449,0.009199862314986,0.013037062178574,,0,0,0,0,0,0,0,0,0
2020-03-14,202011,OK,40,4690,5765,268,2238,-112,-61,6.99382896653109,0.009059048095879,0.011975296799947,,3,36,39,0,0,0,0,0,0
2020-03-21,202012,OK,40,-3278,6239,-944,443,-8539,1512,5.51699671050631,0.008918233876772,0.008530277652753,,49,524,573,0,0,0,10,1,1
2020-03-28,202013,OK,40,-9504,465,210,-2173,-12490,2225,2.57983462009169,0.007228463247489,0.00642002818585,,324,620,944,0,0,0,116,14,15
2020-04-04,202014,OK,40,-11230,-1092,-1286,-3622,-14870,2423,0.901075910938703,0.007259755296179,0.005118461731438,,782,182,964,0,551,383,190,27,42
2020-04-11,202015,OK,40,-7082,-304,36,-3655,-16280,2301,0.201469311415666,0.005804675032074,0.004168111621867,,709,19428,20137,0,833,4161,130,52,94
2020-04-18,202016,OK,40,-5415,-1437,-1236,-3660,-15342,2411,0.264557905380298,0.004693807303564,0.003668587534771,,702,12176,12878,0,1050,7991,95,42,136
2020-04-25,202017,OK,40,-3554,-134,503,-2546,-14404,2243,0.123420902353656,0.003551647526364,0.002752178500542,,623,16925,17548,0,1044,12588,96,58,194
2020-05-02,202018,OK,40,-1242,1742,1020,-1227,-13167,1785,4.72791743338167E-07,0.001142159777201,0.000546008603325,,658,9913,10571,0,876,16307,106,44,238
2020-05-09,202019,OK,40,,,,,,,,,,,639,31575,32214,0,685,20259,79,32,270
2020-03-07,202010,OR,41,2608,1769,4269,652,409,-118,7.31305605277013,0.005867259129455,0.00830006862,0.1,4,48,52,0,0,0,0,0,0
2020-03-14,202011,OR,41,1445,2253,4546,112,-126,101,7.99865368839584,0.00582032105642,0.008235875716636,0.5,23,260,283,0,0,0,0,0,0
2020-03-21,202012,OR,41,-3849,2181,7729,-1217,-5089,1132,6.70625373075625,0.005476108520825,0.007087044101262,1.6,84,1666,1750,0,0,0,0,4,4
2020-03-28,202013,OR,41,-9149,-2787,190,-3524,-8482,1908,3.85779205354052,0.005147542009575,0.005234304097278,3.8,365,7690,8055,62,0,0,117,9,13
2020-04-04,202014,OR,41,-8958,-2805,-1229,-3812,-9025,1987,1.54316273904768,0.005006727790468,0.004539249902235,4.1,520,6842,7362,270,0,0,122,9,22
2020-04-11,202015,OR,41,-6174,-1653,3179,-3731,-9097,1851,0.449890381794011,0.004271364646243,0.003613986674439,2.9,372,9318,9690,361,251,0,99,26,48
