date,epiweek,region,fips,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,kinsa_cases,hospitalization,n_visits,covidnet,positiveIncrease,negativeIncrease,totalTestResultsIncrease,onVentilatorCurrently,inIcuCurrently,deathIncrease,recovered,hospitalizedIncrease,Observed Number,Excess Higher Estimate,death_jhu_cumulative,death_jhu_incidence
2020-03-28,202013,FL,12,-15564.0,-3647.0,-8665.0,-10801.0,-14470.0,4456.0,3.565251942327025,0.09411083643646148,0.04057139062488471,,3105.0,28787.0,31892.0,0.0,0.0,42.0,0.0,368.0,17730.0,402.0,54.0,41.0
2020-04-04,202014,FL,12,-16715.0,-4951.0,-12675.0,-12691.0,-16654.0,5002.0,1.7364476125748105,0.09320336702443907,0.03463612953685189,,7348.0,55590.0,62938.0,0.0,0.0,137.0,0.0,936.0,17620.0,508.0,195.0,141.0
2020-04-11,202015,FL,12,-16335.0,-6898.0,-14283.0,-14191.0,-18709.0,5415.0,1.2047241792894532,0.08672591294552054,0.030641412539013795,,7383.0,63483.0,70866.0,0.0,0.0,247.0,0.0,1199.0,17621.0,661.0,438.0,243.0
2020-04-18,202016,FL,12,-15056.0,-7926.0,-15807.0,-13985.0,-18072.0,5297.0,0.6935571233717672,0.07966955596582907,0.027242877908049204,,6775.0,66819.0,73594.0,0.0,0.0,316.0,0.0,1181.0,17101.0,419.0,748.0,310.0
2020-04-25,202017,FL,12,-13479.0,-5915.0,-12959.0,-12973.0,-16988.0,5043.0,0.4441043379808648,0.06544731983602965,0.024468563923588312,,5570.0,81002.0,86572.0,0.0,0.0,321.0,0.0,1203.0,17087.0,579.0,1055.0,307.0
2020-05-02,202018,FL,12,-11450.0,-3993.0,-8534.0,-11021.0,-15922.0,4292.0,0.3599703713088515,0.0391150608630347,0.01755934154313837,,4624.0,78289.0,82913.0,0.0,0.0,313.0,0.0,900.0,13584.0,0.0,1364.0,309.0
2020-05-09,202019,FL,12,-8932.0,-1987.0,-3945.0,-9392.0,-14213.0,3899.0,0.0,0.008323684951653783,0.003600705384087539,,4538.0,107181.0,111719.0,0.0,0.0,397.0,0.0,1380.0,,,1715.0,351.0
2020-05-16,202020,FL,12,,,,,,,,,,,4810.0,97506.0,102316.0,0.0,696.0,255.0,0.0,1068.0,,,1964.0,249.0
2020-03-07,202010,GA,13,9909.0,4617.0,2035.0,1836.0,1202.0,-20.0,3.2698328548810904,0.02658259536251838,0.02702742586457511,0.4,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,6957.0,113.0,0.0,0.0
2020-03-14,202011,GA,13,9555.0,13736.0,6655.0,1991.0,369.0,-97.0,4.577643229293951,0.02655130331382795,0.027368312316921103,2.0,60.0,0.0,60.0,0.0,0.0,1.0,0.0,0.0,7013.0,148.0,1.0,1.0
2020-03-21,202012,GA,13,-9149.0,12996.0,3272.0,-1014.0,-15240.0,3181.0,4.735451378414168,0.029070313233407388,0.02137918821801976,7.4,441.0,2557.0,2998.0,0.0,0.0,13.0,0.0,0.0,6872.0,30.0,20.0,19.0
2020-03-28,202013,GA,13,-26276.0,-3325.0,-677.0,-5364.0,-27565.0,4813.0,2.8423186198110493,0.030462809400131418,0.016317540895306543,12.9,1859.0,6128.0,7987.0,0.0,0.0,55.0,0.0,617.0,7039.0,184.0,69.0,49.0
2020-04-04,202014,GA,13,-27667.0,-895.0,-2241.0,-7464.0,-33498.0,5222.0,1.4117317632536937,0.03071314578965485,0.013960111857978736,8.7,3794.0,11449.0,15243.0,0.0,0.0,132.0,0.0,622.0,7323.0,503.0,201.0,132.0
2020-04-11,202015,GA,13,-19877.0,-5465.0,-1356.0,-8955.0,-39276.0,5730.0,0.8664781028516827,0.028960791062990886,0.012789144758686331,6.9,5999.0,19422.0,25421.0,0.0,0.0,227.0,0.0,1240.0,7139.0,335.0,429.0,228.0
2020-04-18,202016,GA,13,-14434.0,-4865.0,-2533.0,-8448.0,-35034.0,5241.0,0.4668550794680521,0.024877178708890068,0.011685321960613596,7.1,5510.0,16983.0,22493.0,0.0,0.0,245.0,0.0,941.0,6795.0,184.0,673.0,244.0
2020-04-25,202017,GA,13,-13056.0,-3856.0,-2739.0,-7722.0,-32901.0,5303.0,0.3051811831346011,0.021247301060800448,0.011681632713293836,5.0,5026.0,39780.0,44806.0,0.0,0.0,231.0,0.0,906.0,6250.0,85.0,907.0,234.0
2020-05-02,202018,GA,13,-7319.0,-292.0,1634.0,-4862.0,-29642.0,4271.0,0.30284184819857635,0.01436305034890634,0.009467346471972787,3.7,5611.0,50175.0,55786.0,0.0,0.0,270.0,0.0,1061.0,3665.0,0.0,1177.0,270.0
2020-05-09,202019,GA,13,-4630.0,1930.0,3416.0,-3640.0,-26758.0,4051.0,0.0,0.0031448508933879893,0.0016623748422846774,1.1,4226.0,56298.0,60524.0,0.0,0.0,226.0,0.0,600.0,,,1403.0,226.0
2020-05-16,202020,GA,13,,,,,,,,,,,4615.0,81130.0,85745.0,0.0,0.0,192.0,0.0,748.0,,,1598.0,195.0
2020-03-07,202010,ID,16,2277.0,2443.0,1497.0,732.0,817.0,-121.0,4.9520909396502075,0.0030509747473167065,0.002831866242649175,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1121.0,0.0,0.0,0.0
2020-03-14,202011,ID,16,1743.0,3835.0,1572.0,552.0,612.0,-84.0,4.5637090757883385,0.0029727446255906373,0.002792022371595748,,2.0,147.0,149.0,0.0,0.0,0.0,0.0,0.0,1145.0,0.0,0.0,0.0
2020-03-21,202012,ID,16,-1465.0,3452.0,2512.0,-235.0,-3486.0,584.0,4.572398396244886,0.002675470163031573,0.002692412693962178,,29.0,706.0,735.0,0.0,0.0,0.0,0.0,0.0,1247.0,79.0,0.0,0.0
2020-03-28,202013,ID,16,-6650.0,-946.0,1459.0,-1168.0,-7845.0,955.0,2.5162207705450217,0.002597240041305504,0.002015066886053908,,199.0,2462.0,2661.0,0.0,0.0,4.0,0.0,25.0,1332.0,168.0,4.0,4.0
2020-04-04,202014,ID,16,-8758.0,-2630.0,650.0,-1742.0,-9311.0,1035.0,0.9974489231640836,0.002691116187376787,0.0021242686067188573,,783.0,4515.0,5298.0,0.0,0.0,6.0,0.0,37.0,1079.0,0.0,10.0,6.0
2020-04-11,202015,ID,16,-3274.0,-470.0,2390.0,-1619.0,-9384.0,942.0,0.7169764344949018,0.002456425822198579,0.001682296777811391,,383.0,4511.0,4894.0,0.0,0.0,15.0,0.0,66.0,1187.0,39.0,25.0,15.0
2020-04-18,202016,ID,16,-2664.0,-473.0,2430.0,-1612.0,-8727.0,970.0,0.6443490847865573,0.0020026911161873766,0.001421098067572254,,259.0,2586.0,2845.0,0.0,0.0,18.0,843.0,23.0,1099.0,0.0,43.0,18.0
2020-04-25,202017,ID,16,-2124.0,-179.0,2587.0,-1166.0,-8147.0,896.0,0.6162460741552792,0.0013768501423788214,0.00136059441152816,,215.0,2537.0,2752.0,0.0,0.0,11.0,4931.0,17.0,1014.0,0.0,56.0,13.0
2020-05-02,202018,ID,16,-1581.0,100.0,3473.0,-580.0,-7700.0,692.0,0.0688487931206903,0.0006727790468441968,0.0010676681743390713,,165.0,9964.0,10129.0,0.0,0.0,9.0,7558.0,10.0,780.0,0.0,64.0,8.0
2020-05-09,202019,ID,16,-1045.0,600.0,3100.0,-143.0,-6726.0,708.0,0.0,0.00012516819476171104,8.706623674637901e-05,,170.0,2146.0,2316.0,0.0,0.0,4.0,9532.0,28.0,,,67.0,3.0
2020-05-16,202020,ID,16,,,,,,,,,,,184.0,3698.0,3882.0,0.0,0.0,6.0,10708.0,7.0,,,73.0,6.0
2020-03-07,202010,IL,17,9183.0,5466.0,5035.0,1704.0,1779.0,-364.0,5.661806312210026,0.03315392558750821,0.030003172752694998,,2.0,67.0,69.0,0.0,0.0,0.0,0.0,0.0,9047.0,467.0,0.0,0.0
2020-03-14,202011,IL,17,5761.0,9635.0,3090.0,840.0,194.0,93.0,5.376512630889316,0.03219951810245016,0.028415320706269512,,40.0,125.0,165.0,0.0,0.0,0.0,0.0,0.0,8777.0,285.0,0.0,0.0
2020-03-21,202012,IL,17,-13472.0,11783.0,-538.0,-2729.0,-11840.0,2755.0,5.000886834609554,0.03165190725036768,0.022491865209659928,,707.0,5172.0,5879.0,0.0,0.0,6.0,0.0,0.0,9083.0,635.0,6.0,6.0
2020-03-28,202013,IL,17,-26674.0,-6279.0,-1341.0,-6640.0,-23001.0,4143.0,3.177167067116012,0.034092687048221035,0.017067195950682144,,2738.0,16512.0,19250.0,0.0,0.0,41.0,0.0,0.0,9036.0,636.0,47.0,41.0
2020-04-04,202014,IL,17,-22485.0,-1804.0,1468.0,-6461.0,-23660.0,3967.0,1.380125475831928,0.04108645993053165,0.017306997026466663,,6866.0,21224.0,28090.0,0.0,0.0,196.0,0.0,0.0,9833.0,1509.0,244.0,197.0
2020-04-11,202015,IL,17,-13119.0,-912.0,2507.0,-6744.0,-25494.0,4005.0,0.7480413404782892,0.047188409425165063,0.015099351430321184,,8823.0,29745.0,38568.0,4105.0,5830.0,434.0,0.0,3680.0,10422.0,2162.0,677.0,433.0
2020-04-18,202016,IL,17,-11377.0,-2634.0,-491.0,-7044.0,-24193.0,4101.0,0.5129918704197665,0.0473448696686172,0.014407986482597819,,9980.0,35275.0,45255.0,5548.0,8346.0,582.0,0.0,2500.0,10122.0,1954.0,1259.0,582.0
2020-04-25,202017,IL,17,-9481.0,-1609.0,1815.0,-6155.0,-22956.0,3922.0,0.5100656418425498,0.04660950652439215,0.01505360476355614,,12617.0,51596.0,64213.0,5272.0,8618.0,615.0,0.0,3449.0,9632.0,1576.0,1875.0,616.0
2020-05-02,202018,IL,17,-7625.0,-327.0,3801.0,-4678.0,-21834.0,3464.0,0.2380510244375342,0.035031448508933874,0.01290351142559895,,16728.0,81551.0,98279.0,5441.0,8853.0,685.0,0.0,2992.5,7838.0,168.0,2559.0,684.0
2020-05-09,202019,IL,17,-7026.0,861.0,4427.0,-4220.0,-20579.0,3561.0,0.0,0.008636605438558062,0.002445233123538136,,17580.0,98855.0,116435.0,5314.0,8651.0,790.0,0.0,3242.75,,,3349.0,790.0
2020-05-16,202020,IL,17,,,,,,,,,,,16372.0,128946.0,145318.0,4900.0,8299.0,780.0,0.0,2684.625,,,4129.0,780.0
2020-03-07,202010,IN,18,9549.0,5617.0,2712.0,2375.0,1976.0,-366.0,5.5179436066584575,0.014269174202835057,0.018848364556663152,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5441.0,18.0,0.0,0.0
2020-03-14,202011,IN,18,5761.0,10335.0,2167.0,2066.0,624.0,148.0,5.529465358186716,0.014378696373251556,0.01866611573906692,,14.0,74.0,88.0,0.0,0.0,0.0,0.0,0.0,5570.0,146.0,0.0,0.0
2020-03-21,202012,IN,18,-11655.0,11845.0,975.0,-543.0,-10873.0,3040.0,5.407707312313958,0.014050129862002063,0.015024828634461997,,111.0,633.0,744.0,0.0,0.0,4.0,0.0,1.0,5225.0,0.0,4.0,4.0
2020-03-28,202013,IN,18,-23751.0,-5271.0,756.0,-4944.0,-22616.0,4479.0,2.428528681121248,0.014707262884501048,0.011322300024349032,,1106.0,6468.0,7574.0,0.0,0.0,27.0,0.0,0.0,5749.0,381.0,31.0,27.0
2020-04-04,202014,IN,18,-22538.0,-5490.0,2291.0,-5653.0,-25518.0,4637.0,1.1803462623817926,0.015802484588666017,0.010049509699031204,,2721.0,8672.0,11393.0,0.0,0.0,85.0,0.0,0.0,5954.0,646.0,116.0,85.0
2020-04-11,202015,IN,18,-14149.0,-2694.0,3345.0,-6153.0,-27030.0,4440.0,0.9255959432752028,0.014644678787120191,0.008581189265765999,,3482.0,15933.0,19415.0,3022.0,5336.0,214.0,0.0,0.0,5931.0,679.0,330.0,214.0
2020-04-18,202016,IN,18,-12605.0,-4113.0,569.0,-6221.0,-25436.0,4767.0,0.5311305208899584,0.01383108552116907,0.008556102383991617,,3206.0,14452.0,17658.0,3016.0,5015.0,215.0,0.0,0.0,5442.0,282.0,545.0,215.0
2020-04-25,202017,IN,18,-9495.0,-2202.0,2627.0,-5067.0,-24124.0,4414.0,0.923240584138192,0.011656288137184341,0.008235137867172341,,3754.0,19147.0,22901.0,2379.0,4498.0,240.0,0.0,0.0,5495.0,423.0,786.0,241.0
2020-05-02,202018,IN,18,-7123.0,-306.0,3267.0,-3452.0,-22836.0,3868.0,0.512185800217816,0.00871483556028413,0.0067336142080292784,,4900.0,19467.0,24367.0,1907.0,3836.0,444.0,0.0,0.0,3995.0,0.0,1115.0,329.0
2020-05-09,202019,IN,18,-5283.0,1360.0,3312.0,-2465.0,-20472.0,3835.0,0.0,0.001423788215414463,0.000971747744025264,,4437.0,27108.0,31545.0,1704.0,3391.0,261.0,0.0,4389.0,,,1490.0,375.0
2020-05-16,202020,IN,18,,,,,,,,,,,3548.0,32124.0,35672.0,1476.0,3273.0,251.0,0.0,0.0,,,1741.0,251.0
2020-03-07,202010,IA,19,5356.0,5513.0,1880.0,449.0,2006.0,-225.0,6.3582036271709015,0.00754138373439309,0.011497908196769695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2479.0,0.0,0.0,0.0
2020-03-14,202011,IA,19,3437.0,7971.0,1321.0,489.0,971.0,-40.0,5.0384723885438465,0.008198516756892073,0.010964443034332135,0.0,17.0,68.0,85.0,0.0,0.0,0.0,0.0,0.0,2533.0,85.0,0.0,0.0
2020-03-21,202012,IA,19,-13603.0,9050.0,416.0,-946.0,-10144.0,1355.0,4.552662282244143,0.007040710955346245,0.008083878727062104,0.8,51.0,966.0,1017.0,0.0,0.0,0.0,0.0,0.0,2384.0,0.0,0.0,0.0
2020-03-28,202013,IA,19,-22433.0,-2377.0,957.0,-2320.0,-16255.0,1971.0,2.7254347306919,0.006430516005882905,0.0053324380759837385,0.0,230.0,3326.0,3556.0,0.0,0.0,3.0,48.0,61.0,2383.0,0.0,3.0,3.0
2020-04-04,202014,IA,19,-20342.0,-688.0,1961.0,-2344.0,-18337.0,1961.0,0.9808817699267744,0.005835967080764778,0.004286167536099285,0.8,488.0,5079.0,5567.0,0.0,0.0,11.0,613.0,92.0,2387.0,8.0,14.0,11.0
2020-04-11,202015,IA,19,-7091.0,-209.0,2234.0,-2740.0,-20302.0,1991.0,0.31463537148269644,0.0055856306912413535,0.0037999247393546774,6.0,724.0,6168.0,6892.0,60.0,110.0,20.0,2811.0,40.0,2333.0,7.0,34.0,20.0
2020-04-18,202016,IA,19,-5898.0,-801.0,590.0,-2851.0,-19437.0,2138.0,0.14346722343275645,0.005632568764276997,0.0035202797925167314,17.4,1003.0,4812.0,5815.0,306.0,532.0,40.0,6153.0,0.0,2441.0,77.0,74.0,40.0
2020-04-25,202017,IA,19,-4466.0,-145.0,3193.0,-1719.0,-18309.0,1908.0,0.13403470333103287,0.004114904402791251,0.003721712696175727,25.7,2579.0,8824.0,11403.0,404.0,672.0,38.0,9946.0,0.0,2193.0,0.0,112.0,38.0
2020-05-02,202018,IA,19,-3493.0,485.0,3245.0,-1084.0,-17840.0,1629.0,0.0680583010684423,0.002831930406483712,0.003070929468969741,15.1,3549.0,8450.0,11999.0,518.0,770.0,63.0,17265.0,0.0,2126.0,12.0,175.0,63.0
2020-05-09,202019,IA,19,-3070.0,1105.0,2819.0,-827.0,-16359.0,1744.0,0.0,0.0004067966329755608,0.00022725763489732823,6.8,3030.0,22097.0,25127.0,705.0,1055.0,77.0,28148.0,0.0,,,252.0,77.0
2020-05-16,202020,IA,19,,,,,,,,,,,2657.0,22167.0,24824.0,677.0,977.0,94.0,41694.0,0.0,,,346.0,94.0
2020-03-07,202010,KS,20,5122.0,2054.0,3400.0,1305.0,1273.0,-304.0,6.801812132920046,0.006430516005882905,0.005933785389104914,,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,2305.0,89.0,0.0,0.0
2020-03-14,202011,KS,20,3137.0,3574.0,1567.0,1075.0,-1383.0,49.0,5.210937656109034,0.0053040022530275064,0.005402533775059213,,6.0,82.0,88.0,0.0,0.0,1.0,0.0,0.0,2095.0,0.0,1.0,1.0
2020-03-21,202012,KS,20,-3943.0,4805.0,1165.0,-229.0,-6773.0,1124.0,4.291431763658716,0.005350940326063147,0.0044573486117362345,,49.0,324.0,373.0,0.0,0.0,1.0,0.0,0.0,2062.0,0.0,2.0,1.0
2020-03-28,202013,KS,20,-10252.0,-1071.0,1808.0,-1833.0,-10339.0,1710.0,2.1080869529012927,0.004850267547016303,0.003605132480871253,,206.0,3254.0,3460.0,0.0,0.0,3.0,0.0,27.0,2071.0,0.0,4.0,2.0
2020-04-04,202014,KS,20,-12552.0,-3294.0,1901.0,-2523.0,-13075.0,1922.0,0.9858481230245696,0.004709453327909378,0.002988290329007076,,437.0,3209.0,3646.0,0.0,0.0,16.0,0.0,145.0,2116.0,28.0,21.0,17.0
2020-04-11,202015,KS,20,-6217.0,-1644.0,2915.0,-2727.0,-14203.0,1811.0,0.5083349426426753,0.004114904402791251,0.0024858148440555163,,570.0,4195.0,4765.0,0.0,0.0,34.0,0.0,121.0,2003.0,7.0,55.0,34.0
2020-04-18,202016,KS,20,-5658.0,-1939.0,1008.0,-2944.0,-13363.0,1907.0,0.40269970557861695,0.004130550427136464,0.002364069682503376,,522.0,4811.0,5333.0,0.0,0.0,31.0,0.0,90.0,2090.0,74.0,85.0,30.0
2020-04-25,202017,KS,20,-4413.0,-1284.0,2774.0,-2543.0,-12785.0,1811.0,0.365376704561985,0.004114904402791251,0.002303566026459282,,1266.0,6257.0,7523.0,0.0,0.0,31.0,0.0,91.0,2076.0,88.0,120.0,35.0
2020-05-02,202018,KS,20,-3282.0,-578.0,3690.0,-1430.0,-12166.0,1517.0,0.05937580673319244,0.002143505335294301,0.0016225309712312494,,1690.0,8053.0,9743.0,0.0,0.0,14.0,1104.0,67.0,1753.0,0.0,142.0,22.0
2020-05-09,202019,KS,20,-2611.0,75.0,2674.0,-1042.0,-10547.0,1562.0,0.0,0.0004067966329755608,0.00013945354868699687,,2005.0,12986.0,14991.0,0.0,0.0,26.0,2196.0,94.0,,,174.0,32.0
2020-05-16,202020,KS,20,,,,,,,,,,,1135.0,10524.0,11659.0,0.0,0.0,15.0,2853.0,89.0,,,195.0,21.0
2020-03-07,202010,KY,21,10877.0,6311.0,1701.0,1123.0,1829.0,-184.0,6.095478471251839,0.01919767187157743,0.023331537899637718,,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,3927.0,0.0,0.0,0.0
2020-03-14,202011,KY,21,5844.0,9382.0,1363.0,852.0,117.0,117.0,5.50949563343706,0.02052758394092061,0.022879236178234917,,13.0,130.0,143.0,0.0,0.0,0.0,0.0,0.0,4000.0,66.0,0.0,0.0
2020-03-21,202012,KY,21,-10008.0,7415.0,565.0,-506.0,-10855.0,1551.0,5.66798377626329,0.01965140657758864,0.016506430358078347,,40.0,575.0,615.0,0.0,0.0,2.0,0.0,0.0,3685.0,0.0,3.0,3.0
2020-03-28,202013,KY,21,-17630.0,-3881.0,1551.0,-2953.0,-21420.0,2157.0,2.6667177655262937,0.017054166536283128,0.011725165831667023,,248.0,4107.0,4355.0,0.0,0.0,6.0,0.0,0.0,3664.0,0.0,9.0,6.0
2020-04-04,202014,KY,21,-16247.0,-1733.0,1331.0,-3675.0,-25186.0,2278.0,1.4711284716412796,0.017148042682354408,0.009051199374303657,,529.0,9920.0,10449.0,0.0,0.0,29.0,0.0,0.0,4055.0,207.0,40.0,31.0
2020-04-11,202015,KY,21,-9142.0,-535.0,1366.0,-4441.0,-27922.0,2318.0,1.2294002028023852,0.0158963607347373,0.007641169048690686,,862.0,7854.0,8716.0,0.0,210.0,53.0,928.0,459.0,3889.0,124.0,90.0,50.0
2020-04-18,202016,KY,21,-7954.0,-1867.0,-94.0,-4490.0,-26094.0,2416.0,0.6256578159892605,0.01556779422348781,0.007458182381630499,,829.0,5479.0,6308.0,0.0,1326.0,47.0,5150.0,549.0,3590.0,34.0,144.0,54.0
2020-04-25,202017,KY,21,-6669.0,-1154.0,1008.0,-3629.0,-24980.0,2304.0,0.504423362952515,0.014018837813311636,0.007091471198046175,,1257.0,13109.0,14366.0,0.0,1110.0,63.0,8775.0,135.0,3239.0,0.0,205.0,61.0
2020-05-02,202018,KY,21,-4884.0,148.0,1156.0,-2679.0,-23560.0,2005.0,0.4056669166659953,0.01068623462778108,0.005833437862007394,,1100.0,11587.0,12687.0,0.0,1197.0,48.0,11245.0,268.0,2290.0,0.0,248.0,43.0
2020-05-09,202019,KY,21,-4314.0,807.0,1396.0,-2387.0,-22329.0,2082.0,0.0,0.0016741246049378849,0.0007784311844697445,,1409.0,27389.0,28798.0,0.0,1310.0,50.0,14162.0,285.0,,,304.0,56.0
2020-05-16,202020,KY,21,,,,,,,,,,,1156.0,40131.0,41287.0,0.0,1540.0,34.0,17597.0,200.0,,,334.0,30.0
2020-03-07,202010,LA,22,5477.0,3648.0,1374.0,1303.0,1003.0,-214.0,6.033301639712862,0.02101261069562224,0.02153561230437766,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3802.0,150.0,0.0,0.0
2020-03-14,202011,LA,22,4455.0,7242.0,1902.0,1086.0,472.0,-103.0,5.257997891070924,0.02129423913383609,0.02149429273439633,,51.0,109.0,160.0,0.0,0.0,0.0,0.0,0.0,3793.0,150.0,1.0,1.0
2020-03-21,202012,LA,22,-5191.0,6460.0,-558.0,-2317.0,-6259.0,1501.0,4.672321419231593,0.021200362987764808,0.0188941112234282,,529.0,2071.0,2600.0,0.0,0.0,16.0,0.0,0.0,3574.0,14.0,20.0,19.0
2020-03-28,202013,LA,22,-12865.0,-2410.0,-1808.0,-5691.0,-13180.0,2538.0,3.5693709535614433,0.02459555027067622,0.01556788583993094,,2735.0,19666.0,22401.0,1008.0,0.0,121.0,0.0,927.0,4470.0,814.0,137.0,117.0
2020-04-04,202014,LA,22,-12676.0,-2060.0,-1968.0,-6900.0,-14779.0,2620.0,1.7759707898726953,0.030525393497512283,0.014187369492876063,,9181.0,24156.0,33337.0,3306.0,0.0,272.0,0.0,1262.5,4589.0,989.0,409.0,272.0
2020-04-11,202015,LA,22,-8516.0,-908.0,-1731.0,-7622.0,-16171.0,2600.0,0.9403347605055652,0.03169884532340332,0.012462277446155436,,7518.0,30899.0,38417.0,3544.0,0.0,397.0,0.0,1435.75,4905.0,1313.0,806.0,397.0
2020-04-18,202016,LA,22,-6947.0,-2270.0,-2410.0,-6810.0,-14552.0,2510.0,0.7171588294090692,0.02974309228025158,0.011309018733997887,,3566.0,37518.0,41084.0,2886.0,0.0,461.0,0.0,1043.125,4234.0,666.0,1267.0,461.0
2020-04-25,202017,LA,22,-5692.0,-1062.0,-1410.0,-6064.0,-13467.0,2418.0,0.41911000730910175,0.024814594611509214,0.010522471205424669,,2932.0,-1929.0,1003.0,2093.0,0.0,377.0,59708.0,1178.4375,3546.0,213.0,1707.0,440.0
2020-05-02,202018,LA,22,-4306.0,243.0,-574.0,-5041.0,-12579.0,2042.0,0.11610818250050065,0.015990236880808584,0.008623984534675236,,2628.0,31228.0,33856.0,1684.0,0.0,306.0,118745.0,955.78125,2285.0,0.0,1993.0,286.0
2020-05-09,202019,LA,22,-3464.0,1338.0,-564.0,-4332.0,-11550.0,1985.0,0.0,0.003238727039459273,0.0016085118314161544,,2277.0,37022.0,39299.0,1353.0,0.0,317.0,139199.0,855.109375,,,2267.0,274.0
2020-05-16,202020,LA,22,,,,,,,,,,,2700.0,44885.0,47585.0,1006.0,0.0,212.0,155964.0,600.4453125,,,2479.0,212.0
2020-03-07,202010,ME,23,1450.0,684.0,700.0,475.0,342.0,-38.0,4.829799645811866,0.003739399818506117,0.0038633797932545798,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1264.0,52.0,0.0,0.0
2020-03-14,202011,ME,23,916.0,1650.0,817.0,275.0,233.0,78.0,5.455218301084052,0.003974090183684326,0.0037873812984674867,,3.0,90.0,93.0,0.0,0.0,0.0,0.0,0.0,1216.0,9.0,0.0,0.0
2020-03-21,202012,ME,23,-2603.0,1133.0,455.0,-644.0,-2365.0,728.0,4.4936865847387235,0.003661169696780048,0.003119627533590597,,70.0,2173.0,2243.0,0.0,0.0,0.0,0.0,0.0,1120.0,0.0,0.0,0.0
2020-03-28,202013,ME,23,-4669.0,-1289.0,719.0,-1389.0,-4055.0,949.0,2.170473282477788,0.0038489219889226147,0.002163374628308333,,138.0,1130.0,1268.0,0.0,0.0,1.0,83.0,0.0,1124.0,0.0,1.0,1.0
2020-04-04,202014,ME,23,-5423.0,-2057.0,-966.0,-1795.0,-4609.0,1077.0,1.535220275749346,0.003755045842851331,0.0021227929077909527,,245.0,2694.0,2939.0,0.0,0.0,9.0,577.0,83.0,1199.0,0.0,10.0,9.0
2020-04-11,202015,ME,23,-3912.0,-1242.0,-200.0,-1806.0,-4980.0,991.0,0.9435567021262934,0.0033795412585661978,0.0018431479609530067,,160.0,0.0,160.0,0.0,0.0,9.0,1381.0,31.0,1214.0,10.0,19.0,9.0
2020-04-18,202016,ME,23,-3419.0,-1404.0,67.0,-1728.0,-4695.0,985.0,0.2523745611112145,0.0030509747473167065,0.0017354219392159613,,231.0,7988.0,8219.0,45.0,111.0,13.0,2203.0,22.0,1243.0,55.0,32.0,13.0
2020-04-25,202017,ME,23,-2656.0,-846.0,1168.0,-1640.0,-4416.0,933.0,0.2952940847606785,0.0025346559439246483,0.0015834249496417742,,143.0,2708.0,2851.0,61.0,120.0,18.0,3208.0,20.0,1114.0,0.0,47.0,15.0
2020-05-02,202018,ME,23,-2533.0,-652.0,655.0,-1524.0,-4131.0,858.0,0.1823683687637961,0.001846230872735238,0.0014587283902338245,,162.0,2762.0,2924.0,55.0,123.0,6.0,4258.0,25.0,1084.0,0.0,56.0,9.0
2020-05-09,202019,ME,23,-2006.0,-205.0,1210.0,-1320.0,-3820.0,801.0,0.0,0.0003598585599399192,0.00017487032295671038,,256.0,2546.0,2802.0,78.0,133.0,8.0,5413.0,17.0,,,64.0,8.0
2020-05-16,202020,ME,23,,,,,,,,,,,240.0,0.0,240.0,59.0,124.0,6.0,6552.0,16.0,,,70.0,6.0
2020-03-07,202010,MD,24,1347.0,679.0,2881.0,343.0,543.0,-89.0,4.903638511469879,0.014754200957536687,0.022286005209217214,0.1,3.0,24.0,27.0,0.0,0.0,0.0,0.0,0.0,4195.0,99.0,0.0,0.0
2020-03-14,202011,MD,24,1140.0,1970.0,5028.0,50.0,135.0,67.0,4.852665596697978,0.014848077103607969,0.0208612178943252,0.3,23.0,53.0,76.0,0.0,0.0,0.0,0.0,0.0,4042.0,0.0,0.0,0.0
2020-03-21,202012,MD,24,-3339.0,1204.0,3744.0,-2538.0,-4403.0,1635.0,4.588848567654662,0.014331758300215913,0.016846578960960385,2.0,164.0,0.0,164.0,0.0,0.0,2.0,0.0,0.0,4243.0,219.0,2.0,2.0
2020-03-28,202013,MD,24,-6824.0,-2935.0,495.0,-4545.0,-6978.0,2507.0,2.4716506807774152,0.014097067935037703,0.013694486050955884,7.8,802.0,11422.0,12224.0,0.0,0.0,3.0,25.0,226.0,4348.0,324.0,5.0,3.0
2020-04-04,202014,MD,24,-7070.0,-3267.0,276.0,-4880.0,-7778.0,2694.0,1.328362260444127,0.014629032762774975,0.012099255509890872,11.7,2133.0,10969.0,13102.0,0.0,0.0,48.0,399.0,595.0,4577.0,593.0,54.0,49.0
