date,epiweek,region,fips,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,kinsa_cases,hospitalization,n_visits,covidnet,positiveIncrease,negativeIncrease,totalTestResultsIncrease,onVentilatorCurrently,inIcuCurrently,deathIncrease,recovered,hospitalizedIncrease,Observed Number,Excess Higher Estimate,death_jhu_cumulative,death_jhu_incidence
2020-05-16,202020,X,US,,,,,,,,,,,178778.0,2633965.0,2812743.0,47935.0,87037.0,10568.0,1967822.0,13143.0,,,88599.0,9943.0
2020-03-07,202010,AL,01,5670.0,2472.0,2012.0,1380.0,976.0,-102.0,3.959311540295841,0.022013956253715928,0.01777405573714851,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4171.0,0.0,0.0,0.0
2020-03-14,202011,AL,01,4411.0,6314.0,3375.0,1483.0,683.0,-166.0,4.394519028709256,0.02055887598961104,0.017111466918519287,,6.0,22.0,28.0,0.0,0.0,0.0,0.0,0.0,4254.0,0.0,0.0,0.0
2020-03-21,202012,AL,01,-5045.0,6519.0,1730.0,-313.0,-6294.0,1568.0,4.668063912866192,0.02065275213568232,0.013914365191213687,,118.0,6.0,124.0,0.0,0.0,0.0,0.0,0.0,4195.0,0.0,0.0,0.0
2020-03-28,202013,AL,01,-11696.0,-1048.0,1279.0,-2963.0,-12331.0,2495.0,3.0333553678840763,0.01722627280408048,0.010227331419843723,,572.0,4156.0,4728.0,0.0,0.0,3.0,0.0,0.0,4148.0,0.0,4.0,4.0
2020-04-04,202014,AL,01,-12137.0,898.0,917.0,-4120.0,-14150.0,2690.0,1.5543390629828968,0.017617423412710827,0.009690914859550356,,884.0,5089.0,5973.0,0.0,0.0,40.0,0.0,212.0,4434.0,258.0,44.0,40.0
2020-04-11,202015,AL,01,-10097.0,-1803.0,388.0,-5366.0,-16272.0,2962.0,0.9993102605900522,0.017789529680508183,0.008875591201882992,,1611.0,8785.0,10396.0,0.0,0.0,48.0,0.0,190.0,4284.0,132.0,92.0,48.0
2020-04-18,202016,AL,01,-7092.0,-2224.0,-324.0,-4853.0,-15196.0,2639.0,0.5764080839963004,0.016303157367712862,0.007550413564624546,,1464.0,19825.0,21289.0,0.0,0.0,55.0,0.0,218.0,4068.0,58.0,153.0,61.0
2020-04-25,202017,AL,01,-6139.0,-1215.0,-259.0,-4170.0,-14445.0,2665.0,0.4906705054394028,0.01528616578527396,0.007519423887138546,,1482.0,27324.0,28806.0,0.0,0.0,66.0,0.0,219.0,3741.0,0.0,209.0,56.0
2020-05-02,202018,AL,01,-3776.0,999.0,1737.0,-2673.0,-13089.0,2184.0,0.2727376936970725,0.012156960916231184,0.005862951840565489,,1297.0,19568.0,20865.0,0.0,0.0,76.0,0.0,184.0,3146.0,0.0,288.0,79.0
2020-05-09,202019,AL,01,-2399.0,2702.0,1984.0,-1637.0,-11861.0,2089.0,0.0,0.005006727790468442,0.0012255679596248775,,2133.0,31152.0,33285.0,0.0,0.0,100.0,0.0,205.0,,,390.0,102.0
2020-05-16,202020,AL,01,,,,,,,,,,,1956.0,26044.0,28000.0,0.0,0.0,97.0,0.0,159.0,,,485.0,95.0
2020-03-07,202010,AK,02,627.0,259.0,58.0,173.0,160.0,-14.0,,,,,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,320.0,0.0,0.0,0.0
2020-03-14,202011,AK,02,513.0,469.0,239.0,67.0,-307.0,57.0,,,,,1.0,131.0,132.0,0.0,0.0,0.0,0.0,0.0,359.0,19.0,0.0,0.0
2020-03-21,202012,AK,02,-780.0,202.0,253.0,-477.0,-1083.0,248.0,,,,,13.0,615.0,628.0,0.0,0.0,0.0,0.0,0.0,267.0,0.0,0.0,0.0
2020-03-28,202013,AK,02,-2134.0,-842.0,377.0,-1297.0,-2349.0,467.0,,,,,71.0,2078.0,2149.0,0.0,0.0,2.0,0.0,5.0,324.0,0.0,2.0,2.0
2020-04-04,202014,AK,02,-2330.0,-1071.0,180.0,-1526.0,-2683.0,505.0,,,,,86.0,3033.0,3119.0,0.0,0.0,3.0,0.0,11.0,401.0,53.0,5.0,3.0
2020-04-11,202015,AK,02,-1426.0,-522.0,300.0,-1549.0,-2561.0,500.0,,,,,86.0,1606.0,1692.0,0.0,0.0,3.0,228.0,15.0,316.0,0.0,8.0,3.0
2020-04-18,202016,AK,02,-1044.0,-472.0,147.0,-1475.0,-2442.0,479.0,,,,,57.0,1866.0,1923.0,0.0,0.0,1.0,740.0,5.0,307.0,0.0,9.0,1.0
2020-04-25,202017,AK,02,-753.0,-269.0,542.0,-1386.0,-2305.0,432.0,,,,,25.0,6052.0,6077.0,0.0,0.0,0.0,1312.0,0.0,174.0,0.0,9.0,0.0
2020-05-02,202018,AK,02,-335.0,67.0,1070.0,-1236.0,-2087.0,303.0,,,,,26.0,5641.0,5667.0,0.0,0.0,0.0,1670.0,0.0,279.0,24.0,9.0,0.0
2020-05-09,202019,AK,02,-126.0,309.0,1377.0,-1137.0,-1902.0,298.0,,,,,13.0,5037.0,5050.0,0.0,0.0,1.0,2000.0,0.0,,,10.0,1.0
2020-05-16,202020,AK,02,,,,,,,,,,,14.0,6818.0,6832.0,0.0,0.0,0.0,2350.0,0.0,,,10.0,0.0
2020-03-07,202010,AZ,04,1036.0,990.0,1664.0,780.0,197.0,-106.0,3.5967325527862117,0.025503019682698615,0.02159611596042176,,3.0,17.0,20.0,0.0,0.0,0.0,0.0,0.0,5545.0,341.0,0.0,0.0
2020-03-14,202011,AZ,04,766.0,1442.0,1092.0,632.0,-577.0,70.0,4.117895785441749,0.02379760302907031,0.019657047569154942,,7.0,77.0,84.0,0.0,0.0,0.0,0.0,0.0,5414.0,210.0,0.0,0.0
2020-03-21,202012,AZ,04,-1590.0,1538.0,195.0,-234.0,-2330.0,649.0,3.9862584819965177,0.023656788809963386,0.01888230563200496,,92.0,119.0,211.0,0.0,0.0,1.0,0.0,0.0,5167.0,4.0,1.0,1.0
2020-03-28,202013,AZ,04,-3916.0,-1039.0,-1234.0,-2146.0,-3439.0,1097.0,2.3496641645147305,0.020887442500860533,0.015591497022777413,,769.0,7215.0,7984.0,0.0,0.0,14.0,0.0,0.0,5264.0,104.0,15.0,14.0
2020-04-04,202014,AZ,04,-4164.0,-1368.0,-1671.0,-2611.0,-3935.0,1191.0,0.7934529829971798,0.020543229965265825,0.012533848844158814,,1146.0,17686.0,18832.0,0.0,0.0,37.0,0.0,0.0,5305.0,221.0,52.0,37.0
2020-04-11,202015,AZ,04,-4162.0,-1555.0,-2457.0,-3020.0,-4260.0,1278.0,0.7731113720272177,0.018853459335982724,0.01026053464572158,,1374.0,11996.0,13370.0,0.0,0.0,56.0,0.0,0.0,5404.0,372.0,117.0,65.0
2020-04-18,202016,AZ,04,-3932.0,-1809.0,-2228.0,-2838.0,-4148.0,1237.0,0.5571958234188019,0.01647526363551021,0.008876329051346945,,1326.0,9189.0,10515.0,1157.0,1706.0,69.0,2172.0,0.0,4981.0,59.0,180.0,63.0
2020-04-25,202017,AZ,04,-3391.0,-1352.0,-1348.0,-2430.0,-4017.0,1186.0,0.6876046686310167,0.013752855399443003,0.00836647507175586,,1561.0,9902.0,11463.0,1322.0,2103.0,89.0,8509.0,1022.0,4894.0,68.0,273.0,93.0
2020-05-02,202018,AZ,04,-2895.0,-736.0,-1152.0,-2174.0,-3920.0,996.0,0.209029069442946,0.010420252213912443,0.007315039585623742,,2084.0,13405.0,15489.0,1363.0,2164.0,82.0,10318.0,317.0,4144.0,0.0,330.0,57.0
2020-05-09,202019,AZ,04,-2507.0,-171.0,-394.0,-1942.0,-3648.0,1018.0,0.0,0.001861876897080452,0.0013997004331176349,,2596.0,25217.0,27813.0,1349.0,2038.0,184.0,12746.0,175.0,,,532.0,202.0
2020-05-16,202020,AZ,04,,,,,,,,,,,2671.0,38307.0,40978.0,1424.0,2187.0,147.0,21091.0,169.0,,,679.0,147.0
2020-03-07,202010,AR,05,7376.0,4801.0,2603.0,744.0,1230.0,-261.0,7.885657656460888,0.006039365397252558,0.009337484966317172,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2791.0,167.0,0.0,0.0
2020-03-14,202011,AR,05,4355.0,6121.0,1593.0,822.0,889.0,29.0,5.404599716339664,0.00649310010326376,0.008786311416744755,,12.0,59.0,71.0,0.0,0.0,0.0,0.0,0.0,2507.0,0.0,0.0,0.0
2020-03-21,202012,AR,05,-4542.0,5133.0,545.0,-360.0,-6722.0,1085.0,5.076690582831291,0.006195825640704696,0.007523850983922261,,106.0,502.0,608.0,0.0,0.0,0.0,0.0,0.0,2537.0,0.0,0.0,0.0
2020-03-28,202013,AR,05,-11095.0,-2073.0,1643.0,-1913.0,-12548.0,1515.0,3.2702687463589313,0.005288356228682292,0.0056017531303263505,,286.0,2371.0,2657.0,51.0,0.0,5.0,67.0,0.0,2522.0,0.0,5.0,5.0
2020-04-04,202014,AR,05,-9912.0,963.0,748.0,-2467.0,-12513.0,1550.0,1.207688580407622,0.004881559595706731,0.004642548827188278,,339.0,6689.0,7028.0,157.0,0.0,9.0,320.0,106.0,2417.0,0.0,14.0,9.0
2020-04-11,202015,AR,05,-5567.0,-43.0,1792.0,-3154.0,-14019.0,1574.0,0.4968311010047027,0.004615577181838095,0.0039858628042706715,,483.0,7725.0,8208.0,202.0,0.0,10.0,1489.0,24.0,2492.0,12.0,25.0,11.0
2020-04-18,202016,AR,05,-3593.0,-748.0,729.0,-2885.0,-13975.0,1487.0,0.1986267231021833,0.004067966329755609,0.003366069254550687,,513.0,5050.0,5563.0,177.0,0.0,14.0,3518.0,291.0,2549.0,86.0,38.0,13.0
2020-04-25,202017,AR,05,-2907.0,-335.0,1120.0,-2573.0,-12174.0,1547.0,0.05306749828011799,0.00391150608630347,0.0032937600070833553,,1090.0,12822.0,13912.0,172.0,0.0,9.0,5937.0,0.0,2379.0,12.0,48.0,10.0
2020-05-02,202018,AR,05,-1432.0,938.0,2712.0,-1746.0,-11291.0,1177.0,0.03809088972001305,0.002847576430828926,0.002426786886939327,,543.0,12986.0,13529.0,154.0,0.0,26.0,9632.0,414.0,1942.0,0.0,72.0,24.0
2020-05-09,202019,AR,05,-789.0,1589.0,2227.0,-1465.0,-10437.0,1196.0,0.0,0.0008918233876771912,0.00048993204406437,,375.0,13571.0,13946.0,108.0,0.0,15.0,15415.0,57.0,,,88.0,16.0
2020-05-16,202020,AR,05,,,,,,,,,,,831.0,15285.0,16116.0,81.0,0.0,10.0,22696.0,49.0,,,98.0,10.0
2020-03-07,202010,CA,06,2877.0,2594.0,5054.0,665.0,734.0,-170.0,5.4612892196099505,0.0518509246800388,0.05949132657955125,0.2,16.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,22888.0,172.0,1.0,1.0
2020-03-14,202011,CA,06,601.0,4611.0,2970.0,-1990.0,-523.0,545.0,5.669101598234184,0.047282285571236336,0.05320042204989338,0.9,183.0,454.0,637.0,0.0,0.0,5.0,0.0,0.0,21797.0,0.0,3.0,2.0
2020-03-21,202012,CA,06,-9885.0,2632.0,-4108.0,-8445.0,-10778.0,3915.0,4.734047264732713,0.044121788653503136,0.044338112138361536,2.1,1027.0,10333.0,11360.0,0.0,0.0,19.0,0.0,0.0,22551.0,415.0,25.0,22.0
2020-03-28,202013,CA,06,-16772.0,-6561.0,-7828.0,-13020.0,-16287.0,5490.0,2.031310390307949,0.03913070688737992,0.03386360114809377,3.2,3364.0,9300.0,12664.0,0.0,610.0,77.0,0.0,1034.0,22446.0,722.0,110.0,85.0
2020-04-04,202014,CA,06,-16090.0,-5607.0,-8043.0,-13205.0,-17096.0,5392.0,1.165562117171731,0.036361360578277054,0.02985781640829638,3.6,7383.0,81125.0,88508.0,0.0,5163.0,175.0,0.0,1783.0,23224.0,1836.0,289.0,179.0
2020-04-11,202015,CA,06,-14880.0,-5612.0,-11511.0,-13847.0,-17992.0,5811.0,0.6895869336766762,0.03388928873173326,0.025392351452456673,3.5,8589.0,50930.0,59519.0,0.0,8255.0,333.0,0.0,4344.5,23066.0,2002.0,604.0,315.0
2020-04-18,202016,CA,06,-15859.0,-5252.0,-8060.0,-12248.0,-16858.0,5353.0,0.6428347215251743,0.031088650373939982,0.021658833164857703,3.2,8348.0,78099.0,86447.0,0.0,9986.0,463.0,0.0,2763.75,22965.0,2125.0,1140.0,536.0
2020-04-25,202017,CA,06,-16613.0,-3771.0,-5737.0,-11477.0,-16128.0,5120.0,0.6116217266364941,0.02301530181180961,0.018452877243984686,1.9,12174.0,234195.0,246369.0,0.0,10500.0,579.0,0.0,3465.125,21132.0,583.0,1689.0,549.0
2020-05-02,202018,CA,06,-14815.0,-2349.0,-3852.0,-10388.0,-15523.0,4434.0,0.4501243722587583,0.012235191037957251,0.01200481077850497,2.0,11060.0,169708.0,180768.0,0.0,10309.0,520.0,0.0,2989.4375,16760.0,0.0,2180.0,491.0
2020-05-09,202019,CA,06,-13269.0,-266.0,-1989.0,-9453.0,-14454.0,4391.0,0.0,0.0015020183371405324,0.0017560817242066274,1.1,12364.0,213403.0,225767.0,0.0,9800.0,507.0,0.0,3043.28125,,,2687.0,507.0
2020-05-16,202020,CA,06,,,,,,,,,,,12232.0,254324.0,266556.0,0.0,9281.0,526.0,0.0,2902.359375,,,3208.0,521.0
2020-03-07,202010,CO,08,2865.0,2480.0,2783.0,833.0,877.0,-151.0,4.1345261206305866,0.006430516005882905,0.010545344538807191,0.1,8.0,36.0,44.0,0.0,0.0,0.0,0.0,0.0,3295.0,15.0,0.0,0.0
2020-03-14,202011,CO,08,1650.0,4605.0,2004.0,88.0,-66.0,121.0,4.291561587053622,0.006195825640704696,0.010988792066642564,0.7,93.0,555.0,648.0,0.0,0.0,1.0,0.0,0.0,3267.0,5.0,0.0,0.0
2020-03-21,202012,CO,08,-8330.0,1603.0,-1060.0,-3455.0,-9210.0,1566.0,3.854276158729732,0.007244109271834027,0.008998812062363037,4.7,262.0,2707.0,2969.0,0.0,0.0,3.0,0.0,44.0,3539.0,283.0,6.0,6.0
2020-03-28,202013,CO,08,-13429.0,-5326.0,-1095.0,-5414.0,-13091.0,1999.0,2.9183187913990003,0.00774478205088087,0.007687653564919686,13.3,1371.0,6625.0,7996.0,0.0,0.0,27.0,0.0,195.0,3342.0,90.0,31.0,25.0
2020-04-04,202014,CO,08,-13677.0,-7009.0,-2244.0,-5724.0,-14517.0,2164.0,1.4132746382139882,0.00887129580373627,0.0076116550701325935,15.7,2439.0,7956.0,10395.0,0.0,0.0,80.0,0.0,584.0,3586.0,374.0,111.0,80.0
2020-04-11,202015,CO,08,-7746.0,-3229.0,788.0,-5738.0,-14642.0,2049.0,0.6590096958835739,0.008323684951653783,0.006823631842631466,14.2,2337.0,8245.0,10582.0,0.0,0.0,139.0,0.0,489.0,3973.0,797.0,250.0,139.0
2020-04-18,202016,CO,08,-8049.0,-4108.0,-5209.0,-5998.0,-14491.0,2231.0,0.2256266050456933,0.007603967831773945,0.006472415497790139,13.6,2537.0,8117.0,10654.0,0.0,0.0,141.0,0.0,443.0,3983.0,831.0,389.0,139.0
2020-04-25,202017,CO,08,-6432.0,-2819.0,545.0,-4926.0,-13489.0,1998.0,0.29355072769070245,0.006806020590168038,0.0067542739930199465,10.1,3209.0,10273.0,13482.0,0.0,0.0,283.0,2086.0,611.0,3638.0,498.0,684.0,295.0
2020-05-02,202018,CO,08,-5374.0,-1827.0,2474.0,-4129.0,-12552.0,1673.0,0.10910671739526936,0.005100603936539725,0.005617985818533304,6.9,3512.0,16648.0,20160.0,0.0,0.0,146.0,16304.0,381.0,2850.0,20.0,832.0,148.0
2020-05-09,202019,CO,08,-4562.0,-865.0,3202.0,-3786.0,-11525.0,1683.0,0.0,0.0011265137528553993,0.0007629363457267447,2.6,3059.0,16764.0,19823.0,0.0,0.0,140.0,19513.0,853.0,,,967.0,135.0
2020-05-16,202020,CO,08,,,,,,,,,,,2405.0,22663.0,25068.0,0.0,0.0,190.0,22130.0,242.0,,,1192.0,225.0
2020-03-07,202010,CT,09,430.0,338.0,1184.0,78.0,194.0,-42.0,5.025529006364836,0.005382232374753575,0.006743206251060659,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-14,202011,CT,09,293.0,1025.0,2437.0,-312.0,-50.0,84.0,5.680059215644497,0.005272710204337078,0.006274671841450908,0.6,11.0,125.0,136.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-21,202012,CT,09,-1502.0,622.0,1821.0,-1637.0,-1689.0,778.0,5.134035368826846,0.0049597897174328,0.005191508828368836,4.4,183.0,1981.0,2164.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,4.0
2020-03-28,202013,CT,09,-2722.0,-1055.0,1209.0,-2571.0,-2632.0,1170.0,3.636978897303616,0.00600807334856213,0.004908912483675081,18.4,1097.0,5003.0,6100.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,33.0,29.0
2020-04-04,202014,CT,09,-2785.0,-1019.0,243.0,-2895.0,-2882.0,1241.0,2.7458392640172593,0.007650905904809588,0.005583306893727542,34.9,3985.0,9644.0,13629.0,0.0,0.0,138.0,0.0,0.0,0.0,0.0,165.0,132.0
2020-04-11,202015,CT,09,-2721.0,-917.0,1106.0,-2813.0,-3107.0,1272.0,1.7450762511397075,0.009262446412366615,0.005461561732175402,36.9,6234.0,11568.0,17802.0,0.0,0.0,329.0,0.0,0.0,0.0,0.0,494.0,329.0
2020-04-18,202016,CT,09,-2861.0,-1553.0,668.0,-2600.0,-3037.0,1255.0,0.9477525061942814,0.009653597020996964,0.005228401301566455,37.3,5299.0,10332.0,15631.0,0.0,0.0,542.0,0.0,0.0,0.0,0.0,1086.0,592.0
2020-04-25,202017,CT,09,-2467.0,-1206.0,1088.0,-2351.0,-2812.0,1198.0,0.8890966351003191,0.007760428075226085,0.0052269256026385505,29.8,7773.0,14367.0,22140.0,0.0,0.0,826.0,0.0,0.0,0.0,0.0,1865.0,779.0
2020-05-02,202018,CT,09,-2309.0,-1016.0,781.0,-2190.0,-2761.0,1120.0,0.6618199267294951,0.0065869762493350435,0.003912815707339389,24.4,4182.0,18473.0,22655.0,0.0,0.0,477.0,8692.0,7758.0,0.0,0.0,2436.0,571.0
2020-05-09,202019,CT,09,-1833.0,-404.0,2520.0,-2020.0,-2584.0,1045.0,0.0,0.001595894483211816,0.0006655402164850328,15.5,4220.0,19092.0,23312.0,0.0,0.0,593.0,33623.0,1631.0,,,2932.0,496.0
2020-05-16,202020,CT,09,,,,,,,,,,,3719.0,37467.0,41186.0,0.0,0.0,407.0,40444.0,1557.0,,,3339.0,407.0
2020-03-07,202010,DE,10,281.0,103.0,462.0,126.0,84.0,-20.0,5.153570121099882,0.0035829395750539782,0.0028333419415770803,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,825.0,65.0,0.0,0.0
2020-03-14,202011,DE,10,223.0,287.0,1212.0,80.0,6.0,7.0,5.104549825334373,0.004021028256719968,0.002754392048934177,,6.0,26.0,32.0,0.0,0.0,0.0,0.0,0.0,784.0,30.0,0.0,0.0
2020-03-21,202012,DE,10,-491.0,121.0,939.0,-582.0,-633.0,268.0,4.579448597576307,0.0034108333072566267,0.0024754849515601827,,39.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,929.0,161.0,0.0,0.0
2020-03-28,202013,DE,10,-1124.0,-557.0,-225.0,-1193.0,-1069.0,461.0,3.1743913755426414,0.0025659479926150764,0.0020327752731887643,,169.0,0.0,169.0,0.0,0.0,3.0,22.0,31.0,755.0,14.0,5.0,5.0
2020-04-04,202014,DE,10,-1108.0,-593.0,-39.0,-1165.0,-1167.0,477.0,1.96883409719211,0.0034577713802922674,0.0020386780689003827,,379.0,5838.0,6217.0,0.0,0.0,11.0,280.0,79.5,819.0,56.0,14.0,9.0
2020-04-11,202015,DE,10,-1097.0,-572.0,328.0,-1181.0,-1265.0,497.0,1.110701914126862,0.003661169696780048,0.0017811686059810079,,886.0,3750.0,4636.0,0.0,0.0,19.0,971.0,150.25,729.0,13.0,33.0,19.0
2020-04-18,202016,DE,10,-1164.0,-656.0,-304.0,-1263.0,-1258.0,505.0,0.7260852201837733,0.003974090183684326,0.001736897638143866,,844.0,2070.0,2914.0,0.0,0.0,28.0,2259.0,148.875,665.0,12.0,67.0,34.0
2020-04-25,202017,DE,10,-1009.0,-511.0,16.0,-1120.0,-1184.0,481.0,0.5312842874837311,0.004114904402791251,0.0016889374229869622,,1253.0,2428.0,3681.0,0.0,0.0,51.0,4280.0,225.5625,806.0,114.0,112.0,45.0
2020-05-02,202018,DE,10,-933.0,-429.0,-67.0,-1027.0,-1154.0,435.0,0.4753069572389261,0.002831930406483712,0.0011709670992924026,,1462.0,3952.0,5414.0,0.0,0.0,56.0,8400.0,187.21875,623.0,22.0,168.0,56.0
2020-05-09,202019,DE,10,-775.0,-224.0,144.0,-881.0,-1084.0,420.0,0.0,0.0006571330224989829,0.00015347268850209186,,1239.0,4945.0,6184.0,0.0,0.0,53.0,14059.0,194.390625,,,221.0,53.0
2020-05-16,202020,DE,10,,,,,,,,,,,1270.0,9192.0,10462.0,0.0,0.0,65.0,20557.0,152.8046875,,,286.0,65.0
2020-03-07,202010,DC,11,35.0,10.0,17.0,21.0,12.0,-4.0,5.120987203242856,0.0016428325562474575,0.0019855529074958127,,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,480.0,24.0,0.0,0.0
2020-03-14,202011,DC,11,-22.0,46.0,51.0,-58.0,-37.0,14.0,5.0724935228714285,0.0013768501423788214,0.0020408916172922407,,10.0,41.0,51.0,0.0,0.0,0.0,0.0,0.0,444.0,0.0,0.0,0.0
2020-03-21,202012,DC,11,-307.0,-62.0,-185.0,-380.0,-317.0,119.0,5.037187201428571,0.0015802484588666019,0.0018999623696773387,,67.0,457.0,524.0,0.0,0.0,1.0,0.0,0.0,504.0,40.0,0.0,0.0
2020-03-28,202013,DC,11,-420.0,-193.0,-361.0,-495.0,-413.0,163.0,2.377066123171429,0.002112213286603874,0.0016513071003253913,,227.0,1705.0,1932.0,0.0,0.0,3.0,121.0,0.0,481.0,25.0,4.0,4.0
2020-04-04,202014,DC,11,-428.0,-197.0,-395.0,-515.0,-436.0,171.0,1.1674097074571428,0.0020809212379134467,0.0016786075304916286,,598.0,3325.0,3923.0,0.0,0.0,17.0,1049.0,0.0,557.0,109.0,21.0,17.0
2020-04-11,202015,DC,11,-449.0,-229.0,-425.0,-525.0,-448.0,177.0,0.9226913541714286,0.0019870450918421626,0.0016601612938928199,,876.0,2725.0,3601.0,0.0,0.0,26.0,2490.0,0.0,627.0,167.0,47.0,26.0
2020-04-18,202016,DC,11,-460.0,-238.0,-441.0,-532.0,-446.0,178.0,0.2399807312857143,0.0019244609944613074,0.001502261508607014,,888.0,2341.0,3229.0,378.0,610.0,44.0,3781.0,313.0,610.0,146.0,91.0,44.0
2020-04-25,202017,DC,11,-451.0,-229.0,-415.0,-526.0,-441.0,175.0,0.1127543897,0.0017836467753543823,0.0016417150572940107,,1033.0,3001.0,4034.0,624.0,825.0,74.0,4484.0,245.5,568.0,112.0,165.0,74.0
2020-05-02,202018,DC,11,-438.0,-211.0,-405.0,-522.0,-435.0,163.0,0.3021606608,0.0014863723127953186,0.0014004382825815874,,1098.0,3604.0,4702.0,69.0,120.0,75.0,4628.0,0.0,245.0,0.0,240.0,75.0
2020-05-09,202019,DC,11,-423.0,-180.0,-414.0,-515.0,-423.0,163.0,0.0,0.00028162843821384983,0.0002154520434740904,,1305.0,4874.0,6179.0,546.0,780.0,71.0,5336.0,447.0,,,311.0,71.0
2020-05-16,202020,DC,11,,,,,,,,,,,940.0,6409.0,7349.0,596.0,130.0,64.0,6520.0,158.5,,,375.0,64.0
2020-03-07,202010,FL,12,4320.0,3018.0,3547.0,2063.0,685.0,-144.0,3.7378620526229462,0.09928967049472727,0.061876793896509234,,12.0,76.0,88.0,0.0,0.0,0.0,0.0,0.0,19116.0,1652.0,0.0,0.0
2020-03-14,202011,FL,12,3638.0,5440.0,5460.0,1718.0,-56.0,129.0,4.686394596152293,0.09783459023062238,0.06009341174213637,,63.0,378.0,441.0,0.0,0.0,3.0,0.0,0.0,17817.0,329.0,2.0,2.0
2020-03-21,202012,FL,12,-5505.0,5823.0,1409.0,-4000.0,-8541.0,2527.0,6.362775269778568,0.09680195262383827,0.05247142677950845,,581.0,6101.0,6682.0,0.0,0.0,9.0,0.0,158.0,17497.0,133.0,13.0,11.0
