date,epiweek,region,fips,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,apple_mobility,cdc_hospitalized,dex,dex_a,dex_income_1,dex_income_1_a,dex_income_2,dex_income_2_a,dex_income_3,dex_income_3_a,dex_income_4,dex_income_4_a,dex_education_1,dex_education_1_a,dex_education_2,dex_education_2_a,dex_education_3,dex_education_3_a,dex_education_4,dex_education_4_a,dex_race_asian,dex_race_asian_a,dex_race_black,dex_race_black_a,dex_race_hispanic,dex_race_hispanic_a,dex_race_white,dex_race_white_a,Stage_One_Doses,Stage_Two_Doses,smoothed_covid_vaccinated,smoothed_tested_positive_14d,smoothed_wearing_mask,smoothed_travel_outside_state_5d,smoothed_spent_time_1d,kinsa_cases,covidnet,positiveIncrease,negativeIncrease,totalTestResultsIncrease,onVentilatorCurrently,inIcuCurrently,deathIncrease,recovered,hospitalizedIncrease,Observed Number,Excess Higher Estimate,death_jhu_cumulative,death_jhu_incidence,fb_survey_cli,google_survey_cli,fb_survey_wili,Number of Facilities Reporting,CLI Percent of Total Visits,positiveIncr_cumulative,positiveIncr,negativeIncr,total_resultsIncr
3/14/20,202011,X,US,32,97,141,-27,-12,7,761.97,,42766.5493,38533.297,39002.5512,34716.1458,40162.5955,36266.1121,45787.9499,41560.1558,57828.5155,53263.0825,35716.1451,31862.9646,40016.7753,36161.2566,47395.6813,43135.7999,59114.8708,54075.423,51385.8946,47160.4597,43775.9437,39148.5983,47298.8453,42696.7536,45014.5152,40883.8514,0,0,0,0,0,0,0,5.10483724,0.7,3802,5909,37186,0,0,38,0,21,174618.6667,807.6666667,59,42,0,0,0,3626,3.4,2989,2585,39642,151302
3/21/20,202012,X,US,-159,65,15,-200,-178,78,516.98,,28802.1464,25742.9452,27648.5737,24463.478,28646.6231,25895.6777,31403.9345,28526.852,33618.3405,30560.2157,27225.9417,24306.2831,28994.2482,26238.9673,32022.0498,29081.5863,32201.0525,28944.2062,30939.1515,27926.5302,29504.7052,26043.6526,32189.7131,28839.9263,29357.7601,26641.1313,0,0,0,0,0,0,0,4.891688871,2.9,26086,60578,232970,0,0,270,0,1994,175450.6667,2797.333333,480,421,0,0,0,3623,5.9,26072,23083,297606,1259141
3/28/20,202013,X,US,-291,-99,-81,-330,-290,122,384.53,,18950.1368,16558.7482,18656.8868,16143.0561,19199.9047,17004.7445,20717.1146,18441.7033,20507.3814,18203.38,18989.6903,16614.9492,19657.3131,17414.2751,20874.6339,18540.7331,19012.7975,16746.0235,18915.2497,16599.2302,19084.3522,16387.3637,21308.0579,18630.4963,19111.6347,16998.9119,0,0,0,0,0,0,0,2.880773413,7.7,100537,255891,598136,1108,5265,1997,412,12496,183144.3333,11730.33333,2948,2468,0,0,0,3642,6.7,125013,98941,612296,4640029
4/4/20,202014,X,US,-294,-105,-111,-350,-321,129,374.43,,17988.7555,15381.7373,17953.0029,15271.7307,18278.4885,15969.5826,19496.5646,17160.3143,19009.9134,16752.0695,18271.8796,15789.9018,18705.8793,16357.8607,19677.0679,17263.9144,17617.7282,15356.9249,17782.6871,15403.8385,18440.5994,15555.8861,20134.2941,17338.6316,17961.4882,15819.6732,0,0,0,0,0,0,0,1.546892241,9.5,185083,431128,929820,3804,27908,6944,1787,27191,201350.3333,31724.66667,11161,8213,0,0,0,3640,6.8,321482,196469,782482,9643995
4/11/20,202015,X,US,-306,-98,-96,-365,-338,135,385.68,437,17456.4964,14593.6271,17089.367,14229.186,17647.3016,15192.512,19001.5215,16559.2587,18836.295,16433.6495,17561.8853,14926.9557,18102.549,15604.7764,19206.2573,16646.4691,17315.131,14915.5294,17096.7169,14612.3516,17489.9426,14462.514,19294.2105,16344.6791,17574.8499,15291.747,0,0,0,0,0,0,0,0.921628993,9.2,215540,452415,1087932,29521,71575,12906,6923,26708,214528.3333,46701.66667,25802,14641,0.039082647,0.373985197,0.040564653,3629,6,544185,222703,935447,15682428
4/18/20,202016,X,US,-310,-135,-154,-358,-325,131,414.62,463,15019.5666,11000.6536,15048.7339,11024.3812,15513.6965,11726.3497,16513.1287,12648.0635,15916.6442,12366.6336,15580.0664,11643.0967,15931.5872,12044.9794,16567.3485,12631.2411,14614.2174,11206.7362,14785.1227,11221.5861,15062.879,10971.4445,16782.298,12531.6829,15315.2055,11727.9416,0,0,0,0,0,0,0,0.566402947,10,199735,477171,1102841,41917,100698,14437,15804,24465,208476.3333,42855.66667,40959,15157,0.015014238,2.490342381,0.015703439,3630,4.9,743588,199403,885359,21948072
4/25/20,202017,X,US,-281,-104,-60,-338,-312,124,466.65,373,20754.789,16469.9714,20311.9708,16171.4255,21157.4733,17413.0727,22622.0647,18797.4016,22063.9723,18369.2709,21017.0095,17088.3611,21683.0749,17858.7752,22750.5875,18813.9785,20236.0568,16620.3263,20016.0728,16365.5486,20175.8692,15970.0101,22781.1826,18485.8981,21062.481,17465.6708,0,0,0,0,0,0,0,0.487900747,9.6,210618,242586,1534726,38083,102580,13555,33482,17813,202850.3333,39417.66667,56488,15529,0.013488203,2.486751767,0.014767011,3618,4.2,950581,206993,1232789,29434899
5/2/20,202018,X,US,-245,-70,12,-312,-298,107,516.84,516,23941.2249,18715.7621,23611.6521,18559.4823,24378.9358,19784.6562,25941.6893,21234.3958,25275.4428,20728.3564,24369.1765,19540.4723,24999.2873,20289.816,26104.0752,21268.9426,23231.3326,18777.25,22925.2208,18482.2839,23296.9694,18193.0136,26056.9841,20920.1856,24282.0376,19823.4219,0,0,0,0,0,0,0,0.388695513,9.3,193181,560410,1706740,33815,94028,12759,35363,23671,192197.3333,31178.66667,69871,13383,0.014513529,0.865922766,0.016202439,3628,3.7,1143296,192715,1619687,39500363
5/9/20,202019,X,US,-211,-25,66,-290,-277,102,583.14,472,30838.6687,24700.5151,29780.2055,23886.2437,31200.0611,25933.8216,33679.7604,28304.0087,33734.5264,28472.8085,30780.1688,25203.8704,32004.0172,26609.17,33928.3801,28379.5291,31021.5078,25759.5693,29980.1239,24876.7957,29522.3398,23620.3331,33264.4049,27423.3967,31569.681,26416.1158,0,0,0,0,0,0,0,0.331303841,8.2,175330,688991,2006149,39592,85950,12672,34688,19807,187273,28176.33333,82152,12281,0.010156288,0.843409852,0.011634778,3627,3.1,1320155,176859,1992301,52197683
5/16/20,202020,X,US,-202,-36,101,-278,-263,97,470.21,452,31269.7136,25265.2053,30268.0258,24415.7019,31620.0678,26443.7275,34085.7966,28861.4501,34375.7143,29287.2537,31068.1409,25583.5321,32317.8244,27045.0215,34397.6419,28976.6459,31873.4197,26690.2189,30701.0986,25695.9087,29963.4318,24104.5929,33925.3352,28211.6167,32004.9522,26960.6644,0,0,0,0,0,0,0,0.190475405,7.7,159204,918259,2524981,42471,76174,9793,34225,11959,182542.6667,25134,92165,10013,0.010513674,0.496582905,0.012310666,3630,2.7,1477373,157218,2495146,68165732
5/23/20,202021,X,US,-175,-26,162,-263,-250,90,729.13,417,37270.5115,30227.798,35548.7134,28709.0334,37484.5881,31374.5794,40713.4868,34512.4387,42227.0223,36222.7994,36379.2402,29985.4195,38196.5366,31986.6499,41249.0544,34795.9676,39390.7686,33106.7639,37258.5824,31340.0113,35574.0852,28633.7713,40283.362,33656.1354,38394.8324,32390.981,0,0,0,0,0,0,0,0.293713477,7.4,156520,1119749,2979135,34872,65686,8151,83761,15451,176216.6667,20134.33333,100661,8496,0.012006186,0,0.014040735,3656,2.4,1632364,154991,2673549,86436249
5/30/20,202022,X,US,-164,-25,280,-254,-260,87,765.8,309,36973.3834,30044.9082,35237.2384,28496.3747,37048.7821,31036.7048,40327.4398,34216.8325,42202.3689,36337.5811,35840.5929,29553.4378,37784.1263,31657.3192,40911.1493,34560.164,39553.0894,33315.056,37390.5636,31541.5943,35198.0898,28380.4999,40062.4047,33570.5635,38121.8463,32205.0436,0,0,0,0,0,0,0,0.329334972,6.1,143492,1111590,3014648,29171,58612,6576,124049,25360,171539.6667,16262.66667,107223,6562,0.011766576,0,0.014538946,3677,2,1779731,147367,3022501,106309100
6/6/20,202023,X,US,-134,-5,268,-231,-213,74,808.97,208,41401.964,33114.2104,39165.4184,31243.2178,41247.2282,33983.6623,45214.6098,37747.5662,48288.5347,41054.2329,39750.5037,32296.6996,42006.0468,34624.8262,45910.2986,38210.5202,45405.5551,37744.1573,42169.4892,35068.1314,39425.2779,31419.3508,44705.6326,37019.6363,42789.7449,35569.0755,0,0,0,0,0,0,0,0.282301903,4.8,148076,1290876,3484487,25885,50583,5712,57506,7288,170308.6667,15464.33333,113152,5929,0.01268531,0,0.015804693,3679,1.8,1925710,145979,3336829,128901719
6/13/20,202024,X,US,-115,-5,348,-212,-205,66,876.77,278,43738.8903,35295.1867,41043.9608,32942.8087,43346.774,35971.7967,47716.2573,40114.245,52059.022,44788.5825,41432.2288,33886.5406,44052.9445,36541.6643,48667.884,40788.2441,49193.5218,41296.3617,45475.1103,38126.9347,41994.8446,33623.8421,47413.424,39650.0404,45284.9764,37939.3674,0,0,0,0,0,0,0,0.297390549,4,144360,1220295,3431096,20995,43575,5257,47303,8100,168545.3333,14097,118293,5141,0.01138093,0,0.014254359,3679,1.9,2073964,148254,3535784,152949836
6/20/20,202025,X,US,-100,4,416,-196,-203,59,920.96,246,46033.1724,37060.727,42862.7944,34081.2034,45443.5714,37507.1616,50189.5054,42061.931,55422.9595,47803.4557,43264.393,35147.6411,46244.3407,38150.3991,51265.1186,42809.1827,52527.2115,44075.4643,48344.6315,40355.3901,44366.7701,35161.2077,49881.819,41578.6031,47806.491,39940.7733,0,0,0,0,0,0,0,0.215160842,4,177047,1330226,3823458,17858,38665,4189,51769,6920,168865,14422.33333,122463,4170,0.01106397,0,0.013670735,3687,2.3,2255823,181859,3927359,179137008
6/27/20,202026,X,US,-107,-7,396,-192,-209,61,938.82,469,43987.6334,35468.0041,41230.7326,32828.8659,43440.6494,35847.6353,47771.963,40019.4511,52827.3981,45775.2792,41331.3387,33599.6863,44089.679,36388.3481,48794.9789,40728.3881,50448.5881,42424.3985,46164.1467,38590.1486,42554.5495,33717.3342,47886.0222,40034.4268,45619.0455,38135.1168,0,0,0,0,0,0,0,0.261344529,4.5,255686,1379688,4467897,15603,37127,3783,49902,7756,170353.3333,16181.66667,126339,3876,0.012679088,0,0.015368167,3697,3.1,2513731,257908,4268592,207589822
7/4/20,202027,X,US,-96,18,449,-194,-246,63,934.52,824,41992.111,32761.5036,39445.7156,30477.6349,41488.083,33165.158,45669.954,37048.703,50196.4101,42603.7237,39782.7648,31364.4495,42180.6531,33710.5222,46584.6019,37720.5367,47968.5203,39353.1943,43978.388,35966.6116,40764.8591,31495.6485,45824.8076,37516.3884,43539.7775,35265.2203,0,0,0,0,0,0,0,0.345472847,6,341790,1611721,4976934,14376,38425,3484,107003,8107,173709.3333,20221,129992,3653,0.017057222,0,0.02067336,3699,3.8,2847664,333933,4675822,239993608
7/11/20,202028,X,US,-110,-16,368,-194,-223,62,951.9,924,41302.3947,33236.702,39019.2358,30885.2328,40755.6118,33477.4558,44756.5448,37345.3512,49850.0092,43470.6587,38921.0998,31461.9975,41291.9538,33921.112,45759.5814,38060.8297,47944.729,40371.8379,43488.8152,36276.2592,40394.3339,31804.6963,45349.4792,38073.5337,42883.59,35721.5283,0,0,0,0,0,0,0,0.481005561,7.7,388804,1640252,5389280,14943,40722,4627,83574,14155,178731,25593,135242,5250,0.017548732,0,0.020790896,3696,4.2,3252874,405210,5312688,274146186
7/18/20,202029,X,US,-103,-10,422,-197,-215,61,968.02,18497,41929.1522,33247.7742,39214.1097,30598.5646,41112.411,33306.665,45569.5543,37486.5613,51115.8917,43871.8932,39088.0547,31165.3522,41709.6347,33803.199,46619.5607,38221.2598,49040.063,40669.755,44330.401,36350.5069,41037.1274,31838.09,45984.4454,37938.1383,43545.54,35795.6001,0,0,0,0,0,0,0,0.477695922,8.1,458510,1795905,6072005,16030,43756,5161,107551,13335,181048,28411.33333,140809,5567,0.017775564,0,0.020681203,3700,4.1,3716980,464106,5853431,314010710
7/25/20,202030,X,US,-107,-21,399,-202,-216,61,970.53,32630,41599.7603,33123.244,38627.7137,30226.6267,40714.0774,32993.2372,45404.7521,37293.938,51280.2582,43988.9247,38507.2342,30728.8798,41301.5673,33460.4048,46434.2065,38045.1405,49364.8775,40938.0775,44321.7595,36369.1674,40766.6734,31709.8765,45642.0032,37658.7353,43367.5736,35622.2666,0,0,0,0,0,0,0,0.430077183,7.6,464577,1922307,6081469,17528,61304,6352,136613,14496,183184.6667,30828.33333,147254,6445,0.015386886,0,0.018429293,3706,3.7,4181308,464328,6080895,356081031
8/1/20,202031,X,US,-102,-19,403,-198,-219,59,981.58,38104,42825.7195,34309.7436,39886.9512,31299.0555,42044.5562,34189.1694,46900.1357,38596.0343,52944.1592,45470.5796,39853.2917,31857.6739,42663.7215,34640.3225,47871.9234,39318.3975,51085.7502,42454.9897,45926.2645,37830.2374,41996.2627,32804.5518,47024.2185,38896.5266,44797.5689,36882.3385,0,0,0,0,0,0,0,0.343657975,6.9,435314,1646952,6072995,19126,73121,8018,160121,18148,183065,31231.66667,155213,7959,0.013936051,0,0.016718473,3702,3.3,4623604,442296,5661137,396968040
8/8/20,202032,X,US,-97,-18,406,-197,-218,57,993.77,33286,43227.3845,34187.9689,40283.9221,31124.894,42379.4146,34007.542,47048.2572,38384.8479,53355.6494,45518.385,40125.3598,31666.2989,42911.1383,34452.0967,48084.0752,39134.147,51568.3977,42497.7735,46349.6681,37769.6815,42004.4085,32317.916,47398.9339,38819.2842,45083.5761,36750.3472,0,0,0,0,0,0,0,0.342727838,6.3,368335,1652348,5655233,18639,70199,7258,156589,21033,182006.6667,30151.66667,162505,7292,0.013298383,0,0.016185736,3723,3,5000709,377105,5501032,435636869
8/15/20,202033,X,US,-103,-26,394,-198,-217,54,1008.49,31202,43457.9402,34317.08,40213.1861,30821.5479,42378.8633,33847.5728,47454.9929,38480.5806,54659.105,46386.5076,39882.1232,31370.1801,42953.6843,34289.9224,48527.8817,39284.025,53083.4831,43482.1417,47371.1559,38397.2751,42093.6482,32059.3163,47748.2579,38925.0812,45529.6078,36901.5917,0,0,0,0,0,0,0,,5.6,368167,1752065,6042112,17715,65059,7504,153512,14718,182438.3333,30568.66667,169582,7077,0.011642404,0,0.014049255,3722,2.6,5361712,361003,5573515,474700633
8/22/20,202034,X,US,-106,-32,351,-201,-211,54,998.55,30302,42143.2298,32940.5302,38786.5218,29443.4609,40955.3895,32368.3907,46049.1866,36880.3317,53419.9428,44618.6595,38215.2825,29593.0522,41434.6638,32722.2592,47205.87,37777.8618,52164.6708,42240.9345,46566.8097,37452.526,40877.0433,30880.6161,46226.0239,37037.3365,44193.5126,35407.8447,0,0,0,0,0,0,0,,5.2,301751,1584011,5779717,16589,60496,6901,147426,11522,179977.6667,27784,176406,6824,0.010549607,0,0.012489095,3729,2.3,5665630,303918,5478361,512881678
8/29/20,202035,X,US,-111,-39,288,-206,-207,56,956.87,28989,39473.1118,30372.804,36426.3362,27170.4408,38211.928,29808.7761,42888.4744,34032.1553,48968.5736,40471.8668,35884.0001,27356.8172,38720.396,30204.3809,43900.1398,34784.3695,47828.7955,38383.1878,42995.3587,34115.6732,38524.8543,28600.3198,43269.8124,34055.5185,40991.7684,32532.0739,0,0,0,0,0,0,0,,4.4,287834,1514609,5700338,14824,54088,6523,136363,10116,176232.3333,23610,182746,6340,0.009215107,0,0.010871375,3733,2.2,5956982,291352,5520917,551325228
9/5/20,202036,X,US,-94,-23,341,-188,-209,47,979.32,27169,41131.5569,32764.6329,38539.5196,29603.504,40396.6558,32265.4773,44984.9872,36484.7825,51025.6527,43020.5691,38123.6353,29841.0698,40783.496,32579.2471,46036.6176,37345.3252,49736.8903,40802.6662,45366.4229,36963.7309,40911.9022,31311.8528,45679.0625,36885.2292,42937.8103,34852.9064,0,0,0,0,0,0,0,,4,284486,1493965,6089096,14190,49101,5903,142900,8670,174404,21127.66667,188622,5876,0.010198718,0,0.012236854,3729,2,6247282,290300,5626005,590422655
9/12/20,202037,X,US,-110,-40,316,-211,-241,55,955.38,27429,40057.1461,31621.2047,37168.313,28159.0227,39363.5575,31079.7545,44039.8277,35261.2406,50286.9562,41906.3079,36882.2354,28494.5146,39793.8583,31406.4883,45052.1566,36084.9092,48896.9228,39610.467,44484.458,35783.2436,39532.5468,29800.026,44637.9001,35540.8555,42056.1803,33724.4237,0,0,0,0,0,0,0,0,3.8,238150,1382872,5513014,12836,45881,5107,116996,8030,172986.3333,19283,193765,5143,0.009237036,0,0.008972003,3730,2,6488504,241222,5305039,627318699
9/19/20,202038,X,US,-105,-42,271,-205,-189,48,948.3,24199,38169.7493,29685.2578,35810.1674,26632.5468,37652.0469,29217.8145,41933.1069,33054.1155,47665.2424,38983.4247,35474.0256,26916.3582,37998.7289,29498.8639,42880.0753,33798.1083,46352.5119,36910.949,42167.1877,33207.2211,37970.1051,28017.787,42561.3253,33126.2832,40030.5435,31610.5604,0,0,0,0,0,0,0,0,3.8,279447,1625912,6561215,11143,43716,5551,118773,8425,173521.3333,18897.33333,199271,5506,0.00885184,0,0.007476575,3748,2,6772329,283825,6355029,669151970
9/26/20,202039,X,US,-107,-45,228,-211,-185,48,920,24289,38624.2654,28792.5645,35974.5397,25734.9537,37940.0966,28407.7174,42125.5284,32112.3331,47887.6818,37978.942,35752.0978,26170.6609,38331.8071,28702.3575,43037.6298,32807.5644,46589.061,35903.1882,42360.6115,32344.6268,38237.4676,27236.4281,42939.7709,32264.4948,40313.1782,30730.519,0,0,0,0,0,0,0,0,4.2,309025,1700552,6978167,10845,43263,5281,154385,8608,176154.6667,20531.33333,204662,5391,0.008108871,0,0.006758268,3756,2.1,7081721,309392,6457917,714315109
10/3/20,202040,X,US,-102,-35,156,-208,-180,46,901.85,26791,41252.0939,30416.8616,38493.4897,27103.8122,40467.0878,30002.8866,44960.2787,34024.0997,51079.4937,40223.6995,38335.5026,27663.8301,40883.6375,30343.9132,45897.9672,34715.0657,49679.0782,37961.7555,45297.9738,34275.2874,40946.0567,28713.4635,45783.0374,33933.76,42986.5562,32542.2287,0,0,0,0,0,0,0,0,4.3,298062,1591408,7252659,10609,43161,4786,126197,9373,173563.3333,17102,209535,4873,0.008754455,0,0.007169566,3756,2.3,7384478,302757,6436711,758887487
10/10/20,202041,X,US,-106,-36,194,-203,-182,46,902.09,32393,37435.6207,28469.7617,34966.6507,25251.0544,36822.147,27897.4641,41056.9669,31661.4382,46959.7923,37625.3701,34687.3247,25606.3578,37338.0839,28298.7919,41833.9488,32290.3031,45719.5615,35588.5899,41537.3323,32112.17,37363.999,26923.0628,41755.8605,31661.4686,39320.7372,30370.0154,0,0,0,0,0,0,0,,5.4,335915,1545070,7801261,11214,45650,4836,125319,8851,179167,21778,214623,5088,0.010375861,0,0.01198077,3758,2.7,7725905,341427,7527891,808086819
10/17/20,202042,X,US,-110,-44,149,-205,-186,52,900.21,36144,37234.8597,28807.8164,34846.6429,25293.8783,36746.8935,28032.4195,41006.2632,31873.2547,47351.0831,38260.8009,34478.9011,25594.2668,37218.8023,28418.8856,41974.0333,32664.3282,46110.5656,36180.1496,41731.501,32477.4655,37509.9296,27161.0533,41677.4844,31809.5884,39429.0046,30677.0746,0,0,0,0,0,0,0,,6.1,383946,1584805,8015743,12145,50051,4874,132974,12004,174714.6667,16343.33333,219822,5199,0.009319912,0,0.011611795,3756,2.9,8116431,390526,7022846,859110433
10/24/20,202043,X,US,-116,-48,103,-204,-176,51,882.8,40508,38900.6599,30012.3988,36367.7071,26189.7232,38413.2197,29185.9434,42990.362,33333.1899,49409.5566,39719.9172,36117.4372,26627.1829,38884.4091,29592.0372,43847.5404,34038.4244,48157.8956,37606.667,43685.5858,33878.8141,39038.3129,28024.844,43700.4966,33038.8819,41212.6745,31969.0253,0,0,0,0,0,0,0,,7.2,467677,1810919,8385710,14248,57140,5671,161190,26235,178598.3333,19295.33333,225666,5844,0.009138992,0,0.011271548,3761,3.3,8599804,483373,7879340,911435867
10/31/20,202044,X,US,-117,-40,13,-218,-178,55,849.9,45008,39955.0175,30726.2369,37682.7552,27055.6236,39673.0146,29996.6226,44291.0979,34188.1048,50286.801,40127.8517,37409.4367,27478.3869,40191.0737,30426.0863,45283.7877,34982.4943,48870.8841,37978.5591,44787.4914,34548.8388,40161.4178,28740.1144,44946.6125,33713.7337,42281.9759,32664.7423,0,0,0,0,0,0,0,,8.9,558457,1872841,9004561,16491,64137,5722,176748,14364,181259.6667,20853,231643,5977,0.007505726,0,0.008656611,3752,3.7,9165549,565745,8003263,967228460
11/7/20,202045,X,US,-116,-52,43,-228,-178,55,786.68,54299,34474.1701,25451.2075,32311.4122,22375.9033,34210.63,24858.122,38205.517,28352.2399,43508.1775,33432.459,32179.1888,22791.3784,34650.1569,25257.5507,39017.0917,28991.754,42261.9243,31547.4957,38702.6623,28783.5551,34373.0868,23719.7559,38652.7632,27885.3282,36505.7847,27118.8624,0,0,0,0,0,0,0,,11.8,832498,1945234,9866820,19425,74530,6997,205119,16822,192172,30366,238871,7228,0.009607911,0,0.010210479,3758,4.6,9972166,806617,8690192,1025409257
11/14/20,202046,X,US,-126,-57,-23,-240,-186,63,762.02,68662,36553.8745,28273.0358,34439.0584,24615.9651,36654.8707,27560.2603,40936.7016,31363.8403,46432.9472,36697.4764,34468.6962,25165.3926,37204.8688,28020.3116,41749.7983,32057.4777,44966.1807,34615.8131,41202.9668,31481.467,36867.7362,26199.0209,41203.5299,30624.1164,39117.8031,30022.0804,0,0,0,0,0,0,0,,16,1015651,1913891,10606933,23988,87230,7791,257287,21697,193975,31237.66667,246824,7953,0.014733634,0,0.014755487,3756,5.5,11008064,1035898,9511413,1089317951
11/21/20,202047,X,US,-137,-49,-50,-238,-181,64,756.58,80613,37773.81,29772.818,35899.341,25876.0889,37964.2103,28762.5324,42521.3114,32800.1731,48542.4375,38598.1582,35773.6533,26327.3729,38634.6539,29346.91,43332.8969,33522.402,46871.6593,36291.2607,43116.844,33111.8381,38371.995,27500.9305,43216.7504,32360.9462,40530.414,31363.9031,0,0,0,0,0,0,0,,17.8,1196566,2446311,12437050,32194,107055,10228,338873,24748,199427.3333,35426.33333,257686,10862,0.017957983,0,0.019805082,3762,6.3,12213451,1205387,11236202,1162740377
