date,epiweek,region,fips,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,apple_mobility,dex,dex_a,dex_income_1,dex_income_1_a,dex_income_2,dex_income_2_a,dex_income_3,dex_income_3_a,dex_income_4,dex_income_4_a,dex_education_1,dex_education_1_a,dex_education_2,dex_education_2_a,dex_education_3,dex_education_3_a,dex_education_4,dex_education_4_a,dex_race_asian,dex_race_asian_a,dex_race_black,dex_race_black_a,dex_race_hispanic,dex_race_hispanic_a,dex_race_white,dex_race_white_a,kinsa_cases,D57,E11,E78,I10,I21,I51,J45,R06,R10,R11,R51,R52,R91,R93,Z20,Z21,Z85,hospitalization,n_visits,covidnet,positiveIncrease,negativeIncrease,totalTestResultsIncrease,onVentilatorCurrently,inIcuCurrently,deathIncrease,recovered,hospitalizedIncrease,Observed Number,Excess Higher Estimate,death_jhu_cumulative,death_jhu_incidence,fb_survey_cli,google_survey_cli,fb_survey_wili,Number of Facilities Reporting,CLI Percent of Total Visits
2020-01-04,202001,X,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.831631495,0.7517834940000001,0.658534926,0.738289291,0.835461065,0.83619466,0.777314409,0.8538164640000001,0.77728597,0.854493685,0.728572465,0.788952219,0.882249718,0.724112289,0.061439825999999996,0.724409449,0.664494075,0.9110244670000001,0.799992102,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,538212.0,7617.0,0.0,0.0,0.0,0.0,0.0,3458.0,2.4
2020-01-11,202002,X,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.955525301,0.94867144,0.98857279,0.965699238,0.895478358,0.990571139,0.945018487,1.0,0.970278284,0.9343408529999999,0.8843892879999999,0.8412613859999999,1.0,0.9574889999999999,0.066435044,0.989501312,1.0,1.0,0.947106983,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,543015.0,8143.0,0.0,0.0,0.0,0.0,0.0,3458.0,1.9
2020-01-18,202003,X,US,0.0,0.0,0.0,0.0,0.0,0.0,657.1899999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9623326529999999,0.940133627,0.980684077,0.95579048,0.888154214,0.970429199,0.925430403,0.965523589,0.9907584309999999,0.944951449,0.9017708109999999,0.8344430829999999,0.97048878,0.9690772759999999,0.07360003799999999,1.0,0.996536007,0.980470871,0.942333269,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,530474.0,1049.0,0.0,0.0,0.0,0.0,0.0,3459.0,1.9
2020-01-25,202004,X,US,0.0,0.0,0.0,0.0,0.0,0.0,753.0799999999999,49045.591799999995,46191.30330000001,42550.88529999999,40359.25829999997,45068.26250000002,42900.619100000054,52665.44159999999,50203.87519999999,69195.16150000006,66303.43320000006,38904.929000000004,37060.48639999998,44895.848500000015,42749.222499999974,54427.538100000034,52001.21049999996,72496.80039999995,69436.0018,60021.32720000001,57424.83820000002,48372.2462,46046.3904,53360.73750000003,50933.120900000016,52433.67229999997,49956.97499999998,0.0,0.9362378029999999,0.904913097,0.930226454,0.9192599659999999,0.8885611109999999,0.932308212,0.91708977,0.932773856,0.9604834320000001,0.917950403,0.896872052,0.844830341,0.9531201970000001,0.929974593,0.080525072,0.9312335959999999,0.93573382,0.960732257,0.930286767,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,527194.0,572.0,0.0,0.0,0.0,0.0,0.0,3478.0,2.0
2020-02-01,202005,X,US,0.0,0.0,0.0,0.0,0.0,0.0,745.04,56011.94710000001,53042.88440000003,49417.947000000066,47480.12030000002,51648.87810000003,49510.699,60022.689500000044,57411.644000000015,77714.19060000002,74567.13040000001,45094.73559999999,43455.067800000026,51382.320400000004,49277.135400000014,62038.476399999985,59497.7846,81166.96260000001,77800.98880000002,68324.06910000001,65815.80229999998,55521.940100000014,53446.32270000001,61150.50829999999,58905.7532,59099.60179999994,56495.10889999995,0.0,0.975266621,0.937421075,0.962952702,0.954719567,0.9042775040000001,0.957451842,0.9748850840000001,0.968221523,1.0,0.998917038,1.0,0.9638843020000001,0.97410083,0.974530582,0.101391428,0.997375328,0.959252507,0.977123387,0.980929222,,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,522288.0,634.0,0.0,0.0,0.0,0.0,0.0,3495.0,2.3
2020-02-08,202006,X,US,0.0,0.0,0.0,0.0,0.0,0.0,742.5300000000001,56092.5985,54571.36710000002,50298.96150000002,49237.29300000001,52088.97360000001,50879.34479999997,59906.80070000002,58364.441300000064,77264.03919999997,75535.24489999999,45915.294499999996,44956.78200000001,51715.288699999976,50522.3167,61992.85290000001,60558.848400000046,81188.23489999994,79380.36889999991,68205.4898,67008.75240000006,56587.859599999974,55527.783099999986,61473.6103,60291.95939999996,59232.706600000005,57709.89029999999,0.0,1.0,0.9746095990000001,0.9794543520000001,0.978435205,0.971415493,0.975802636,1.0,0.979584582,0.985554105,1.0,0.9848138470000001,1.0,0.986909519,0.970812419,0.10598446,0.9606299209999999,0.954102097,0.979654307,1.0,,9.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,526785.0,1841.0,0.0,0.0,0.0,0.0,0.0,3493.0,2.3
2020-02-15,202007,X,US,6.0,2.0,15.0,3.0,2.0,-1.0,806.55,61794.16700000003,59290.635199999975,54080.211000000025,51830.68170000004,57037.28950000001,54781.531500000005,66578.40740000001,63996.10489999998,88539.07949999998,86209.04180000008,49765.1778,47678.894599999956,56811.25840000001,54622.4119,68835.74380000003,66422.98299999998,92155.50059999993,89668.19970000003,76946.87079999995,74943.70419999996,61677.585399999945,59306.0884,67812.20409999997,65370.43410000001,66345.31000000001,63883.7674,0.0,0.951440889,0.937588355,0.967891045,0.960764023,0.9154163059999999,0.972896249,0.960537025,0.9723128590000001,0.9694742940000001,0.952739043,0.934628783,0.931444095,0.986640537,1.0,0.09471649300000001,0.95328084,0.959890611,0.985216347,0.966730649,,15.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,519302.0,1546.0,0.0,0.0,0.0,0.0,0.0,3515.0,2.1
2020-02-22,202008,X,US,25.0,1.0,89.0,1.0,-19.0,5.0,818.4200000000001,63016.99160000001,59812.08199999998,54659.37580000001,51191.23250000001,57444.49049999998,54444.51649999996,67223.45460000001,64085.80050000005,91133.83609999987,88794.00040000006,49482.782100000004,46413.88950000001,57215.50219999999,54278.35250000004,69797.56340000006,66807.97119999993,95903.9001,93332.5546999999,79259.35989999998,76715.14920000001,62639.823900000054,58915.3815,68796.29289999994,65190.34350000002,67646.8741,64666.56949999996,6.542166732284682,0.923757658,0.9195615309999999,0.9319033520000001,0.9332990640000001,0.919485275,0.9620479890000001,0.9257559670000001,0.9439623429999999,0.946651336,0.9118176729999999,0.8918281440000001,0.8786555159999999,0.959947228,0.941748776,0.08438470599999999,0.880839895,0.919006381,0.9697614859999999,0.937007389,,78.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,519701.0,2029.0,0.0,0.0,0.0,0.0,0.0,3511.0,1.9
2020-02-29,202009,X,US,48.0,20.0,89.0,27.0,17.0,-5.0,825.4,64797.03940000001,61966.33509999999,59108.881700000034,55434.82420000004,60894.14699999997,57912.42559999998,69471.92690000002,66458.67410000003,89493.96579999998,86730.62640000001,54019.688099999956,50775.96430000002,60349.0685,57412.664799999984,71930.37230000003,68962.5162,93268.41990000005,90157.96500000004,79193.41690000005,76483.0176,65580.78300000002,61820.75279999999,71597.3584,67906.99109999998,68903.43769999997,65976.30480000001,5.505270380751274,0.923530747,0.9323502109999999,0.951569236,0.9542235659999999,0.9354051170000001,0.9608651570000001,0.935995721,0.955223833,0.964728156,0.903287825,0.88348211,0.8653917859999999,0.979839123,0.9913242859999999,0.077523886,0.9501312340000001,0.941567912,0.9674956290000001,0.9412284559999999,,193.0,17.0,210.0,0.0,0.0,5.0,0.0,0.0,523490.0,3278.0,1.0,1.0,0.0,0.0,0.0,3519.0,1.8
2020-03-07,202010,X,US,62.0,49.0,127.0,25.0,21.0,-7.0,831.89,63330.906199999976,59993.52849999997,58719.30500000007,54335.6436,59788.15099999997,56169.878300000004,67989.47800000003,64377.96169999998,86560.93219999988,83079.74900000004,53391.58229999999,49480.403699999995,59407.52250000006,55866.57740000003,70450.29459999996,66886.67550000003,89819.93960000007,85876.66009999992,76601.0221,73210.31110000002,64143.41420000003,59615.72970000001,70034.5648,65713.7858,67362.52799999998,63817.21749999998,5.0683403947929415,0.915815748,1.0,1.0,1.0,1.0,1.0,0.991054749,0.987037225,0.961667805,0.91868049,0.885840772,0.872369893,0.994966185,0.9822147859999999,0.076219316,0.956955381,0.956927985,0.967469977,0.975404919,0.1,972.0,2831.0,3803.0,0.0,0.0,22.0,0.0,6.0,526342.0,6444.0,17.0,16.0,0.0,0.0,0.0,3530.0,2.2
2020-03-14,202011,X,US,32.0,97.0,141.0,-27.0,-12.0,7.0,761.97,42766.549300000006,38533.29700000003,39680.84900000001,35099.33389999998,40981.77429999997,36810.628799999984,46862.082399999985,42356.641200000005,59274.13059999998,54469.12690000004,36388.02130000004,32267.279999999995,40917.892400000026,36797.244500000015,48550.53520000001,44012.81480000001,60622.96769999997,55274.65159999997,51189.52790000002,46851.4266,42961.299400000025,38236.905599999984,47762.19290000001,42910.99379999998,46268.58470000003,41844.467299999975,5.1048372404944615,0.9105967779999999,0.914631706,0.9186291240000001,0.92697279,0.897970602,0.9408583979999999,0.9803654070000001,0.9590771159999999,0.9079819840000001,0.870275729,0.84051818,0.8025355559999999,0.9708858490000001,0.951663878,0.08088332200000001,0.973228346,0.9180948040000001,0.9447429959999999,0.925802982,0.7,4225.0,23729.0,27954.0,0.0,0.0,37.0,0.0,20.0,517451.0,2907.0,59.0,42.0,0.0,0.0,0.0,3538.0,3.4
2020-03-21,202012,X,US,-159.0,65.0,15.0,-200.0,-178.0,78.0,516.98,28802.146399999983,25742.945200000024,27900.346000000005,24437.138700000018,29051.84110000002,26064.757399999984,31958.019399999997,28853.953100000028,34213.61589999999,30970.498199999995,27558.60420000001,24382.647000000004,29460.460400000018,26471.68250000001,32593.253300000004,29406.699900000007,32713.15180000001,29251.430500000006,30649.85739999996,27546.608000000004,28701.78789999998,25121.537900000003,32237.512699999992,28664.467100000005,29919.183999999994,26973.53259999998,4.891688871221982,0.754708418,0.745991033,0.676601681,0.737982672,0.778698947,0.756708347,0.85706202,0.845411609,0.671496373,0.640371371,0.654637492,0.663506099,0.8488830820000001,0.730619074,0.165271408,0.771128609,0.6383318139999999,0.8610430640000001,0.7503824579999999,3.0,27392.0,150263.0,177655.0,0.0,0.0,264.0,0.0,1994.0,522673.0,8884.0,456.0,397.0,0.0,0.0,0.0,3538.0,6.0
2020-03-28,202013,X,US,-291.0,-99.0,-81.0,-330.0,-290.0,122.0,384.53000000000003,18950.1368,16558.748199999995,18788.99650000002,15984.874399999999,19455.260400000003,16996.705799999996,21064.33169999998,18533.720100000002,20849.2272,18337.76809999999,19211.83099999999,16541.285799999994,19959.93440000001,17445.9644,21224.156799999997,18625.731799999994,19259.884699999977,16790.544299999987,18706.404400000014,16262.590099999992,18426.7162,15590.749399999997,21306.9453,18388.130899999996,19445.869700000017,17083.5545,2.880773412619774,0.6680281370000001,0.642707435,0.53181975,0.63037288,0.698082498,0.630246705,0.7333012940000001,0.759855391,0.549964123,0.5316492660000001,0.587216053,0.566451819,0.7779101340000001,0.59050629,0.256026875,0.688188976,0.47652689200000004,0.7853805140000001,0.629979332,7.7,100579.0,468084.0,568663.0,1139.0,5265.0,1934.0,5804.0,12488.0,547978.0,37073.0,2921.0,2465.0,0.0,0.0,0.0,3550.0,6.9
2020-04-04,202014,X,US,-294.0,-105.0,-111.0,-350.0,-321.0,129.0,374.43000000000006,17988.755500000003,15381.737300000015,18090.0483,15023.840199999995,18525.542099999995,15874.61439999999,19832.06690000001,17181.499499999998,19339.067900000005,16856.80679999999,18500.26499999999,15608.2087,19004.622000000003,16301.673699999998,20019.806499999988,17283.34300000001,17840.43260000001,15373.611199999985,17554.366199999986,15021.220400000002,17875.984500000002,14769.751599999992,20149.000500000013,17043.080500000007,18277.02160000002,15831.305599999989,1.546892240719619,0.64488314,0.697115905,0.566529112,0.6669394679999999,0.7194445859999999,0.596823251,0.7006596540000001,0.747473465,0.523605336,0.505816359,0.57034255,0.590582219,0.793844144,0.552890872,0.387102334,0.616272966,0.464585232,0.784337365,0.632674901,9.5,185119.0,722473.0,907592.0,3793.0,27571.0,6790.0,53625.0,27260.0,600227.0,93607.0,10912.0,7991.0,0.0,0.0,0.0,3547.0,6.9
2020-04-11,202015,X,US,-306.0,-98.0,-96.0,-365.0,-338.0,135.0,385.68,17456.496399999996,14593.627100000016,17255.58509999999,13864.737499999997,17946.38309999999,14999.592699999996,19397.305,16499.8827,19226.250299999992,16493.095699999998,17841.33110000001,14626.4805,18448.13480000001,15446.964000000002,19595.117,16575.31950000001,17605.3646,14905.622899999986,16918.315900000005,14175.074699999996,16949.069799999994,13587.2261,19380.877899999992,15978.6313,17945.43720000001,15224.572699999999,0.9216289930817028,0.606535058,0.635675137,0.523804663,0.618942299,0.665937643,0.575768841,0.6320897320000001,0.708375654,0.509228601,0.46887396299999995,0.544451702,0.506738401,0.767240496,0.530767801,0.43375591,0.603149606,0.43792160399999996,0.789480435,0.5876321210000001,9.2,214747.0,823848.0,1038595.0,29529.0,70659.0,12448.0,155995.0,25823.0,638525.0,136471.0,24498.0,13586.0,0.12705349752542486,0.37398519716646395,0.13056556980295306,3541.0,6.1
2020-04-18,202016,X,US,-310.0,-135.0,-154.0,-358.0,-325.0,131.0,414.61999999999995,15019.56660000002,11000.653600000001,15363.948600000002,10737.996899999996,15911.699500000002,11591.486499999992,16966.678700000004,12629.337500000003,16335.252599999983,12448.603699999989,15986.869600000009,11399.42819999999,16388.674199999994,11942.142000000005,17011.9367,12602.856199999993,14945.538599999987,11230.50570000001,14732.193100000004,10907.518199999997,14844.039199999992,10383.233200000006,17008.8854,12268.753099999998,15749.285099999996,11693.4431,0.5664029471964346,0.6169729979999999,0.653236202,0.555456724,0.6416997520000001,0.6831798990000001,0.592598851,0.609013464,0.6787840890000001,0.540238431,0.46494366200000004,0.548497714,0.49368774299999996,0.7479890359999999,0.557662515,0.439477767,0.627296588,0.461349134,0.7923063440000001,0.587968284,10.0,199871.0,832494.0,1032365.0,41926.0,100809.0,14030.0,317380.0,25328.0,619015.0,122647.0,39966.0,15468.0,0.048809677787072556,2.490342380788698,0.0506412390808268,3541.0,5.0
2020-04-25,202017,X,US,-281.0,-104.0,-60.0,-338.0,-312.0,124.0,466.65000000000003,20754.788999999986,16469.97139999999,20657.919099999996,15309.147900000016,21607.21960000002,16770.8668,23177.36830000001,18340.7249,22566.415399999998,18122.329799999996,21486.231599999996,16275.759400000017,22201.0355,17249.806700000016,23293.924300000006,18344.836399999997,20639.640000000014,16327.950799999997,19883.926600000006,15547.562500000002,19735.780499999997,14632.910999999996,23005.923600000013,17638.977199999987,21579.621000000003,17008.2477,0.4879007472301949,0.636714318,0.673516379,0.59477391,0.66292411,0.698591119,0.629266644,0.598789213,0.6888204000000001,0.586999559,0.485702465,0.58944771,0.499121078,0.7415590740000001,0.600731239,0.545871172,0.65144357,0.506198724,0.7904081540000001,0.611256758,9.7,210473.0,1272398.0,1482871.0,38075.0,105069.0,13335.0,613274.0,17815.0,598443.0,107615.0,54015.0,14049.0,0.043848702160352616,2.4867517672009405,0.047387981231634936,3533.0,4.3
2020-05-02,202018,X,US,-245.0,-70.0,12.0,-312.0,-298.0,107.0,516.84,23941.224900000016,18715.762099999985,23935.78230000002,17144.398400000005,24830.690699999985,18664.662900000003,26475.337300000007,20338.936299999994,25790.29759999999,20147.063099999996,24832.0399,18176.034200000013,25518.648800000017,19198.0858,26644.032399999996,20361.61120000001,23639.758300000023,18161.221099999995,22713.331099999985,17236.460200000005,22749.667200000004,16308.663300000002,26272.373900000002,19577.822600000007,24795.930099999965,18940.120299999988,0.3886955128554233,0.645563876,0.7367677009999999,0.6739380859999999,0.722097095,0.7267178679999999,0.646569787,0.6035331420000001,0.698386953,0.625357689,0.499002215,0.631740329,0.53646194,0.724638795,0.6382846870000001,0.8040509259999999,0.635695538,0.55752051,0.779797099,0.661259876,9.3,193785.0,1432485.0,1626270.0,33808.0,71683.0,12570.0,1017337.0,24872.0,564637.0,80435.0,66668.0,12653.0,0.047181926696346195,0.8659227663220597,0.05208936805106756,3541.0,3.8
2020-05-09,202019,X,US,-211.0,-25.0,66.0,-290.0,-277.0,102.0,583.1400000000001,30838.668700000017,24700.515100000008,30265.008499999985,21647.084600000013,31818.717800000006,24051.598599999994,34430.39440000001,26714.077599999993,34476.3347,27366.49989999999,31441.6265,23012.096500000007,32720.439799999996,24758.260400000014,34701.962100000004,26793.3454,31631.143800000027,24629.291900000004,29768.104499999998,22899.943900000017,28953.08549999998,20840.056699999986,33630.238600000026,25269.281299999988,32302.875000000022,24870.9445,0.3313038406882977,0.653051963,0.710039065,0.68937041,0.7086306520000001,0.668633335,0.6557282870000001,0.577712837,0.692445153,0.658036015,0.491153781,0.624555483,0.488574016,0.7286094890000001,0.6802379620000001,0.9389927779999999,0.6797900259999999,0.625250684,0.7608194709999999,0.66605719,8.1,175495.0,1702883.0,1878378.0,39589.0,72799.0,12557.0,1350209.0,20058.0,548950.0,69851.0,79122.0,12454.0,0.03301700523629632,0.8434098519989411,0.037344943391168416,3541.0,3.1
2020-05-16,202020,X,US,-202.0,-36.0,101.0,-278.0,-263.0,97.0,470.21000000000004,31269.713599999992,25265.205300000012,30757.733200000002,21664.8396,32246.766300000018,24079.43739999999,34861.03949999999,26807.083799999993,35160.28270000002,27789.051999999978,31711.998999999996,22866.842799999984,33044.258100000014,24711.098799999996,35191.105999999985,26916.27940000004,32573.61529999999,25216.965300000007,30497.408300000006,23290.838900000006,29312.511600000005,20777.4182,34275.26480000002,25504.434999999987,32775.4453,24979.451300000015,0.19047540482582306,0.6789199,0.714139052,0.72474567,0.7192586129999999,0.67911093,0.681953363,0.573325478,0.6895059929999999,0.689184166,0.504429194,0.619257566,0.480264209,0.715224408,0.708929789,1.0,0.712860892,0.671513218,0.741294617,0.682492599,7.6,159669.0,2208447.0,2368116.0,42468.0,76860.0,9704.0,1695557.0,12096.0,521227.0,50498.0,89084.0,9962.0,0.03417882777112744,0.4965829047714051,0.039645719433530194,3543.0,2.8
2020-05-23,202021,X,US,-175.0,-26.0,162.0,-263.0,-250.0,90.0,729.13,37270.5115,30227.798000000013,36319.670200000015,25077.95899999999,38366.75359999998,28159.721000000016,41753.29790000005,31634.04419999998,43313.038100000005,34025.5886,37288.66460000002,26369.85250000001,39178.38430000004,28798.3252,42335.63579999998,31911.8326,40395.252299999964,30972.2045,37167.034,28087.800999999985,34943.18869999999,24293.11909999999,40869.84820000003,30011.03220000002,39467.2097,29638.884999999984,0.29371347745074683,0.664624461,0.7076184320000001,0.747950053,0.718654393,0.643456589,0.6858398109999999,0.554365267,0.6831960029999999,0.707822915,0.504295344,0.599735104,0.454855377,0.6968695559999999,0.742641135,0.99976342,0.720734908,0.716818596,0.7155151409999999,0.68792323,7.2,156369.0,2607989.0,2764358.0,34871.0,66759.0,8160.0,2149031.0,16003.0,497595.0,32246.0,97406.0,8322.0,0.039030824800124125,0.0,0.045250727034510115,3563.0,2.4
2020-05-30,202022,X,US,-164.0,-25.0,280.0,-254.0,-260.0,87.0,765.8000000000001,36973.383400000035,30044.908200000013,36008.88990000001,24428.484299999986,37910.52060000004,27394.043000000016,41408.74750000001,30947.8805,43288.661400000005,33716.04159999998,36710.8343,25498.509100000003,38785.85780000001,28054.58780000002,42026.297699999996,31264.72870000001,40589.401299999976,30800.889400000007,37297.92489999999,27874.796599999987,34597.43080000003,23672.123200000024,40690.7483,29483.85719999999,39210.86430000001,29047.317600000006,0.3293349717958334,0.598366236,0.600444767,0.620685633,0.608264739,0.555465134,0.599053734,0.464889502,0.588742954,0.6215192829999999,0.44674016200000005,0.504118586,0.38326319700000006,0.6082206170000001,0.6335750139999999,0.803621702,0.58687664,0.578441203,0.6492580379999999,0.596937541,5.9,144814.0,2611720.0,2756534.0,29173.0,58611.0,6543.0,2745201.0,25725.0,479826.0,20999.0,104054.0,6648.0,0.038251877612416926,0.0,0.04650177333294673,3583.0,2.0
2020-06-06,202023,X,US,-134.0,-5.0,268.0,-231.0,-213.0,74.0,808.97,41401.96399999998,33114.21039999999,40150.987299999986,26324.6655,42328.46130000001,29568.689199999997,46566.217300000004,33727.21040000001,49668.52229999998,37734.33409999998,40833.37630000002,27383.823299999993,43240.395999999986,30257.104099999986,47304.55109999998,34152.9721,46771.22240000007,34575.774600000004,42273.59740000001,30718.534999999996,39035.310900000004,25902.761399999992,45543.47550000004,32062.4658,44161.137500000004,31700.182500000006,0.2823019032300158,0.577036533,0.564597758,0.662690717,0.590313992,0.414526219,0.55971612,0.46250978600000003,0.567949825,0.608188601,0.42377893,0.491145947,0.349224951,0.57066554,0.651236289,0.762703501,0.58687664,0.627894257,0.55027853,0.589037939,4.5,149590.0,3005538.0,3155128.0,25884.0,50558.0,5701.0,3323672.0,7228.0,461496.0,16510.0,110124.0,6070.0,0.03538158884229825,0.0,0.04325456874102986,3589.0,1.8
2020-06-13,202024,X,US,-115.0,-5.0,348.0,-212.0,-205.0,66.0,876.77,43738.89029999997,35295.186700000006,42232.15070000002,27306.075400000012,44583.3987,30790.848200000015,49248.627900000036,35326.44710000002,53739.936699999955,40730.87499999997,42639.63180000001,28216.893299999985,45452.4821,31435.043400000017,50326.97239999996,35975.621399999996,50857.36659999996,37421.418599999975,45792.53889999998,33027.78280000001,41729.15319999999,27273.114499999996,48443.6964,33816.41879999998,46903.29150000001,33368.23800000001,0.2973905486909947,0.37599273899999996,0.38133817,0.48207177100000004,0.405603014,0.226997609,0.332071646,0.34241552799999997,0.39257782700000005,0.410329117,0.273320192,0.341171348,0.226495499,0.356657957,0.40967961799999997,0.556459817,0.392125984,0.42739289,0.35283681100000003,0.443143216,3.5,144528.0,3108739.0,3253267.0,20994.0,43536.0,5240.0,3727532.0,8127.0,378566.0,3584.0,115436.0,5312.0,0.03699818222277506,0.0,0.0459254850665474,3590.0,1.8
2020-06-20,202025,X,US,-100.0,4.0,416.0,-196.0,-203.0,59.0,920.96,35980.80489999999,28721.753499999995,34421.37760000003,21507.528199999997,36536.263899999976,24556.2616,40435.46459999999,28332.50899999999,44744.86530000001,33305.140699999996,34725.43370000001,22276.890799999972,37314.568799999994,25111.523499999996,41367.133299999994,28865.878100000016,42480.748,30640.509400000006,37871.90900000003,26612.557500000014,34347.78410000001,21670.5644,39773.85479999998,27023.85329999999,38698.83030000001,26898.46310000002,0.21516084164664726,0.05060131599999999,0.046083856,0.05516752,0.049128954,0.031941407000000005,0.030956404,0.051609603,0.051825707,0.039888306,0.028388212000000003,0.040605269,0.027646087000000003,0.037093965,0.032100143,0.068591301,0.036220472000000004,0.039927074,0.080604685,0.068450452,2.5,177929.0,3359617.0,3537546.0,17868.0,38617.0,4187.0,4137307.0,7012.0,,,119720.0,4284.0,0.019656485720745485,0.0,0.02482405769334719,3595.0,2.1
2020-06-27,202026,X,US,-46.0,-3.0,156.0,-85.0,-89.0,24.0,789.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2573346473300204,,,,,,,,,,,,,,,,,,,,,252966.0,3569267.0,3822233.0,15609.0,37025.0,5629.0,4579719.0,7721.0,,,125539.0,5819.0,0.0,0.0,0.0,,
2020-01-04,202001,AL,01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01837985,0.017534825,0.014348416000000001,0.018261875,0.015563806999999999,0.019330855,0.009611881999999999,0.017984104,0.014981888999999998,0.017449076,0.018216126000000003,0.017258829,0.016958705,0.009791163,0.000807752,0.0031496059999999997,0.015360073,0.019465001000000003,0.013956806,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3242.0,0.0,0.0,0.0,0.0,0.0,0.0,883.0,2.6
2020-01-11,202002,AL,01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02223735,0.021500332999999996,0.021532345,0.024211639,0.016631911,0.022406218,0.012286155,0.021450155,0.018664683999999997,0.020113894,0.02211699,0.016086933,0.020750077,0.015740224,0.000861827,0.005774278000000001,0.02183227,0.022346487999999998,0.016296706,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3383.0,104.0,0.0,0.0,0.0,0.0,0.0,883.0,2.0
2020-01-18,202003,AL,01,0.0,0.0,0.0,0.0,0.0,0.0,668.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023144997,0.021047694,0.020497042,0.023753965,0.015309496,0.027137546000000002,0.011743548999999999,0.021526332000000002,0.01946003,0.021464554,0.022588722000000002,0.015980397,0.021966902000000003,0.016979611999999998,0.000929421,0.002099738,0.021376481,0.021897592,0.016177267,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3119.0,0.0,0.0,0.0,0.0,0.0,0.0,882.0,2.0
2020-01-25,202004,AL,01,0.0,0.0,0.0,0.0,0.0,0.0,751.43,974.4922,923.034,848.8848,814.1344,972.4712999999999,932.8958999999999,1178.8098,1132.9741,1493.5866999999998,1439.6233,830.4583,797.8038,965.5291,926.2812,1173.1851000000001,1125.4198,1449.9054999999998,1394.9145,1414.8986,1360.3822,945.6547,908.5251000000001,1087.2303,1044.1997999999999,1064.9379000000001,1022.3932,0.0,0.017926027,0.020126017,0.019476322,0.023016727,0.015258633999999998,0.022473808999999997,0.012371422,0.020142451000000002,0.018889456000000002,0.019967876000000002,0.023731766,0.018270921000000002,0.020839738,0.015740224,0.0012166969999999999,0.004724409000000001,0.021467639,0.02123921,0.016097801000000002,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3164.0,0.0,0.0,0.0,0.0,0.0,0.0,886.0,2.2
