date,epiweek,region,fips,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,apple_mobility,cdc_hospitalized,dex,dex_a,dex_income_1,dex_income_1_a,dex_income_2,dex_income_2_a,dex_income_3,dex_income_3_a,dex_income_4,dex_income_4_a,dex_education_1,dex_education_1_a,dex_education_2,dex_education_2_a,dex_education_3,dex_education_3_a,dex_education_4,dex_education_4_a,dex_race_asian,dex_race_asian_a,dex_race_black,dex_race_black_a,dex_race_hispanic,dex_race_hispanic_a,dex_race_white,dex_race_white_a,people_total,people_total_2nd_dose,kinsa_cases,covidnet,positiveIncrease,negativeIncrease,totalTestResultsIncrease,onVentilatorCurrently,inIcuCurrently,deathIncrease,recovered,hospitalizedIncrease,Observed Number,Excess Higher Estimate,death_jhu_cumulative,death_jhu_incidence,fb_survey_cli,google_survey_cli,fb_survey_wili,Number of Facilities Reporting,CLI Percent of Total Visits
3/21/20,202012,X,US,-159,65,15,-200,-178,78,516.98,,28802.1464,25742.9452,27655.1498,24493.0637,28655.0069,25920.8346,31420.1198,28555.6681,33629.8214,30580.8803,27234.9189,24336.7282,29005.1774,26265.2029,32035.3494,29109.3276,32211.7342,28964.6385,30947.4139,27952.0575,29508.0911,26075.8835,32199.0363,28873.1042,29371.1608,26665.8707,0,0,4.891688871,2.9,26097,168004,238263,0,0,271,0,1994,175361.6667,4155.333333,466,408,0,0,0,3623,5.9
3/28/20,202013,X,US,-291,-99,-81,-330,-290,122,384.53,,18950.1368,16558.7482,18656.754,16158.535,19203.8388,17019.3899,20724.0089,18457.3038,20513.9855,18215.5895,18994.0507,16633.8353,19661.4252,17429.0302,20880.665,18556.3567,19017.5388,16756.526,18918.4244,16612.1267,19083.1199,16405.3114,21310.0782,18648.5618,19118.1394,17012.7653,0,0,2.880773413,7.7,100569,493182,589478,1108,5265,1997,3138,14252,183109,13224,2898,2432,0,0,0,3642,6.7
4/4/20,202014,X,US,-294,-105,-111,-350,-321,129,374.43,,17988.7555,15381.7373,17953.5118,15287.1769,18281.119,15984.4051,19501.9709,17176.3837,19012.7379,16763.1014,18275.1724,15807.9744,18709.5887,16373.3985,19680.689,17279.4171,17617.976,15365.7318,17784.4364,15417.5462,18437.7759,15573.1225,20131.1381,17352.8987,17966.0768,15833.3239,0,0,1.546892241,9.5,185085,733971,920638,3804,27908,6944,9574,30495.5,201320,33110.66667,10989,8091,0,0,0,3640,6.8
4/11/20,202015,X,US,-306,-98,-96,-365,-338,135,385.68,411,17456.4964,14593.6271,17089.5134,14244.5106,17649.6686,15207.4676,19006.2099,16575.4756,18841.4917,16448.1644,17564.8977,14944.6781,18107.6954,15621.3305,19210.7262,16663.2905,17318.2112,14928.6632,17098.375,14626.1257,17487.9669,14480.2264,19295.582,16362.5995,17579.0706,15306.1815,0,0,0.921628993,9.2,215575,830573,1071762,29521,71575,12906,18470,45653.25,214476,47812,25599,14610,0.043914099,0.373985197,0.045921404,3629,6
4/18/20,202016,X,US,-310,-135,-154,-358,-325,131,414.62,446,15019.5666,11000.6536,15050.7986,11037.0247,15517.128,11737.9274,16518.6956,12661.3831,15921.0553,12377.7487,15584.9446,11657.4593,15935.8285,12056.9005,16572.8242,12645.0639,14616.6757,11216.586,14786.6613,11232.1929,15063.4295,10985.7847,16784.0115,12545.2146,15320.3828,11739.5503,0,0,0.566402947,10,199652,839326,1091576,41917,100698,14437,31186,36394.375,208288,43489.33333,40646,15047,0.016870319,2.490342381,0.017777151,3630,4.9
4/25/20,202017,X,US,-281,-104,-60,-338,-312,124,466.65,371,20754.789,16469.9714,20312.5139,16187.6623,21161.5143,17429.0501,22628.7142,18815.6692,22069.5318,18384.8307,21022.6919,17108.4494,21687.2123,17874.5207,22758.4885,18833.9979,20238.4374,16633.9102,20018.3399,16380.5879,20173.6554,15987.9651,22783.1597,18504.2261,21068.4041,17481.8069,0,0,0.487900747,9.6,210618,1269143,1528232,38083,102580,13555,49597,32591.8125,202710.3333,39744,56068,15422,0.015155634,2.486751767,0.016717063,3618,4.2
5/2/20,202018,X,US,-245,-70,12,-312,-298,107,516.84,511,23941.2249,18715.7621,23613.6232,18576.9606,24383.5825,19801.246,25948.8372,21253.895,25281.2664,20744.081,24375.3025,19560.6716,25007.1429,20308.2422,26110.22,21288.7119,23234.8139,18791.4687,22927.6264,18497.4653,23295.2211,18212.2209,26060.2593,20939.7376,24289.6573,19840.8902,0,0,0.388695513,9.3,193181,1423036,1695597,33815,94028,12759,62289,35660.3438,192114.6667,30918,69621,13553,0.016307712,0.865922766,0.018342046,3627,3.7
5/9/20,202019,X,US,-211,-25,66,-290,-277,102,583.14,468,30838.6687,24700.5151,29784.7431,23906.721,31208.797,25956.1356,33691.1967,28328.4758,33745.5087,28494.9663,30792.0173,25229.818,32015.6141,26632.5107,33939.6736,28405.2392,31028.4376,25778.6564,29983.8786,24896.0347,29524.2369,23645.966,33269.8795,27447.2673,31581.7484,26438.5634,0,0,0.331303841,8.2,175330,1734206,1993407,39592,85950,12672,37340,32065.8281,187167.3333,27272.66667,81899,12278,0.011411823,0.843409852,0.013171205,3625,3.1
5/16/20,202020,X,US,-202,-36,101,-278,-263,97,470.21,447,31269.7136,25265.2053,30273.9895,24433.3236,31629.7785,26463.1326,34100.3877,28884.6402,34389.7369,29308.2462,31080.9441,25606.4956,32330.2421,27065.6346,34411.0551,29000.3622,31884.8479,26708.9998,30706.4568,25712.7137,29964.8388,24126.7416,33934.0637,28232.8152,32019.3476,26981.4362,0,0,0.190475405,7.6,159204,2200701,2505431,42471,76174,9793,56302,22816.5859,182477.6667,23750.33333,91893,9994,0.011813389,0.496582905,0.013936347,3629,2.7
5/23/20,202021,X,US,-175,-26,162,-263,-250,90,729.13,416,37270.5115,30227.798,35561.5934,28729.2572,37498.1429,31394.3993,40733.6901,34537.6537,42246.1925,36246.4325,36398.4509,30010.3584,38213.0819,32008.0046,41269.4157,34823.2211,39407.5772,33127.5846,37269.6669,31358.1086,35578.3956,28656.8954,40295.3639,33676.8751,38415.9894,32414.6485,0,0,0.293713477,7.3,156520,2742530,2987757,34872,65686,8151,92911,25419.207,176119,18344.66667,100447,8554,0.013490408,0,0.01589488,3653,2.4
5/30/20,202022,X,US,-164,-25,280,-254,-260,87,765.8,309,36973.3834,30044.9082,35249.2856,28511.4689,37063.5373,31054.3467,40345.0513,34239.9763,42222.7963,36360.3682,35855.209,29571.9801,37800.8511,31676.3994,40930.4292,34584.2798,39569.9941,33334.3488,37399.456,31557.6386,35203.0075,28401.1872,40074.6141,33589.5241,38141.9982,32225.8419,0,0,0.329334972,6.1,143492,2676845,3009449,29171,58612,6576,133004,34657.3965,171489.6667,14384.66667,107061,6614,0.013221177,0,0.016458882,3675,2
6/6/20,202023,X,US,-134,-5,268,-231,-213,74,808.97,207,41401.964,33114.2104,39181.5764,31253.3272,41266.7913,33999.7705,45239.2781,37770.5886,48312.8873,41075.9607,39773.585,32315.7549,42028.0763,34641.6931,45934.3883,38234.0484,45427.4572,37761.3096,42183.4751,35082.3286,39432.097,31436.4208,44723.5782,37037.4748,42815.8221,35589.6618,0,0,0.282301903,4.8,148076,3123178,3477836,25885,50583,5712,90843,20550.8018,170200.6667,13569.66667,113179,6118,0.014253486,0,0.017891777,3676,1.8
6/13/20,202024,X,US,-115,-5,348,-212,-205,66,876.77,276,43738.8903,35295.1867,41060.8102,32947.565,43369.7303,35983.2122,47740.1944,40130.1417,52091.2115,44810.595,41459.3456,33902.9458,44076.0785,36552.3198,48697.1598,40808.8596,49219.9015,41310.9953,45492.9735,38140.5571,42006.8516,33639.6038,47433.6913,39661.5843,45314.8213,37956.7191,0,0,0.297390549,4,144360,3156132,3415208,20995,43575,5257,59713,16411.5991,168446.6667,12303,118393,5214,0.012787856,0,0.016136713,3678,1.9
6/20/20,202025,X,US,-100,4,416,-196,-203,59,920.96,246,46033.1724,37060.727,42883.1314,34081.1074,45471.1419,37515.7005,50222.777,42078.5074,55465.6866,47827.8191,43290.7449,35157.1141,46276.7335,38161.8322,51302.4811,42829.6888,52564.6,44091.6981,48370.7142,40368.8644,44380.0991,35171.0395,49909.2012,41588.4767,47844.6625,39958.3304,0,0,0.215160842,4,177047,3437917,3796404,17858,38665,4189,63560,16046.2004,168766.3333,12711.66667,122613,4220,0.012431713,0,0.015476019,3684,2.3
6/27/20,202026,X,US,-107,-7,396,-192,-209,61,938.82,467,43987.6334,35468.0041,41251.755,32819.3793,43469.1645,35849.2581,47802.3298,40027.6237,52866.3376,45789.5412,41361.8445,33604.6919,44120.2239,36391.3343,48832.4225,40741.5721,50482.8857,42429.3979,46181.2587,38588.1079,42569.413,33718.7691,47910.1554,40033.9672,45655.6597,38144.6162,0,0,0.261344529,4.5,255686,3748703,4402089,15603,37127,3783,63478,20203.8998,170232,14573.66667,126578,3965,0.014246495,0,0.017397605,3696,3.1
7/4/20,202027,X,US,-96,18,449,-194,-246,63,934.52,824,41992.111,32761.5036,39469.5416,30467.4209,41519.6126,33162.1257,45706.8724,37052.66,50241.3634,42616.6375,39813.215,31362.5462,42215.6397,33711.1765,46624.0056,37726.977,48011.558,39359.5307,44001.8267,35963.8949,40785.5586,31495.1439,45858.421,37516.9055,43580.3265,35271.1948,0,0,0.345472847,6,341790,4323215,4974640,14376,38425,3484,122699,22776.0501,173562.3333,18558,130278,3700,0.01916586,0,0.023403374,3698,3.8
7/11/20,202028,X,US,-110,-16,368,-194,-223,62,951.9,905,41302.3947,33236.702,39046.1064,30870.3197,40788.1391,33469.4904,44793.5427,37344.2786,49889.6848,43474.1638,38954.117,31456.2247,41328.9649,33917.0452,45799.1794,38062.4586,47983.4344,40368.1902,43515.9825,36270.1685,40416.9054,31798.8717,45380.7019,38065.2623,42925.8392,35722.3615,0,0,0.481005561,7.7,388804,4431217,5357114,14943,40722,4627,101139,31580.9749,178553,23873,135531,5253,0.019718131,0,0.023536431,3692,4.2
7/18/20,202029,X,US,-103,-10,422,-197,-215,61,968.02,18268,41929.1522,33247.7742,39238.6563,30574.8377,41141.6342,33288.9056,45609.9367,37480.6276,51157.8648,43867.9011,39121.307,31152.5146,41741.7982,33788.2126,46664.2619,38217.3595,49078.5873,40659.355,44355.8954,36335.9128,41056.8608,31821.6529,46011.5601,37917.4898,43587.1896,35789.1811,0,0,0.477695922,8.1,458510,5022140,6050848,16030,43756,5161,126814,31103.0125,180861.3333,26631,141070,5539,0.019973004,0,0.023412252,3699,4.1
7/25/20,202030,X,US,-107,-21,399,-202,-216,61,970.53,32608,41599.7603,33123.244,38663.736,30193.5902,40758.3254,32971.0371,45451.1504,37280.1333,51333.7137,43982.8466,38556.092,30711.8005,41347.7204,33441.3689,46482.9071,38031.8044,49417.2827,40923.1422,44353.2836,36345.0822,40791.277,31680.6997,45674.5583,37623.7849,43421.0269,35611.1807,0,0,0.430077183,7.6,464577,5036080,6068495,17528,61304,6352,156323,33335.4937,182996,29117.33333,147555,6485,0.017289034,0,0.020862966,3706,3.7
8/1/20,202031,X,US,-102,-19,403,-198,-219,59,981.58,37954,42825.7195,34309.7436,39931.6162,31253.7803,42093.1132,34155.7197,46957.0418,38575.4413,53007.4376,45459.3213,39905.8366,31827.1372,42722.1337,34613.4632,47933.0841,39297.7743,51143.9106,42430.1674,45966.1047,37797.6084,42034.0983,32770.6144,47073.5243,38853.7166,44859.0616,36863.1246,0,0,0.343657975,6.9,435314,4894119,6062131,19126,73121,8018,182113,32894.7531,183467,30068.66667,155574,8019,0.015658845,0,0.018926225,3701,3.3
8/8/20,202032,X,US,-97,-18,406,-197,-218,57,993.77,33155,43227.3845,34187.9689,40334.5982,31072.9923,42430.8162,33967.8112,47109.3674,38360.518,53422.5118,45505.0833,40180.2523,31628.9715,42967.3641,34416.7452,48146.9496,39108.5898,51637.5512,42475.1643,46391.7926,37730.0155,42047.7617,32277.4254,47453.2846,38771.2656,45147.6418,36726.8294,0,0,0.342727838,6.4,368335,4663560,5633782,18639,70199,7258,180719,35842.1234,182448.3333,29155.66667,162845,7271,0.014942347,0,0.018323137,3720,3
8/15/20,202033,X,US,-103,-26,394,-198,-217,54,1008.49,31168,43457.9402,34317.08,40263.979,30755.3035,42441.1452,33803.4186,47519.9608,38445.4159,54736.7596,46366.6632,39943.2409,31321.099,43012.4711,34244.2134,48601.8888,39253.3959,53158.941,43447.704,47416.9226,38348.1927,42136.2914,32004.8588,47809.2893,38864.5741,45605.1136,36871.4535,0,0,,5.7,368167,4754099,5736888,17715,65059,7504,174951,27076.9383,182748,29516,169905,7060,0.013081654,0,0.015904524,3719,2.6
8/22/20,202034,X,US,-106,-32,351,-201,-211,54,998.55,30309,42143.2298,32940.5302,38839.444,29371.8389,41021.1329,32320.5311,46119.5142,36842.8423,53500.2616,44593.6392,38273.4539,29536.3688,41499.9094,32676.1275,47283.97,37743.334,52241.7747,42198.2966,46620.5449,37402.7097,40926.9028,30821.8784,46292.9074,36973.8112,44271.5255,35374.0316,0,0,,5.2,301751,4628565,5695161,16589,60496,6901,166197,23045.5309,180185,26706.33333,176706,6801,0.011853764,0,0.014138339,3727,2.3
8/29/20,202035,X,US,-111,-39,288,-206,-207,56,956.87,28975,39473.1118,30372.804,36464.2057,27092.3396,38266.7742,29757.4283,42946.8758,33991.6004,49041.6041,40447.6583,35935.6928,27301.3301,38770.5581,30150.6866,43963.8116,34744.9677,47899.8355,38343.3101,43037.5057,34060.3328,38560.3025,28532.342,43321.267,33986.1715,41059.4304,32495.7885,0,0,,4.4,287834,4587621,5575829,14824,54088,6523,154336,20011.2346,176328.6667,22703.66667,183021,6315,0.010354292,0,0.01230699,3732,2.2
9/5/20,202036,X,US,-94,-23,341,-188,-209,47,979.32,27179,41131.5569,32764.6329,38602.827,29506.8041,40469.9898,32195.4766,45067.7609,36430.5194,51113.5128,42978.6885,38203.971,29772.2282,40855.5378,32510.1662,46123.4162,37288.3924,49827.5576,40746.432,45425.2445,36887.135,40972.1038,31225.0472,45755.2982,36794.0126,43025.5982,34801.5678,0,0,,4,284486,4870780,6042456,14190,49101,5903,160513,17906.3827,174164,19888.66667,188890,5869,0.011459498,0,0.013852788,3728,2
9/12/20,202037,X,US,-110,-40,316,-211,-241,55,955.38,27460,40057.1461,31621.2047,37239.5308,28052.9057,39453.1064,31005.4528,44118.6819,35194.0502,50384.4249,41857.3236,36964.3655,28414.1226,39872.026,31328.7756,45145.1514,36018.6381,49001.4499,39548.0769,44557.7801,35703.5801,39603.9413,29706.9957,44714.9581,35435.0905,42153.0614,33665.6559,0,0,0,3.8,238150,4265674,5389111,12836,45881,5107,135757,16505.8086,172556,17772.66667,194031,5141,0.010378932,0,0.010156798,3725,2
9/19/20,202038,X,US,-105,-42,271,-205,-189,48,948.3,24271,38169.7493,29685.2578,35877.683,26512.5823,37740.1678,29131.9745,42018.5013,32980.4846,47767.9914,38927.3917,35554.3253,26822.6421,38084.2982,29416.2797,42975.1062,33723.2704,46453.7299,36834.5714,42237.0174,33115.8631,38039.4999,27911.9247,42647.5963,33014.4844,40129.4599,31542.962,0,0,0,3.7,279447,5005647,6417986,11143,43716,5551,137013,16404.5957,172612,16949,199605,5574,0.009946118,0,0.008463891,3745,2
9/26/20,202039,X,US,-107,-45,228,-211,-185,48,920,24313,38624.2654,28792.5645,36049.4577,25610.8327,38029.4902,28313.3022,42214.0808,32032.084,47995.6378,37918.6907,35834.2107,26067.9514,38421.1113,28611.7147,43137.2159,32726.296,46698.557,35826.547,42436.1399,32247.9432,38314.4717,27123.5304,43030.3505,32143.1818,40413.7341,30656.0694,0,0,0,4.1,309025,5341898,6825204,10845,43263,5281,171793,16726.7022,174338.3333,18146,204986,5381,0.009111302,0,0.007650729,3754,2.1
10/3/20,202040,X,US,-102,-35,156,-208,-180,46,901.85,26925,41252.0939,30416.8616,38571.5156,26960.6872,40552.6359,29888.7476,45058.0182,33931.5339,51188.2397,40149.7877,38419.5503,27541.163,40972.7525,30234.1141,46002.8539,34620.5378,49789.9224,37871.108,45367.419,34157.1841,41006.4854,28570.7253,45868.6339,33787.2225,43093.2983,32454.2743,0,0,0,4.3,298062,5385685,7133842,10609,43161,4786,141440,17452.6489,169878.6667,13954.33333,209903,4917,0.009836693,0,0.008116341,3753,2.3
10/10/20,202041,X,US,-106,-36,194,-203,-182,46,902.09,32468,37435.6207,28469.7617,35055.5272,25091.7577,36920.4966,27769.5536,41162.1922,31550.0415,47080.5423,37535.4887,34777.1004,25466.9562,37443.6876,28178.8957,41941.5402,32173.3572,45848.5835,35484.9542,41627.0585,31982.6279,37445.5523,26767.9971,41856.7954,31500.9713,39437.0003,30266.1239,0,0,,5.3,335915,5637288,7637484,11214,45650,4836,141014,20818.6755,174076.6667,17122.33333,214899,4996,0.011658539,0,0.013562887,3753,2.7
10/17/20,202042,X,US,-110,-44,149,-205,-186,52,900.21,36196,37234.8597,28807.8164,34941.9594,25099.9,36860.332,27881.2857,41126.2531,31737.3092,47493.4324,38149.2499,34578.3901,25426.0938,37334.3091,28270.587,42103.7839,32525.276,46256.5815,36049.5135,41833.3806,32317.3835,37596.6084,26967.4844,41791.6842,31616.4197,39563.9549,30550.2289,0,0,,6.1,383946,5918538,7947811,12145,50051,4874,155471,22114.6622,169272.6667,11304,219931,5032,0.010472053,0,0.013145187,3752,2.9
10/24/20,202043,X,US,-116,-48,103,-204,-176,51,882.8,40506,38900.6599,30012.3988,36471.8823,25959.5636,38537.064,29002.2744,43121.9541,33166.4415,49560.1131,39578.7802,36230.1824,26425.7227,39010.695,29411.0245,43983.1095,33865.7458,48311.6158,37444.5979,43797.1989,33684.1297,39142.4289,27802.4696,43830.492,32809.0722,41354.415,31809.9367,0,0,,7.1,467677,6176033,8162713,14248,57140,5671,184159,37903.1689,172934.3333,13657.33333,225683,5752,0.010268767,0,0.012760008,3757,3.3
10/31/20,202044,X,US,-117,-40,13,-218,-178,55,849.9,45044,39955.0175,30726.2369,37799.9488,26786.8859,39800.6831,29772.3863,44434.9186,33988.0653,50452.0177,39963.2352,37533.7244,27239.3571,40327.9219,30207.9236,45441.6048,34780.7364,49029.2803,37784.1027,44904.557,34317.2038,40288.2009,28488.1731,45082.4274,33439.1334,42437.1351,32474.3359,0,0,,8.8,558457,6558762,8825268,16491,64137,5722,202571,27731.4156,175136.6667,14593.66667,231431,5748,0.008433595,0,0.009799756,3745,3.7
11/7/20,202045,X,US,-116,-52,43,-228,-178,55,786.68,54320,34474.1701,25451.2075,32418.1923,22111.791,34328.5253,24633.5541,38327.2665,28141.0564,43650.2156,33258.093,32293.2855,22549.3349,34771.3323,25033.1263,39155.5669,28782.1168,42394.8339,31346.4133,38802.9877,28548.9592,34481.2319,23465.8881,38770.4564,27607.8056,36644.9194,26921.3162,0,0,,11.6,799701,6958001,9588699,19425,74530,6997,235061,32744.2922,184473.6667,22732,238402,6971,0.010795654,0,0.01155882,3750,4.6
11/14/20,202046,X,US,-126,-57,-23,-240,-186,63,762.02,68729,36553.8745,28273.0358,34567.0605,24270.2985,36794.7307,27252.9617,41093.6157,31075.838,46615.97,36454.2396,34608.0483,24842.4984,37357.3647,27717.9856,41907.9695,31763.2802,45146.083,34347.5966,41333.8851,31171.1557,37008.157,25868.7602,41333.5833,30250.5769,39288.9513,29749.5016,0,0,,15.5,1010540,7487073,10446390,23988,87230,7791,293906,41921.3539,186922.6667,24197.66667,246012,7610,0.016555027,0,0.016704018,3749,5.5
11/21/20,202047,X,US,-137,-49,-50,-238,-181,64,756.58,80622,37773.81,29772.818,36008.4514,25413.9679,38114.2205,28356.8477,42694.5631,32410.4956,48749.418,38263.4926,35909.405,25897.5275,38782.7072,28931.8646,43517.8434,33134.2028,47078.3372,35938.8649,43264.4514,32704.4023,38497.6736,27052.2696,43356.3122,31870.5736,40715.7488,30995.8964,0,0,,17.1,1190105,8553839,12144534,32194,107055,10228,379683,48916.3231,191757.6667,27617.66667,256307,10295,0.020177974,0,0.022420435,3751,6.3
11/28/20,202048,X,US,-173,-45,-53,-271,-284,86,707.67,85194,40269.8805,31595.5333,37933.0459,26363.2625,40863.6715,30094.736,45945.6067,34598.2533,52038.8089,40661.5386,38336.231,27300.8705,41591.5403,30717.4986,46773.6266,35269.2919,49730.7913,37604.6626,45943.1589,34503.7343,40339.4211,28006.6417,46002.9593,33635.7775,43847.6839,33050.431,0,0,,17.2,1139731,8633535,12145526,40463,122850,10187,489165,49389.8385,193080,28147,266428,10121,0.020094364,0,0.023088709,3751,6.8
12/5/20,202049,X,US,-139,-60,-112,-249,-186,69,726.42,94169,36879.9453,28799.5529,34974.1304,24011.3737,37724.842,27419.1449,42119.6836,31292.9723,47301.3295,36149.5385,35502.7799,24962.5968,38351.7436,27936.9362,42892.7857,31908.3504,44973.787,33459.3373,41439.2581,30363.6818,37204.1883,25371.9852,42042.4527,29961.2957,40077.2622,29847.0112,0,0,,17.6,1328825,9146144,11891866,47132,135737,15033,546293,59034.0808,199524.6667,33087.66667,281478,15050,0.021393242,0,0.024950898,3754,6.8
12/12/20,202050,X,US,-140,-54,-102,-262,-184,67,733.15,100411,34416.8886,28097.0401,32782.6424,23170.5724,35568.5036,26538.9463,39831.9767,30266.8028,44669.3835,34743.3965,33415.1019,24144.1028,36240.1492,27092.2254,40457.4008,30800.6527,42451.6262,32200.5365,38880.5734,29000.7561,34792.9939,24344.3028,39311.5247,28665.6015,37894.9192,28907.5717,0,0,,17.8,1474780,8735576,12510996,51481,144854,16679,664989,61089.4596,205376.3333,37412.33333,298157,16679,0.019997856,0,0.023730621,3748,7.3
12/19/20,202051,X,US,-137,-42,-154,-259,-194,73,746.17,104264,41617.6941,35816.6033,40158.813,29298.1689,43540.7891,33360.9526,48965.2011,38120.9954,55769.499,44304.4083,40852.8695,30409.6948,44415.398,34125.5219,49813.0884,38824.5286,52905.5491,40970.4066,48183.6134,36726.8822,42773.8983,30827.7544,48278.3513,36169.7607,46772.5958,36553.4425,168790,0,,16.6,1486179,9415434,13290005,54138,151877,18274,632289,63387.7702,197192,27346.66667,316382,18225,0.021858942,0,0.026458369,3754,7.4
