date,epiweek,region,fips,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,apple_mobility,dex,dex_a,dex_income_1,dex_income_1_a,dex_income_2,dex_income_2_a,dex_income_3,dex_income_3_a,dex_income_4,dex_income_4_a,dex_education_1,dex_education_1_a,dex_education_2,dex_education_2_a,dex_education_3,dex_education_3_a,dex_education_4,dex_education_4_a,dex_race_asian,dex_race_asian_a,dex_race_black,dex_race_black_a,dex_race_hispanic,dex_race_hispanic_a,dex_race_white,dex_race_white_a,kinsa_cases,covidnet,positiveIncrease,negativeIncrease,totalTestResultsIncrease,onVentilatorCurrently,inIcuCurrently,deathIncrease,recovered,hospitalizedIncrease,Observed Number,Excess Higher Estimate,death_jhu_cumulative,death_jhu_incidence,fb_survey_cli,google_survey_cli,fb_survey_wili,Number of Facilities Reporting,CLI Percent of Total Visits
5/23/20,202021,ID,16,-397,676,2538,651,-5695,651,1038.22,584.2197,476.3124,537.5517,370.5436,603.2016,447.3339,684.2866,523.3008,717.5317,596.6747,539.4854,386.1911,623.7164,463.9881,691.8601,521.3846,610.2207,477.7657,715.721,569.4407,0,0,640.6109,475.3517,623.527,465.3307,0.153802821,,206,4715,4885,0,0,6,147,12,260.6666667,0,79,6,2.163545,0,2.6807233,203,1.4
5/30/20,202022,ID,16,-62,967,2807,1070,-6679,472,1154.26,572.2592,467.402,533.0053,361.4222,588.6799,428.9609,667.0221,506.111,703.4246,590.0813,528.8495,371.7989,617.221,452.588,671.1099,501.7611,596.604,466.9463,699.2881,556.7509,0,0,625.6533,457.4846,611.1062,451.1694,0.044526536,,208,4607,4802,0,0,3,490,15,280,2,82,3,3.0187886,0,3.8964712,203,1.3
6/6/20,202023,ID,16,512,1034,3460,1263,-4653,397,1208.22,622.4739,501.2988,567.1802,371.8108,638.3743,450.9988,732.4219,537.1503,807.8604,658.9134,572.3705,389.6391,658.4636,466.9372,744.841,539.8104,679.4575,515.4733,781.5212,606.1096,0,0,673.4378,477.0701,669.89,478.5706,0.085287648,,308,9507,9777,0,32,1,183,17,293.3333333,12.33333333,83,1,3.1430962,0,3.569039,205,1.3
6/13/20,202024,ID,16,448,891,2768,1168,-4726,414,1292.81,631.2908,522.9257,571.1836,370.8668,650.4359,457.926,748.5651,552.7766,861.3787,732.2831,587.0336,398.6488,667.2082,471.3077,762.7217,557.4125,723.2259,561.9658,824.1017,660.5192,0,0,700.1916,499.6601,685.7547,491.4192,0.12764203,,242,7177,7379,0,47,4,368,8,287.6666667,9.666666667,87,4,2.0387116,0,2.1864718,204,1.4
6/20/20,202025,ID,16,943,1137,3527,1445,-4697,339,1410.71,640.4915,527.0221,584.4622,366.8004,649.3668,444.5239,760.6222,547.9055,869.3513,750.8063,581.7844,384.4173,675.0092,463.2733,776.9919,553.4222,734.8904,574.19,845.3066,692.2519,0,0,712.609,497.8632,693.1392,484.9294,0.240576259,,518,8020,8463,0,50,2,407,14,284,8,89,2,4.2083117,0,5.0457005,204,1.5
6/27/20,202026,ID,16,1065,1221,3103,1557,-5027,238,1513.6,621.1202,516.1443,572.2919,354.5368,639.8232,430.989,729.6251,520.0845,817.5945,724.9683,577.8279,375.8465,662.1194,450.1192,745.1264,524.2144,698.193,553.2027,814.6906,677.5246,0,0,692.633,480.6071,671.5208,465.5374,0.112687092,,1277,11583,12746,0,105,1,644,30,296.3333333,23.33333333,91,2,4.4614511,0,4.633988,204,1.9
7/4/20,202027,ID,16,1210,1378,3378,1644,-6417,340,1499.83,560.6319,455.2824,520.2111,308.7237,578.2868,373.948,656.2492,451.2467,747.5809,677.9781,524.79,327.2913,597.173,389.0008,663.2542,454.6351,656.8992,520.6379,750.2505,635.2509,0,0,626.5328,424.1321,607.4716,407.4968,0.201870009,,1846,15165,16937,0,134,3,-996,46,281.6666667,10.66666667,93,2,5.6491421,0,5.3959064,204,2.4
7/11/20,202028,ID,16,988,1114,3184,1821,-5421,283,1592.65,553.1989,456.5788,504.4618,299.6759,560.2632,360.2327,647.5673,443.0658,747.9449,678.5604,512.6292,317.1225,576.6566,375.5329,662.6199,453.6323,644.5515,505.4971,741.223,626.4151,0,0,620.3923,418.0495,595.6774,397.9537,0.385795536,,2934,18348,21166,0,182,8,235,94,284.3333333,17.33333333,102,9,4.2116532,0,5.4450231,203,2.7
7/18/20,202029,ID,16,978,1070,3362,1584,-5161,294,1574.11,543.2353,438.9629,488.3117,280.1275,556.5441,344.2616,640.6581,422.5436,727.8072,632.6762,509.7274,303.7839,570.3627,357.6371,642.9672,423.0919,637.9683,483.0387,741.0409,596.4371,0,0,611.4591,394.5398,585.1914,376.9146,0.312820269,,3824,16332,19996,0,241,17,761,121,305.3333333,40.33333333,119,17,5.9345246,0,6.2545446,204,2.9
7/25/20,202030,ID,16,822,1148,2452,1668,-5261,301,1607.47,536.072,438.4256,490.5037,275.3876,549.3893,333.9132,638.5777,418.7106,719.3406,622.1379,498.5142,292.158,567.4479,350.8154,647.68,421.1472,626.4113,470.6205,734.8142,586.7892,0,0,600.7095,383.1903,582.7445,370.3146,0.303867503,,3512,17423,20748,0,295,26,1424,139,315.3333333,53.33333333,146,27,6.4712042,0,7.4213279,204,2.8
8/1/20,202031,ID,16,878,1006,2490,1601,-5361,282,1618.41,533.496,437.9869,491.8478,269.9291,546.8183,328.4581,634.0616,406.5292,770.2571,653.7902,492.646,283.8226,560.9492,340.2754,651.7034,415.7171,671.6723,495.8586,746.8365,590.1206,0,0,603.6711,377.6872,588.2242,367.0134,0.514486971,,3457,14976,18231,0,326,45,1747,141,313,52,197,51,5.9081536,0,6.0457541,203,2.7
8/8/20,202032,ID,16,1022,1083,3421,1914,-5309,250,1623.27,549.804,438.8,516.7771,271.5768,558.1127,323.9805,657.5184,408.7737,759.2767,610.4487,512.7082,284.4346,576.8929,337.6381,670.0804,412.4184,668.5582,470.4155,752.246,566.7409,0,0,619.4093,372.2809,602.889,362.3913,0.357424073,,3201,17897,20842,0,301,40,1740,118,300.6666667,41.66666667,235,38,4.496646,0,4.9937006,204,2.5
8/15/20,202033,ID,16,937,921,2811,1877,-5242,219,1649.95,540.6492,431.8543,505.3543,261.4973,556.0152,316.6879,651.9107,395.2853,751.0197,586.0217,509.8511,276.4133,568.5457,326.0944,663.4538,399.5323,662.7351,454.7338,776.1628,574.911,0,0,610.8649,358.1031,596.0923,350.5816,,,3251,14790,17767,0,270,36,1631,123,310.6666667,50.66666667,269,34,4.4770308,0,5.1125999,203,2.3
8/22/20,202034,ID,16,231,377,312,237,-1919,226,1625.55,542.6689,433.1973,504.5602,258.075,548.5373,305.7444,653.6673,389.9089,853.4603,647.9675,492.0878,261.8176,569.8095,322.1339,676.7503,399.056,732.9212,491.7977,865.534,635.5862,0,0,621.5946,357.9204,606.8434,350.2991,,,2196,12645,14631,0,296,39,1990,142,343.3333333,79.33333333,306,37,8.2020022,0,8.7214427,204,2.1
8/29/20,202035,ID,16,90,264,199,-36,-1555,219,1523.61,518.6263,400.2245,491.5304,243.013,526.2063,284.8876,611.5077,354.6683,756.1273,544.1327,468.1219,242.7332,539.7799,294.5899,636.8041,364.4098,665.4144,427.0304,766.7952,526.217,0,0,579.2931,323.2582,570.6845,318.8985,,,2015,13182,14899,0,356,49,1816,116,320,57,358,52,8.367086,0,8.9262317,205,2.1
9/5/20,202036,ID,16,194,335,0,-14,-1589,134,1548.37,534.5592,434.3824,518.9554,261.366,557.4131,307.7634,639.3481,378.1724,772.5279,574.5972,499.1085,263.9607,570.1741,317.0051,667.9959,391.8436,673.6349,442.5357,773.1014,543.8555,0,0,608.3247,346.8181,597.97,341.3566,,,1812,12783,14429,0,336,29,1896,112,340.6666667,74.66666667,384,26,8.7588526,0,9.6350285,203,1.9
9/12/20,202037,ID,16,322,417,1573,354,-2719,130,1605.47,533.2284,431.2552,507.0694,248.2673,536.8089,289.5172,639.6791,371.617,813.197,600.3745,473.0126,242.915,563.3067,306.7119,668.0273,383.586,702.9015,458.1,807.9193,566.1484,0,0,608.0858,338.9353,595.1717,332.7025,0,,1754,8211,9705,0,318,30,1981,108,312.3333333,43.33333333,415,31,5.4924391,0,5.2512181,202,1.8
9/19/20,202038,ID,16,589,578,4007,1130,-3880,169,1520.73,525.8077,422.0558,519.5617,248.3354,523.6591,275.5502,626.8719,354.5846,784.4664,550.546,478.1031,239.4126,555.6109,294.9444,658.0907,368.0104,673.838,420.159,785.4474,520.795,0,0,596.7794,323.3424,585.3232,318.2087,0,,2009,10576,12249,0,319,26,1863,132,310.6666667,40.66666667,441,26,3.5720353,0,1.8353329,205,1.7
9/26/20,202039,ID,16,412,473,4173,877,-3693,211,1406.1,522.2331,397.1929,507.9749,230.8703,525.8235,262.3735,603.7199,324.3239,765.0318,511.1649,462.9783,218.5611,549.0777,277.4824,632.8653,337.0601,677.8963,400.5821,767.8391,484.7709,0,0,589.4629,303.1762,572.9486,295.9251,0,,2798,11184,13515,0,304,20,1376,94,272.3333333,6.666666667,460,19,6.1179675,0,6.5483953,202,1.9
10/3/20,202040,ID,16,419,551,4380,1032,-3741,179,1362.21,523.1054,388.9577,490.5873,215.2029,538.6765,259.6457,616.1087,322.6979,752.7728,487.5177,491.2299,223.5284,553.5259,271.3398,628.0537,324.6539,661.9083,379.8965,765.1539,471.2605,0,0,603.6836,300.6318,574.1241,287.4145,0,,3481,12885,15790,0,291,16,1277,98,259.3333333,5,480,20,7.2538717,0,7.5699927,204,2
10/10/20,202041,ID,16,252,531,4000,1116,-3901,175,1351.92,358.2918,272.4479,348.9187,152.8153,365.2028,175.3956,419.9286,218.1527,525.9029,337.1026,326.4713,147.7787,382.3004,186.9326,441.0577,226.4024,449.618,255.743,549.8132,334.9464,0,0,411.886,203.6036,394.8616,196.6549,,,3850,13397,16520,0,297,32,1313,120,,,507,27,9.7535263,0,11.4978262,202,2.3
10/17/20,202042,ID,16,26,158,1419,387,-1756,145,1093.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,4616,13730,17556,0,365,17,1576,161,,,529,22,11.7257639,0,10.1907695,,
1/4/20,202001,IL,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,2188.666667,0,0,0,0,0,0,725,2.5
1/11/20,202002,IL,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,2252,20,0,0,0,0,0,725,1.8
1/18/20,202003,IL,17,0,0,0,0,0,0,655.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,2230.666667,6.666666667,0,0,0,0,0,727,1.7
1/25/20,202004,IL,17,0,0,0,0,0,0,737.25,775.5814,735.3735,693.6153,664.0678,691.4923,663.0922,780.8372,750.9712,1007.1406,974.8175,614.9417,588.5747,668.8316,641.3467,824.1238,793.5493,1072.7012,1038.4251,1046.105,1000.7321,797.9109,765.1349,831.5633,796.9022,803.5612,774.3503,0,,0,0,0,0,0,0,0,0,2199,0,0,0,0,0,0,735,1.9
2/1/20,202005,IL,17,0,0,0,0,0,0,734.28,933.2497,881.6478,831.4054,803.3747,845.0551,811.8787,955.106,917.2501,1184.1334,1139.9431,755.8181,727.8683,820.2338,786.3294,998.3999,960.0604,1251.9337,1208.0356,1224.5488,1173.2699,959.2214,928.4711,1001.3009,964.4474,964.9722,927.5274,0,,0,0,0,0,0,0,0,0,2138,0,0,0,0,0,0,735,2.2
2/8/20,202006,IL,17,0,0,0,0,0,0,734.29,934.229,908.9457,849.482,836.3079,843.6221,828.9953,943.6261,925.6756,1186.9083,1165.7493,765.1177,749.8614,823.7927,807.2631,991.2771,974.8673,1251.8729,1232.3182,1226.3656,1204.5888,985.2013,969.5701,1017.1847,999.1826,959.0488,941.5218,0,,0,0,0,0,0,0,0,0,2231,26,0,0,0,0,0,735,2.1
2/15/20,202007,IL,17,538,221,304,65,108,-20,804.44,982.5693,940.2067,884.8416,844.7463,895.6668,863.3302,1005.7658,970.4497,1267.4816,1228.5051,801.9954,764.0918,871.5228,837.0814,1048.8056,1015.093,1342.0266,1303.9255,1304.0182,1265.0159,1027.4506,977.7199,1070.0236,1023.2154,1023.6137,989.7266,0,,0,0,0,0,0,0,0,0,2218,25,0,0,0,0,0,735,1.9
2/22/20,202008,IL,17,2862,221,1411,502,-689,123,820.23,1028.843,965.7606,914.1602,843.3159,923.6479,870.399,1045.2589,993.0062,1330.4389,1281.1295,821.9006,758.0854,902.2901,848.8667,1097.6979,1046.8501,1403.2716,1353.4883,1382.4069,1324.4678,1050.777,963.0842,1117.4745,1036.1727,1068.4691,1020.052,7.944899572,,0,0,0,0,0,0,0,0,2206,28,0,0,0,0,0,736,1.8
2/29/20,202009,IL,17,5349,2598,2026,705,1393,-76,809.07,1069.9885,1021.5823,1002.4792,930.4699,987.724,938.6242,1088.7472,1045.5223,1337.3292,1300.2427,903.0024,839.2847,952.6995,905.6697,1143.2507,1100.1316,1415.9087,1377.6247,1400.9666,1352.8215,1140.9288,1051.7921,1173.2612,1096.4553,1105.1698,1065.4656,6.900050021,,0,0,0,0,0,0,0,0,2209,54,0,0,0,0,0,737,1.7
3/7/20,202010,IL,17,9183,5466,5035,1704,1779,-364,844.57,1077.3492,1019.9366,1012.9733,926.8461,995.0825,936.3671,1107.2367,1054.2921,1333.4331,1287.0761,923.8224,847.0831,974.2574,916.4015,1155.5144,1103.4052,1400.4404,1352.928,1387.0458,1330.6867,1170.5702,1062.8047,1181.6324,1093.0123,1112.614,1063.5535,5.616199578,,2,67,69,0,0,0,0,0,2253,108,0,0,0,0,0,734,1.8
3/14/20,202011,IL,17,5761,9635,3090,840,194,93,771.2,728.2693,657.0594,690.7953,604.4437,684.6944,615.6692,755.2283,687.9005,911.9026,847.2376,630.8331,552.8616,666.1773,599.6351,795.9807,726.455,952.5051,887.1266,948.4057,876.4189,771.6317,665.0179,815.0719,720.8404,764.2699,700.8745,5.358005718,,40,125,165,0,0,0,0,0,2191.666667,68.66666667,0,0,0,0,0,734,2.8
3/21/20,202012,IL,17,-13472,11783,-538,-2729,-11840,2755,507.23,505.6811,452.9991,532.4387,464.989,521.2626,469.0834,542.3573,492.8653,523.9785,480.6192,514.2727,449.4522,519.8538,469.079,571.3066,521.545,507.1938,464.2004,534.2256,484.7701,556.8932,476.3631,545.9204,476.0281,522.761,478.4152,5.004087111,,707,5172,5879,0,0,6,0,0,2276.333333,164.3333333,6,6,0,0,0,735,5.4
3/28/20,202013,IL,17,-26674,-6279,-1341,-6684,-23001,4143,363.98,288.4395,254.2105,326.1071,276.71,307.0924,270.7017,303.0321,269.439,262.0616,233.2667,317.4804,271.311,307.2399,271.5947,314.4991,280.2211,248.0816,219.623,267.1979,233.5071,329.335,271.396,299.4323,251.6649,290.0244,259.8275,3.161193919,,2738,16512,19250,0,0,41,0,0,2277.666667,177.6666667,47,41,0,0,0,734,6.3
4/4/20,202014,IL,17,-22485,-1804,1468,-6461,-23660,3967,392.26,324.3469,280.3671,376.8372,312.8054,345.3486,299.8714,339.9605,299.4429,289.9346,257.3441,357.6455,300.4275,344.9368,301.4731,353.4676,312.1902,278.2668,244.525,299.0741,258.3286,373.9448,301.4313,336.7455,278.1402,325.3563,289.1907,1.361423546,,6866,21224,28090,0,0,196,0,0,2522.333333,441.3333333,244,197,0,0,0,734,6.4
4/11/20,202015,IL,17,-13119,-912,2507,-6744,-25494,4005,414.28,328.0481,280.1382,374.0879,301.704,350.2342,299.2464,346.4503,301.1444,301.5823,265.2965,361.5517,296.7775,348.6997,299.8171,362.4397,315.9312,285.074,247.8165,304.0915,259.2091,373.4291,292.9788,339.5026,275.9046,333.0394,292.0511,0.741095385,,8823,29745,38568,4105,5830,434,0,3680,2711.666667,646.6666667,677,433,5.3813336,7.971912248,5.5066313,731,5.9
4/18/20,202016,IL,17,-11377,-2634,-491,-7044,-24193,4101,435.64,250.3542,183.8727,302.0272,210.1326,279.9286,206.4446,268.8149,201.3045,224.644,173.1118,290.9491,205.6464,275.7479,204.0251,277.8284,209.1707,216.2839,165.336,231.6546,173.2501,279.78,187.6968,259.9624,183.5505,261.2445,198.7623,0.506495694,,9980,35275,45255,5548,8346,582,0,2500,2716,674,1259,582,5.0941768,54.59707085,5.3276427,730,5.2
4/25/20,202017,IL,17,-9481,-1609,1815,-6155,-22956,3922,487.49,366.1063,291.4703,417.4753,306.7993,400.3389,313.289,391.7622,312.4486,331.7664,268.7505,411.7824,308.6402,396.8074,312.0201,403.9029,323.1949,313.8957,251.3672,334.1669,262.7822,396.4436,282.566,372.2885,277.4922,378.1746,304.4148,0.526610478,,12617,51596,64213,5272,8618,615,0,3449,2787.666667,773.6666667,1875,616,3.8196028,53.6851909,4.2597908,732,4.8
5/2/20,202018,IL,17,-7625,-327,3801,-4678,-21834,3464,536.12,411.9787,327.4909,460.0166,329.6047,445.1486,340.5533,437.9467,342.5488,378.2532,300.4662,459.2944,334.8678,445.5885,343.2608,449.3228,352.6422,355.5821,279.3031,377.0179,290.7269,457.2526,318.5147,418.0931,305.2912,421.7483,332.3907,0.27913862,,16728,81551,98279,5441,8853,685,0,2992.5,2708,714,2559,684,3.4501081,51.40355982,4.4477916,731,4.6
5/9/20,202019,IL,17,-7026,861,4427,-4220,-20579,3561,590.65,503.6738,408.4255,548.7547,393.2464,537.6086,412.2629,536.2217,421.9993,483.5674,388.4843,547.944,399.6766,538.3832,416.1583,555.0596,439.0279,454.9128,360.8586,472.5164,368.5772,549.3159,383.976,512.149,378.0099,520.7957,412.6192,0.203411632,,17580,98855,116435,5314,8651,790,0,3242.75,2703.333333,724.3333333,3349,790,2.9758431,47.52048899,3.2531564,733,4
5/16/20,202020,IL,17,-8370,239,3545,-4274,-19626,3457,459.18,477.3362,392.1487,522.6745,369.2885,509.9228,388.0263,505.9944,395.7323,455.9399,364.8898,519.9649,374.4754,510.5589,391.8973,524.3495,412.0634,429.938,339.6786,452.2067,351.4075,507.4003,348.5044,487.3123,356.4476,493.8152,389.0934,0.323902213,,16372,128946,145318,4900,8299,780,0,2684.625,2636.333333,678.3333333,4129,780,2.9598495,35.70105273,3.7517087,731,3.5
5/23/20,202021,IL,17,-8637,996,3516,-3581,-18806,3254,703.02,562.4634,458.9291,623.2255,427.4654,604.3669,448.9404,599.9168,457.9586,548.1862,427.0711,609.3722,426.9189,603.0236,450.922,622.1928,477.6682,525.0878,403.7134,541.7262,410.464,607.2517,405.8156,571.6984,407.4972,589.1274,452.3815,0.129197399,,15339,145259,160598,4306,7413,661,0,2410.6875,2449.333333,495.3333333,4790,661,2.7666905,0,3.4225217,734,2.9
5/30/20,202022,IL,17,-6720,1574,6680,-3265,-20278,2829,756.41,600.268,490.2631,651.9909,439.5809,636.8622,466.1946,637.8182,480.9394,603.3266,465.3661,639.1947,440.9014,635.9592,468.9629,667.3865,505.4307,575.6408,438.5142,600.236,449.0711,642.635,422.0811,623.3513,438.7692,628.0479,476.3929,0.117364489,,11121,143737,154858,4249,7012,540,0,2130.65625,2394,449,5330,540,2.6648365,0,3.2318216,734,2.2
6/6/20,202023,IL,17,-3748,2856,7263,-1574,-14683,2326,828.26,674.0529,537.8038,722.064,469.1648,708.3772,497.9115,719.6502,523.3752,705.9293,528.7582,703.2535,466.0874,703.0926,497.641,754.8649,552.6044,683.8191,506.7333,698.8562,508.8478,705.3657,449.0354,689.9699,472.6657,717.1663,524.2464,0.058088514,,7973,136996,144969,3645,6001,534,0,1636.671875,2369.666667,434.6666667,5864,534,2.9704114,0,3.6343194,731,1.7
6/13/20,202024,IL,17,-3575,2538,7727,-1049,-14227,2125,897.07,765.9623,620.1842,813.0075,524.1231,797.0013,557.0677,813.3217,588.4133,827.4844,618.7554,784.5636,516.0332,783.7171,551.4928,858.5205,624.9016,813.2404,602.1252,831.3931,604.4115,826.3548,522.0393,822.912,562.3805,809.8352,589.1558,0.189049687,,5842,141890,147732,2818,4761,606,0,1298.664063,2166.333333,241.3333333,6289,425,2.352363,0,3.148587,729,1.4
6/20/20,202025,IL,17,-2678,3056,9162,-395,-14040,1808,956.57,823.142,664.1973,861.1929,540.0187,844.5157,578.8079,877.8119,622.5724,912.699,668.8755,831.0725,533.1916,836.8369,577.6218,926.0039,659.8569,896.7391,650.5426,912.5612,647.4119,894.2237,546.2268,895.8804,595.861,872.3365,623.0116,0.031253036,,4372,163790,168162,2218,3759,359,0,1046.667969,2167.666667,257.6666667,6625,336,2.1910109,0,2.9521557,727,1.3
6/27/20,202026,IL,17,-3046,1625,8801,-225,-14280,1872,973.06,784.9189,636.2217,823.2486,507.5006,805.0771,543.6394,834.0627,583.7989,867.2238,627.2791,788.5166,497.7943,794.3018,540.1229,878.9969,619.0756,859.389,614.2196,879.0958,614.1701,858.16,512.1389,858.0627,561.1544,828.0311,583.95,0.236820211,,5026,179248,184274,1627,2853,245,0,992.6660156,2083.333333,178.3333333,6873,248,2.2053136,0,3.0360945,732,1.4
7/4/20,202027,IL,17,-1388,3228,9318,-211,-18934,1790,1009.74,782.0011,599.5558,810.7785,474.2918,796.6381,506.649,831.4757,546.8316,880.5902,595.5516,780.2478,465.0791,789.9416,505.7282,875.2928,579.3019,872.1648,583.9083,888.3857,585.5783,858.3387,486.6097,859.0538,530.3427,827.3769,547.2248,0.138641672,,5604,207747,213351,1295,2549,150,0,849.6669922,2135.666667,233.6666667,7014,141,2.8092367,0,3.4012461,731,1.7
7/11/20,202028,IL,17,-1783,1520,8344,455,-15398,1752,1029.89,763.017,611.5674,793.9407,466.2319,772.9637,500.9247,811.7212,545.6961,854.2502,593.6011,751.5904,453.5079,766.3961,499.3867,851.8135,576.1164,855.1759,587.1383,873.4209,587.4266,835.6032,473.3671,834.8102,522.4614,805.0885,545.2944,0.059439179,,6360,203267,209627,1069,2209,145,0,973.1665039,2157,257,7369,355,2.3983562,0,3.0687244,732,1.9
7/18/20,202029,IL,17,-1787,1192,8588,130,-14734,1695,1055.7,777.3876,616.3304,800.5919,455.3641,790.0653,495.9964,826.4715,540.3047,881.0613,599.9432,759.0762,442.818,775.6937,490.2158,875.1448,576.3679,881.5211,593.3167,897.8332,590.6686,844.205,463.1773,849.1918,515.4211,824.8239,544.3539,0.285374665,,7691,260662,268353,893,2248,114,0,873.416748,2061,166,7483,114,3.0371757,0,3.6190329,729,2.2
7/25/20,202030,IL,17,-2278,798,8948,118,-14677,1729,1054.48,773.2044,611.2884,789.0289,438.8569,782.7622,478.9407,822.2102,523.7546,896.6212,592.4144,745.8634,424.2536,772.5458,475.5965,874.437,560.6706,894.2311,585.173,903.7845,580.2175,829.2079,443.3033,849.7862,503.4138,826.842,530.8994,0.4393907,,9340,249052,258392,899,2260,106,0,1001.291626,2016,123,7589,106,3.0492669,0,3.7195026,731,2.1
8/1/20,202031,IL,17,-2146,707,9011,25,-14950,1703,1045.68,801.7119,637.945,826.281,451.6106,810.1417,486.8088,859.4634,538.862,931.5483,607.9286,785.2113,437.427,803.1066,485.6096,906.6434,572.8277,930.0862,601.7973,933.2706,592.6372,862.1923,453.9733,889.1083,519.4698,860.9838,543.9748,0.435926765,,10632,258061,268693,968,2412,111,0,846.354187,2049.666667,165.6666667,7700,111,3.1748844,0,4.2212141,726,2.1
8/8/20,202032,IL,17,-860,1611,10443,153,-14422,1481,1050.31,819.1883,639.1437,853.1343,449.6933,828.0159,481.8898,871.217,530.0216,935.0574,597.4703,805.2506,433.8363,818.3754,479.4496,914.986,562.9234,940.4349,593.7086,951.984,588.2037,878.3946,447.2985,911.3108,517.4975,871.602,535.6059,0.320621666,,12241,281035,293276,894,2436,140,0,1114.822906,2115.666667,236.6666667,7840,140,2.5071127,0,3.2713839,734,2.1
8/15/20,202033,IL,17,391,1212,8877,13,-14694,1360,1066.89,828.2995,649.8237,878.6879,451.5649,842.8211,484.0062,887.9679,535.0122,953.4209,603.713,815.2419,431.7306,832.6761,482.4928,936.6946,569.398,962.7489,600.2227,961.8849,583.1068,881.9743,434.0816,896.6498,498.0914,897.4409,546.8403,,,11853,285307,297160,888,2425,97,0,980.5885468,2097.333333,211.3333333,7937,97,3.3323398,0,4.0979105,734,2
8/22/20,202034,IL,17,-482,332,3436,-942,-5912,1418,1039.49,791.9621,612.1979,832.8117,414.7664,808.9968,452.6688,848.4701,498.8952,919.3324,568.9154,775.207,399.5931,793.593,448.3279,897.1972,531.3684,930.692,566.4169,932.9267,552.9574,846.1873,405.9734,865.4058,469.1745,858.3759,509.7038,,,13851,306157,320008,886,2384,146,0,997.7057266,2116.666667,232.6666667,8083,146,3.4758636,0,4.3056829,735,1.8
8/29/20,202035,IL,17,-1307,0,1339,-1312,-5291,1620,983.28,703.6247,537.6932,735.4184,356.1974,708.4781,389.0745,745.4285,432.9435,797.2824,488.842,683.893,345.452,700.1053,389.4653,785.5982,459.2874,804.4645,482.9306,813.3702,473.878,756.5742,352.8924,767.3408,407.8372,746.9821,438.0149,,,13363,310326,323689,942,2459,134,0,1064.147137,2070.333333,168.3333333,8217,134,4.0681166,0,5.0469137,735,1.8
9/5/20,202036,IL,17,-1095,228,1592,-1206,-5335,1388,990.7,738.5027,580.4965,786.5346,384.2018,757.9437,418.6374,790.8556,459.8334,836.7029,511.6292,734.1264,372.1649,741.4964,413.7255,833.339,487.6758,846.2832,508.6945,869.6222,508.0573,811.7862,382.877,819.8837,436.2701,788.4564,462.7991,,,17040,381973,399013,1050,2467,168,0,1017.926432,2155,231,8385,168,4.7873912,0,6.0344731,734,1.7
9/12/20,202037,IL,17,-1651,-72,2550,-1532,-8795,1649,924.01,721.3889,565.9992,764.7469,362.4628,744.3983,403.3452,783.5309,447.782,835.157,502.9542,710.4537,351.7714,728.8898,398.8756,826.9056,475.1775,844.9493,499.5323,864.2494,495.8757,759.5131,346.0846,806.3398,418.4937,784.8051,453.2418,0,,11899,305368,317267,1003,2457,142,0,1000.036784,2042,95,8527,142,4.2628655,0,5.1963524,734,1.7
9/19/20,202038,IL,17,52,273,10850,-964,-11021,1202,993.66,693.5832,533.016,753.9684,343.157,728.3023,378.4578,752.6607,413.7987,783.6181,457.0085,701.9414,333.6299,707.4833,371.4029,789.3347,437.0655,797.5073,456.4648,814.6728,452.0278,762.465,335.2375,768.8927,385.8647,751.3935,417.6143,0,,13050,355219,368269,988,2395,145,0,968.9816079,2031.666667,68.66666667,8672,145,4.3812441,0,4.7343867,734,1.7
9/26/20,202039,IL,17,-331,156,9709,-1265,-10599,1432,956.88,701.2064,517.8949,756.3597,328.5396,730.0266,363.3732,754.8865,398.4417,781.8287,439.4099,704.4276,320.2647,707.96,355.9184,794.0953,422.5963,793.8042,437.4331,808.9548,432.5586,761.2202,319.8095,767.5136,370.1445,753.3709,402.0246,0,,13761,358076,371837,1021,2565,160,0,1112.509196,2261.333333,272.6666667,8832,160,4.1434916,0,3.8569868,737,2
10/3/20,202040,IL,17,-652,919,6027,-1549,-10387,1642,902.51,770.5192,568.1243,825.4661,350.7252,794.8481,392.5761,824.0755,432.4545,857.2865,479.233,770.2928,346.2943,770.6754,384.9986,863.6479,456.0515,873.1721,476.9558,892.9361,471.0914,829.4809,339.6115,840.001,399.4383,822.7449,436.7995,0,,14012,392312,406324,1033,2530,191,0,978.745402,2032.666667,88,9023,191,4.1966088,0,3.8622274,732,2.2
