date,epiweek,region,fips,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,apple_mobility,dex,dex_a,dex_income_1,dex_income_1_a,dex_income_2,dex_income_2_a,dex_income_3,dex_income_3_a,dex_income_4,dex_income_4_a,dex_education_1,dex_education_1_a,dex_education_2,dex_education_2_a,dex_education_3,dex_education_3_a,dex_education_4,dex_education_4_a,dex_race_asian,dex_race_asian_a,dex_race_black,dex_race_black_a,dex_race_hispanic,dex_race_hispanic_a,dex_race_white,dex_race_white_a,kinsa_cases,covidnet,positiveIncrease,negativeIncrease,totalTestResultsIncrease,onVentilatorCurrently,inIcuCurrently,deathIncrease,recovered,hospitalizedIncrease,Observed Number,Excess Higher Estimate,death_jhu_cumulative,death_jhu_incidence,fb_survey_cli,google_survey_cli,fb_survey_wili,Number of Facilities Reporting,CLI Percent of Total Visits
5/2/20,202018,X,US,-245,-70,12,-312,-298,107,516.84,23941.2249,18715.7621,23935.7823,17144.3984,24830.6907,18664.6629,26475.3373,20338.9363,25790.2976,20147.0631,24832.0399,18176.0342,25518.6488,19198.0858,26644.0324,20361.6112,23639.7583,18161.2211,22713.3311,17236.4602,22749.6672,16308.6633,26272.3739,19577.8226,24795.9301,18940.1203,0.388695513,9.4,193616,1432594,1672828,33808,94018,12750,404063,37152.3438,192534.6667,30628.33333,69495,13542,0.021583562,0.865922766,0.024498028,3605,3.7
5/9/20,202019,X,US,-211,-25,66,-290,-277,102,583.14,30838.6687,24700.5151,30265.0085,21647.0846,31818.7178,24051.5986,34430.3944,26714.0776,34476.3347,27366.4999,31441.6265,23012.0965,32720.4398,24758.2604,34701.9621,26793.3454,31631.1438,24629.2919,29768.1045,22899.9439,28953.0855,20840.0567,33630.2386,25269.2813,32302.875,24870.9445,0.331303841,8.3,175886,1705089,1936914,39589,85934,12662,332872,32316.8281,187723.3333,27144.33333,81781,12286,0.015103762,0.843409852,0.017591743,3600,3.1
5/16/20,202020,X,US,-202,-36,101,-278,-263,97,470.21,31269.7136,25265.2053,30757.7332,21664.8396,32246.7663,24079.4374,34861.0395,26807.0838,35160.2827,27789.052,31711.999,22866.8428,33044.2581,24711.0988,35191.106,26916.2794,32573.6153,25216.9653,30497.4083,23290.8389,29312.5116,20777.4182,34275.2648,25504.435,32775.4453,24979.4513,0.190475405,7.6,159779,2208320,2436105,42468,76188,9491,345348,22979.5859,182998,23658.66667,91756,9975,0.015635242,0.496582905,0.018613683,3604,2.7
5/23/20,202021,X,US,-175,-26,162,-263,-250,90,729.13,37270.5115,30227.798,36319.6702,25077.959,38366.7536,28159.721,41753.2979,31634.0442,43313.0381,34025.5886,37288.6646,26369.8525,39178.3843,28798.3252,42335.6358,31911.8326,40395.2523,30972.2045,37167.034,28087.801,34943.1887,24293.1191,40869.8482,30011.0322,39467.2097,29638.885,0.293713477,7.4,155894,2647179,2876003,34871,65679,8220,453474,25971.207,176584.6667,18144,100297,8541,0.017854808,0,0.021229541,3626,2.4
5/30/20,202022,X,US,-164,-25,280,-254,-260,87,765.8,36973.3834,30044.9082,36008.8899,24428.4843,37910.5206,27394.043,41408.7475,30947.8805,43288.6614,33716.0416,36710.8343,25498.5091,38785.8578,28054.5878,42026.2977,31264.7287,40589.4013,30800.8894,37297.9249,27874.7966,34597.4308,23672.1232,40690.7483,29483.8572,39210.8643,29047.3176,0.329334972,6.1,144891,2629669,2813417,29173,58603,6552,830494,35022.3965,171896.3333,14099,106926,6629,0.017498475,0,0.021982834,3649,2
6/6/20,202023,X,US,-134,-5,268,-231,-213,74,808.97,41401.964,33114.2104,40150.9873,26324.6655,42328.4613,29568.6892,46566.2173,33727.2104,49668.5223,37734.3341,40833.3763,27383.8233,43240.396,30257.1041,47304.5511,34152.9721,46771.2224,34575.7746,42273.5974,30718.535,39035.3109,25902.7614,45543.4755,32062.4658,44161.1375,31700.1825,0.282301903,4.9,149886,3066138,3341809,25884,50590,5722,910442,20534.8018,170643.3333,13393.33333,113054,6128,0.018864756,0,0.023896639,3650,1.8
6/13/20,202024,X,US,-115,-5,348,-212,-205,66,876.77,43738.8903,35295.1867,42232.1507,27306.0754,44583.3987,30790.8482,49248.6279,35326.4471,53739.9367,40730.875,42639.6318,28216.8933,45452.4821,31435.0434,50326.9724,35975.6214,50857.3666,37421.4186,45792.5389,33027.7828,41729.1532,27273.1145,48443.6964,33816.4188,46903.2915,33368.238,0.297390549,4.1,145281,3107376,3286934,20994,43583,5265,442224,16503.5991,168841.3333,12065.33333,118270,5216,0.016924967,0,0.021552538,3654,1.9
6/20/20,202025,X,US,-100,4,416,-196,-203,59,920.96,46033.1724,37060.727,44193.8265,27749.2946,46851.6753,31641.9146,51873.3967,36533.0624,57331.9243,42998.7404,44633.5546,28768.8888,47849.6633,32362.1095,53099.2086,37241.2619,54436.3488,39516.4014,48778.482,34533.2895,44227.6934,28082.0924,51041.9836,34905.641,49630.3341,34674.6886,0.215160842,4,179038,3358398,3585058,17872,38668,4223,434228,16159.2004,169083.6667,12397,122510,4240,0.016453606,0,0.020670102,3659,2.3
6/27/20,202026,X,US,-107,-7,396,-192,-209,61,938.82,43987.6334,35468.0041,42482.1713,26167.4383,44806.3596,29682.3436,49410.6882,34178.4016,54675.18,40593.4806,42611.666,26915.4416,45596.3011,30285.754,50579.848,34856.453,52328.3881,37499.5814,46636.9739,32536.8437,42386.5401,26391.8948,48990.659,33002.9486,47386.5176,32553.7628,0.261344529,4.7,255075,3618125,4068571,15609,37130,3809,458387,20168.8998,170619,14355.66667,126448,3938,0.018855503,0,0.023236612,3671,3.1
7/4/20,202027,X,US,-96,18,449,-194,-246,63,934.52,41992.111,32761.5036,40837.7753,24003.8077,42867.0197,27105.011,47363.2231,31302.2292,52022.5539,37445.4268,41204.3221,24821.6516,43713.6858,27702.0557,48381.6459,31924.8638,49845.8613,34485.5976,44574.0122,30073.0366,40796.0881,24369.6262,47034.3129,30566.7578,45341.0057,29774.3571,0.345472847,6.2,342599,4161222,4550351,14366,38424,3499,641827,23248.0501,173887.3333,18240.66667,130089,3641,0.025366375,0,0.031258046,3673,3.8
7/11/20,202028,X,US,-110,-16,368,-194,-223,62,951.9,41302.3947,33236.702,40247.2147,23807.906,42059.8283,26828.1604,46312.1082,30935.8033,51598.4849,37541.1835,40182.4695,24366.3793,42714.5388,27317.5499,47416.2367,31581.513,49758.2082,34763.1659,43967.3062,29769.2621,40270.902,24061.1174,46371.6933,30338.1666,44579.9921,29579.6975,0.481005561,7.9,390828,4292199,4945892,14948,40726,4660,797841,31982.9749,178613.3333,23267,135325,5236,0.026097316,0,0.03143576,3668,4.2
7/18/20,202029,X,US,-103,-10,422,-197,-215,61,968.02,41929.1522,33247.7742,40514.189,23200.6111,42386.8413,26221.9903,47172.7344,30606.6615,52937.2978,37426.4687,40385.1948,23734.2178,43121.5022,26765.1562,48342.0504,31263.6007,50932.8506,34621.9543,44898.7126,29475.8913,40917.6804,23668.3496,47024.9529,29758.6511,45320.8667,29235.7962,0.477695922,8.2,460758,4950714,5601766,16034,43764,5167,818980,31495.0125,180711.6667,25782.66667,140776,5451,0.026434645,0,0.031269904,3671,4.1
7/25/20,202030,X,US,-107,-21,399,-202,-216,61,970.53,41599.7603,33123.244,40177.1109,22541.4788,42191.1774,25542.0285,47253.9165,29985.185,53274.9467,36961.6833,39993.9684,22982.921,43003.8371,26087.6249,48388.0553,30644.5414,51422.3799,34304.764,45093.6632,29062.6912,40859.9084,23208.572,46932.6297,29073.9808,45380.284,28644.9351,0.430077183,7.8,466093,5119640,5782891,17524,61298,6355,975891,33747.4937,182093.6667,27675,147184,6408,0.022882361,0,0.027865023,3670,3.7
8/1/20,202031,X,US,-102,-19,403,-198,-219,59,981.58,42825.7195,34309.7436,41690.1505,22943.274,43755.7104,26034.7224,48912.371,30578.4557,55176.8382,37750.3396,41676.6444,23470.5096,44544.7246,26556.0883,50022.0439,31198.2974,53431.7226,35159.268,46883.0332,29841.9831,42380.5844,23700.1922,48561.9707,29571.8633,47040.1115,29217.6552,0.343657975,7.1,437885,5027770,5908717,19128,73128,7994,1224255,33813.7531,180743.6667,27249.66667,155162,7978,0.020724775,0,0.02527827,3670,3.3
8/8/20,202032,X,US,-97,-18,406,-197,-218,57,993.77,43227.3845,34187.9689,42144.9915,22455.7499,44146.8552,25550.0446,49132.911,30048.1236,55580.9729,37348.0986,41964.5417,22966.5351,44802.1231,26034.8875,50307.1393,30685.833,53950.0188,34806.5535,47364.3896,29442.8662,42541.0811,23059.4112,49058.0981,29156.9522,47358.504,28739.4919,0.342727838,6.5,369959,4668295,5326248,18625,70185,7291,1270996,36241.1234,181320.3333,27515.66667,162419,7257,0.019776477,0,0.024472773,3687,3
8/15/20,202033,X,US,-103,-26,394,-198,-217,54,1008.49,43457.9402,34317.08,42335.05,21940.6856,44338.8923,25046.0884,49715.5292,29704.0035,57106.2081,37586.9427,41852.1536,22381.7934,45030.9884,25533.8122,50918.5388,30359.931,55747.4381,35194.4979,48564.6982,29554.8101,42770.0875,22516.7346,49637.035,28831.7547,48028.474,28467.4609,,5.7,368095,4833871,5487527,17713,65065,7487,1232752,27565.9383,180569.6667,27025.66667,169463,7044,0.017313814,0,0.021242422,3685,2.6
8/22/20,202034,X,US,-106,-32,351,-201,-211,54,998.55,42143.2298,32940.5302,40938.8574,20666.018,43008.0799,23699.1659,48328.7435,28157.2719,55930.4474,35846.5878,40196.7488,20806.8474,43520.7251,24080.4056,49686.4254,28918.186,54821.8881,33816.5396,47823.9787,28516.7634,41558.3793,21358.2056,48112.8225,27069.005,46759.3484,27043.5773,,5.3,302672,4669552,5351188,16592,60486,6928,1222788,23108.5309,176204.3333,23083.33333,176326,6863,0.015688679,0,0.018883467,3690,2.3
8/29/20,202035,X,US,-111,-39,288,-206,-207,56,956.87,39473.1118,30372.804,38219.0124,18745.6253,39799.5574,21480.099,44699.977,25595.3987,50902.6054,32019.4293,37509.6283,18921.4487,40393.9686,21878.0763,45812.4134,26201.5725,49925.0098,30295.3207,43770.8258,25524.8889,38879.8074,19446.8186,44670.3469,24465.0054,43014.9459,24464.8018,,4.4,287674,4598933,5249782,14827,54088,6528,1106908,20149.2346,169268.3333,17126.33333,182714,6388,0.013704099,0,0.016384973,3695,2.2
9/5/20,202036,X,US,-94,-23,341,-188,-209,47,979.32,41131.5569,32764.6329,40437.9107,20066.1338,42132.2531,22915.3082,47007.2461,27103.3997,53170.2254,33663.3869,39912.3871,20333.2808,42603.4043,23261.4158,48171.0572,27772.6256,52064.5611,31837.001,46297.1649,27314.9819,41475.5787,21060.9737,47331.3165,26205.0634,45152.9577,25867.9907,,4,285153,4910441,5672882,14191,49099,5886,1108797,18278.3827,164905.3333,12403.66667,188552,5838,0.015166861,0,0.018501967,3692,2
9/12/20,202037,X,US,-110,-40,316,-211,-241,55,955.38,40057.1461,31621.2047,39246.333,18892.6528,41231.9187,21846.456,46105.4836,25893.936,52548.607,32483.8235,38802.8171,19196.7506,41724.798,22185.08,47284.8284,26547.4581,51335.9668,30613.3127,45598.6578,26223.6157,40300.1873,19854.0732,46394.2612,24994.1208,44372.0884,24767.0535,0,3.8,239734,4406494,5144806,12832,45879,5114,1030644,16636.8086,161971.3333,9328.666667,193693,5141,0.013736711,0,0.01351532,3689,2
9/19/20,202038,X,US,-105,-42,271,-205,-189,48,948.3,38169.7493,29685.2578,37914.0554,17554.5562,39452.3889,20157.56,43915.0379,23854.4952,49910.0494,29769.1272,37335.8599,17782.6278,39942.3267,20485.8121,45071.6839,24466.0261,48706.0096,28059.5484,43263.0757,23939.8217,38693.0473,18319.9601,44286.6774,22907.82,42298.4738,22823.2554,0,3.7,280391,4795616,5714849,11135,43612,5529,968004,16591.5957,160867.3333,7698.333333,199282,5589,0.013163873,0,0.011115027,3704,2
9/26/20,202039,X,US,-107,-45,228,-211,-185,48,920,38624.2654,28792.5645,37922.6355,16694.4978,39670.3471,19385.187,44033.0416,22951.8367,50008.4376,28741.6005,37597.3652,17082.196,40190.0029,19699.6568,45114.4251,23509.0952,48778.739,27045.5036,43380.8885,23118.3913,38979.6363,17652.2821,44587.499,22082.5491,42459.6583,21954.4362,0,4.1,310927,5472511,6529923,10848,42668,5261,1087998,16744.7022,157778.3333,6770.666667,204490,5208,0.012058978,0,0.010065787,3707,2.1
10/3/20,202040,X,US,-102,-35,156,-208,-180,46,901.85,41252.0939,30416.8616,40340.0335,17300.3524,42065.3646,20154.5462,46765.965,23970.454,53162.4078,30088.3179,40000.2524,17732.0274,42629.8127,20509.5626,47936.9641,24534.4127,51863.2218,28282.2465,46184.94,24178.3081,41541.4197,18344.0147,47302.9586,22882.1188,45071.9575,22916.8433,0,3.8,299949,5553782,6812858,10612,42587,4791,1133846,17664.6489,135383.3333,1451.333333,209384,4894,0.013019048,0,0.01069237,3701,2.2
10/10/20,202041,X,US,-106,-36,194,-203,-182,46,902.09,29398.9983,22059.6002,28867.1316,12298.5511,30118.3703,14281.9131,33694.7779,17055.8589,38605.2896,21493.5059,28492.7811,12524.2203,30600.3827,14558.664,34456.0895,17432.0484,37675.4118,20239.5447,33339.9756,17236.3124,29938.5044,13116.3384,34018.1667,16271.1441,32482.0442,16322.5345,,3.5,335739,5917175,7070719,11215,45145,4783,1076285,21145.1755,,,214370,4986,0.015430295,0,0.018114893,3680,2.5
10/17/20,202042,X,US,-50,-22,52,-94,-83,22,748.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,386192,5945290,7285041,12143,49524,4879,1135189,22273.9122,,,219286,4916,0.013859958,0,0.015236497,,
1/4/20,202001,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1077,0,0,0,0,0,0,890,2.6
1/11/20,202002,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1124,31,0,0,0,0,0,891,2
1/18/20,202003,AL,1,0,0,0,0,0,0,668.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1038,0,0,0,0,0,0,892,2
1/25/20,202004,AL,1,0,0,0,0,0,0,751.43,974.4922,923.034,848.8848,814.1344,972.4713,932.8959,1178.8098,1132.9741,1493.5867,1439.6233,830.4583,797.8038,965.5291,926.2812,1173.1851,1125.4198,1449.9055,1394.9145,1414.8986,1360.3822,945.6547,908.5251,1087.2303,1044.1998,1064.9379,1022.3932,0,,0,0,0,0,0,0,0,0,1053,0,0,0,0,0,0,895,2.2
2/1/20,202005,AL,1,0,0,0,0,0,0,743.38,1124.3102,1080.5969,999.439,973.0839,1127.8825,1096.1108,1371.1259,1332.2316,1659.1327,1613.5859,971.3984,946.7019,1132.397,1101.59,1355.8587,1314.9588,1632.9609,1585.9842,1590.5744,1546.2061,1097.8941,1070.5052,1255.5277,1220.6421,1231.6217,1196.88,0,,0,0,0,0,0,0,0,0,1024,0,0,0,0,0,0,898,2.5
2/8/20,202006,AL,1,0,0,0,0,0,0,741.91,1156.6824,1131.5067,1028.3226,1013.4645,1168.2974,1151.1502,1398.2633,1380.1286,1710.7296,1687.6599,1012.9119,998.836,1161.5865,1145.669,1374.2815,1355.3624,1683.1343,1657.4252,1625.5918,1605.1604,1127.164,1110.9175,1295.8212,1278.9929,1267.5963,1249.8269,0,,0,0,0,0,0,0,0,0,1117,0,0,0,0,0,0,899,2.5
2/15/20,202007,AL,1,299,15,694,121,40,-19,817.08,1295.817,1253.3075,1153.4589,1121.9884,1312.3173,1281.8274,1583.039,1546.4131,1937.5262,1896.2934,1138.4252,1109.8299,1308.0261,1276.8407,1554.6314,1519.0361,1895.6407,1846.7114,1843.675,1807.8726,1262.0433,1224.6224,1446.7217,1412.0672,1430.6784,1397.7121,0,,0,0,0,0,0,0,0,0,1093,0,0,0,0,0,0,900,2.2
2/22/20,202008,AL,1,-432,-1464,382,628,-789,317,839.26,1243.4066,1206.657,1088.9345,1055.2993,1238.6242,1213.259,1513.0096,1493.3833,1924.561,1910.9838,1066.125,1038.1245,1238.4999,1211.123,1491.9506,1468.7717,1872.9354,1849.1302,1786.3384,1768.6113,1201.6599,1158.877,1401.4841,1373.6476,1369.7101,1347.1676,4.921828769,,0,0,0,0,0,0,0,0,1096,0,0,0,0,0,0,901,2.1
2/29/20,202009,AL,1,4477,1164,1658,1347,708,-154,870.21,1393.2055,1349.6859,1266.5334,1226.7689,1406.9911,1374.7806,1664.0622,1636.3702,2010.3755,1983.2807,1247.6906,1213.8969,1403.4517,1370.5055,1651.6633,1619.6803,1960.3566,1921.8328,1939.0544,1909.0693,1390.5757,1338.3587,1575.0651,1542.5884,1515.3809,1486.1173,4.069735147,,0,0,0,0,0,0,0,0,1161,69,0,0,0,0,0,902,2
3/7/20,202010,AL,1,5670,2472,2012,1380,976,-102,882.18,1332.6397,1287.4606,1212.9394,1162.0288,1338.7747,1299.4986,1599.5052,1567.2685,1903.0258,1882.5979,1183.517,1141.7014,1345.9412,1304.5406,1578.7414,1541.3891,1879.6444,1839.362,1861.1488,1818.7256,1327.9008,1263.7821,1509.1646,1470.5984,1448.2675,1413.3591,3.961472391,,0,0,0,0,0,0,0,0,1053,0,0,0,0,0,0,905,2.4
3/14/20,202011,AL,1,4411,6314,3375,1483,683,-166,881.32,967.3179,898.7147,869.0249,801.2416,990.6091,926.0577,1193.7158,1132.042,1384.7734,1323.229,866.8558,808.1316,1000.414,936.6061,1171.0974,1103.8627,1336.7377,1251.9084,1315.5214,1222.0726,950.2331,868.1745,1094.6074,1034.564,1068.7799,1007.1819,4.376593346,,6,22,28,0,0,0,0,0,1087,15,0,0,0,0,0,905,3.5
3/21/20,202012,AL,1,-5045,6519,1730,-313,-6294,1568,649.91,709.782,655.4907,671.8379,615.0345,744.098,697.4574,842.5861,796.7904,852.7708,813.0184,671.9299,624.3609,750.2072,702.888,842.4905,787.8928,825.934,774.2235,879.5303,814.4484,722.3409,653.308,789.8005,738.8029,761.8943,717.977,4.656546484,,118,6,124,0,0,0,0,0,1055.666667,0,0,0,0,0,0,903,5.5
3/28/20,202013,AL,1,-11696,-1048,1279,-2963,-12331,2495,504.2,539.4714,483.7104,531.0183,471.6812,578.5758,524.6762,629.9675,573.2516,580.3561,523.4719,539.2719,486.2917,582.974,528.5148,626.1337,562.0606,563.4374,502.2813,622.5244,549.1782,567.0642,497.0501,597.2297,535.8251,574.4319,521.5176,3.070011797,,572,4156,4728,0,0,3,0,0,1063.333333,8.666666667,4,4,0,0,0,904,5.6
4/4/20,202014,AL,1,-12137,898,917,-4120,-14150,2690,482.23,545.0471,484.2608,535.0053,469.874,575.1929,519.1407,636.7975,576.511,593.1585,535.2483,537.7815,481.0442,587.6258,528.2938,632.6141,565.1936,573.1589,510.2928,616.5629,541.6472,585.7505,508.4739,598.9586,532.5728,574.7126,519.0204,1.544387255,,884,5089,5973,0,0,40,0,212,1136.666667,92.66666667,44,40,0,0,0,910,5
